科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"115,036,377.65","136,271,788.54","60,331,611.22","84,938,630.42","166,217,186.73","24,033,848.91","70,427,437.11","106,644,467.36","224,450,141.24","28,981,531.44","81,275,417.40","107,692,896.54","205,000,060.24","65,961,856.95","166,854,719.68","217,331,923.27","389,011,742.59","54,869,830.31","152,082,610.05","242,714,676.52","424,718,246.61","54,122,848.72","205,052,591.48","311,536,937.71","544,821,874.22","106,332,468.42","210,852,141.26","323,651,133.73","603,030,922.40","124,899,903.34","246,837,001.38","325,790,312.88","546,655,234.76","92,868,636.20","180,790,387.12","323,422,641.80","534,001,880.49","129,697,781.15"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"87,665,526.66","36,259,133.50","36,259,133.50","36,259,133.50","36,259,133.50",,,,,,"151,361,723.85","156,361,723.85","195,835,407.85",,,,"90,248,300.00",,,,"29,000,000.00","25,184,005.82",,,"35,261,137.82",
收到的税费返还,"6,056,289.37","14,951,410.22","2,305,588.57","2,960,895.10","4,796,189.07",,,"7,438,494.74","12,576,040.24",,,"4,428,385.29","13,911,423.87",,,"1,023,009.22","1,663,180.04","929,327.50","8,485,826.94","9,806,377.55","28,432,386.75",,"2,761,887.09","12,638,944.35","16,332,721.30","2,415,600.89","3,012,663.13","3,182,665.69","5,961,138.33","15,287,308.26","16,044,703.43","34,723,551.82","36,158,054.98","8,865,246.60","11,050,224.20","24,186,346.02","24,513,275.80",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"491,680,000.00"
收到其他与经营活动有关的现金,"1,974,750.27","1,556,701.98","2,933,006.67","3,196,414.98","5,434,721.66","1,630,033.58","2,171,629.44","2,483,983.06","7,066,172.40","909,670.31","3,554,283.49","4,057,487.76","9,733,822.24","4,739,992.85","27,096,589.77","28,967,187.10","5,622,377.83","5,811,645.78","646,465.60","9,724,197.11","5,759,394.55","6,706,084.83","6,802,721.60","9,644,201.32","22,312,824.21","7,282,178.79","15,268,192.71","11,950,505.37","17,493,197.36","8,672,060.43","21,696,053.44","25,199,596.10","25,237,020.06","9,575,493.47","16,650,401.49","20,403,057.98","20,092,844.80","4,725,649.88"
投资活动现金流出小计,"12,946,650.71","15,304,232.43","8,702,491.05","4,681,640.41","22,459,947.26","2,454,240.49","7,727,820.52","15,479,945.49","26,333,289.15","19,242,200.16","33,268,556.47","46,848,253.24","148,513,491.97","38,825,073.50","41,837,557.27","60,054,479.76","82,785,798.70","365,464.96","2,831,753.51","4,719,645.09","5,796,127.35","46,534,991.90","173,953,908.71","185,304,520.43","218,757,212.27","17,531,179.23","36,565,707.13","95,634,574.95","266,578,578.99","91,218,870.27","137,478,745.46","150,991,730.24","156,434,619.92","39,697,337.11","85,477,086.93","92,833,544.24","75,521,926.90","501,598,664.02"
经营活动现金流入小计,"123,067,417.29","152,779,900.74","65,570,206.46","91,095,940.50","176,448,097.46","25,663,882.49","72,599,066.55","116,566,945.16","244,092,353.88","29,891,201.75","84,829,700.89","116,178,769.59","228,645,306.35","70,701,849.80","193,951,309.45","247,322,119.59","396,297,300.46","61,610,803.59","161,214,902.59","262,245,251.18","458,910,027.91","60,828,933.55","214,617,200.17","333,820,083.38","583,467,419.73","116,030,248.10","229,132,997.10","338,784,304.79","626,485,258.09","148,859,272.03","284,577,758.25","385,713,460.80","608,050,309.80","111,309,376.27","208,491,012.81","368,012,045.80","578,608,001.09","134,423,431.03"
投资活动产生的现金流量净额,"-12,945,850.71","-15,292,199.43","-8,542,691.05","-4,521,840.41","-22,290,047.26","-2,450,240.49","-7,723,820.52","-15,465,945.49","-26,314,289.15","-19,242,200.16","-33,257,316.47","-46,837,013.24","-148,502,251.97","-38,392,873.50","-41,837,557.27","-60,054,479.76","-82,785,798.70","-365,464.96","-2,831,753.51","-4,719,645.09","-5,796,127.35","-46,534,991.90","-173,953,908.71","-185,304,520.43","-218,757,212.27","-17,531,179.23","-36,565,707.13","-95,634,574.95","-201,342,523.60","-91,218,870.27","-137,470,033.18","-150,983,017.96","-156,335,907.64","-37,031,843.28","-65,754,213.32","-66,058,039.38","-70,225,716.97","-300,474,342.49"
购买商品、接受劳务支付的现金,"63,133,042.20","70,849,254.18","32,102,085.76","55,101,419.20","77,928,545.89","33,183,650.29","72,792,579.33","106,521,095.91","139,967,116.83","13,601,223.78","67,234,551.79","90,568,489.90","108,534,716.10","62,170,959.80","99,611,095.15","140,787,382.09","209,048,486.16","57,445,904.38","122,697,923.46","162,714,941.68","233,848,359.63","71,975,830.85","172,434,749.95","260,554,037.20","334,567,435.54","58,344,931.25","115,501,290.50","171,671,980.66","312,829,679.60","68,210,098.94","125,091,015.28","166,399,511.07","250,561,534.01","71,325,595.71","129,703,731.19","224,152,045.17","275,802,715.50","89,905,510.96"
吸收投资收到的现金,,,,"378,500,000.00","378,500,000.00",,,,,,,,,,,,,,,,"692,923,038.88",,,,,,,,,,,,,,,,,
