科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"63,879,213.68","96,539,176.64","108,303,624.79","118,321,008.17","402,076,287.91","435,217,784.66","466,562,140.84","470,469,293.72","469,471,009.10","376,979,628.40","481,005,521.78","469,181,151.07","438,173,289.03","431,168,138.76","503,498,886.46","357,200,046.11","358,513,246.90","367,929,737.92","417,959,257.51","401,773,276.25","379,337,374.45","377,749,757.50","371,291,960.93","296,519,046.92","296,147,445.97","414,816,141.86","478,939,949.82","667,391,971.90","654,066,562.16","611,533,249.41","774,331,763.36","731,006,463.59","736,859,140.39","743,145,118.26","1,081,359,478.10","943,012,388.42"
短期借款,"20,000,000.00","15,000,000.00",,,"10,000,000.00",,,,,,,,,,,,,,,"40,000,000.00","45,310,000.00","45,310,000.00","5,310,000.00","5,310,000.00",,,,,,,,,,,,
交易性金融资产,"4,410,989.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"380,000.00",,,,,,,,,,,,,,,,,"2,730,000.00","3,449,000.00","3,646,000.00","3,016,000.00","5,096,748.36","5,096,748.36",,"2,270,000.00","2,445,000.00","100,000.00",,"548,000.00","2,685,612.00","3,460,300.00","2,332,250.00","370,000.00"
应付票据,"19,558,427.00","18,623,277.10","18,235,202.00","13,885,152.00","11,843,408.44","20,552,013.00","27,783,034.00","11,785,987.00","15,315,071.06","11,435,125.00","25,611,777.00","20,154,107.00","12,516,116.62","5,379,314.99","12,344,823.92","9,226,799.70","12,345,440.60","7,477,000.00","7,250,872.00","1,349,000.00","1,550,280.00",,"602,571.00","14,392,047.19","11,764,040.00","7,619,076.70","27,850,889.76","5,980,000.00","2,895,200.00","3,579,320.00","1,332,511.10",,"2,462,100.00",,"9,947,338.71",
应收账款,"18,728,413.73","22,325,023.78","23,955,568.42","27,996,582.43","36,885,010.92","45,292,524.16","40,373,967.84","22,705,662.73","17,046,676.22","67,104,274.65","43,443,439.50","50,643,967.23","107,524,518.52","137,042,711.12","139,164,638.38","136,270,538.41","164,877,467.58","121,721,632.50","115,683,409.36","102,744,823.32","109,534,914.45","126,610,781.16","100,322,321.88","122,048,645.18","150,413,229.31","139,202,763.98","125,716,716.79","119,056,704.26","146,175,931.18","156,301,016.05","136,795,493.17","125,204,909.22","137,069,749.79","145,622,456.60","141,015,682.02","141,349,010.27"
应付账款,"36,125,250.43","38,801,689.67","43,985,566.65","58,809,298.75","69,233,826.02","78,518,411.43","69,165,452.39","80,836,703.31","78,724,081.00","85,268,204.09","95,656,201.25","120,445,106.25","113,401,877.07","111,103,503.81","135,335,561.38","130,688,523.80","200,960,670.68","202,367,214.22","173,947,676.57","178,933,502.07","193,611,601.45","207,590,427.94","215,212,879.76","206,627,997.66","237,551,939.69","240,012,620.74","216,172,316.69","199,548,672.68","197,241,686.25","182,740,781.37","189,480,979.68","159,491,809.25","166,742,718.62","175,175,978.25","204,954,537.34","235,050,659.91"
预付款项,"16,274,082.27","5,393,677.96","14,850,746.57","14,459,178.02","24,656,443.08","25,645,092.85","41,419,159.26","17,060,223.10","19,716,137.30","17,791,665.50","49,846,011.94","30,223,913.36","19,284,596.10","26,151,872.30","16,920,709.97","25,299,901.70","33,771,277.24","39,422,661.83","47,000,519.32","28,851,061.19","19,420,920.51","21,565,242.53","27,975,513.20","28,413,069.49","40,558,872.68","61,539,913.45","55,377,397.02","49,897,359.00","44,457,476.99","44,658,900.67","84,167,990.83","73,208,107.97","61,283,449.22","101,884,888.91","122,419,562.92","117,414,372.27"
预收款项,"35,487,721.95","29,724,710.43","37,572,679.82","60,406,450.74","52,106,267.79","52,565,487.45","94,896,355.62","93,472,087.48","47,793,330.17","38,733,779.48","112,175,324.99","54,293,115.36","40,719,688.90","42,053,869.74","64,072,231.66","42,504,756.83","55,740,889.60","48,213,069.15","127,535,457.06","131,184,801.24","87,678,593.37","98,170,653.96","132,436,317.12","105,693,392.69","116,865,861.26","116,775,915.95","237,150,431.73","208,485,535.46","191,483,313.34","189,188,909.91","362,130,530.89","360,667,893.75","362,403,207.26","400,433,014.32","619,531,495.83","586,336,791.08"
