科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"614,193,643.52","522,873,305.44","1,059,723,755.58","527,455,593.78","991,925,071.55","1,363,808,626.18","1,746,025,798.82","482,703,543.38","909,621,104.26","1,197,428,320.04","1,461,549,051.61","241,114,344.34","502,901,558.19","809,600,290.14","1,115,405,640.22","259,261,819.03","804,695,086.47","1,165,537,482.16","1,556,216,920.51","316,647,085.05","865,467,877.65","1,369,301,325.51","1,681,333,211.22","500,707,175.72","984,190,536.27","1,571,124,955.23","3,471,543,517.63","1,605,827,014.58","3,510,542,573.85","5,567,637,527.94","8,056,741,608.05"
取得子公司及其他营业单位支付的现金净额,"11,075,000.00","2,600,000.00","2,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"1,561,302,414.51","8,693,340,411.01",,"183,761,485.72","183,761,485.72","182,896,780.92"
收到的税费返还,,,,,,,,,,,,,,,,,,,,"122,870.07","129,373.12","129,365.02","17,493,580.93",,"11,492,420.36","11,996,724.30","27,502,692.44","1,803,307.84","1,821,173.56","1,802,165.17",
支付其他与投资活动有关的现金,,,"1,253,520.00","7,906,813.00",,"7,148,480.00","5,637,819.55",,,"7,378,865.95",,"8,452,966.88","10,762,334.00","1,663,500.00","32,643,665.98",,"12,694,766.00","12,694,766.00",,"283,240.51","20,000,000.00","20,000,000.00","20,000,000.00",,,"6,000,000.00",,,,"400,440,520.94",
收到其他与经营活动有关的现金,"28,818,211.69","81,374,448.00","11,760,521.98","889,389.43","15,871,056.99","5,854,708.10","11,567,445.26","47,705,004.22","54,860,689.85","65,023,747.88","64,070,188.73","19,282,611.61","32,990,167.80","67,601,511.59","101,628,666.75","16,964,600.52","39,442,539.67","36,318,984.54","45,866,273.24","9,741,754.31","31,290,292.94","56,282,844.99","61,664,238.83","10,880,544.67","51,379,872.22","68,160,015.43","124,470,149.87","33,174,352.32","211,568,045.38","249,054,966.94","180,984,633.96"
投资活动现金流出小计,"32,870,467.74","48,447,293.62","213,701,529.92","28,098,570.10","42,042,891.64","122,437,992.37","171,729,493.75","38,796,735.57","102,322,658.82","166,430,703.45","223,858,899.30","344,602,198.57","517,520,522.29","899,116,463.09","488,442,527.82","136,416,586.28","318,987,186.89","447,304,449.23","499,155,317.19","128,995,253.15","224,959,108.11","323,969,695.56","348,534,411.27","54,332,724.98","95,957,979.08","1,695,041,738.52","10,023,579,284.01","1,662,316,705.60","3,871,045,327.43","5,539,486,116.46","6,714,550,448.18"
经营活动现金流入小计,"643,011,855.21","604,247,753.44","1,071,484,277.56","528,344,983.21","1,007,796,128.54","1,369,663,334.28","1,757,593,244.08","530,408,547.60","964,481,794.11","1,262,452,067.92","1,525,619,240.34","260,396,955.95","535,891,725.99","877,201,801.73","1,217,034,306.97","276,226,419.55","844,137,626.14","1,201,856,466.70","1,602,083,193.75","326,511,709.43","896,887,543.71","1,444,287,654.20","1,784,921,688.35","519,878,183.24","1,066,280,019.92","1,684,455,770.68","3,682,071,769.96","1,656,300,571.66","3,764,580,440.45","5,884,768,818.25","8,394,657,295.72"
投资活动产生的现金流量净额,"-31,492,135.14","-47,886,804.12","-211,510,013.98","-27,209,166.90","-39,417,296.84","-119,333,460.37","-167,290,690.95","-31,803,918.02","-94,070,296.47","-165,069,680.65","-218,510,406.25","-344,568,828.57","-335,377,730.32","-517,740,012.63","-475,591,882.92","-123,979,739.30","-293,262,043.12","-425,437,705.76","-473,623,043.32","-128,987,253.15","-202,611,589.68","-316,370,619.88","-338,559,317.94","-52,716,746.27","-82,050,356.98","-1,681,134,116.42","-8,786,735,297.71","-229,100,758.92","-469,818,163.88","-1,179,667,968.26","-956,221,507.85"
购买商品、接受劳务支付的现金,"400,492,568.90","393,826,289.71","666,197,810.36","359,624,492.38","752,739,728.94","1,125,113,074.39","1,480,351,600.60","313,269,708.77","756,548,557.56","1,055,598,709.09","1,350,249,134.71","368,840,657.33","589,340,381.39","766,100,864.04","1,089,859,390.92","165,122,441.05","469,701,554.78","768,646,867.20","1,098,085,279.23","441,354,318.56","878,915,793.10","1,494,775,278.08","1,953,053,976.68","513,852,624.99","976,234,033.24","1,490,403,341.93","2,390,716,821.32","747,629,875.94","1,455,451,069.95","2,322,474,528.71","3,412,031,484.25"
吸收投资收到的现金,,,,,,"1,267,200,000.00","1,267,200,000.00",,,,,,"40,106,150.00","40,106,150.00","41,106,150.00","50,000,000.00","53,326,700.00","53,326,700.00","53,326,700.00",,"156,352,100.00","156,352,100.00","156,352,100.00",,"10,000,000.00","10,004,999,967.18","10,008,555,523.18","4,444,444.00","4,444,444.00","5,511,309.40","4,444,444.00"
支付给职工以及为职工支付的现金,"39,269,095.09","42,168,087.19","66,259,662.09","19,404,014.14","37,073,149.03","59,783,178.90","78,232,066.82","20,242,152.24","41,915,339.45","64,626,115.34","86,595,303.64","19,539,653.13","42,324,644.67","67,621,719.41","97,211,088.88","31,109,464.74","65,873,671.05","103,889,942.72","142,398,247.37","42,372,680.10","82,739,034.43","121,976,493.72","161,155,769.94","46,489,990.26","86,930,536.80","130,168,549.30","240,537,808.79","190,860,231.60","336,353,299.50","463,957,818.08","591,282,576.19"
取得借款收到的现金,"113,750,000.00","452,900,141.80","416,137,761.60","114,000,000.00","264,000,000.00","275,514,240.00","275,514,240.00","14,654,262.45","414,654,263.00","651,678,443.39","851,262,843.39","340,473,315.31","575,473,315.31","731,686,828.91","902,637,606.79","330,000,000.00","500,000,000.00","788,111,911.00","1,329,544,811.30","489,091,418.20","1,346,832,325.23","1,693,253,686.88","2,642,569,584.42","686,034,767.39","2,589,287,969.63","2,844,828,118.96","3,654,833,337.85","699,701,784.48","3,021,124,329.48","3,491,855,022.48","4,707,269,241.40"
支付的各项税费,"64,535,462.08","78,731,634.84","80,358,318.91","30,713,943.48","82,645,305.17","121,902,381.57","146,145,412.26","55,355,719.28","131,737,012.60","157,012,066.50","175,468,300.38","9,294,291.24","49,712,081.93","65,473,649.63","85,547,912.33","24,142,108.16","49,380,847.28","69,238,816.01","94,079,358.12","6,450,250.66","26,847,420.08","50,171,943.58","73,354,426.85","14,821,860.05","40,198,685.81","68,502,248.47","298,002,415.30","236,936,640.71","640,918,845.11","1,010,609,509.83","1,373,209,436.15"
收到其他与筹资活动有关的现金,"81,214,765.75","13,298,009.85","6,000,000.00","15,788,890.00","500,000.00","500,000.00","500,000.00",,"49,294,750.00",,,,,,,,,,,,"135,000,000.00","135,000,000.00","135,000,000.00",,,,"200,000,000.00","2,156,410.30",,"2,249,887.04","7,200,000.00"
支付其他与经营活动有关的现金,"102,032,484.97","42,006,438.57","61,558,310.53","57,920,404.88","31,807,493.65","45,458,331.97","81,867,779.24","10,278,219.12","28,892,590.78","48,248,317.12","58,315,932.28","21,851,762.03","81,548,725.60","60,240,891.08","130,548,941.47","32,379,691.68","141,250,093.24","248,314,547.74","246,448,153.95","71,280,936.24","104,456,367.49","93,791,136.67","126,444,814.02","22,912,840.34","100,789,818.53","86,122,641.39","225,464,869.77","121,109,154.06","190,693,132.02","180,020,438.47","413,516,492.60"
筹资活动现金流入小计,"194,964,765.75","466,198,151.65","422,137,761.60","129,788,890.00","264,500,000.00","1,543,214,240.00","1,543,214,240.00","14,654,262.45","463,949,013.00","651,678,443.39","851,262,843.39","340,473,315.31","615,579,465.31","771,792,978.91","943,743,756.79","380,000,000.00","553,326,700.00","841,438,611.00","1,382,871,511.30","489,091,418.20","1,638,184,425.23","1,984,605,786.88","2,933,921,684.42","686,034,767.39","2,599,287,969.63","12,849,828,086.14","13,863,388,861.03","706,302,638.78","3,025,568,773.48","3,499,616,218.92","4,718,913,685.40"
经营活动现金流出小计,"606,329,611.04","556,732,450.31","874,374,101.89","467,662,854.88","904,265,676.79","1,352,256,966.83","1,786,596,858.92","399,145,799.41","959,093,500.39","1,325,485,208.05","1,670,628,671.01","419,526,363.73","762,925,833.59","959,437,124.16","1,403,167,333.60","252,753,705.63","726,206,166.35","1,190,090,173.67","1,581,011,038.67","561,458,185.56","1,092,958,615.10","1,775,399,321.21","2,346,855,112.65","609,258,225.68","1,302,921,821.18","2,101,717,850.26","3,249,849,621.59","1,599,080,959.45","3,008,222,221.29","4,672,482,292.25","6,026,889,298.94"
偿还债务支付的现金,"117,500,000.00","322,495,880.00","215,415,829.20","56,000,000.00","167,000,000.00","551,000,000.00","562,381,940.00","10,000,000.00","284,654,263.00","406,529,421.43","580,777,135.24","186,463,600.00","376,300,092.91","576,300,092.91","632,472,278.51","106,156,649.62","326,156,649.62","515,332,054.96","848,186,138.46","190,074,621.05","727,836,756.69","1,080,181,775.89","1,824,539,972.16","370,626,204.46","1,621,536,742.05","2,750,762,380.59","3,989,686,201.76","416,839,267.03","1,615,517,297.90","2,155,294,309.10","2,853,950,739.80"
经营活动产生的现金流量净额,"36,682,244.17","47,515,303.13","197,110,175.67","60,682,128.33","103,530,451.75","17,406,367.45","-29,003,614.84","131,262,748.19","5,388,293.72","-63,033,140.13","-145,009,430.67","-159,129,407.78","-227,034,107.60","-82,235,322.43","-186,133,026.63","23,472,713.92","117,931,459.79","11,766,293.03","21,072,155.08","-234,946,476.13","-196,071,071.39","-331,111,667.01","-561,933,424.30","-89,380,042.44","-236,641,801.26","-417,262,079.58","432,222,148.37","57,219,612.21","756,358,219.16","1,212,286,526.00","2,367,767,996.78"
分配股利、利润或偿还利息支付的现金,"23,277,863.59","20,729,192.80","46,837,755.52","8,199,601.09","16,902,013.30","24,537,653.25","30,555,514.81","4,373,801.73","9,215,638.63","80,187,677.54","85,907,230.74","7,427,460.31","55,275,842.30","65,680,212.14","75,608,984.58","11,198,289.13","38,058,594.51","52,882,969.17","71,068,174.16","19,502,618.10","62,957,676.16","82,877,084.83","102,302,703.51","19,172,803.47","130,351,192.77","172,272,298.18","799,382,866.00","31,736,883.19","482,942,786.53","542,134,042.04","1,576,908,211.25"
收回投资收到的现金,"890,000.00",,,,,,,,,,,,"180,000,000.00","375,000,000.00",,,,,,,,,,,,,"1,214,300,000.00","1,428,700,000.00","3,390,200,000.00","4,346,200,000.00","5,738,200,000.00"
支付其他与筹资活动有关的现金,"4,803,025.00","4,811,208.70","124,032,888.33",,"13,554,870.00","19,077,001.80","9,698,151.80",,,"550,000.00","1,285,250.00",,,,,,,,"13,193,038.00","995,128.00","16,765,276.00","17,735,843.47","18,473,296.46","504,077.53","17,274,672.28","154,506,665.59","134,354,570.91","2,521,807.01","456,081,180.48","555,465,299.72","552,862,589.98"
取得投资收益收到的现金,"18,480.00","28,817.00","365,000.00",,,,,,,,,,"1,824,273.97","4,215,342.46","7,338,465.74","1,832,691.79","2,402,691.79","2,402,691.79","2,402,691.79",,,,,,,,"2,439,321.20","2,172,351.84","8,683,568.71","10,886,796.08","17,369,252.21"
筹资活动现金流出小计,"145,580,888.59","348,036,281.50","386,286,473.05","64,199,601.09","197,456,883.30","594,614,655.05","602,635,606.61","14,373,801.73","293,869,901.63","487,267,098.97","667,969,615.98","193,891,060.31","431,575,935.21","641,980,305.05","708,081,263.09","117,354,938.75","364,215,244.13","568,215,024.13","932,447,350.62","210,572,367.15","807,559,708.85","1,180,794,704.19","1,945,315,972.13","390,303,085.46","1,769,162,607.10","3,077,541,344.36","4,923,423,638.67","451,097,957.23","2,554,541,264.91","3,252,893,650.86","4,983,721,541.03"
处置固定资产、无形资产和其他长期资产收回的现金净额,"469,852.60","531,672.50","1,826,515.94","889,403.20","2,392,074.80","3,104,532.00","4,438,802.80","101,478.00","1,361,022.80","1,361,022.80","1,878,653.50","33,370.00","318,518.00","2,161,108.00","5,512,179.16","241,432.00","275,416.00","8,612,781.53","10,929,381.53","8,000.00","14,000.00","14,000.00","17,750.00",,,,"2,661,682.60","2,343,594.84","2,343,594.84","2,731,352.12","2,759,688.12"
筹资活动产生的现金流量净额,"49,383,877.16","118,161,870.15","35,851,288.55","65,589,288.91","67,043,116.70","948,599,584.95","940,578,633.39","280,460.72","170,079,111.37","164,411,344.42","183,293,227.41","146,582,255.00","184,003,530.10","129,812,673.86","235,662,493.70","262,645,061.25","189,111,455.87","273,223,586.87","450,424,160.68","278,519,051.05","830,624,716.38","803,811,082.69","988,605,712.29","295,731,681.93","830,125,362.53","9,772,286,741.78","8,939,965,222.36","255,204,681.55","471,027,508.57","246,722,568.06","-264,807,855.63"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-481,607.16","-366,205.62","-2,539,256.55","-421,329.98","-1,310,940.42","-2,055,193.24","-2,033,828.64","-268,816.25","153,057.11","183,796.24","-1,756,566.11","2,356,415.99","1,148,385.01","-300,171.97","-1,912,742.19","-425,271.59","2,337,788.87","2,492,844.79","3,935,411.68","2,646,009.56","6,806,693.71","7,803,937.40","13,057,888.04","-2,941,908.27","4,618,016.91","5,660,336.97","11,885,020.61","-701,611.59","-4,753,362.06","-18,374,741.40","-14,485,499.75"
收到其他与投资活动有关的现金,,,,,"233,520.00",,,"6,891,339.55","6,891,339.55",,"3,469,839.55",,,,,"10,362,723.19","23,047,035.98","10,851,270.15","12,200,200.55",,"22,333,518.43","7,585,075.68","9,957,343.33","1,615,978.71","13,907,622.10","13,907,622.10","17,442,982.50",,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,378,332.60","560,489.50","2,191,515.94","889,403.20","2,625,594.80","3,104,532.00","4,438,802.80","6,992,817.55","8,252,362.35","1,361,022.80","5,348,493.05","33,370.00","182,142,791.97","381,376,450.46","12,850,644.90","12,436,846.98","25,725,143.77","21,866,743.47","25,532,273.87","8,000.00","22,347,518.43","7,599,075.68","9,975,093.33","1,615,978.71","13,907,622.10","13,907,622.10","1,236,843,986.30","1,433,215,946.68","3,401,227,163.55","4,359,818,148.20","5,758,328,940.33"
五、现金及现金等价物净增加额,"54,092,379.03","117,424,163.54","18,912,193.69","98,640,920.36","129,845,331.19","844,617,298.79","742,250,498.96","99,470,474.64","81,550,165.73","-63,507,680.12","-181,983,175.62","-354,759,565.36","-377,259,922.81","-470,462,833.17","-427,975,158.04","161,712,764.28","16,118,661.41","-137,954,981.07","1,808,684.12","-82,768,668.67","438,748,749.02","164,132,733.20","101,170,858.09","150,692,984.95","516,051,221.20","7,679,550,882.75","597,337,093.63","82,621,923.25","752,814,201.79","260,966,384.40","1,132,253,133.55"
购建固定资产、无形资产和其他长期资产支付的现金,"21,795,467.74","45,847,293.62","206,598,009.92","20,191,757.10","42,042,891.64","115,289,512.37","166,091,674.20","38,796,735.57","102,322,658.82","159,051,837.50","223,858,899.30","71,149,231.69","141,958,188.29","282,652,963.09","455,798,861.84","136,416,586.28","306,292,420.89","434,609,683.23","475,155,317.19","128,712,012.64","204,959,108.11","303,969,695.56","323,534,411.27","49,332,724.98","95,957,979.08","127,739,324.01","193,838,873.00","23,416,705.60","44,883,841.71","87,884,109.80","164,253,667.26"
期初现金及现金等价物余额,"62,951,480.10","117,043,859.13","234,468,022.67","253,380,216.36","253,380,216.36","253,380,216.36","253,380,216.36","995,630,715.32","995,630,715.32","995,630,715.32","995,630,715.32","813,647,539.70","813,647,539.70","813,647,539.70","813,647,539.70","385,672,381.66","385,672,381.66","385,672,381.66","385,672,381.66","387,481,065.78","387,481,065.78","387,481,065.78","387,481,065.78","488,651,923.87","492,187,284.27","488,651,923.87","488,651,923.87","1,085,989,017.50","1,085,989,017.50","1,085,989,017.50","1,085,989,017.50"
投资支付的现金,,,"3,850,000.00",,,,,,,,,"265,000,000.00","364,800,000.00","614,800,000.00",,,,,"24,000,000.00",,,,"5,000,000.00","5,000,000.00",,,"1,136,400,000.00","1,638,900,000.00","3,642,400,000.00","4,867,400,000.00","6,367,400,000.00"
期末现金及现金等价物余额,"117,043,859.13","234,468,022.67","253,380,216.36","352,021,136.72","383,225,547.55","1,097,997,515.15","995,630,715.32","1,095,101,189.96","1,077,180,881.05","932,123,035.20","813,647,539.70","458,887,974.34","436,387,616.89","343,184,706.53","385,672,381.66","547,385,145.94","401,791,043.07","247,717,400.59","387,481,065.78","304,712,397.11","826,229,814.80","551,613,798.98","488,651,923.87","639,344,908.82","1,008,238,505.47","8,168,202,806.62","1,085,989,017.50","1,168,610,940.75","1,838,803,219.29","1,346,955,401.90","2,218,242,151.05"
