科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"541,457,260.55","1,022,817,193.54","1,626,517,636.43","1,682,715,823.88","296,451,825.38","549,409,007.55","798,995,303.82","816,953,892.17","166,586,556.97","315,790,199.29","504,264,039.39","567,417,208.14","113,577,528.33","229,577,648.82","350,701,478.60","524,827,695.76","123,541,410.57","269,228,242.21","376,326,563.23","936,742,814.01","214,772,367.59","590,911,108.64","884,141,814.44","1,205,727,449.54","259,753,707.25","519,580,055.68","840,730,677.40","1,138,382,053.72","216,753,600.33","479,616,670.78","860,681,932.20","1,256,315,180.37","257,406,959.26","490,565,973.21","775,874,082.61","2,997,386,015.42","779,699,499.34","1,572,648,288.10","2,825,683,155.20","4,093,837,224.22","756,868,677.51","1,627,727,969.39","2,663,575,280.32","4,209,918,397.33","909,382,603.78","2,042,570,172.34"
二、营业利润,"-11,293,386.16","-239,622,619.89","-260,064,792.51","-716,135,781.15","-20,001,710.02","-45,670,100.52","-126,085,392.39","-1,021,981,671.12","-106,205,289.55","-195,025,550.65","-221,522,534.85","-45,703,835.06","5,269,819.81","95,510,782.37","124,615,502.81","151,869,611.15","48,446,154.06","101,936,473.49","139,022,263.54","137,358,151.78","6,885,938.98","38,597,067.05","50,671,441.87","74,480,466.33","-612,269.25","20,174,447.63","34,298,135.54","32,653,277.44","-15,657,223.67","-18,334,612.59","2,306,421.33","53,240,738.02","-2,712,275.01","21,369,463.96","40,439,237.67","208,705,345.92","37,201,203.83","80,643,403.42","293,805,610.06","309,028,657.68","44,503,915.62","94,695,739.50","140,143,348.57","332,376,520.90","61,631,684.13","158,094,355.67"
减:营业成本,"530,821,546.28","1,043,162,616.64","1,722,688,940.19","1,782,922,103.02","266,718,724.38","495,968,552.99","725,558,669.46","751,807,697.64","150,711,601.47","295,136,224.53","458,625,430.59","481,903,179.44","92,400,998.57","188,931,350.93","290,527,135.84","453,306,789.31","103,724,871.49","225,882,548.25","313,411,339.47","774,925,141.76","175,761,079.30","489,353,876.36","766,211,517.99","1,024,102,395.76","226,795,847.59","449,214,019.16","740,151,914.64","967,348,582.29","179,836,418.60","396,106,883.28","725,942,014.17","1,051,392,276.92","223,764,054.42","415,245,354.43","648,630,779.05","2,398,163,508.02","640,147,213.49","1,288,364,902.55","2,162,892,611.42","3,164,033,590.82","631,095,354.96","1,334,296,399.94","2,189,829,181.23","3,435,530,338.46","749,718,697.08","1,681,085,644.39"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"45,838.23","282,948.42","432,401.02","2,816,240.26","861,812.31","1,479,522.52","2,271,870.12","4,247,189.01","1,043,242.49","1,801,631.49","2,633,594.60","4,920,554.29","756,424.82","1,817,683.44","2,404,555.63","3,614,514.71","643,031.32","1,527,589.73","2,244,733.08","5,420,217.37","1,590,732.18","3,251,549.63","4,863,402.25","5,610,171.87","1,379,041.45","2,557,093.74","3,212,173.87","5,327,635.84","1,382,789.39","3,100,501.65","4,234,823.24","5,616,319.12","799,634.52","1,666,443.45","2,640,132.22","13,378,273.08","3,647,226.55","6,407,969.55","11,993,914.61","23,052,477.03","2,440,822.52","5,613,970.57","8,418,732.66","16,348,961.61","2,117,251.21","4,572,219.36"
营业外收入,"82,789.79","210,942,623.75","218,955,469.05","547,914,994.27","-3,399,694.83","187,087.22",,"1,242,627.91","214,243.53","572,018.86","1,140,518.86","81,306,819.99","62,609.40","406,119.40","520,159.98","5,888,467.21","49,335.00","271,026.00","3,334,786.18","14,655,406.64","2,193,292.35","7,734,157.82","21,496,071.48","44,477,387.27","12,694,869.03","16,187,548.08","18,836,512.10","93,649,195.34","37,706,944.44","70,246,681.53","74,648,073.54","94,013,028.89","17,569,727.86","18,598,226.70","28,759,439.19","46,584,825.90","4,010,143.62","24,175,703.82","36,522,877.61","60,467,700.77","22,554,369.87","57,509,353.92","63,839,026.86","18,465,602.69","7,233,871.27","9,245,195.37"
销售费用,"18,920,558.36","31,998,298.94","47,576,311.95","52,178,540.06","3,867,941.88","7,383,272.75","11,685,740.34","15,758,526.97","2,547,238.27","5,062,397.92","7,553,947.22","9,412,710.20","797,782.04","1,973,557.67","2,636,601.64","4,644,099.85","570,645.98","1,595,802.12","2,340,029.46","10,978,858.92","1,793,178.20","9,736,675.70","13,190,828.11","22,847,226.41","4,139,254.73","8,192,692.96","13,567,776.75","24,877,833.18","4,874,761.36","12,686,881.46","27,070,891.68","41,852,010.48","13,641,237.99","27,780,543.36","41,978,989.53","128,518,231.47","30,595,816.30","60,395,201.63","92,565,581.47","129,219,934.76","31,661,018.11","64,125,866.76","97,916,871.94","136,322,819.32","29,939,315.78","65,514,692.32"
减:营业外支出,"81,311.70","93,832.46","346,546.73","3,779,632.09","8,202.24","5,426,953.02","5,151,289.36","13,650,749.29","3,231.50","196,154.58","243,927.07","525,501.85",300.00,"1,072,775.89","1,121,288.23","1,279,480.66","38,937.72","39,723.71","41,973.58","364,982.43","13,086.98","1,329,143.85","2,743,734.65","1,522,953.74","3,940.55","103,393.09","332,408.27","448,774.21","168,102.22","296,868.93","1,346,855.40","2,082,177.62","33,356.32","38,793.97","290,085.64","1,067,473.63","101,997.79","209,009.81","934,053.34","412,898.40","318,396.76","348,488.86","538,541.94","1,017,165.95","187,220.75","2,001,044.43"
管理费用,"30,883,490.92","59,259,017.67","104,025,177.30","373,655,041.77","39,335,779.98","89,586,267.01","140,023,249.95","319,141,658.56","39,747,406.04","87,906,556.80","128,072,737.47","218,579,992.03","25,082,096.40","52,157,204.25","73,211,472.31","118,485,053.00","23,859,814.04","48,239,874.16","77,399,033.87","190,610,667.13","41,102,909.15","86,414,302.90","127,850,816.85","201,176,191.69","43,236,586.39","85,402,556.39","129,834,402.35","192,035,000.94","62,068,242.23","105,972,152.79","149,038,312.91","218,795,842.07","44,162,350.54","85,527,402.85","137,363,724.44","400,927,175.65","95,004,626.20","189,698,544.97","324,901,998.78","502,448,925.86","93,414,334.53","195,494,627.20","311,124,351.78","485,849,538.67","108,256,283.43","224,136,065.06"
其中:非流动资产处置净损失,,,"204,007.96","3,722,460.96","1,720.00","806,167.24","806,677.24","10,175,853.72",,"176,741.28","139,637.77","508,169.83",,"858,106.83",,"1,210,763.46",,,"34,556.79","187,176.73",,"1,305,472.80","1,305,472.80","879,436.70","3,360.55","73,221.85","73,221.85","302,379.44","168,102.22","1,204.88","10,266.16","246,700.19","31,916.32","11,867.77","14,142.77","673,236.36","14,328.38","76,639.01","220,715.39","285,997.32","18,201.51","45,571.44","86,620.10",,,
