科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"23,018,039.93","120,007,449.88","114,367,688.02","91,318,003.01","1,195,598,693.07","1,179,653,636.81","1,142,490,133.11","1,077,359,448.13","972,732,256.01","982,188,242.71","983,327,880.98","994,224,510.74","835,254,517.25","824,714,471.46","796,840,543.16","777,236,125.51","500,449,590.47","555,813,665.04","526,386,082.26","570,290,851.56","348,451,758.10","236,706,946.21","570,262,285.43","217,881,106.95","235,460,965.57","214,596,198.61","216,594,796.72","120,015,659.85","125,111,207.51","157,074,755.88","120,936,572.90","121,695,436.36","159,067,974.29","262,740,486.16","279,934,396.52","283,184,686.63"
短期借款,,,,,,,,,,,,,,,,,,,"9,189,177.30",,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"1,919,205.11","1,454,205.11","3,495,909.70","2,845,025.00","8,305,431.00","10,469,792.00","9,149,521.58","4,933,383.11","8,458,484.36","3,893,458.29","2,780,605.29","8,311,821.33","5,600,000.00","9,022,537.31","9,020,000.00","6,771,421.12","16,426,718.00","13,985,331.80","31,496,407.67","26,040,000.00","39,485,299.00","36,446,372.33","38,292,609.00","31,919,199.00","37,505,193.00","41,410,508.80","38,884,854.80","25,230,768.00","74,960,000.00","27,116,000.00","46,790,000.00","35,296,000.00","55,451,230.77","40,056,184.62"
应付票据,,,,,,,,,,,"9,721,506.28","14,656,388.49","37,661,077.64","9,901,980.07","15,035,711.38","13,727,944.83","19,707,724.25","11,751,336.56","13,115,865.30","15,663,072.30","16,696,238.65","15,917,149.16","19,963,670.89","15,288,952.12","16,893,033.90","14,293,515.41","20,170,208.40","14,890,974.23","23,245,597.78","13,761,526.06","16,581,788.55","28,749,973.32","22,076,650.83",,"21,155,827.86",
应收账款,"17,404,010.76","35,580,111.13","44,216,782.34","39,134,170.52","54,341,430.16","50,340,774.16","43,703,759.61","31,747,451.63","60,863,329.20","31,426,530.08","46,234,729.75","58,370,641.35","53,459,522.59","40,753,012.58","55,810,185.73","94,775,938.05","99,113,113.30","82,039,629.71","75,532,192.79","84,114,011.83","99,861,727.32","108,152,928.65","62,153,297.62","63,874,917.52","51,188,068.65","103,871,833.73","98,218,550.93","132,090,976.99","135,991,848.73","109,457,525.42","82,633,638.97","99,903,312.50","105,383,188.34","136,050,892.27","100,601,594.44","126,809,031.89"
应付账款,"37,830,751.30","58,786,399.90","97,413,602.81","64,429,883.47","70,065,832.89","65,789,582.95","94,371,950.20","71,430,600.31","89,867,770.02","45,822,536.21","61,270,769.25","74,499,102.84","46,532,893.78","51,589,946.27","49,512,608.95","60,662,956.46","53,211,427.10","37,014,096.62","36,742,748.51","51,750,123.73","66,786,487.26","59,718,475.46","65,862,591.66","69,484,669.40","53,621,385.00","66,014,073.13","60,998,442.27","60,808,962.26","53,177,978.75","53,007,518.62","59,159,856.99","48,999,673.81","66,654,956.22",,"55,344,868.84",
预付款项,"962,499.40","4,313,610.63","8,011,482.51","11,266,785.71","19,815,782.40","26,148,454.94","8,023,231.70","44,273,296.37","26,948,989.75","14,885,243.62","4,011,696.05","5,054,429.86","3,443,638.08","4,010,088.39","3,019,572.33","9,145,999.01","14,360,966.68","13,321,724.02","10,819,621.09","2,486,862.33","9,841,312.46","9,288,728.45","7,442,227.08","15,464,610.84","21,517,104.79","19,737,799.65","12,948,995.54","12,770,313.65","11,222,124.35","19,788,367.70","4,117,041.81","28,146,512.73","55,723,032.18","69,582,492.29","26,086,113.09","29,859,105.18"
预收款项,"8,896,995.13","5,693,187.95","10,681,639.77","9,021,313.92","5,813,503.29","12,922,591.98","11,496,433.67","10,320,566.96","6,321,568.51","11,072,626.87","3,853,353.39","4,186,002.67","1,304,792.41","4,475,950.70","6,976,451.21","11,050,120.08","4,797,155.69","7,197,334.33","11,875,968.33","12,833,841.47","12,706,299.52","10,399,930.24","18,451,580.70","20,130,757.94","23,170,210.45","21,170,988.95","10,004,581.11","11,581,080.64","10,401,057.72","12,578,327.22","13,977,455.25","22,125,852.15","33,834,045.93","37,592,996.86","29,704,464.65","31,677,677.74"
