科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"330,126,576.62","446,129,874.35","393,856,275.49","100,149,054.83","194,301,224.61","341,887,889.05","547,955,545.35","138,320,081.59","325,849,368.20","440,324,755.55","598,388,081.57","131,102,119.20","255,922,192.84","400,607,675.88","530,747,154.78","110,067,580.69","214,240,761.55","342,536,843.46","464,256,267.26","112,765,425.63","306,349,184.37","433,543,071.49","538,280,347.57","164,224,017.65","299,021,586.65","501,890,406.48","609,637,748.57","257,485,159.37","450,319,816.60","701,431,913.22","880,563,396.29","423,745,328.79","829,316,063.04","1,254,820,782.85","937,087,385.81","261,378,855.02","735,407,699.08"
取得子公司及其他营业单位支付的现金净额,"14,396,555.19",,,,,,,,,,"10,937,313.42",,,,,,,,,,"793,420.98","793,420.98","16,489,788.02",,,,,,,,,,,,,,"10,000,000.00"
收到的税费返还,,"91,251.58","330,698.33","75,442.28","144,227.82","164,270.03","143,943.11","61,386.62","116,280.08","142,610.64","203,002.89","60,400.96","115,319.89","189,883.72","243,420.30","294,262.48","331,689.16","387,144.12","477,159.31","31,046.98","279,488.23","524,132.00","711,298.84",,"91,435.84","601,957.74","145,158.23","34,328.68","70,633.63","70,633.63","81,573.49",,"180,206.78","264,928.31","201,984.57","51,589.18","72,895.72"
支付其他与投资活动有关的现金,,,,,,,,"4,424,215.67","3,898,574.07","4,482,302.53",,,"30,000,000.00","40,000,000.00",,,,,"530,000,000.00",,"164,300,000.00","410,961,128.68","223,200,000.00",,"35,600,000.00","46,016,324.24","67,250,000.00",,"7,900,000.00","9,100,000.00","12,200,000.00",,,"35,000.00","280,000,000.00","200,000,000.00","200,000,000.00"
收到其他与经营活动有关的现金,"10,561,238.38","2,308,516.37","3,349,387.29","3,049,890.33","4,315,735.79","6,139,451.54","3,832,340.66","2,757,711.11","4,602,438.95","8,956,944.31","5,693,547.21","2,201,110.65","7,682,509.03","8,480,535.03","14,236,590.74","2,916,557.72","5,694,075.03","8,071,467.67","8,063,618.06","575,923.18","3,106,161.23","9,128,857.60","4,826,183.44","10,790,088.11","12,740,157.79","12,952,614.83","10,830,764.76","2,291,463.62","3,204,433.72","4,615,418.15","3,319,816.07","3,810,392.43","3,882,676.84","13,548,396.64","723,895,444.37","4,172,944.02","8,291,791.41"
投资活动现金流出小计,"16,173,914.33","2,270,548.79","1,170,031.67","37,927.99","526,270.07","1,232,868.80","23,320,060.77","18,610,914.16","64,267,055.44","74,249,698.09","45,844,095.87","1,136,018.53","31,604,645.08","42,061,582.06","135,172,471.32","286,751.26","341,597,619.00","516,713,408.39","550,776,843.50","155,424,394.10","266,446,442.77","529,182,212.90","600,669,832.23","23,838,211.08","37,225,331.10","47,694,914.06","72,955,988.47","6,390,904.28","9,887,222.57","12,155,440.03","14,917,096.88","303,554.49","1,535,720.75","2,435,526.91","282,510,345.92","200,260,559.60","215,810,709.95"
经营活动现金流入小计,"340,687,815.00","448,529,642.30","397,536,361.11","103,274,387.44","198,761,188.22","348,191,610.62","551,931,829.12","141,139,179.32","330,568,087.23","449,424,310.50","604,284,631.67","133,363,630.81","263,720,021.76","409,278,094.63","545,227,165.82","113,278,400.89","220,266,525.74","350,995,455.25","472,797,044.63","113,372,395.79","309,734,833.83","443,196,061.09","543,817,829.85","175,014,105.76","311,853,180.28","515,444,979.05","620,613,671.56","259,810,951.67","453,594,883.95","706,117,965.00","883,964,785.85","427,555,721.22","833,378,946.66","1,268,634,107.80","1,661,184,814.75","265,603,388.22","743,772,386.21"
投资活动产生的现金流量净额,"-15,918,452.97","-2,197,048.79","-1,082,531.67","-37,927.99","-496,270.07","-1,174,868.80","-23,116,201.21","-18,594,665.59","-63,482,934.54","-33,223,127.19","-45,688,595.87","1,778,393.99","-31,545,395.08","-41,502,540.32","-977,863.75","-268,751.26","-70,584,523.11","-109,475,561.08","-83,081,944.67","-59,515,351.18","-77,104,307.79","-266,605,406.74","-295,203,991.00","-838,211.08","4,220,674.81","-1,490,006.52","210,865.40","-590,904.28","-597,555.58","-1,639,348.42","-2,139,570.67","-303,554.49","680,879.25","7,573,889.15","-115,919,137.52","243,072,735.99","431,782,352.76"
购买商品、接受劳务支付的现金,"265,201,823.16","331,092,536.71","300,077,022.04","89,769,342.39","217,930,057.44","344,584,070.65","506,984,612.63","146,482,055.12","305,125,034.00","404,205,693.66","502,561,432.13","72,870,567.17","157,764,176.15","252,840,728.30","339,067,306.57","87,477,939.15","165,840,873.45","279,108,250.48","375,809,585.62","96,160,482.36","267,537,150.64","348,280,360.08","434,489,455.54","96,629,743.16","227,508,915.01","399,778,448.13","493,932,623.75","185,105,073.43","448,711,835.82","772,809,133.15","797,805,693.80","384,686,702.48","842,072,650.64","1,133,474,176.90","639,116,909.47","584,528,783.68","1,025,502,128.87"
吸收投资收到的现金,,,,,"420,000,000.00","420,000,000.00","398,600,000.00",,,,,,,,,,,,,,,,,,,,"4,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00",,"588,999,616.00","588,999,616.00","588,999,616.00",,"49,000,000.00"
