科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"22,502,814.74","36,393,360.22","25,313,390.27","7,154,518.24","14,644,112.42","22,918,899.56","30,561,462.70","9,768,536.73","20,473,394.66","30,199,209.45","43,192,411.42","10,751,532.58","20,770,864.12","30,728,625.87","42,580,568.57","10,387,316.03","22,190,833.25","32,678,549.47","45,846,719.50","13,707,437.74","24,239,169.55","34,877,131.51","48,590,958.73","13,318,865.73","24,963,857.67","36,423,981.47","49,727,425.61","13,379,923.22","24,606,873.83","38,740,293.42","52,891,082.16","17,309,902.48","29,804,118.68","43,041,168.74","59,134,200.81","16,838,127.51","37,944,753.56"
取得借款收到的现金,"25,000,000.00","110,000,000.00","42,341,595.00","20,000,000.00","40,000,000.00","40,000,000.00","60,000,000.00",,"8,232,341.31","8,232,341.31","8,232,341.31",,,,,,,,,,,"50,000,000.00","49,010,132.97",,"23,566,233.77","73,981,926.41","123,566,233.77","5,132,960.27","130,000,000.00","279,650,000.00","551,313,826.26","198,886,288.58","281,069,276.67","490,469,687.78","663,556,251.82","99,407,619.44","469,407,819.44"
支付的各项税费,"21,037,761.02","32,289,297.29","25,171,129.50","8,445,041.44","11,413,705.89","17,900,211.11","26,774,730.17","8,499,309.50","14,919,295.80","24,105,728.02","32,123,568.97","6,615,894.74","14,229,601.30","21,921,297.73","32,783,494.24","5,921,681.49","11,257,241.56","20,034,964.81","25,076,521.70","6,931,641.45","13,014,366.00","20,997,216.46","29,319,461.64","6,651,703.49","15,984,958.63","21,310,516.83","32,049,998.05","6,919,412.41","12,464,556.32","18,800,049.11","29,214,871.41","10,395,463.37","19,172,305.35","35,687,856.40","44,028,205.63","12,566,155.56","25,804,708.27"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,"2,890,362.52","2,528,787.34","2,528,787.34",,,,,,,"170,000,000.00","170,000,000.00",,,,,,,,"19,080,334.10",,"7,127,692.05","7,127,692.05","57,127,692.05",,"303,773,589.58"
支付其他与经营活动有关的现金,"22,968,371.38","65,552,094.17","24,403,990.17","10,293,706.10","16,020,032.79","26,109,371.96","32,055,762.30","14,582,893.70","22,128,287.39","31,804,882.16","35,198,193.36","8,753,854.93","14,247,387.68","20,340,345.24","33,103,903.70","9,610,743.99","18,676,024.70","28,131,140.95","40,635,588.68","7,812,455.41","21,198,177.14","33,092,691.72","37,186,900.85","9,400,671.54","13,234,000.90","27,172,777.22","29,624,486.83","7,980,377.16","17,751,919.23","26,614,891.54","297,822,826.60","11,231,736.19","22,322,950.72","49,036,221.97","792,190,455.11","14,486,246.21","32,719,020.56"
筹资活动现金流入小计,"25,000,000.00","110,000,000.00","42,341,595.00","20,000,000.00","460,000,000.00","460,000,000.00","458,600,000.00",,"8,232,341.31","8,232,341.31","8,232,341.31",,"2,890,362.52","2,528,787.34","2,528,787.34",,,,,,,"220,000,000.00","219,010,132.97",,"23,566,233.77","73,981,926.41","128,066,233.77","6,632,960.27","131,500,000.00","281,150,000.00","571,894,160.36","198,886,288.58","877,196,584.72","1,086,596,995.83","1,309,683,559.87","99,407,619.44","822,181,409.02"
经营活动现金流出小计,"331,710,770.30","465,327,288.39","374,965,531.98","115,662,608.17","260,007,908.54","411,512,553.28","596,376,567.80","179,332,795.05","362,646,011.85","490,315,513.29","613,075,605.88","98,991,849.42","207,012,029.25","325,830,997.14","447,535,273.08","113,397,680.66","217,964,972.96","359,952,905.71","487,368,415.50","124,612,016.96","325,988,863.33","437,247,399.77","549,586,776.76","126,000,983.92","281,691,732.21","484,685,723.65","605,334,534.24","213,384,786.22","503,535,185.20","856,964,367.22","1,177,734,473.97","423,623,804.52","913,372,025.39","1,261,239,424.01","1,534,469,771.02","628,419,312.96","1,121,970,611.26"
偿还债务支付的现金,,"80,000,000.00","60,000,000.00","20,000,000.00","77,000,000.00","77,000,000.00","97,342,560.00",,,,,"8,232,341.31","8,232,341.31","8,232,341.31","8,232,341.31",,,,,,,,,"40,000,000.00","30,000,000.00","50,000,000.00","74,000,000.00","30,000,000.00","20,000,000.00","50,000,000.00","144,985,475.00","15,000,000.00","145,000,000.00","434,520,000.00","714,050,017.93","75,000,000.00","325,400,000.00"
经营活动产生的现金流量净额,"8,977,044.70","-16,797,646.09","22,570,829.13","-12,388,220.73","-61,246,720.32","-63,320,942.66","-44,444,738.68","-38,193,615.73","-32,077,924.62","-40,891,202.79","-8,790,974.21","34,371,781.39","56,707,992.51","83,447,097.49","97,691,892.74","-119,279.77","2,301,552.78","-8,957,450.46","-14,571,370.87","-11,239,621.17","-16,254,029.50","5,948,661.32","-5,768,946.91","49,013,121.84","30,161,448.07","30,759,255.40","15,279,137.32","46,426,165.45","-49,940,301.25","-150,846,402.22","-293,769,688.12","3,931,916.70","-79,993,078.73","7,394,683.79","126,715,043.73","-362,815,924.74","-378,198,225.05"
分配股利、利润或偿还利息支付的现金,"70,875.00","3,474,001.00","12,289,750.33","466,100.00","772,162.50","772,162.50","915,795.83",,,"29,970,000.00","29,970,000.00",,"19,980,000.00","19,980,000.00","20,226,970.24",,"24,880,000.00","24,880,000.00","24,880,000.00",,"1,998,000.00","8,461,200.36","8,532,674.65","375,000.00","1,793,948.85","3,970,854.72","5,971,798.73","2,862,076.39","5,618,787.58","7,762,344.42","22,279,711.12","6,232,070.69","17,755,709.00","23,998,171.09","29,065,899.21","4,058,175.81","20,215,765.51"
收回投资收到的现金,"255,461.36",,,,,,,,,"40,000,000.00",,,,,"133,000,000.00",,"270,000,000.00","405,000,000.00",,"95,773,463.90",,"4,006,367.04","7,500,000.00","23,000,000.00",,,,"5,800,000.00",,,,,,,"125,508,536.73","158,286,368.77","158,286,368.77"
支付其他与筹资活动有关的现金,,,,"1,057,535.00","35,663,000.00","35,663,000.00","5,414,050.00",,,,,,,,,,,,,,,,"20,000,000.00",,"10,000,000.00","45,000,000.00","85,000,000.00",,"52,076,089.24","56,410,596.66","83,107,065.67","10,093,927.47","130,000.00",,"60,170,000.00",,"505,951,177.34"
取得投资收益收到的现金,,,,,,,,,"51,600.00","213,550.00",,,,"75,842.00","793,890.41",,"995,095.89","2,045,487.31","2,389,589.03",,"926,634.98","1,418,890.82","6,890,047.98",,"163,440.11","196,341.74","228,732.87",,"20,716.99","23,113.70","27,755.10",,,"179,179.46",,"5,046,926.82","9,235,693.94"
筹资活动现金流出小计,"70,875.00","83,474,001.00","72,289,750.33","21,523,635.00","113,435,162.50","113,435,162.50","103,672,405.83",,,"29,970,000.00","29,970,000.00","8,232,341.31","28,212,341.31","28,212,341.31","28,459,311.55",,"24,880,000.00","24,880,000.00","24,880,000.00",,"1,998,000.00","8,461,200.36","28,532,674.65","40,375,000.00","41,793,948.85","98,970,854.72","164,971,798.73","32,862,076.39","77,694,876.82","114,172,941.08","250,372,251.79","31,325,998.16","162,885,709.00","458,518,171.09","803,285,917.14","79,058,175.81","851,566,942.85"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"73,500.00","87,500.00",,"30,000.00","58,000.00","94,020.80","16,248.57","277,100.00","357,600.00","155,500.00","24,050.00","59,250.00","93,250.00","180,200.00","18,000.00","18,000.00","123,500.00","136,500.00","79,000.00","165,500.00","165,500.00","131,500.00",,"182,565.80","208,565.80","188,121.00",,"18,950.00","42,977.91","125,002.97",,,,"35,000.00",,"71,000.00"
筹资活动产生的现金流量净额,"24,929,125.00","26,525,999.00","-29,948,155.33","-1,523,635.00","346,564,837.50","346,564,837.50","354,927,594.17",,"8,232,341.31","-21,737,658.69","-21,737,658.69","-8,232,341.31","-25,321,978.79","-25,683,553.97","-25,930,524.21",,"-24,880,000.00","-24,880,000.00","-24,880,000.00",,"-1,998,000.00","211,538,799.64","190,477,458.32","-40,375,000.00","-18,227,715.08","-24,988,928.31","-36,905,564.96","-26,229,116.12","53,805,123.18","166,977,058.92","321,521,908.57","167,560,290.42","714,310,875.72","628,078,824.74","506,397,642.73","20,349,443.63","-29,385,533.83"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,"389,949.74","220,517.16",,,"68,860.00","68,809.80",,,"3,686,048.30","4,494,293.25",,,,,,,,,,,"7,613,636.60","731,944.26",,
四、汇率变动对现金的影响,,,,,,,"-283,709.51","455,420.90",,,"8,778.91",,"8,923.88",,"-6,272.10",,"-112,849.29",,"-124,731.81",,,,"39,345.28",,"21,312.00","21,312.00","35,214.00",,-201.94,-201.94,"672,336.72","-31,122.74","-72,596.14","-72,596.14","-1,597,113.71","-22,337.74","246,609.44"
收到其他与投资活动有关的现金,,,,,,,"109,838.76",,"455,420.90","455,420.90",,"2,890,362.52",,,,,,,"465,100,000.00","56,579.02","188,250,000.00","253,300,000.00","286,450,000.00",,"41,100,000.00","45,800,000.00","72,750,000.00",,"9,250,000.00","10,450,000.00","12,624,768.14",,"2,216,600.00","2,216,600.00","40,315,727.41","280,000,000.00","480,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"255,461.36","73,500.00","87,500.00",,"30,000.00","58,000.00","203,859.56","16,248.57","784,120.90","41,026,570.90","155,500.00","2,914,412.52","59,250.00","559,041.74","134,194,607.57","18,000.00","271,013,095.89","407,237,847.31","467,694,898.83","95,909,042.92","189,342,134.98","262,576,806.16","305,465,841.23","23,000,000.00","41,446,005.91","46,204,907.54","73,166,853.87","5,800,000.00","9,289,666.99","10,516,091.61","12,777,526.21",,"2,216,600.00","10,009,416.06","166,591,208.40","443,333,295.59","647,593,062.71"
五、现金及现金等价物净增加额,"17,987,716.73","7,531,304.12","-8,459,857.87","-13,949,783.72","284,821,847.11","282,069,026.04","287,082,944.77","-56,332,860.42","-87,328,517.85","-95,851,988.67","-76,208,449.86","27,917,834.07","-150,457.48","16,261,003.20","70,777,232.68","-388,031.03","-93,275,819.62","-143,313,011.54","-122,658,047.35","-70,754,972.35","-95,356,337.29","-49,117,945.78","-110,456,134.31","7,799,910.76","16,175,719.80","4,301,632.57","-21,380,348.24","19,606,145.05","3,267,064.41","14,491,106.34","26,284,986.50","171,157,529.89","634,926,080.10","642,974,801.54","515,596,435.23","-99,416,082.86","24,445,203.32"
购建固定资产、无形资产和其他长期资产支付的现金,"1,777,359.14","2,270,548.79","1,170,031.67","37,927.99","526,270.07","1,232,868.80","23,320,060.77","3,186,698.49","19,368,481.37","18,767,395.56","34,906,782.45","1,136,018.53","1,604,645.08","2,061,582.06","2,172,471.32","286,751.26","1,597,619.00","1,713,408.39","13,276,843.50","100,274,394.10","101,353,021.79","101,621,296.20","77,560,944.21","829,633.30","1,625,331.10","1,678,589.82","5,705,988.47","590,904.28","1,987,222.57","3,055,440.03","2,717,096.88","303,554.49","1,535,720.75","2,400,526.91","2,510,345.92","260,559.60","5,810,709.95"
期初现金及现金等价物余额,"21,886,921.94","39,874,638.67","47,405,942.79","38,946,084.92","38,946,084.92","38,946,084.92","38,946,084.92","326,029,029.69","326,029,029.69","326,029,029.69","326,029,029.69","249,820,579.83","249,820,579.83","249,820,579.83","249,820,579.83","321,849,869.99","320,597,812.51","321,849,869.99","320,597,812.51","199,489,722.80","197,939,765.16","199,489,722.80","197,939,765.16","87,483,630.85","87,483,630.85","87,483,630.85","87,483,630.85","66,103,282.61","66,103,282.61","66,103,282.61","66,103,282.61","92,388,269.11","92,388,269.11","92,388,269.11","92,388,269.11","607,984,704.34","610,476,828.29"
投资支付的现金,,,,,,,,"11,000,000.00","41,000,000.00","51,000,000.00",,,,,"133,000,000.00",,"340,000,000.00","515,000,000.00","7,500,000.00","55,150,000.00",,"15,806,367.04","283,419,100.00","23,008,577.78",,,,"5,800,000.00",,,,,,,,,
期末现金及现金等价物余额,"39,874,638.67","47,405,942.79","38,946,084.92","24,996,301.20","323,767,932.03","321,015,110.96","326,029,029.69","269,696,169.27","238,700,511.84","230,177,041.02","249,820,579.83","277,738,413.90","249,670,122.35","266,081,583.03","320,597,812.51","321,461,838.96","227,321,992.89","178,536,858.45","197,939,765.16","128,734,750.45","102,583,427.87","150,371,777.02","87,483,630.85","95,283,541.61","103,659,350.65","91,785,263.42","66,103,282.61","85,709,427.66","69,370,347.02","80,594,388.95","92,388,269.11","263,545,799.00","727,314,349.21","735,363,070.65","607,984,704.34","508,568,621.48","634,922,031.61"
