科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"68,133,982.49","81,522,088.51","108,236,132.05","13,238,021.59","76,300,954.14","30,921,403.00","54,564,584.50","55,077,856.06","114,082,085.70","76,787,635.48","180,616,234.25","112,394,684.98","66,258,656.55","125,173,695.74","471,399,801.24","396,438,838.13"
短期借款,"91,714,878.28","151,932,598.16","200,599,466.85","217,194,495.88","149,144,081.27","234,207,651.37","275,638,379.24","276,793,058.78","238,769,475.52","266,379,451.30","301,949,814.50","291,770,950.00","320,083,600.00","349,800,000.00","268,000,000.00","260,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"25,410,613.60","19,659,265.15","11,266,067.00","6,805,743.80","5,531,891.74","7,243,577.86","23,902,968.00","18,202,968.00","14,000,000.00","21,000,000.00","54,791,129.40","85,198,147.00","87,137,000.00","17,596,804.71","50,720,070.70","21,029,519.40"
应付票据,"41,913,965.81","54,690,513.77","28,753,719.90",,"3,752,101.00",,"20,318,000.00","48,520,968.00","73,720,168.00","35,512,150.00","46,702,950.00","35,038,000.00","4,136,000.00","24,326,181.00","88,748,181.00","77,818,400.00"
应收账款,"111,975,360.45","140,522,914.71","179,000,669.89","214,043,073.49","307,524,038.57","348,308,504.26","372,626,316.37","395,883,553.23","483,876,989.29","424,699,495.00","335,418,564.58","293,492,165.18","387,785,752.81","430,910,486.71","334,310,615.50","381,482,280.20"
应付账款,"47,663,479.05","47,125,573.99","81,725,465.09","49,653,503.43","91,902,528.60","97,878,291.32","91,950,824.32","85,652,280.24","129,922,675.88","102,586,559.46","103,469,302.58","106,817,488.51","138,018,876.79","101,802,708.29","199,001,354.45","217,532,162.94"
预付款项,"62,227,179.84","23,759,826.96","15,812,121.48","28,009,070.72","36,708,234.90","67,149,012.67","97,127,611.86","103,055,779.15","20,517,777.92","47,228,478.17","97,217,232.81","123,418,439.80","151,650,682.25","48,288,605.85","36,236,290.25","64,141,059.22"
预收款项,"65,375,037.70","31,389,754.94","3,647,945.12","3,189,161.27","7,712,649.85","5,676,442.41","19,736,514.73","9,641,706.36","5,023,466.08","10,354,662.48","72,101,169.18","93,327,644.02","82,581,073.26","64,851,373.91","38,998,114.35","39,375,243.20"
其他应收款,"3,695,908.60","4,003,384.10","2,846,522.20","4,170,860.99","2,672,454.22","4,052,001.84","4,091,388.61","10,010,961.17","9,490,936.65","7,266,840.06","12,168,009.06","14,232,633.48","18,251,437.69","13,708,302.52","7,333,848.15","9,253,601.70"
应付职工薪酬,"1,786,290.96","1,550,598.36","2,088,133.20","2,232,621.03","2,573,566.97","617,672.76","2,139,926.94","2,837,291.32","2,332,887.28","536,164.11","4,830,887.87","2,368,826.69","2,790,129.00","612,373.05","6,632,487.75","3,581,251.42"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"6,114,219.78","8,211,959.95","3,413,815.20","900,487.05","14,892,867.58","8,955,198.40","4,972,994.99","2,814,482.03","6,095,658.95","5,347,161.47","11,768,058.97","11,229,259.98","25,570,975.98","10,537,714.49","5,469,576.35","3,928,752.35"
应收利息,,,,,,,,,,,,,,,,
应付利息,"218,285.66","2,512,902.12","2,366,566.69","4,019,341.68","2,137,508.54","852,999.96","1,709,105.86","2,344,600.12","1,188,799.07","480,613.42","532,932.29","510,270.37","1,329,820.97","2,219,165.87","2,310,709.46","1,235,713.41"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"21,625,000.00","21,625,000.00","6,750,000.00","6,750,000.00","2,696,625.00","6,199,215.00","3,660,525.00","3,660,525.00"
存货,"64,779,247.68","101,520,001.84","92,721,354.55","95,766,199.48","82,406,961.59","95,882,923.31","84,897,612.66","86,323,138.85","89,783,149.28","88,006,489.45","95,919,841.23","108,594,588.50","82,106,251.24","124,205,804.29","126,856,917.23","136,291,609.13"
其他应付款,"286,466.72","90,055.34","173,307.03","121,048.28","229,723.09","550,522.53","30,851,569.71","6,359,161.50","42,185,055.18","50,889,850.41","28,773,830.34","112,792,613.72","102,652,089.58","14,456,161.33","14,176,125.23","14,230,613.99"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
