科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"286,118,915.92","654,926,329.21","1,062,984,916.52","1,581,490,523.33","381,021,112.99","729,391,993.44","1,034,426,853.84","1,472,633,510.42","228,609,453.13","487,850,037.72","725,272,224.37","984,101,409.25","288,097,277.64","653,054,954.78","998,868,093.45","1,341,221,385.79","414,832,663.60","992,735,920.46","1,536,944,033.83","2,114,099,563.77","676,449,940.18","1,270,299,488.92","1,995,672,968.26","2,723,301,861.73","752,792,303.67","1,330,811,539.28","1,791,012,040.15","2,499,476,675.76","579,831,444.65","1,288,742,759.01","2,023,923,624.36","3,511,289,559.59","1,310,957,861.02","3,094,541,177.51","4,448,509,358.78","6,182,667,324.49","1,434,690,510.17","3,287,890,314.85","4,940,594,963.06","7,096,127,235.87","2,212,536,692.13","4,137,538,743.38","6,046,103,401.41"
二、营业利润,"-14,299,670.07","-39,680,244.99","-62,907,931.55","-125,201,377.38","1,407,538.14","-9,480,246.67","56,408,017.17","1,087,679.11","-10,423,357.10","-26,151,816.45","-43,469,911.59","-151,720,347.84","-15,842,025.28","-20,739,541.99","-35,619,209.93","-89,961,120.11","-16,201,194.72","115,169,217.24","134,489,137.69","72,643,738.71","-7,602,915.11","39,471,282.83","64,173,339.46","29,471,008.73","-14,651,826.52","23,600,078.01","90,599,906.33","61,835,508.12","13,872,652.16","11,203,561.25","66,839,905.62","91,095,597.06","13,063,793.82","33,673,867.63","5,208,786.27","117,581,763.00","10,811,157.28","19,458,599.41","26,991,464.09","-5,280,291.58","12,725,961.09","27,351,643.42","73,056,835.21"
减:营业成本,"278,459,512.00","637,458,428.24","1,038,510,989.64","1,539,452,786.88","358,608,539.83","705,164,793.59","1,004,985,548.14","1,447,512,685.07","220,323,906.63","479,490,100.87","712,572,318.19","970,722,854.69","283,540,870.60","645,398,887.57","986,390,801.16","1,321,757,435.98","411,527,583.39","987,023,146.42","1,524,487,712.96","2,095,526,657.63","665,018,767.78","1,248,553,659.99","1,966,227,261.13","2,678,556,605.44","741,273,436.56","1,319,796,124.40","1,776,005,926.37","2,448,650,320.82","552,592,405.30","1,228,133,228.27","1,951,241,560.32","3,391,441,442.61","1,242,263,382.64","2,933,880,464.43","4,233,166,365.82","5,738,366,276.27","1,333,324,071.11","3,053,865,200.32","4,604,013,318.69","6,656,771,231.80","2,100,255,169.78","3,887,224,934.37","5,621,343,582.10"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"12,721.97","38,539.88","48,351.37","135,625.44","20,572.73","62,799.77","128,510.86","378,339.58","21,899.34","82,514.56","132,772.20","2,948,990.34","518,579.81","934,511.05","1,450,749.97","2,307,228.09","500,141.48","777,808.84","1,180,232.72","1,444,852.85","866,911.02","1,093,445.07","1,532,938.23","2,245,327.76","529,321.71","737,236.81","1,187,054.06","2,191,575.59","2,597,500.38","3,422,693.22","5,414,072.56","7,515,280.36","3,283,731.20","5,588,936.24","8,256,378.25","13,702,531.44","1,575,229.33","4,500,309.11","7,099,737.12","15,284,729.89","2,992,344.42","6,319,334.20","10,429,459.10"
营业外收入,"1,239,572.65","1,239,572.65","1,234,059.12","4,018,263.24","82,472.00","156,454.12","216,413.52","6,396,499.47","40,714.00","1,049,306.65","2,206,553.40","3,977,460.35","5,374,939.69","6,375,755.69","7,231,310.41","16,360,428.50","992,227.52","1,034,056.81","1,302,945.57","3,874,368.45","12,272.00","83,162.70","229,659.05","10,730,562.56","15,375,377.92","16,628,082.87","16,629,364.92","18,108,070.01","282,179.98","1,318,178.68","883,831.09","2,629,094.02","6,762,769.02","8,296,132.64","25,265,816.03","40,301,166.33","6,273,157.90","12,358,438.24","45,865,441.52","63,095,777.22","8,134,659.79","15,881,520.77","61,042,430.22"
销售费用,"6,595,554.75","14,847,207.25","22,860,782.43","32,420,354.67","6,297,547.89","14,011,903.86","19,578,155.08","28,658,100.01","3,334,745.51","6,909,098.51","10,807,890.85","15,563,571.10","2,879,417.79","7,938,773.30","11,279,693.50","17,063,440.43","4,408,322.24","10,346,894.21","16,379,428.46","29,698,424.89","4,784,413.62","11,221,122.26","16,436,632.14","24,449,981.09","6,082,001.27","15,721,428.87","21,595,720.08","35,437,441.92","10,540,116.23","22,849,217.51","35,009,839.08","49,986,607.67","17,632,146.45","38,872,828.55","58,559,588.20","79,627,947.73","17,703,877.03","39,252,542.36","61,352,279.65","92,009,054.40","21,107,385.80","49,491,388.60","76,019,056.83"
减:营业外支出,201.00,"115,475.60","1,183,187.14","1,219,298.64","21,428.92","249,490.96","305,160.88","336,553.42",298.76,"40,980.71","1,350,728.90","1,951,345.69","35,276.68","557,244.73","640,052.06","721,961.69","158,435.84","162,146.09","1,392,143.64","1,772,176.74","260,543.48","266,213.36","1,585,863.12","1,574,533.16","235,930.54","243,362.07","265,339.63","1,317,256.84","48,305.15","109,562.19","221,414.38","567,379.55","132,878.01","206,615.07","679,930.14","17,272,082.13","391,399.19","2,693,357.07","3,230,773.82","9,999,496.33","506,763.37","3,623,036.24","46,920,424.66"
管理费用,"8,084,012.81","17,186,370.01","26,095,577.66","34,913,028.32","8,833,149.40","18,397,763.24","28,540,002.22","45,346,043.04","8,603,199.25","17,795,178.00","25,519,537.36","35,843,681.02","7,816,987.44","16,659,812.29","24,295,531.34","49,302,666.34","8,768,315.46","18,273,883.93","28,166,634.65","36,802,164.49","6,944,287.24","15,271,031.61","26,471,306.40","41,271,086.30","12,456,286.52","26,378,778.68","39,989,719.53","64,043,569.64","18,485,469.40","37,219,337.64","57,485,899.98","85,334,142.03","48,063,668.59","101,372,740.38","152,737,932.34","254,161,287.96","56,474,030.27","141,465,130.03","230,215,677.67","310,740,038.24","73,347,066.80","162,057,077.68","263,661,803.30"
其中:非流动资产处置净损失,,,"787,098.50",,,,"60,692.50",,,,"56,499.23","54,682.87","9,246.94",,,"111,171.57",,,,"553,995.50","259,945.04","256,237.14","1,574,584.42","1,556,473.02","230,757.09","237,101.70","257,081.26","361,189.02","22,355.73","42,339.30","41,762.38","117,415.38","3,354.34","5,585.00","127,094.33","2,668,209.93","57,708.46","1,853,075.23","2,229,811.03","2,196,684.50","3,602.71","2,055,360.37","41,548,382.66"
