科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"35,815,354.17","100,121,711.33","138,327,319.28","593,044,650.38","267,749,779.15","214,695,205.10","192,296,146.90","507,342,759.23","928,921,666.12","849,301,769.62","816,218,812.40","675,087,639.62"
短期借款,"223,000,000.00","276,600,000.00","304,997,160.92","297,000,000.00","155,018,278.53","150,000,000.00","120,000,000.00","315,000,000.00","295,000,000.00","295,000,000.00","295,000,000.00","400,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"140,112,059.10","96,219,731.47","142,753,832.37","210,368,841.77","481,791,936.09","566,800,627.09","697,596,707.99","632,448,912.16","609,929,779.67","686,741,310.35","488,526,094.94","493,010,129.31"
应付票据,"118,977,697.43","111,696,329.55","147,835,662.60","192,239,510.61","226,985,884.71","343,396,257.47","450,316,219.64","481,818,496.16","597,389,140.33",,"553,387,371.08",
应收账款,"248,891,296.37","228,468,298.02","460,456,615.92","623,898,157.55","520,896,982.33","500,899,336.56","555,811,249.16","705,268,842.82","810,508,310.26","614,366,421.42",,"741,244,279.92"
应付账款,"347,456,501.48","347,330,278.39","855,715,283.73","907,302,358.57","801,716,302.05","789,580,802.71","1,014,517,067.65","1,059,881,869.05","1,182,914,454.77",,"897,298,714.03",
预付款项,"8,391,921.36","35,449,689.54","72,916,464.95","74,889,105.18","78,016,126.25","132,503,667.72","105,628,513.50","129,702,962.41","133,868,200.29","124,919,445.14","104,950,105.87","158,760,628.49"
预收款项,"18,252,593.60","30,718,970.96","17,029,000.52","25,761,029.40","31,019,398.29","35,182,058.89","26,032,267.96","43,410,709.40","56,422,026.02","47,965,973.98","29,216,778.99","37,725,576.66"
其他应收款,"277,494.84","1,654,215.85","2,429,324.55","1,185,972.21","2,306,432.83","1,382,064.26","2,791,346.13","8,620,003.86","6,794,065.77","7,789,069.98","6,379,645.43","5,693,816.97"
应付职工薪酬,"1,159,255.54","2,085,311.13","880,330.31","237,686.68","707,003.25","7,172,773.80","15,515,372.10","12,908,225.60","15,888,198.47","16,480,730.32","14,337,887.36","11,986,704.84"
应收关联公司款,,,,,,,,,,,,
应交税费,"11,868,033.57","21,590,919.24","18,912,979.95","42,200,629.16","23,740,840.96","27,251,505.53","35,328,949.46","66,760,760.00","43,532,364.82","60,606,120.57","45,722,600.59","38,368,451.34"
应收利息,,,,,,,,,,,,
应付利息,"844,066.14","537,047.91","393,095.80","330,841.67","202,210.81","183,551.00","158,063.55","399,884.84","469,556.05","809,830.03","1,139,212.33","1,986,282.01"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"306,091,380.74","325,197,643.71","566,060,250.31","519,221,469.22","444,315,324.03","475,321,521.48","591,320,302.21","480,387,410.38","500,456,754.38","548,779,507.15","573,918,353.18","554,673,024.16"
其他应付款,"535,259.97","1,123,751.80","139,252.05","4,577,059.71","817,876.41","12,185.07","64,792,528.53","64,545,451.02","65,011,879.43","64,414,029.00","70,220,842.68","70,252,631.96"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"1,035,056.81",,,,,,"5,347,809.25","4,039,230.08",,,,
其他流动资产,"56,710.48","1,886,130.68","9,428,911.57","2,018,096.02","5,878,882.91","11,968,969.40","23,796,301.53","14,360,882.62","24,931,776.91","18,041,123.44","29,500,414.02","21,956,912.73"
其他流动负债,,,,,,,,,,,,
流动资产合计,"739,636,217.06","788,997,420.60","1,392,372,718.95","2,024,626,292.33","1,800,955,463.59","1,903,571,391.61","2,169,240,567.42","2,478,131,773.48","3,015,410,553.40","2,849,938,647.10","2,628,676,817.33","2,650,426,431.20"
流动负债合计,"723,128,464.54","791,682,608.98","1,345,902,765.88","1,469,649,115.80","1,240,207,795.01","1,352,779,134.47","1,732,008,278.14","2,048,764,626.15","2,256,627,619.89","2,078,233,432.46","1,905,184,194.73","1,970,966,204.39"
可供出售金融资产,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,"10,000,000.00",
长期借款,,,"10,400,000.00","9,163,757.05","7,909,813.84","6,637,916.92",,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,"345,233,439.53","350,067,511.64","367,963,595.05","372,859,911.61"
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,"14,703,533.32",,
长期股权投资,,,,,,,,,,"10,000,000.00",,
专项应付款,,,"37,270,000.00","37,270,000.00","34,018,891.68","31,858,205.38","30,372,287.38","30,372,287.38","14,703,533.32",,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"315,086,541.04","371,982,902.55","401,321,573.58","425,325,397.79","455,518,404.87","519,333,431.83","560,707,751.28","553,113,830.97","694,546,920.52","701,956,760.93","795,750,387.34","813,814,670.31"
递延所得税负债,,,,,,,,,,,,
在建工程,"28,302,235.09","2,037,587.91","35,670,696.17","30,793,601.33","30,222,297.87","45,717,733.82","100,643,269.44","159,960,401.92","135,821,223.81","203,609,960.14","213,132,434.00","244,346,951.03"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"13,004,828.27","12,435,057.63","58,735,286.99","57,146,912.80","52,289,730.03","53,776,200.06","45,714,501.24","45,342,801.08","374,535,786.39","378,998,158.34","390,501,798.30","397,370,684.70"
固定资产清理,,,,,,,,,,,,
负债合计,"736,133,292.81","804,117,666.61","1,404,638,052.87","1,526,796,028.60","1,292,497,525.04","1,406,555,334.53","1,777,722,779.38","2,094,107,427.23","2,631,163,406.28","2,457,231,590.80","2,295,685,993.03","2,368,336,889.09"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"119,550,000.00","119,550,000.00","119,550,000.00","159,400,000.00","159,400,000.00","159,400,000.00","162,270,000.00","162,270,000.00","227,178,000.00","227,178,000.00","227,724,479.00","227,724,479.00"
油气资产,,,,,,,,,,,,
资本公积,"211,806,401.22","211,806,401.22","211,806,401.22","671,623,401.22","674,929,267.16","674,929,267.16","741,204,646.88","744,514,921.88","682,885,496.88","686,179,921.87","695,369,445.72","696,673,645.72"
无形资产,"67,604,141.40","66,466,772.40","94,750,891.19","94,053,257.63","94,661,037.12","112,523,277.15","114,775,663.69","167,737,799.02","164,393,880.67","167,827,131.73","166,355,054.16","166,461,380.09"
盈余公积,"9,844,541.65","11,556,957.38","20,578,026.45","20,578,026.45","20,578,026.45","20,578,026.45","44,213,408.10","44,213,408.10","44,213,408.10","44,213,408.10","68,474,429.97","68,474,429.97"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,"63,484,400.00","63,484,400.00","63,484,400.00","62,049,400.00","98,475,806.16","128,467,053.84"
商誉,,,,,,,,,,,,
未分配利润,"98,599,814.87","143,478,919.81","242,153,264.32","285,632,286.42","339,122,788.44","399,992,952.56","456,728,191.36","533,035,966.76","527,634,325.23","603,585,554.16","633,376,117.59","687,847,590.79"
