科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"83,021,737.84","183,601,984.27","300,315,807.52","411,924,732.46","92,388,836.19","196,858,968.78","313,399,299.87","423,886,179.50","98,183,618.50","207,237,157.24","336,486,465.15","465,224,705.16","118,366,891.53","258,804,639.25","415,174,633.79","595,308,598.96","150,781,961.72","310,071,070.35","524,590,909.18","747,698,082.21","201,960,115.90","418,158,739.70","656,466,220.36","885,267,957.56","214,502,755.22","450,001,297.03","729,103,815.60","1,001,449,409.81","247,279,919.14","525,389,038.48","830,324,247.48","2,435,295,905.79","779,712,492.89","1,664,704,947.70","2,526,702,586.83","3,356,967,216.10","825,048,888.96","1,724,333,189.00","2,708,335,198.98","3,690,344,577.43","945,284,263.29","1,962,036,237.25","3,060,424,391.69","4,202,080,685.27","1,134,607,317.29","2,289,057,630.83","3,585,491,716.53","4,848,494,752.18","1,253,796,154.42"
二、营业利润,"30,995,470.76","71,772,663.35","118,649,432.46","151,024,746.81","31,573,433.69","70,621,405.92","110,264,970.57","129,269,594.51","29,309,148.27","62,194,862.58","104,778,272.52","117,098,488.90","27,991,388.39","66,424,160.94","105,418,201.15","158,004,879.56","41,470,096.31","91,242,961.72","146,967,772.54","190,330,791.95","49,054,547.62","107,394,742.26","179,128,655.52","223,576,348.93","49,443,696.64","122,543,420.24","209,896,547.47","265,605,080.07","68,911,257.11","156,866,549.37","247,846,589.79","454,011,960.64","121,411,766.45","262,396,320.91","390,483,766.42","497,673,015.84","135,746,384.64","324,176,938.31","503,290,260.96","609,440,960.50","154,667,642.76","376,359,596.93","647,213,653.60","861,823,909.55","387,784,758.01","637,943,612.63","952,536,893.03","1,103,049,818.68","222,848,152.56"
减:营业成本,"40,726,899.29","88,940,439.91","143,085,485.58","206,124,809.01","46,850,554.38","97,531,680.67","158,791,876.56","228,933,282.33","53,229,925.27","114,295,508.21","182,138,942.81","277,977,128.06","71,576,370.30","155,806,023.45","241,585,928.43","354,095,318.30","91,543,476.60","182,082,165.30","287,876,749.48","431,875,933.52","118,014,572.80","243,799,602.27","376,385,567.08","525,386,220.15","132,664,557.39","270,191,890.72","432,503,640.89","615,924,697.02","155,165,700.91","318,068,747.77","495,613,037.04","1,677,658,162.09","536,622,929.61","1,146,472,947.54","1,720,242,147.18","2,300,047,235.70","555,662,541.52","1,137,711,815.38","1,785,657,877.56","2,495,208,838.34","663,784,492.16","1,351,465,646.45","2,075,493,541.08","2,873,155,204.16","724,548,253.76","1,511,468,608.73","2,359,329,337.05","3,396,166,752.71","910,869,961.27"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"521,534.88","1,133,405.09","1,859,219.33","2,558,011.02","563,397.39","1,244,577.47","1,994,847.77","2,904,906.34","696,700.22","1,399,068.76","2,273,934.90","3,153,415.20","789,432.74","1,796,825.76","2,993,163.96","4,509,192.70","958,139.32","2,032,308.63","3,416,853.85","4,726,135.35","1,075,216.58","2,357,658.17","3,650,918.17","4,893,957.98","1,246,332.79","2,933,706.02","4,364,249.00","6,603,288.14","1,378,015.99","3,621,618.26","5,073,942.36","14,813,591.63","5,310,339.89","11,105,440.90","18,247,147.47","26,044,072.83","6,588,678.57","12,577,589.81","19,786,513.98","38,173,921.99","8,869,379.77","18,743,904.75","29,717,974.84","43,020,263.00","8,046,503.27","16,615,548.46","25,739,816.95","37,759,343.73","7,845,195.36"
营业外收入,"112,724.57","203,648.73","227,039.76","3,619,002.73","58,813.06","1,459,767.29","2,700,971.41","3,458,475.89","310,193.75","1,293,695.67","1,914,526.67","13,304,890.80","504,722.90","1,158,153.82","587,445,992.24","588,557,061.57","1,383,763.99","2,181,455.46","4,752,409.34","3,062,512.98","628,945.72","883,116.75","1,423,924.85","2,420,169.98","294,065.84","10,520,084.42","11,543,858.50","12,457,214.14","893,237.92","11,872,262.78","12,902,157.11","17,228,330.43","3,383,962.13","24,542,247.51","68,828,702.49","87,823,878.56","12,567,464.21","46,450,888.65","103,066,983.15","142,255,792.12","28,120,886.54","57,218,095.93","96,010,623.18","43,975,124.68","1,222,729.02","4,732,964.79","7,388,311.55","15,431,168.71","8,913,738.16"
销售费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,548,814.59","19,241,862.35","32,616,121.32","51,442,915.79","74,743,024.41","13,930,310.76","27,639,826.05","47,666,200.39","71,380,347.52","16,110,072.77","32,083,306.46","49,757,717.03","69,730,984.66","15,526,752.24","32,257,153.75","49,912,076.88","69,102,650.80","18,207,476.47"
减:营业外支出,12.50,"305,788.50","427,269.40","1,090,448.69","171,609.16","1,426,204.00","1,526,204.00","1,635,959.00","158,520.74","499,132.37","772,558.87","1,106,578.31",405.97,"307,307.22","1,756,070.05","1,855,334.80","207,337.95","326,629.19","353,365.37","590,121.70","31,142.11","130,051.93","233,241.02","1,661,601.80","181,144.36","222,722.99","466,498.47","1,537,919.25","43,278.69","371,472.03","882,704.99","3,846,423.21","2,631,361.54","3,626,096.60","5,447,829.91","9,990,865.57","767,271.26","1,577,286.54","2,209,164.40","3,124,091.67","435,373.22","1,484,078.29","2,170,433.48","6,209,032.69","480,391.89","1,458,033.80","2,745,786.05","5,640,162.04","325,021.32"
管理费用,"7,962,097.51","14,377,503.17","23,984,358.08","34,543,300.70","8,133,655.20","14,436,777.16","22,702,347.54","35,360,424.89","7,813,428.89","14,956,726.15","23,409,297.56","33,490,427.46","8,885,733.36","17,433,875.65","40,562,380.95","44,218,882.97","9,328,232.18","17,422,784.96","44,395,849.98","54,882,076.18","12,231,233.31","24,295,280.17","39,275,900.23","54,740,265.85","13,744,328.33","24,273,688.23","41,395,804.91","72,339,147.47","13,015,923.54","29,331,532.26","49,634,385.49","120,022,928.13","42,710,695.42","92,558,752.43","153,355,565.53","217,976,639.02","53,200,436.29","111,181,930.64","193,272,253.10","265,063,894.73","55,045,023.08","110,330,691.28","183,185,913.44","293,552,993.47","76,001,542.96","145,672,536.24","225,523,670.83","274,381,005.41","67,082,377.77"
其中:非流动资产处置净损失,,,"1,480.90",,"171,609.16",,,,"157,548.04",,,,,,"152,469.50","130,849.55","207,337.49","207,337.46","209,444.85","219,620.60",,,,,,,,"62,031.40",,,,"3,121,683.38","48,349.38","617,553.79","1,446,085.39","4,145,047.41","102,224.81","202,407.29","330,384.87","412,819.11","101,197.57","126,576.57","649,170.34",,,,,,
