科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"216,358,764.87","373,278,828.99","451,412,252.74","167,390,777.98","363,986,938.79","634,103,527.12","811,091,807.90","176,631,340.70","395,401,825.98","686,054,411.35","940,748,676.04","134,349,084.82","291,181,280.52","433,063,647.21","675,453,329.92","219,211,234.17","431,727,759.15","608,264,935.60","949,919,160.47","198,572,025.88","465,244,846.90","752,816,948.85","1,199,869,580.39","239,390,405.13","593,425,096.98","984,856,311.63","1,373,656,131.82","381,927,500.33","775,431,230.37","1,095,113,760.54","1,578,469,321.32","369,677,220.11","808,566,062.96","1,293,806,482.88","2,005,041,572.16","763,596,793.54","1,190,755,637.36","1,748,717,212.70","2,468,982,503.34","538,829,401.79"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"-11,451,122.64","-11,451,122.64","8,175,477.36","50,747,275.00","49,104,940.36","49,104,940.36","49,104,940.36",,"14,217,000.00","14,217,000.00","14,217,000.00","80,729,710.05",,"-99,940.05","-99,940.05","-27,916,604.79","-21,484,356.62","-21,484,356.62","42,432,988.75",,,,,"-212,362,893.06","252,073,196.12","1,583,541,374.56","1,583,541,374.56",,,,,
收到的税费返还,"19,155,314.12","27,824,524.33","30,815,106.11","8,393,350.26","12,355,560.38","29,513,497.52","51,643,932.19","1,866,416.98","9,472,195.47","9,638,239.06","82,827,356.60","12,639,967.14","18,617,899.14","36,941,629.70","47,723,394.15","18,458,857.77","36,420,113.46","66,303,676.91","91,021,765.79","1,321.02","22,209,214.04","25,828,631.61","43,243,994.74","30,176,290.79","52,639,050.05","58,400,417.78","72,090,866.37","16,246,142.00","32,841,253.17","39,133,967.29","67,356,391.68","9,407,058.99","9,341,189.52","32,252,463.44","52,126,429.05","136,480.39","269,746.71","29,370,490.94","65,605,607.71","3,273,303.18"
支付其他与投资活动有关的现金,"1,000,000.00","76,463,000.00","26,040,000.00","903,810.24","30,903,810.24","1,131,602,817.16","1,471,323,100.76","20,000.00","20,000.00","361,201.03","48,314,301.03","6,554,820.07","275,580.07","1,195,377.21","41,225,377.21","40,528,530.90","20,000,000.00","8,071,260.50","63,030,060.50","2,271,128.24","5,686,116.75","9,557,036.83","27,669,486.40","18,000,041.97","182,360,118.89","147,041,898.89","88,608,094.02",,"26,660,750.00","33,379,324.51","33,767,457.84","1,531,965,406.69","1,506,735,137.83","1,507,069,435.69","1,499,130,233.48","390,467.54","4,821,140.00","15,608,940.00","30,844,695.96","17,489,870.12"
收到其他与经营活动有关的现金,"6,241,840.86","10,391,742.68","13,512,688.72","2,761,492.36","6,667,035.61","6,962,025.31","47,903,259.51","2,452,220.44","8,540,938.33","13,713,021.59","31,836,462.55","12,202,435.08","19,478,983.07","28,877,807.07","39,913,152.90","21,812,836.52","38,847,835.97","52,629,663.66","41,065,026.90","23,775,441.59","28,254,186.73","47,065,106.58","107,144,375.20","21,075,198.45","35,186,054.28","44,564,721.32","70,104,583.43","25,377,446.86","33,065,729.02","40,494,942.54","65,057,982.47","9,804,818.72","37,988,716.31","74,176,295.26","148,495,722.58","29,985,787.79","43,791,744.86","82,130,723.00","153,019,811.71","39,313,998.15"
投资活动现金流出小计,"80,719,347.96","219,122,895.75","144,234,353.44","24,829,237.78","80,361,672.23","1,197,112,425.95","1,600,804,529.59","36,327,437.68","93,995,199.63","125,382,642.67","224,517,255.36","111,817,456.35","342,578,213.07","552,682,156.38","706,124,860.22","502,596,004.97","827,898,701.74","1,058,454,602.33","1,113,738,542.24","217,226,723.56","297,708,853.78","564,250,157.52","920,295,386.98","469,125,084.90","694,281,428.26","1,338,736,994.40","1,473,298,125.34","255,303,592.52","557,655,644.15","732,376,538.05","894,831,001.52","1,429,014,896.85","2,034,011,895.48","3,699,784,897.39","4,331,957,039.24","862,515,396.11","1,454,349,394.39","3,571,477,724.04","3,583,112,384.89","969,235,680.20"
经营活动现金流入小计,"241,755,919.85","411,495,096.00","495,740,047.57","178,545,620.60","383,009,534.78","670,579,049.95","910,638,999.60","180,949,978.12","413,414,959.78","709,405,672.00","1,055,412,495.19","159,191,487.04","329,278,162.73","498,883,083.98","763,089,876.97","259,482,928.46","506,995,708.58","727,198,276.17","1,082,005,953.16","222,348,788.49","515,708,247.67","825,710,687.04","1,350,257,950.33","290,641,894.37","681,250,201.31","1,087,821,450.73","1,515,851,581.62","423,551,089.19","841,338,212.56","1,174,742,670.37","1,710,883,695.47","388,889,097.82","855,895,968.79","1,400,235,241.58","2,205,663,723.79","793,719,061.72","1,234,817,128.93","1,860,218,426.64","2,687,607,922.76","581,416,703.12"
投资活动产生的现金流量净额,"-58,640,717.51","-217,588,769.28","-135,936,693.06","-12,867,343.54","-68,293,678.39","-1,193,937,971.80","-1,582,480,233.21","39,259,561.44","42,155,562.22","15,365,886.16","93,124,568.23","-105,052,653.79","-194,064,137.71","-300,508,645.96","66,758,514.19","-476,814,447.49","-289,236,726.58","-485,080,263.19","-229,474,686.46","-186,968,791.69","-281,880,642.14","-526,749,429.68","-79,881,790.71","-365,134,666.92","-561,895,975.70","-804,240,849.21","-394,187,932.23","-129,023,594.91","-193,807,603.45","-166,737,273.29","-329,060,476.12","-1,373,758,371.03","-1,836,494,542.67","-3,198,232,571.81","-3,276,916,684.36","747,551,486.67","527,259,810.31","-670,723,025.81","-932,225,528.82","-555,000,964.47"
购买商品、接受劳务支付的现金,"11,929,535.65","28,907,054.21","38,998,680.60","16,061,716.14","34,065,881.62","56,122,976.91","85,832,560.41","3,882,109.85","43,185,736.17","79,804,015.15","140,507,544.62","16,138,907.82","49,359,762.72","50,053,279.19","119,640,055.85","35,345,204.72","72,373,569.09","127,121,841.44","200,437,471.94","56,640,021.03","127,700,550.40","190,349,497.01","260,823,578.48","89,265,671.59","117,917,593.94","163,257,444.73","240,972,547.36","73,086,217.62","159,845,922.37","230,844,354.36","288,715,548.94","98,577,179.03","240,076,293.58","351,499,829.16","484,017,114.64","148,399,074.48","260,755,022.00","387,931,782.60","527,123,582.04","159,761,170.46"
吸收投资收到的现金,"217,484,143.45","87,500.00",,,"1,384,424,000.00","1,384,424,000.00","1,384,424,000.00",,,,,,"980,000.00","980,000.00","29,345,688.40",,"7,000,000.00","7,000,000.00","7,000,000.00",,,"2,000,000.00","13,800,000.00",,"1,500,000.00","232,342,897.20","276,840,607.20",,"598,000.00","598,000.00","598,000.00","3,541,399,534.15","3,541,399,534.15","3,988,955,591.77","3,979,874,684.93",,,"443,614,598.35","995,221,284.31",
支付给职工以及为职工支付的现金,"39,145,135.16","59,451,389.68","81,092,592.59","27,274,672.26","50,868,679.79","81,866,663.94","118,120,531.60","44,281,980.41","78,462,620.33","117,680,326.62","170,122,201.69","53,281,277.55","104,218,127.35","145,940,621.52","209,160,237.75","86,215,965.18","151,385,114.58","209,713,161.35","280,372,369.23","97,356,618.26","174,726,124.35","251,160,979.22","332,385,693.83","108,826,720.65","225,016,824.15","325,793,855.40","456,923,219.97","171,944,575.36","313,749,593.51","412,080,951.64","541,257,775.60","191,067,852.97","347,216,561.22","521,107,854.85","697,570,326.22","260,669,787.03","469,550,727.25","692,629,121.04","1,049,697,570.42","268,334,842.50"
