科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"119,380,116.97","285,236,392.93","404,512,323.46","525,339,927.02","129,721,626.41","267,432,138.45","364,025,228.13","465,672,279.21","91,688,982.70","191,809,033.14","301,394,207.70","428,091,220.21","92,215,787.73","203,429,563.07","323,922,272.86","460,497,281.78","120,423,110.87","236,619,035.29","362,599,489.89","514,694,314.16","124,233,035.11","274,576,318.07","393,510,256.59","576,815,106.53","142,374,425.39","234,518,955.00","353,108,354.91","506,528,109.29","109,581,322.80","221,648,349.94","334,669,350.58","499,432,000.67","103,760,134.76","224,124,300.59","332,913,872.64","445,990,325.82","82,624,999.12","347,298,591.73","655,635,119.35","1,277,339,685.11","166,904,967.44","393,703,638.86","448,889,783.22","1,665,586,760.97","244,513,045.84","405,603,901.55"
二、营业利润,"19,595,761.70","40,623,245.77","72,831,649.65","86,364,934.17","14,669,727.15","23,383,997.50","40,156,437.24","-8,550,156.94","770,429.39","1,031,493.19","446,087.65","3,736,356.36","462,701.59","-3,418,603.30","-4,165,016.11","-92,188,102.19","-1,838,551.48","-10,329,534.65","-25,284,505.86","-196,564,498.93","-6,216,386.51","-49,060,941.34","12,955,521.24","28,736,390.69","-4,162,204.25","-18,643,901.29","-29,901,997.38","-62,235,306.89","-9,121,773.67","-37,523,635.84","-40,303,993.95","8,331,505.13","-496,720.13","-3,176,897.61","-3,305,276.90","-3,663,932.47","-728,035.83","43,883,560.02","142,979,807.62","368,931,747.42","65,521,368.68","152,041,970.81","218,166,979.85","690,959,117.12","111,637,183.14","161,671,504.60"
减:营业成本,"67,847,473.70","173,115,950.99","242,377,703.89","336,353,088.67","86,499,677.30","184,354,422.74","241,261,777.75","312,065,548.55","60,150,714.56","135,488,817.83","219,714,549.31","310,696,946.83","66,407,941.11","155,590,236.66","248,874,676.64","346,659,192.26","83,946,512.88","173,176,303.74","270,724,311.19","414,336,407.78","87,271,135.51","239,242,837.79","345,703,451.80","503,300,861.25","120,502,800.15","194,891,224.72","297,540,201.73","422,043,623.05","90,553,812.08","196,179,056.73","283,247,080.58","427,662,181.68","91,357,522.58","197,740,305.99","296,748,761.66","398,450,492.40","74,660,457.24","265,848,813.44","458,065,672.35","812,741,542.86","80,485,368.30","247,259,230.30","267,277,147.51","966,485,516.74","105,573,516.64","211,743,160.80"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"848,337.60","1,241,187.08","2,136,858.69","2,025,397.94","602,874.78","741,939.27","1,186,688.22","2,404,908.44","333,583.04","783,348.84","1,191,500.06","2,266,287.56","421,802.80","880,970.73","1,295,509.19","1,921,612.38","647,943.66","1,161,218.95","1,507,364.03","2,149,579.26","347,571.34","1,320,818.49","1,892,892.54","3,260,901.01","333,416.63","630,310.39","1,081,823.29","1,751,070.70","365,359.35","688,054.55","1,175,099.41","2,300,955.80","285,929.69","514,250.96","872,277.57","1,383,297.86","366,407.94","3,920,375.94","7,756,593.32","15,547,830.53","43,978.77","1,325,583.35","1,325,583.35","27,828,653.01","5,187,023.02","6,861,615.40"
营业外收入,"15,110.36","37,895.48","883,456.87","6,075,584.64","4,716,462.38","6,660,235.43","11,023,464.16","11,764,517.60","616,430.90","632,415.30","2,639,626.15","4,437,065.02","13,834.78","4,494,731.18","5,184,990.53","5,317,964.49","1,249,304.80","1,267,604.80","1,388,272.94","2,076,697.21","14,786.92","876,191.09","1,816,969.40","1,902,019.65","1,165,303.75","1,311,043.13","1,360,884.18","2,795,295.80","501,242.00","1,226,172.50","1,249,755.16","2,043,468.11","146,067.07","637,492.36","972,382.78","1,197,273.92","94,619.70","14,816,775.01","26,532,742.84","42,537,782.62","31,277,849.76","43,163,719.76","15,418,300.77","15,417,480.77",,0.04
销售费用,"24,437,472.75","54,247,158.66","63,970,679.33","76,136,209.13","17,255,483.49","33,629,632.60","46,257,103.43","66,328,085.84","16,957,527.71","30,708,698.50","45,410,793.31","55,462,715.31","13,759,290.88","35,914,495.16","48,484,915.44","116,587,924.96","20,590,131.79","36,640,730.34","61,598,318.91","113,240,801.69","26,059,562.30","49,468,596.82","71,302,020.41","102,290,559.82","13,634,129.41","24,912,118.63","33,643,033.59","61,036,701.45","11,985,516.66","23,511,043.33","36,163,994.01","45,741,299.09","2,253,169.62","1,792,645.57","2,463,991.43","5,249,004.74","552,990.10","2,251,535.84","3,666,761.33","5,703,590.99","1,360,925.56","2,745,550.89","4,283,526.89","8,317,694.22","3,624,020.82","8,182,077.43"
减:营业外支出,"48,995.97","57,306.22","514,350.59","618,573.29","17,613.49","1,319,613.49","1,319,913.07","7,489,730.25","32,311.38","48,967.14","589,177.80","611,158.36","11,731.37","192,424.31","211,855.62","221,260.08","823,131.45","858,664.91","929,651.08","44,304,391.18","2,900.00","332,266.72","1,136,336.56","3,907,033.10","763,006.24","858,069.40","885,504.86","4,585,666.39","1,049,966.54","317,876.07","1,635,896.06","1,649,509.82",0.01,"262,989.76","1,025,737.49","1,863,512.33","23,473.90","6,185,188.71","7,553,034.32","6,126,429.68","55,608.11","1,878,670.07","1,892,609.65","1,941,232.45","1,798,165.98","1,839,371.81"
管理费用,"6,446,339.24","13,422,960.08","17,640,545.15","19,008,059.34","7,835,470.11","18,581,838.75","27,731,626.60","38,022,878.35","8,916,670.10","17,155,013.29","27,749,644.31","35,629,540.25","8,786,174.49","18,667,553.15","30,042,206.73","42,906,994.76","12,103,185.64","25,024,602.63","39,142,994.46","54,241,992.06","12,117,632.39","25,419,029.43","40,870,320.20","59,827,166.12","11,067,889.59","26,679,043.40","42,130,444.70","62,763,227.67","12,574,837.62","24,762,888.61","37,276,016.99","49,799,870.09","9,709,061.69","17,271,869.86","25,866,307.80","33,200,732.78","6,917,795.37","20,059,847.21","31,613,837.27","58,925,398.46","14,965,922.61","45,431,573.77","62,058,972.28","80,570,256.59","14,119,628.78","31,853,679.65"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,"20,160.47",,"446,351.27",,"56,962.78","56,962.78","4,248,104.72","1,031,172.38","80,284.20","650,436.43","764,496.04",,"251,173.41","284,372.17","356,014.56",,"250,688.82","250,688.82","314,373.50",,,,,,
