科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-12-31
其他应收款,"53,938,976.93","52,060,939.35","28,093,520.49","92,735,853.81","90,837,707.91","88,151,956.36","89,400,125.19","76,499,071.34","76,033,114.43","76,022,584.43","75,777,278.18","75,278,906.77","74,765,852.70","73,608,968.75","72,667,966.54","71,308,856.91","70,826,304.93","70,068,735.82","68,898,756.99","64,614,881.01","65,407,809.51","66,453,863.31","67,499,202.07","87,702.01","96,356.01","381,211.46","419,134.46","348,643.77","349,323.77","480,733,886.35"
应付职工薪酬,"3,387,606.29","1,966,136.49","1,469,858.42","4,546,035.38","4,202,642.53","4,046,507.13","3,923,796.41","2,391,172.28","2,384,686.36","2,386,687.67","2,383,620.87","2,091,071.56","1,997,250.41","1,864,235.04","1,831,367.95","1,703,426.91","1,679,965.38","1,648,592.07","1,621,804.30","1,584,867.40","1,567,719.76","1,560,177.45","1,529,854.04","1,453,047.62","1,384,616.08","1,356,016.39","1,336,269.85","1,322,347.59","1,269,033.04","144,709,195.27"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"19,222,371.05","19,351,130.93","19,278,941.75","21,032,628.86","20,616,542.78","20,713,529.16","21,339,928.86","21,043,874.43","21,062,070.77","1,945,827.06","1,936,129.57","1,938,961.47","1,939,786.47","1,936,384.11","1,932,163.60","1,932,174.16","1,932,174.16","1,931,873.88","1,930,380.30","1,930,035.30","1,931,985.76","1,930,112.56","1,929,825.24","1,927,187.66","1,926,996.15","1,927,089.74","1,927,088.64","2,072,375.20","2,016,388.00","92,661,908.79"
应收利息,,,,"155,874.30",,,,,,,,,,,,,,,,,,,,,,,,,,"7,713,367.22"
应付利息,"6,027,081.38","6,027,081.38","6,039,410.00","4,368,910.00","4,368,910.00","4,368,910.00","4,368,910.00",,,,,,,,,,,,,,,,,,,,,,,"4,365,206.96"
应收股利,,,,,,,,,,,,"945,425.00","945,425.00","945,425.00","2,145,260.00","2,145,260.00","2,145,260.00","3,345,260.00","3,345,260.00","3,345,260.00","3,345,260.00",,,,,,,,,
应付股利,,,,,,,,,"2,137,150.00",,"2,137,150.00","2,137,150.00","2,137,150.00","2,137,150.00","2,137,150.00","2,137,150.00","2,137,150.00","2,137,150.00",,,,,,,85.59,85.59,85.59,,,
存货,"5,416,357.29","6,192,712.06","4,053,017.22","589,957.02","739,956.22","607,917.55","400,846.45",,,,,,,,,,,,,,,,,,,,,,,"1,149,263,668.50"
其他应付款,"51,683,028.64","53,936,941.81","38,954,378.95","20,316,757.69","21,084,722.31","23,349,210.99","19,807,416.43","13,729,927.47","13,729,927.47","14,584,494.31","8,185,290.04","8,453,419.82","8,453,419.82","8,461,662.05","7,883,608.15","8,282,191.27","8,295,285.45","8,289,712.80","3,953,060.73","2,678,823.93","2,678,823.93","2,682,723.40","33,795,390.84","33,933,146.84","33,895,390.84","33,895,390.84","33,895,390.84","33,895,656.63","33,895,656.63","176,124,517.73"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,246,101.76"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000,000.00",,"241,634,441.11"
其他流动负债,,,,,,,"2,980,000.00","2,137,150.00",,"2,137,150.00",,,,,,,,,,,,,,,,,,,,
流动资产合计,"111,215,354.82","111,239,216.44","82,523,135.34","127,361,885.67","122,797,092.65","118,714,044.50","119,959,944.72","76,646,528.34","76,186,401.83","76,129,994.65","75,882,318.60","76,296,367.61","75,739,594.01","74,595,679.12","74,859,247.38","73,539,023.13","73,022,949.18","73,471,789.96","76,385,389.36","73,535,034.14","72,612,209.81","69,700,285.70","99,271,893.83","32,247,501.50","31,617,476.48","31,251,816.07","31,094,475.37","32,420,969.93","32,810,278.62","7,230,370,217.31"
流动负债合计,"89,851,578.86","94,086,587.93","70,409,326.53","50,990,638.57","50,792,011.53","52,860,317.28","52,550,219.24","41,651,969.89","41,663,680.31","23,404,004.75","16,992,036.19","16,970,448.56","16,877,452.41","16,749,276.91","16,134,135.41","16,404,788.05","16,394,420.70","16,357,174.46","9,854,091.04","8,542,572.34","8,527,375.16","8,521,859.12","39,603,915.83","39,662,227.83","39,555,934.37","39,527,428.27","39,507,680.63","39,639,225.13","39,529,923.38","5,062,096,626.97"
可供出售金融资产,"1,000,000.00","1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,501,738.64"
长期借款,"100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00",,,,,,,,,,,,,,,,,,,"46,459,605.79"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"21,567,255.39","23,093,499.07","20,263,919.98","11,303,664.59","11,303,664.59","9,813,201.91","10,182,401.76","28,704,390.23","28,943,456.81","29,868,009.59","11,332,274.41","13,014,025.93","12,919,103.51","13,900,575.39","12,522,272.98","13,524,214.04","13,524,214.04","13,126,000.96","11,365,829.84","13,237,091.62","12,591,552.56","12,098,526.23","11,139,251.06","13,050,196.44","11,642,556.24","9,389,558.32","13,050,196.44","13,050,196.44","13,050,196.44","15,769.53"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,274,722.55"
预计负债,"123,855,552.30","123,855,552.30","111,269,421.08","72,517,349.73","81,517,349.73","65,017,349.73","65,017,349.73","61,802,199.59","61,802,199.59","61,802,199.59","47,802,199.59","48,634,887.47","48,634,887.47","48,634,887.47","48,634,887.47","48,634,887.47","48,634,887.47","48,634,887.47",,,,,,,,,,,,"222,569,853.66"
固定资产,"66,972,582.74","67,024,302.07","63,006,916.44","2,199,065.25","1,969,969.03","1,804,430.07","1,674,602.87","616,645.25","498,543.26","423,538.58","378,352.26","206,232.82","185,290.60","164,732.32","162,744.37","160,756.42","158,768.47","156,780.52","154,792.57","152,804.62","172,279.32","170,457.89","167,104.19","164,507.03","161,405.51","158,303.99","155,202.47","152,100.95","148,999.43","217,588,020.81"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,392,451.59"
在建工程,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"123,955,552.30","123,955,552.30","111,369,421.08","72,617,349.73","81,617,349.73","65,117,349.73","65,117,349.73","61,902,199.59","61,902,199.59","61,902,199.59","47,902,199.59","48,634,887.47","48,634,887.47","48,634,887.47","48,634,887.47","48,634,887.47","48,634,887.47","48,634,887.47",,,,,,,,,,,,"304,330,285.03"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"213,807,131.16","218,042,140.23","181,778,747.61","123,607,988.30","132,409,361.26","117,977,667.01","117,667,568.97","103,554,169.48","103,565,879.90","85,306,204.34","64,894,235.78","65,605,336.03","65,512,339.88","65,384,164.38","64,769,022.88","65,039,675.52","65,029,308.17","64,992,061.93","9,854,091.04","8,542,572.34","8,527,375.16","8,521,859.12","39,603,915.83","39,662,227.83","39,555,934.37","39,527,428.27","39,507,680.63","39,639,225.13","39,529,923.38","5,366,426,912.00"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"378,614,243.71","378,614,243.71","378,614,243.71","378,614,243.71","378,614,243.71","378,614,243.71","378,614,243.71","378,614,244.00","378,614,243.71","378,614,200.00","378,614,243.71","378,614,200.00","378,614,243.71","378,614,200.00","378,614,200.00","378,614,200.00","378,614,200.00","378,614,200.00","378,614,200.00","378,614,200.00","378,614,200.00","378,614,243.71","378,614,243.71","378,614,243.71","378,614,243.71","378,614,243.71","378,614,243.71","378,614,243.71","378,614,243.71","1,884,718,001.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"442,401,469.29","442,401,469.29","442,401,469.29","369,563,388.34","369,563,388.34","369,563,388.34","369,563,388.34","369,563,388.05","369,563,388.34","369,563,432.05","369,563,388.34","369,563,432.05","369,563,388.34","369,563,432.05","369,563,432.05","369,563,432.05","369,563,432.05","369,563,432.05","422,646,139.16","423,896,379.76","423,896,379.76","423,896,336.05","423,896,336.05","423,896,336.05","423,896,336.05","423,896,336.05","423,896,336.05","423,896,336.05","423,896,336.05","-500,001,916.97"
无形资产,"75,590,300.00","75,590,300.00","75,590,300.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"55,976,551.52"
盈余公积,"35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","35,202,469.47","18,083,077.41"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,358,851.69"
未分配利润,"-801,325,202.95","-800,740,643.34","-801,365,362.16","-780,173,398.45","-793,256,897.57","-784,097,955.90","-783,436,948.23","-781,150,445.05","-781,501,317.39","-762,448,500.91","-760,865,129.90","-759,468,811.19","-760,048,453.28","-760,103,279.07","-760,604,859.67","-752,210,452.13","-752,718,146.68","-752,632,260.69","-749,505,926.69","-750,425,699.98","-751,959,391.49","-755,349,493.44","-757,822,570.89","-822,996,977.00","-824,931,450.28","-827,524,704.03","-824,004,760.49","-822,749,358.39","-822,253,849.47","1,263,241,367.88"
长期待摊费用,,,,"301,714.28","280,196.57","280,196.57","224,157.03",,,,,,,,,,,,,,,,,,,,,,,"12,566,831.93"
少数股东权益,"17,645,382.27","14,427,638.22","14,752,703.84","14,351,638.42","13,818,357.63","13,352,060.42","14,430,384.12","183,737.87","183,737.87","183,737.87","183,737.87",,,,,"-8,985,331.32","-8,985,331.32","-8,985,331.32","-8,904,961.21","-8,904,991.21","-8,904,991.21","-8,916,145.09","-8,916,145.09","-8,916,095.09","-8,916,095.09","-8,916,095.09","-8,916,095.09","-8,916,095.09","-8,916,095.09","48,272,943.87"
递延所得税资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"188,240,650.90"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,553.56","63,553.56","167,710,010.56"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"175,130,138.13","176,708,101.14","168,861,136.42","13,804,444.12","13,553,830.19","11,897,828.55","12,081,161.66","29,321,035.48","29,442,000.07","30,291,548.17","11,710,626.67","13,220,258.75","13,104,394.11","14,065,307.71","12,685,017.35","13,684,970.46","13,682,982.51","13,282,781.48","11,520,622.41","13,389,896.24","12,763,831.88","12,268,984.12","11,306,355.25","13,214,703.47","11,803,961.75","9,547,862.31","13,205,398.91","13,265,850.95","13,262,749.43","873,233,148.13"
所有者权益(或股东权益)合计,"72,538,361.79","69,905,177.35","69,605,524.15","17,558,341.49","3,941,561.58","12,634,206.04","14,373,537.41","2,413,394.34","2,062,522.00","21,115,338.48","22,698,709.49","23,911,290.33","23,331,648.24","23,276,822.45","22,775,241.85","22,184,318.07","21,676,623.52","21,762,509.51","78,051,920.73","78,382,358.04","76,848,666.53","73,447,410.70","70,974,333.25","5,799,977.14","3,865,503.86","1,272,250.11","4,792,193.65","6,047,595.75","6,543,104.67","2,737,176,453.44"
资产总计,"286,345,492.95","287,947,317.58","251,384,271.76","141,166,329.79","136,350,922.84","130,611,873.05","132,041,106.38","105,967,563.82","105,628,401.90","106,421,542.82","87,592,945.27","89,516,626.36","88,843,988.12","88,660,986.83","87,544,264.73","87,223,993.59","86,705,931.69","86,754,571.44","87,906,011.77","86,924,930.38","85,376,041.69","81,969,269.82","110,578,249.08","45,462,204.97","43,421,438.23","40,799,678.38","44,299,874.28","45,686,820.88","46,073,028.05","8,103,603,365.44"
负债和所有者(或股东权益)合计,"286,345,492.95","287,947,317.58","251,384,271.76","141,166,329.79","136,350,922.84","130,611,873.05","132,041,106.38","105,967,563.82","105,628,401.90","106,421,542.82","87,592,945.27","89,516,626.36","88,843,988.12","88,660,986.83","87,544,264.73","87,223,993.59","86,705,931.69","86,754,571.44","87,906,011.77","86,924,930.38","85,376,041.69","81,969,269.82","110,578,249.08","45,462,204.97","43,421,438.23","40,799,678.38","44,299,874.28","45,686,820.88","46,073,028.05","8,103,603,365.44"
