科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"2,055,319.59","3,842,627.23","8,040,013.57","5,727,769.69","7,808,405.63","10,998,494.19","8,119,050.14","15,985,883.05","24,235,104.71","32,990,218.02","14,168,449.44","26,396,378.60","37,830,156.20","43,291,574.59","9,836,319.73","21,170,371.74","34,869,398.10","47,459,724.18","15,797,994.12","34,993,728.83","52,380,521.67","67,006,732.26","18,208,901.50","43,099,138.99","69,745,796.59","103,525,315.70","30,653,842.85","61,658,622.44","89,717,686.40"
取得借款收到的现金,,"10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,"40,000,000.00","40,000,000.00","40,000,000.00",,,"11,789,000.00","8,000,000.00",,,"10,000,000.00"
支付的各项税费,"1,938,006.47","8,036,541.67","15,538,768.91","8,694,112.99","15,956,646.70","17,961,531.95","7,878,640.59","12,712,548.40","15,654,229.18","21,562,793.86","3,406,246.30","8,814,511.69","12,048,752.54","26,225,884.12","2,926,063.16","8,814,929.03","17,705,644.49","21,404,704.35","7,933,263.17","17,382,102.36","22,892,631.65","22,086,517.07","37,100,061.78","51,987,961.73","73,238,978.64","49,163,510.12","19,978,655.30","30,073,413.37","42,461,970.43"
收到其他与筹资活动有关的现金,,,,,"82,152.78",,,,,,,,,,,,,,,,,,,,,"3,789,000.00",,,
支付其他与经营活动有关的现金,"5,030,307.67","8,117,726.78","5,236,515.66","2,929,663.88","5,281,257.12","8,020,295.57","20,394,184.02","24,403,748.43","42,209,748.97","42,227,749.53","6,626,215.30","13,188,290.60","19,298,442.47","23,280,496.37","11,807,809.76","17,254,296.07","26,102,423.41","25,139,283.69","48,843,023.11","51,127,022.82","76,071,362.68","54,483,487.82","29,955,627.15","72,481,432.16","72,223,732.20","95,465,518.37","50,583,411.25","49,288,102.02","111,761,618.80"
筹资活动现金流入小计,"750,000.00","10,000,000.00","10,000,000.00",,"227,582,152.78","220,503,000.00",,"2,250,000.00","2,250,000.00","2,250,000.00",,"900,000.00","1,251,000.00","1,251,000.00",,,,,"107,499,987.79","166,461,787.79","166,461,787.79","166,461,787.79","243,999,966.86","260,622,396.86","272,411,396.86","272,411,396.86",,"20,949,675.68","31,244,938.41"
经营活动现金流出小计,"46,249,050.00","71,409,942.20","101,896,163.88","46,384,035.94","88,065,785.77","114,638,807.37","68,342,189.91","118,723,697.89","174,062,725.64","249,867,781.72","46,587,561.26","97,238,530.65","143,538,848.94","225,703,946.74","39,499,920.71","84,019,113.14","136,149,345.31","184,120,865.58","101,265,750.14","172,287,307.98","253,615,215.12","297,042,939.18","125,951,040.54","262,518,130.86","353,737,111.69","400,464,339.41","146,009,998.62","233,560,188.18","378,107,685.67"
偿还债务支付的现金,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,"723,613.31","11,773,613.31","18,323,613.31","18,300,000.00","2,070,000.00","33,600,000.00","38,600,000.00","37,000,000.00",,"15,000,000.00","23,000,000.00"
经营活动产生的现金流量净额,"3,278,269.29","6,517,981.44","24,747,106.15","-7,354,294.40","-1,960,516.35","15,518,744.18","-29,941,184.08","-32,987,012.07","-50,648,805.50","-23,282,218.82","97,603.48","10,760,007.73","7,824,761.91","16,514,627.25","2,914,197.54","5,238,259.66","-33,360.44","30,049,836.77","-7,981,680.11","2,368,930.33","21,311,395.69","83,480,598.97","-47,142,295.32","-17,631,472.59","-1,731,506.60","137,240,301.09","-35,342,194.53","-9,721,425.28","48,207,777.63"
分配股利、利润或偿还利息支付的现金,,"2,212,126.81","465,296.67","198,769.99","198,769.99","198,779.99",,"9,836,275.00","10,000,000.00","18,130,000.00",,"8,000,000.00","8,000,000.00","8,000,000.00","1,560,000.00","13,560,000.00","13,560,000.00","13,560,000.00","2,663,378.47","8,490,427.76","9,118,224.50","10,038,615.97","785,406.88","31,321,642.45","31,561,739.47","60,672,741.67","276,000.01","51,086,167.26","51,166,642.26"
收回投资收到的现金,"16,189,022.36","629,877.63",,,,,,,,,,,,,,,,,,,,"3,588,500.00","9,609,200.00","18,009,200.00","18,009,200.00","18,009,200.00",,,
支付其他与筹资活动有关的现金,,,"500,000.00","100,000.00","5,411,650.00",,,"46,766.40","46,766.40",,,,,,,,"13,860.45","1,163,207.55","780,000.00","1,575,605.33","1,575,605.33","67,874,292.39","16,502.50","1,716,502.50","16,737,428.04","11,705,067.75",,"69,768.80","69,768.80"
取得投资收益收到的现金,,,"726,715.02",,,,,,,,,,,,,,,,,,,,,"38,020.25","38,020.25","29,038,020.25",,,
筹资活动现金流出小计,,"2,212,126.81","10,965,296.67","10,298,769.99","15,610,419.99","10,198,779.99",,"9,883,041.40","10,046,766.40","18,130,000.00",,"8,000,000.00","8,000,000.00","8,000,000.00","1,560,000.00","13,560,000.00","13,573,860.45","14,723,207.55","4,166,991.78","21,839,646.40","29,017,443.14","96,212,908.36","2,871,909.38","66,638,144.95","86,899,167.51","109,377,809.42","276,000.01","66,155,936.06","74,236,411.06"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,"227,298.26",,,,,,,,"41,217.48",,,,"17,094.02",,,,"151,358.26",,"3,000.00","3,000.00"
筹资活动产生的现金流量净额,"750,000.00","7,787,873.19","-965,296.67","-10,298,769.99","211,971,732.79","210,304,220.01",,"-7,633,041.40","-7,796,766.40","-15,880,000.00",,"-7,100,000.00","-6,749,000.00","-6,749,000.00","-1,560,000.00","-13,560,000.00","-13,573,860.45","-14,723,207.55","103,332,996.01","144,622,141.39","137,444,344.65","70,248,879.43","241,128,057.48","193,984,251.91","185,512,229.35","163,033,587.44","-276,000.01","-45,206,260.38","-42,991,472.65"
处置子公司及其他营业单位收到的现金净额,,"1,968,036.50",,,,,,,,,,,,,,,,,,,,"7,627,033.64",,,,,,,
四、汇率变动对现金的影响,,3.70,-67.81,-205.94,"-4,413.33",65.52,,,,"94,951.63",,"-53,819.30","-48,539.30","-70,255.40",,"-9,722.39","-12,367.36","3,524.77","-16,612.37","-20,260.18","10,616.30","30,686.12","-4,420.65","56,915.21","86,712.24","204,906.65","-48,528.34","-144,419.35","-231,059.84"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"14,203,839.11",,,,"1,279,612.64",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"16,189,022.36","2,597,914.13","726,715.02",,,,,,,"227,298.26",,,,,,,,"41,217.48",,,,"25,436,466.77","9,609,200.00","18,047,220.25","18,047,220.25","48,478,191.15",,"3,000.00","3,000.00"
五、现金及现金等价物净增加额,"141,339.97","14,504,153.30","24,039,394.20","-19,985,829.33","206,049,454.11","222,534,880.95","-30,221,730.08","-41,680,729.53","-59,991,794.80","-59,829,722.26","-236,628.52","-26,150,494.57","-28,779,428.39","-14,180,189.42","919,850.65","-10,993,223.65","-16,530,174.47","12,550,781.16","-23,109,233.42","-1,437,561.91","10,113,399.95","72,182,587.98","201,431,173.65","-13,997,694.20","-14,195,692.73","125,162,755.47","-48,617,441.55","-83,080,915.26","-71,783,551.56"
购建固定资产、无形资产和其他长期资产支付的现金,"11,075,951.68","2,399,619.16","469,062.49","2,332,559.00","3,957,349.00","2,637,391.80","280,546.00","1,060,676.06","1,546,222.90","4,185,141.66","334,232.00","537,683.00","587,651.00","3,379,561.27","434,346.89","641,760.92","890,586.22","1,070,590.31","618,936.95","800,373.45","1,044,956.69","14,290,041.72","547,167.86","9,807,995.19","17,463,734.18","23,624,546.93","12,950,718.67","28,011,810.25","37,361,796.70"
期初现金及现金等价物余额,"5,796,414.56","5,937,754.53","20,441,907.83","44,481,302.03","44,481,302.03","44,481,302.03","267,016,182.98","262,668,578.56","262,668,578.56","267,016,182.98","207,186,460.72","207,186,460.72","207,186,460.72","207,186,460.72","193,006,271.30","193,006,271.30","193,006,271.30","193,006,271.30","234,229,599.77","234,229,600.25","234,229,600.25","205,557,052.46","301,492,436.21","277,739,640.44","277,314,133.49","277,739,640.44","402,902,395.91","402,902,395.91","402,902,395.91"
投资支付的现金,"9,000,000.00",,,,,,,,,,,,,"20,496,000.00",,"1,750,000.00","2,020,000.00","1,750,000.00","117,825,000.00","104,880,000.00","104,880,000.00","3,508,049.38","1,612,200.00","5,500,000.00","5,500,000.00","5,500,000.00",,,"39,410,000.00"
期末现金及现金等价物余额,"5,937,754.53","20,441,907.83","44,481,302.03","24,495,472.70","250,530,756.14","267,016,182.98","236,794,452.90","220,987,849.03","202,676,783.76","207,186,460.72","206,949,832.20","181,035,966.15","178,407,032.33","193,006,271.30","193,926,121.95","182,013,047.65","176,476,096.83","205,557,052.46","211,120,366.35","232,792,038.34","244,343,000.20","277,739,640.44","502,923,609.86","263,741,946.24","263,118,440.76","402,902,395.91","354,284,954.36","319,821,480.65","331,118,844.35"
