科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"45,897,284.75","72,694,261.63","119,070,745.43","38,351,748.39","85,354,725.49","126,172,714.44","37,279,533.88","83,739,623.42","111,163,954.85","197,259,328.69","44,534,158.78","100,528,582.33","139,964,582.16","227,810,898.07","34,510,029.88","76,354,644.05","116,429,384.62","197,045,836.55","59,879,518.40","142,690,910.73","227,262,594.37","315,643,716.26","58,866,272.18","158,248,591.50","264,890,696.35","467,560,111.43","85,154,849.30","177,958,282.77","316,245,333.36"
取得子公司及其他营业单位支付的现金净额,,,,,,"650,756.96",,,,"16,804,611.67",,"29,219,000.00","29,219,000.00",,,"270,000.00",,,,"42,728,000.00","42,728,000.00","82,215,952.21",,"193,146,613.79","193,146,613.79","194,669,683.93",,,
收到的税费返还,,"929,193.50","5,618,612.62","282,540.22","282,540.22","1,847,225.76","108,841.02","474,988.16","1,187,026.34","1,851,037.80","854,597.64","3,322,157.41","5,033,141.85","8,018,819.05","1,756,162.88","3,048,100.39","3,355,757.34","6,853,202.54","2,200,696.26","4,106,540.66","8,075,138.77","14,786,725.85","2,988,148.39","9,448,282.95","15,199,835.45","19,461,574.43","1,994,691.98","4,262,922.38","12,513,338.28"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"7,000,000.00",,,,,,,
收到其他与经营活动有关的现金,"3,630,034.54","4,304,468.51","1,953,911.98","395,452.93","468,003.71","2,137,611.35","1,012,630.93","1,522,074.24","11,062,938.95","27,475,196.41","1,296,408.32","4,147,798.64","6,365,886.84","6,388,856.87","6,147,925.49","9,854,628.36","16,330,842.91","10,271,663.26","31,203,855.37","27,858,786.92","39,588,877.67","50,093,096.04","16,954,324.65","77,189,783.82","71,915,073.29","50,682,954.64","23,518,262.81","41,617,557.75","97,556,791.66"
投资活动现金流出小计,"20,075,951.68","2,399,619.16","469,062.49","2,332,559.00","3,957,349.00","3,288,148.76","280,546.00","1,060,676.06","1,546,222.90","20,989,753.33","334,232.00","29,756,683.00","29,806,651.00","23,875,561.27","434,346.89","2,661,760.92","2,910,586.22","2,820,590.31","118,443,936.95","148,408,373.45","148,652,956.69","107,014,043.31","2,159,367.86","208,454,608.98","216,110,347.97","223,794,230.86","12,950,718.67","28,011,810.25","76,771,796.70"
经营活动现金流入小计,"49,527,319.29","77,927,923.64","126,643,270.03","39,029,741.54","86,105,269.42","130,157,551.55","38,401,005.83","85,736,685.82","123,413,920.14","226,585,562.90","46,685,164.74","107,998,538.38","151,363,610.85","242,218,573.99","42,414,118.25","89,257,372.80","136,115,984.87","214,170,702.35","93,284,070.03","174,656,238.31","274,926,610.81","380,523,538.15","78,808,745.22","244,886,658.27","352,005,605.09","537,704,640.50","110,667,804.09","223,838,762.90","426,315,463.30"
投资活动产生的现金流量净额,"-3,886,929.32","198,294.97","257,652.53","-2,332,559.00","-3,957,349.00","-3,288,148.76","-280,546.00","-1,060,676.06","-1,546,222.90","-20,762,455.07","-334,232.00","-29,756,683.00","-29,806,651.00","-23,875,561.27","-434,346.89","-2,661,760.92","-2,910,586.22","-2,779,372.83","-118,443,936.95","-148,408,373.45","-148,652,956.69","-81,577,576.54","7,449,832.14","-190,407,388.73","-198,063,127.72","-175,316,039.71","-12,950,718.67","-28,008,810.25","-76,768,796.70"
购买商品、接受劳务支付的现金,"37,225,416.27","51,413,046.52","73,080,865.74","29,032,489.38","59,019,476.32","77,658,485.66","31,950,315.16","65,621,518.01","91,963,642.78","153,087,020.31","22,386,650.22","48,839,349.76","74,361,497.73","132,905,991.66","14,929,728.06","36,779,516.30","57,471,879.31","90,117,153.36","28,691,469.74","68,784,453.97","102,270,699.12","153,466,202.03","40,686,450.11","94,949,597.98","138,528,604.26","152,309,995.22","44,794,089.22","92,540,050.35","134,166,410.04"
吸收投资收到的现金,"750,000.00",,,,"227,500,000.00","220,503,000.00",,"2,250,000.00","2,250,000.00","2,250,000.00",,"900,000.00","1,251,000.00","1,251,000.00",,,,,"107,499,987.79","126,461,787.79","126,461,787.79","126,461,787.79","243,999,966.86","260,622,396.86","260,622,396.86","260,622,396.86",,"20,949,675.68","21,244,938.41"
