科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"84,749,481.07","55,623,176.06","67,550,915.58","597,275,883.78","629,833,202.85","586,253,314.82","523,162,491.63","514,894,568.72","506,137,853.21","399,872,061.02","388,329,443.79","374,675,375.67","392,270,697.26","384,212,004.21","344,355,935.55","334,723,292.05","470,030,208.18","358,864,208.22","243,493,880.72","406,281,566.98","518,711,932.21","300,055,964.77","281,019,974.89","929,052,097.85","1,059,319,669.88","1,133,038,449.49","553,528,669.02","955,920,823.76","567,603,649.20","463,493,900.03","652,379,639.26","557,515,748.95","961,235,807.08","731,500,265.87","632,245,713.84","522,579,704.07","871,111,974.59","808,253,060.96","596,616,275.31"
短期借款,"50,000,000.00","70,355,924.31","78,144,809.75","29,078,985.14","46,853,423.13","57,010,189.69","114,446,366.89","97,698,982.65","38,602,242.10","15,614,126.42","58,125,655.43","69,559,154.46","74,250,556.67","95,870,566.10","68,101,182.06","52,939,288.63","127,616,514.21","130,074,743.72","123,596,238.78","131,911,220.63","86,123,307.06","86,028,086.48","85,885,387.74","91,986,389.65","60,245,452.97","34,275,367.13","76,302,437.73",,"22,750,300.20",,"173,517,524.27","26,317,568.80","153,281,239.30","84,490,971.21","67,874,106.01",,,,"2,552,425.63"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"22,718,447.61","104,749,320.31","98,995,857.98","126,289,426.77","146,981,850.85","186,546,525.93","194,809,114.62","188,482,105.83","168,822,920.09","215,042,441.54","177,797,758.54","198,985,547.71","164,329,929.63","135,288,330.90","148,474,246.54","98,851,532.50","196,526,584.43","280,580,372.72","271,261,386.78","208,065,408.24","265,937,807.39","235,187,139.73","249,057,122.10","263,121,255.42","334,619,930.82","270,762,711.33","351,455,995.79","402,422,033.88","504,369,375.58","396,017,682.37","597,120,811.32","616,652,584.55","736,568,006.29","561,613,817.98","519,938,568.65","510,360,014.02","601,777,699.92","523,689,558.03","407,572,219.38"
应付票据,"53,089,822.22","79,390,782.94","66,598,977.72","86,629,613.53","98,842,872.82","117,433,999.70","139,415,775.08","165,386,421.73","163,129,177.93","135,180,318.90","139,470,298.37","176,629,803.82","174,614,076.91","149,430,839.13","131,069,020.07","132,672,793.24","329,284,580.30","293,872,640.33","331,621,012.89","340,995,581.23","306,128,522.70","273,188,754.66","302,937,482.63","376,167,251.96","411,179,483.01","383,567,293.05","385,256,013.85","435,155,801.13","471,727,111.57","516,206,705.74","563,337,224.77","625,623,994.37","609,270,627.75","556,127,323.68","471,968,777.57","622,436,644.01","591,631,344.61","597,932,382.84","715,058,774.49"
应收账款,"86,218,013.98","109,657,172.38","171,199,783.27","239,854,766.59","139,054,311.23","175,321,053.59","213,590,222.05","221,799,805.38","115,541,090.09","120,790,112.60","199,252,211.30","285,441,292.96","277,398,411.38","320,478,527.45","278,592,013.21","361,783,885.86","658,310,784.65","691,662,807.79","750,036,058.71","754,711,741.65","506,723,257.80","809,443,632.06","875,232,979.12","910,504,499.78","547,827,109.92","781,678,022.56","784,707,651.86","826,905,048.04","646,329,803.27","1,062,423,248.07","916,585,382.72","988,211,320.77","701,330,902.47","1,221,911,919.98","1,369,168,071.21","1,301,087,883.76","1,166,962,046.62","1,529,683,937.75","1,688,466,642.59"
应付账款,"63,260,359.59","62,181,039.80","123,072,600.41","152,272,632.51","140,781,841.33","194,899,672.82","200,949,338.84","169,339,494.41","144,171,307.26","190,110,987.36","192,286,139.15","192,069,521.96","144,635,126.24","161,211,683.46","158,932,259.78","179,335,297.96","407,017,571.14","518,642,513.42","468,378,605.86","420,837,581.48","382,629,508.20","533,338,439.85","609,040,902.16","616,221,232.86","445,398,757.11","584,073,349.14","681,237,908.42","776,846,290.74","769,140,651.03","1,066,554,003.56","931,636,668.04","822,931,115.50","798,789,074.12","932,280,057.04","1,044,542,529.52","895,462,818.02","1,089,586,882.24","1,291,227,405.64","1,430,236,045.72"
预付款项,"9,833,075.58","14,656,538.34","11,983,340.53","17,757,287.90","32,115,240.63","26,478,042.83","42,026,778.12","48,532,108.30","17,669,294.63","15,703,940.96","24,220,094.24","23,778,067.53","36,584,495.66","24,803,694.60","20,577,240.56","17,469,348.45","38,881,658.56","34,088,843.22","43,750,993.05","49,474,573.46","46,937,976.06","43,303,747.20","44,183,547.65","56,246,512.38","52,444,701.10","51,216,278.52","58,301,861.60","57,230,570.90","71,508,387.45","134,230,873.08","103,822,231.48","85,998,183.81","49,088,430.41","59,727,460.72","101,015,649.39","123,129,511.04","66,798,041.14","70,692,676.19","109,130,426.76"
预收款项,"9,282,143.63","24,025,556.67","3,000,856.77","4,722,849.08","6,821,836.50","4,632,122.74","593,499.06","2,801,784.37","6,070,559.71","12,759,110.02","5,477,346.62","3,356,128.93","3,631,367.01","3,132,420.76","3,766,498.03","2,599,991.39","5,143,624.90","6,114,227.01","5,567,836.70","6,262,896.98","7,636,470.96","5,680,561.84","23,039,485.44","25,500,795.66","25,576,509.10","46,684,289.99","39,577,954.89","47,912,036.77","34,188,277.43","86,642,628.16","52,891,276.84","46,222,896.01","28,480,882.59","32,108,123.17","10,543,228.55","24,599,454.20","11,101,809.88","34,328,851.15","5,998,503.18"
