科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"51,013,309.93","36,699,886.96","26,757,985.45","46,245,335.34","80,097,932.82","114,085,492.19","320,056,727.54","301,736,579.96","132,152,218.49","134,245,173.62","86,889,538.82","222,077,606.84","175,288,232.21","71,605,080.32","126,374,547.89"
短期借款,"132,000,000.00","160,000,000.00","100,000,000.00","80,000,000.00","80,000,000.00","75,000,000.00",,,,,,,"50,000,000.00",,"50,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"6,116,036.50","10,466,405.80","6,625,400.00","13,058,135.10","13,305,377.27","15,881,011.11","24,727,283.03","21,511,032.52","26,611,884.05","34,554,190.46","41,293,195.68","38,226,446.38","8,983,485.24","6,553,144.60","4,246,673.00"
应付票据,,,,,,,,,,,,,,,
应收账款,"52,800,556.74","68,532,084.91","72,005,281.81","88,612,602.81","93,102,749.20","76,986,152.83","78,527,056.45","79,809,572.70","83,775,440.82","99,832,727.64","96,209,321.53","88,890,284.97","100,499,053.01","96,213,728.66","104,212,371.54"
应付账款,"33,616,022.38","24,359,215.90","17,523,944.38","18,452,079.25","18,980,164.94","19,652,422.85","17,918,058.17","16,758,604.47","22,152,712.24","27,730,946.35","21,918,661.60","29,506,821.91",,"35,576,955.07",
预付款项,"5,679,663.52","4,660,826.11","3,618,854.11","4,164,770.78","3,963,658.63","3,340,920.75","3,660,659.69","3,714,410.21","9,371,853.67","3,618,191.12","7,902,780.42","15,857,787.37","21,835,642.39","6,982,789.61","6,505,916.64"
预收款项,"1,026,034.89","957,610.01","255,360.68","216,332.05","394,924.89","199,529.07","890,076.03","790,390.43","1,114,204.42","1,057,645.27","1,685,576.20","5,074,630.69","1,528,594.30","1,809,746.13","2,641,549.19"
其他应收款,"2,370,348.73","1,141,070.52","1,173,474.44","2,855,629.36","1,772,868.96","881,770.55","1,455,178.62","1,812,832.87","1,774,456.69","1,342,851.32","1,651,699.45","3,063,621.59","1,758,800.25","603,995.46","1,948,023.79"
应付职工薪酬,"3,136,643.67","3,701,939.62","3,948,717.72","4,221,139.02","4,376,382.26","5,428,680.99","4,533,708.00","4,970,257.24","5,328,860.43","5,611,639.53","5,450,354.86","5,816,901.60","6,459,467.96","6,258,235.20","6,959,971.08"
应收关联公司款,,,,,,,,,,,,,,,
