科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"532,435,778.71","598,446,366.34","580,193,097.64","118,882,411.60","337,328,427.17","496,771,058.03","603,806,215.53","117,194,713.54","363,753,206.94","508,553,051.99","650,726,006.25","137,863,783.11","416,696,699.18","572,932,529.87","772,517,715.24","170,959,619.53","473,393,303.15"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,
收到的税费返还,"4,982,481.52","2,676,482.76","1,932,846.08",,"22,675.92","22,675.92","22,675.92",,,"656,375.76","656,375.76",,,,,,
支付其他与投资活动有关的现金,,,,,,,"2,000,000.00","2,600,000.00","203,000,000.00","363,044,000.00","463,044,000.00","30,000,000.00","80,400,000.00","130,300,000.00","280,300,000.00","50,000,000.00","169,900,000.00"
收到其他与经营活动有关的现金,"9,136,033.31","3,560,531.19","7,578,456.84","756,569.67","3,830,249.67","4,009,675.54","24,032,329.31","1,656,664.96","8,099,621.42","9,708,552.00","11,822,086.08","409,367.11","3,397,767.40","4,983,331.69","6,782,585.03","1,835,998.29","6,024,597.29"
投资活动现金流出小计,"5,212,557.09","6,644,531.04","12,481,409.67","5,932,069.33","12,315,469.68","15,878,180.38","23,853,887.72","4,134,827.67","210,931,089.75","385,160,066.61","493,217,964.77","45,460,551.73","132,843,274.10","188,664,681.69","341,864,199.69","124,612,652.53","253,495,441.62"
经营活动现金流入小计,"546,554,293.54","604,683,380.29","589,704,400.56","119,638,981.27","341,181,352.76","500,803,409.49","627,861,220.76","118,851,378.50","371,852,828.36","518,917,979.75","663,204,468.09","138,273,150.22","420,094,466.58","577,915,861.56","779,300,300.27","172,795,617.82","479,417,900.44"
投资活动产生的现金流量净额,"-4,918,895.73","-6,189,056.04","-9,789,859.32","-5,146,669.33","-11,530,069.68","-15,080,780.38","-23,042,432.37","-1,095,727.67","-207,891,839.75","-220,315,271.13","-227,074,399.56","116,322,043.63","69,921,997.40","95,244,465.42","95,229,118.17","-74,208,794.13","-101,602,062.09"
购买商品、接受劳务支付的现金,"247,368,397.52","309,875,475.42","281,702,384.28","64,445,728.57","193,396,057.81","254,199,837.63","314,942,434.63","75,286,051.14","166,132,481.05","229,672,865.57","296,011,803.79","92,664,950.11","193,004,235.40","263,654,077.64","357,341,210.09","99,464,445.29","240,254,754.79"
吸收投资收到的现金,,,,"344,920,000.00","354,382,000.00","354,382,000.00","354,382,000.00",,,,,,,,,,
支付给职工以及为职工支付的现金,"47,030,008.80","49,941,008.71","53,294,791.06","20,104,998.39","31,400,958.54","45,319,597.76","63,603,432.79","25,756,533.97","38,772,189.60","54,843,836.69","68,726,490.08","31,133,188.18","48,914,989.79","66,019,988.87","87,103,905.80","38,723,613.67","56,504,657.14"
取得借款收到的现金,"25,500,000.00","30,000,000.00",,,,,,,,,,,,,,,
支付的各项税费,"51,212,356.04","15,041,101.71","30,570,974.32","1,596,827.11","8,907,780.48","19,535,132.99","26,836,052.84","4,801,787.47","18,259,783.24","36,757,956.29","43,760,835.84","7,426,468.32","17,080,455.57","33,388,595.10","43,490,342.43","6,611,753.15","21,378,611.98"
收到其他与筹资活动有关的现金,,,"4,633,500.00","9,927,000.00","4,291,800.00","4,291,800.00","5,971,160.00","2,814,840.00","5,059,703.36","6,379,552.00","6,379,552.00",,"1,000,000.00","2,309,500.00","2,309,500.00","2,644,530.00","6,647,530.00"
支付其他与经营活动有关的现金,"87,414,879.07","99,751,237.98","111,423,704.21","26,095,629.53","50,242,175.86","69,450,276.68","85,851,726.81","19,199,490.79","44,422,917.34","64,966,583.83","84,355,726.75","21,838,517.50","47,791,334.04","71,075,914.44","99,789,605.41","16,084,045.41","52,810,878.59"
筹资活动现金流入小计,"25,500,000.00","30,000,000.00","4,633,500.00","354,847,000.00","358,673,800.00","358,673,800.00","360,353,160.00","2,814,840.00","5,059,703.36","6,379,552.00","6,379,552.00",,"1,000,000.00","2,309,500.00","2,309,500.00","2,644,530.00","6,647,530.00"
经营活动现金流出小计,"433,025,641.43","474,608,823.82","476,991,853.87","112,243,183.60","283,946,972.69","388,504,845.06","491,233,647.07","125,043,863.37","267,587,371.23","386,241,242.38","492,854,856.46","153,063,124.11","306,791,014.80","434,138,576.05","587,725,063.73","160,883,857.52","370,948,902.50"
偿还债务支付的现金,"35,500,000.00","25,500,000.00","30,000,000.00",,,,,,,,,,,,,,
经营活动产生的现金流量净额,"113,528,652.11","130,074,556.47","112,712,546.69","7,395,797.67","57,234,380.07","112,298,564.43","136,627,573.69","-6,192,484.87","104,265,457.13","132,676,737.37","170,349,611.63","-14,789,973.89","113,303,451.78","143,777,285.51","191,575,236.54","11,911,760.30","108,468,997.94"
分配股利、利润或偿还利息支付的现金,"2,709,692.63","51,781,958.75","50,340,000.00",,"54,824,380.84","59,976,113.24","60,000,000.00",,"69,375,000.00","75,000,000.00","75,000,000.00",,"225,000,000.00","225,000,000.00","225,000,000.00",,"150,000,000.00"
收回投资收到的现金,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,"4,633,500.00","4,291,800.00","11,227,300.00","7,075,500.00","6,742,500.00","12,804,503.80","1,320,000.00","2,414,275.90","2,358,352.00","2,358,352.00","1,309,500.00","3,455,530.00","4,954,030.00","7,957,030.00","2,061,000.00","7,573,000.00"
取得投资收益收到的现金,"180,000.00","330,000.00","519,750.00","785,400.00","785,400.00","785,400.00","785,400.00",,,"1,305,090.48","2,418,330.21","1,755,595.36","2,292,271.50","2,652,107.11","3,733,883.30","189,858.40","1,740,234.53"
筹资活动现金流出小计,"38,209,692.63","81,915,458.75","84,631,800.00","11,227,300.00","61,899,880.84","66,718,613.24","72,804,503.80","1,320,000.00","71,789,275.90","77,358,352.00","77,358,352.00","1,309,500.00","228,455,530.00","229,954,030.00","232,957,030.00","2,061,000.00","157,573,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"113,661.36","125,475.00","135,585.35",,,"12,000.00","26,055.35","39,100.00","39,250.00","39,705.00","225,235.00","27,000.00","73,000.00","857,040.00","877,834.56","114,000.00","153,145.00"
筹资活动产生的现金流量净额,"-12,709,692.63","-51,915,458.75","-79,998,300.00","343,619,700.00","296,773,919.16","291,955,186.76","287,548,656.20","1,494,840.00","-66,729,572.54","-70,978,800.00","-70,978,800.00","-1,309,500.00","-227,455,530.00","-227,644,530.00","-230,647,530.00","583,530.00","-150,925,470.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,"2,036,215.00",,,,,"3,000,000.00","3,000,000.00","163,500,000.00","263,500,000.00","160,000,000.00","200,400,000.00","280,400,000.00","432,481,600.00","50,100,000.00","150,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"293,661.36","455,475.00","2,691,550.35","785,400.00","785,400.00","797,400.00","811,455.35","3,039,100.00","3,039,250.00","164,844,795.48","266,143,565.21","161,782,595.36","202,765,271.50","283,909,147.11","437,093,317.86","50,403,858.40","151,893,379.53"
五、现金及现金等价物净增加额,"95,900,063.75","71,970,041.68","22,924,387.37","345,868,828.34","342,478,229.55","389,172,970.81","401,133,797.52","-5,793,372.54","-170,355,955.16","-158,617,333.76","-127,703,587.93","100,222,569.74","-44,230,080.82","11,377,220.93","56,156,824.71","-61,713,503.83","-144,058,534.15"
