科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"97,753,919.10","93,811,265.19","122,712,497.08","122,935,807.78","89,967,761.79","131,980,050.46","133,013,189.00","151,691,240.69","150,367,756.14","176,694,013.98","158,648,607.50","135,880,700.91","122,651,398.17","165,315,132.19","144,862,818.97","216,847,036.22","468,131,276.45","333,785,482.91","273,349,099.72","235,469,904.45","207,984,447.11","395,580,308.18","361,625,789.77","299,109,106.92","220,210,072.27","326,785,386.41","291,081,324.09","352,799,895.38","314,237,518.04","265,297,691.37","256,426,615.81","223,772,328.66","328,222,397.59","275,454,403.15","394,901,632.35","477,643,770.38","396,477,970.58","395,832,781.50","365,206,919.49","362,122,126.11","309,958,585.07","471,099,714.52","477,875,161.57","471,572,427.44","476,736,790.12","429,764,020.55"
短期借款,"76,300,000.00","76,300,000.00","76,300,000.00","76,300,000.00","56,300,000.00","71,300,000.00","72,000,000.00","72,000,000.00","72,000,000.00","82,000,000.00","82,000,000.00","82,000,000.00","82,000,000.00","97,000,000.00","102,000,000.00","65,000,000.00","75,000,000.00","35,000,000.00","25,000,000.00","25,000,000.00","15,000,000.00","25,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","30,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"39,406,671.30","26,236,490.80","30,918,045.36","67,356,194.86","52,848,758.04","45,803,223.07","49,205,188.12","77,371,933.84","56,000,763.01","41,939,629.53","52,465,537.97","103,283,741.89","67,881,649.83","40,386,270.36","37,578,376.50","63,520,605.82","49,769,684.12","53,196,110.78","48,705,934.52","127,667,842.30","90,184,561.28","62,014,990.74","54,812,712.79","143,580,870.10","106,028,622.97","55,626,573.74","62,828,737.58","167,688,072.96","114,832,605.12","69,912,830.23","60,206,261.99","150,281,552.62","115,947,232.87","71,891,592.00","65,259,885.40","182,640,312.42","174,536,297.70","172,331,212.22","185,409,251.21","269,082,385.55","249,867,888.39","256,707,892.00","204,101,324.15","340,791,269.69","293,067,421.09","186,007,087.69"
应付票据,"15,900,000.00","18,490,000.00","23,059,600.00","27,062,800.00","17,400,000.00","24,070,000.00","20,270,000.00","16,060,000.00","6,520,000.00","10,546,000.00","7,401,000.00","6,150,000.00","6,700,000.00","7,400,000.00","9,850,000.00","13,700,000.00","12,150,000.00","17,550,000.00","14,500,000.00","12,850,000.00","14,800,000.00","10,400,000.00","5,300,000.00","7,370,000.00","6,170,000.00","4,900,000.00","2,300,000.00","3,950,000.00","1,250,000.00","3,885,000.00","3,835,000.00","13,525,440.00","20,373,915.00","25,223,357.90","19,352,682.90","32,971,015.66","22,362,740.35","14,366,286.75","26,611,271.95","31,727,689.73","46,529,777.32","61,684,188.67","73,396,827.40","72,725,486.84","86,765,353.81","87,093,269.22"
应收账款,"107,484,273.90","116,187,395.50","134,298,846.81","90,917,507.67","116,321,214.50","125,062,568.62","127,789,141.42","89,097,202.89","103,967,583.02","116,604,120.28","131,160,910.32","88,584,135.31","109,022,918.06","114,626,859.35","132,763,812.60","97,489,351.06","116,010,326.62","129,831,251.43","154,099,503.32","104,654,606.36","128,939,433.55","157,463,683.13","186,942,477.58","130,352,060.30","161,470,727.34","194,787,896.32","208,144,678.87","136,726,975.19","164,118,216.56","222,705,007.22","260,316,067.53","219,955,596.34","256,148,614.45","298,830,588.80","375,989,195.38","330,546,409.49","380,277,759.60","319,480,540.23","319,161,437.44","306,287,222.03","370,105,289.77","330,965,546.26","385,333,900.19","320,328,685.15","330,481,784.50","346,997,067.98"
应付账款,"37,836,467.50","34,895,402.26","36,598,746.26","35,087,712.39","41,465,453.83","49,699,527.77","45,903,896.02","46,866,574.35","50,080,555.34","57,975,335.06","58,363,402.46","56,787,102.37","57,434,921.89","55,755,482.31","63,504,478.84","70,718,507.44","68,617,808.92","80,417,811.49","79,091,255.06","87,996,342.81","86,485,501.77","92,892,782.46","103,484,744.61","102,493,900.14","90,718,729.60","100,528,046.81","108,780,488.34","123,840,782.73","122,360,788.04","141,109,734.12","162,429,455.12","176,099,296.00","169,663,193.89","192,967,738.65","210,662,984.70","245,580,391.91","247,154,630.78","208,136,606.81","198,505,295.76","264,538,108.80","278,125,746.00","264,495,115.06","258,413,386.31","317,257,618.03","291,133,640.09","261,186,413.69"
预付款项,"3,528,529.63","10,029,278.46","3,717,098.07","10,223,802.74","6,701,787.37","3,798,052.12","1,746,913.60","4,524,587.09","2,662,313.43","6,620,415.06","6,477,653.25","2,865,202.61","5,150,842.62","11,175,813.92","16,516,126.10","15,352,447.05","20,840,765.26","29,270,122.34","42,469,742.65","12,186,106.48","20,726,731.45","18,194,652.79","16,064,250.35","9,086,617.43","20,370,378.14","31,671,386.50","33,633,337.62","18,895,710.46","19,733,012.34","11,651,875.67","17,729,257.73","4,030,226.71","8,193,013.92","12,227,727.66","20,878,267.42","2,992,287.41","10,347,869.11","6,021,737.07","11,801,571.42","7,447,085.65","9,610,998.89","13,576,367.68","11,362,806.22","5,927,865.31","10,663,223.71","12,870,389.16"
预收款项,"2,079,409.03","2,941,888.02","2,546,091.63","3,587,381.20","2,735,984.23","4,156,273.43","5,327,599.43","5,693,028.27","3,859,261.63","3,582,700.30","3,180,216.83","9,091,392.04","6,976,400.43","4,279,580.83","8,052,749.81","5,347,307.45","4,020,860.12","3,428,417.02","2,813,735.81","5,539,753.35","10,870,792.35","11,735,487.22","5,130,328.52","6,068,800.56","6,019,908.35","5,824,571.90","9,346,077.46","4,542,064.31","5,298,695.31","4,829,726.77","10,678,794.69","6,539,103.62","11,131,686.17","8,678,933.72","8,912,968.21","6,534,759.76","4,101,532.60","5,655,869.41","5,830,772.98","2,524,019.17","3,494,544.75","4,558,292.51","4,684,795.90","4,270,562.75","5,346,307.04","4,797,456.86"
其他应收款,"2,789,340.48","11,870,805.07","13,617,566.82","10,294,717.12","12,126,277.51","8,610,999.27","11,412,192.57","9,282,624.11","9,240,955.79","8,752,155.97","8,926,850.21","5,200,282.23","5,356,718.04","7,411,715.81","7,113,965.43","5,801,510.98","6,668,375.59","8,984,035.05","7,758,752.74","2,559,274.05","4,966,760.12","4,797,018.46","6,137,319.27","6,131,142.60","4,502,411.07","8,903,284.10","8,363,578.03","4,114,406.74","5,821,296.59","7,774,710.72","7,165,260.77","4,561,636.83","5,452,036.88","6,650,641.38","11,076,348.07","7,792,242.27","7,805,537.07","11,119,147.75","10,856,000.22","8,849,238.25","11,087,519.19","9,482,436.90","8,868,697.59","5,848,244.05","8,205,273.22","9,092,435.14"
应付职工薪酬,"5,725,365.55","20,615,518.52","7,970,880.64","41,378,562.77","36,644,985.61","34,056,199.81","34,414,275.89","37,625,793.50","33,080,799.37","32,153,153.57","33,611,007.10","36,072,372.84","29,464,880.92","29,858,524.01","30,308,161.43","37,592,006.19","30,736,515.51","13,411,153.93","12,487,105.55","19,723,565.69","10,799,684.57","10,955,923.73","11,665,935.73","23,726,774.77","13,400,546.68","8,807,679.61","9,120,955.29","21,185,606.73","12,390,603.59","9,767,105.86","9,618,826.22","22,626,937.69","12,989,523.30","11,568,035.40","14,734,267.71","29,424,627.97","17,502,675.80","15,535,848.51","18,576,100.25","35,099,772.03","23,011,227.49","21,630,427.25","23,275,058.16","39,399,684.48","25,386,262.19","25,389,561.10"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,460,258.25","3,427,288.16","3,692,800.51","3,348,607.84","5,330,997.32","4,191,328.88","3,638,957.11","4,150,468.63","999,141.94","2,525,040.34","3,510,347.67","6,440,096.94","6,806,649.36","6,073,115.99","6,359,734.32","38,477,067.15","17,788,645.47","1,534,429.02","2,898,748.85","168,805.93","-1,564,841.20","-3,084,073.75","8,257,144.77","15,802,487.18","17,587,419.22","18,220,148.19","21,936,525.87","27,349,076.31","15,571,596.97","20,696,895.74","21,355,151.73","25,367,261.64","20,005,355.93","20,005,504.32","21,785,829.19","17,068,008.63","23,533,242.41","13,169,124.16","14,705,728.81","20,992,525.02","15,141,520.19","10,778,125.08","16,789,088.62","10,562,424.35","17,257,041.68","12,266,997.25"
应收利息,,,,,,,,"170,558.63",,,,"212,303.16",,,,"215,040.51","215,040.51","115,375.79","490,981.25","215,557.65",,,,"232,042.86",,,,"1,243,275.89","1,527,184.48","2,249,121.30","220,589.85","169,539.09","234,301.45","140,345.51","218,960.85","91,595.34","123,305.03","82,581.52","126,569.00","85,202.30","98,683.72","68,368.13","289,100.74","70,778.97","118,676.74","98,558.13"
应付利息,,,,"151,577.50",,,,"142,612.76",,,,"133,045.00","133,045.00","133,045.00","133,045.00","102,217.50","102,217.50","102,217.50","102,217.50","44,166.67",,,,"18,222.22",,,,"16,666.67","16,666.67",,,,"-36,666.67",,,,,,,,,"33,666.15",,"61,407.50","95,965.84","89,900.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,352,830.00",,,,
应付股利,"655,065.24","655,065.24","680,136.37","714,386.53","714,386.53","714,386.53","576,786.53","576,786.53","576,786.53","547,806.53","547,806.53","547,806.53","547,806.53","547,806.53","547,806.53","547,806.53","547,806.53","5,777,781.39","551,422.48","551,422.48","551,422.48","551,422.48","551,422.48","551,422.48","551,422.48","551,422.48","569,768.60","569,768.60","569,768.60","569,768.60","583,001.20","583,001.20","583,001.20","583,001.20","583,001.20","583,001.20","583,001.20","589,481.63","589,481.63","589,481.63","589,481.63","595,393.63","595,393.63","595,393.63","595,393.63","8,994,221.36"
存货,"119,394,988.65","117,874,594.31","112,935,207.36","120,468,170.99","118,552,428.32","119,888,370.28","118,984,627.06","112,765,811.01","109,245,516.52","109,560,598.87","116,940,522.98","106,014,563.86","109,500,977.28","107,222,291.06","115,909,674.67","121,868,184.86","122,670,837.57","131,226,630.23","125,894,785.72","216,245,065.92","214,202,846.88","130,799,470.69","132,296,241.20","142,680,103.33","145,807,143.93","135,246,085.81","139,200,239.45","127,905,169.31","146,588,864.57","142,453,157.54","160,273,837.56","166,566,796.72","163,431,732.65","173,150,974.51","165,948,566.98","187,775,915.26","187,300,223.93","211,568,890.77","210,249,511.85","198,608,513.50","199,467,130.03","203,309,467.72","203,579,579.85","199,375,671.82","219,249,374.71","228,621,950.11"
其他应付款,"11,306,988.86","3,302,223.01","43,008,262.00","4,633,282.08","2,466,831.50","4,900,617.39","3,711,552.93","9,246,016.22","8,487,305.25","7,027,805.00","9,012,250.46","11,000,325.57","6,875,612.53","18,117,353.34","12,590,904.71","19,590,835.60","21,421,981.68","19,869,090.64","11,119,246.69","10,167,534.04","10,249,033.89","19,671,794.88","16,796,086.87","14,308,847.73","13,041,047.77","12,127,962.81","10,707,805.23","14,167,092.18","11,948,444.88","11,074,270.09","6,888,444.03","11,009,185.84","7,799,730.27","7,184,439.44","7,673,298.29","12,520,092.92","3,196,849.37","5,090,165.07","3,998,406.49","5,831,743.74","4,868,529.00","6,702,018.52","4,155,949.77","8,711,292.81","7,421,571.98","7,033,503.89"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,"36,579.00",,,,,,"183,892.30",,,,,,,,,,,,,"50,090,277.78","100,000,000.00","100,000,000.00","100,000,000.00","50,180,555.55","65,180,555.55","180,474,261.25","157,400,000.00","180,439,999.99","70,733,333.32","170,000,000.00",,"194,271.13","25,000,000.00","15,004,376.80","50,000,000.00","112,216,820.70","152,764,942.50","856,269.70","2,585,950.27","465,061.03","302,483.77","2,979,775.59"
其他流动负债,"395,001.27",,"517,466.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"833,035.90",,,,,,,,,,,,,
流动资产合计,"370,357,723.06","376,009,829.33","418,199,261.50","422,196,201.16","396,554,806.53","435,143,263.82","442,151,251.77","444,903,958.26","431,484,887.91","460,170,933.69","474,803,974.53","442,040,929.97","419,564,504.00","446,138,082.69","454,744,774.27","521,094,176.50","784,306,306.12","686,409,008.53","652,768,799.92","698,998,357.21","667,004,780.39","768,850,123.99","757,878,790.96","781,262,221.32","758,389,355.72","853,020,612.88","843,251,895.64","859,554,061.48","832,039,253.25","902,518,655.30","919,737,891.24","949,777,676.96","948,362,663.13","1,008,346,273.01","1,034,272,856.45","1,189,676,803.70","1,181,868,963.02","1,131,441,267.86","1,152,811,260.63","1,264,698,594.09","1,302,961,037.56","1,289,418,892.91","1,293,996,520.58","1,344,380,003.46","1,338,825,027.86","1,216,431,284.35"
流动负债合计,"152,658,555.70","160,627,385.21","194,373,983.71","192,264,310.31","163,058,639.02","193,088,333.81","185,843,067.91","192,361,280.26","175,603,850.06","196,357,840.80","197,626,031.05","208,222,141.29","196,939,316.66","219,164,908.01","233,346,880.64","251,075,747.86","230,385,835.73","177,090,900.99","148,563,731.94","162,041,590.97","147,191,593.86","168,123,337.02","161,185,662.98","180,340,455.08","157,489,074.10","160,959,831.80","172,761,620.79","205,621,057.53","169,406,564.06","191,932,501.18","215,388,672.99","255,750,225.99","243,342,774.99","266,211,010.63","283,705,032.20","344,681,898.05","318,434,672.51","272,543,382.34","278,817,057.87","371,303,340.12","401,760,826.38","410,477,226.87","421,310,499.79","493,583,870.39","474,001,536.26","446,851,323.37"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92","10,969,958.92"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"1,088,237.00","1,088,237.00","1,088,237.00","1,088,237.00","1,088,237.00","1,088,237.00","1,088,237.00","1,088,237.00","1,088,237.00","1,088,237.00","1,088,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00","748,237.00"
