科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得借款收到的现金,"208,000,000.00","168,500,000.00","202,500,000.00","20,000,000.00","20,000,000.00","20,000,000.00","41,000,000.00","46,000,000.00","46,000,000.00","46,000,000.00","70,056,751.70","56,000,000.00","149,000,000.00","167,000,000.00","180,260,880.95","36,000,000.00"
支付的各项税费,"51,174,688.64","61,143,415.30","73,910,444.89","12,625,306.50","26,979,062.17","43,607,393.09","67,118,972.04","11,757,902.49","33,434,802.31","51,814,157.28","75,736,722.58","16,932,999.31","35,563,518.08","75,855,195.26","100,313,100.37","20,811,207.41"
收到其他与筹资活动有关的现金,,"1,000,000.00","2,000,000.00",,,,,,,,,,,,,
支付其他与经营活动有关的现金,"43,531,548.84","45,490,343.92","43,707,929.89","12,071,844.24","23,828,163.63","36,704,878.82","51,650,579.74","14,758,971.76","34,138,826.16","52,794,250.60","77,212,033.09","18,164,113.95","47,723,362.22","70,635,755.21","94,725,033.19","21,254,315.52"
筹资活动现金流入小计,"208,000,000.00","169,500,000.00","204,500,000.00","20,000,000.00","267,766,400.00","267,766,400.00","288,766,400.00","46,000,000.00","46,000,000.00","46,000,000.00","70,056,751.70","56,000,000.00","149,000,000.00","167,000,000.00","180,260,880.95","36,000,000.00"
经营活动现金流出小计,"627,882,137.64","829,865,038.92","737,149,382.11","159,249,023.88","307,419,603.06","490,126,326.32","727,802,479.51","290,094,442.15","618,479,556.81","956,516,490.64","1,367,591,411.87","379,511,435.48","792,202,117.05","1,272,290,484.15","1,619,639,849.05","360,292,769.07"
偿还债务支付的现金,"205,500,000.00","188,000,000.00","213,500,000.00","51,500,000.00","156,500,000.00","166,500,000.00","187,500,000.00",,,,"21,000,000.00","46,000,000.00","46,000,000.00","46,000,000.00","67,000,000.00","46,000,000.00"
经营活动产生的现金流量净额,"-5,742,021.55","46,837,720.54","76,401,703.94","11,395,632.20","3,307,974.45","7,923,705.22","9,721,817.14","-70,030,517.03","-74,452,811.92","-63,399,532.97","-15,966,873.37","-51,571,244.44","-82,709,742.80","-91,882,047.80","14,186,828.48","-22,357,902.63"
分配股利、利润或偿还利息支付的现金,"12,143,389.78","12,975,127.21","9,228,138.34","1,705,226.25","2,572,264.74","2,868,503.83","3,108,554.96","468,349.98","1,152,024.95","41,791,254.92","42,324,974.91","497,108.31","48,951,441.42","50,785,945.14","52,697,770.67","1,623,180.68"
收回投资收到的现金,,,,,,"30,000,000.00",,,,,,,,,,
支付其他与筹资活动有关的现金,"1,300,000.00","2,000,000.00","3,523,919.20",,"11,590,137.60","11,740,137.60","11,740,137.60","115,943.20","315,943.20","315,943.20","315,943.20",,,,"650,000.00",
取得投资收益收到的现金,,,,,,"239,506.85","1,012,383.56","280,284.93","1,422,928.76","1,485,778.08","2,165,394.52",,,,,
筹资活动现金流出小计,"218,943,389.78","202,975,127.21","226,252,057.54","53,205,226.25","170,662,402.34","181,108,641.43","202,348,692.56","584,293.18","1,467,968.15","42,107,198.12","63,640,918.11","46,497,108.31","94,951,441.42","96,785,945.14","120,347,770.67","47,623,180.68"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,139,012.04","242,046.00","139,729.00","11,000.00","106,727.13","145,862.89","161,939.00","28,812.00","40,577.00","341,377.00","323,929.00","4,970.00","207,176.00","486,307.00","896,500.20","179,830.00"
筹资活动产生的现金流量净额,"-10,943,389.78","-33,475,127.21","-21,752,057.54","-33,205,226.25","97,103,997.66","86,657,758.57","86,417,707.44","45,415,706.82","44,532,031.85","3,892,801.88","6,415,833.59","9,502,891.69","54,048,558.58","70,214,054.86","59,913,110.28","-11,623,180.68"
处置子公司及其他营业单位收到的现金净额,"21,080,836.31",,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-44,097.13","13,564.51","68,082.64","3,345.49","10,775.76","13,980.88","32,275.94","3,238.35","32,861.81","45,829.65","-27,361.52","-33,525.12","-30,336.46","-22,908.73","89,843.17","-62,626.19"
收到其他与投资活动有关的现金,"4,001,727.87","39,150,000.00",,,,,"80,000,000.00","40,000,000.00","120,000,000.00","130,000,000.00","170,000,000.00",,,,"1,100,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"26,221,576.22","39,392,046.00","139,729.00","11,000.00","106,727.13","30,385,369.74","81,174,322.56","40,309,096.93","121,463,505.76","131,827,155.08","172,489,323.52","4,970.00","207,176.00","486,307.00","1,996,500.20","179,830.00"
五、现金及现金等价物净增加额,"-7,775,065.81","17,383,884.67","21,198,530.06","-32,051,104.62","-1,993,786.67","19,466,973.39","-12,041,364.37","-19,248,089.89","3,516,538.12","-19,771,399.01","56,786,418.77","-52,610,410.13","-49,012,344.25","-71,687,163.06","12,994,661.98","-38,202,370.80"
购建固定资产、无形资产和其他长期资产支付的现金,"17,267,133.57","35,384,319.17","33,658,927.98","10,255,856.06","12,523,261.67","15,513,841.02","19,387,487.45","4,945,614.96","8,059,049.38","12,137,652.65","26,124,503.45","10,513,502.26","20,527,999.57","50,482,568.39","59,186,620.15","4,338,491.30"
期初现金及现金等价物余额,"27,404,330.46","19,629,264.65","37,013,149.32","58,211,679.38","58,211,679.38","58,211,679.38","58,211,679.38","46,170,315.01","46,170,315.01","46,170,315.01","46,170,315.01","102,956,733.78","102,956,733.78","102,956,733.78","102,956,733.78","115,951,395.76"
投资支付的现金,,,,,"90,000,000.00","90,000,000.00",,,,,,,,,,
期末现金及现金等价物余额,"19,629,264.65","37,013,149.32","58,211,679.38","26,160,574.76","56,217,892.71","77,678,652.77","46,170,315.01","26,922,225.12","49,686,853.13","26,398,916.00","102,956,733.78","50,346,323.65","53,944,389.53","31,269,570.72","115,951,395.76","77,749,024.96"
