科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"318,466,699.91","707,285,229.19","1,184,007,775.73","1,523,318,025.45","207,060,539.65","554,984,473.80","851,922,159.59","1,745,126,230.11","94,396,176.72","277,440,217.44","1,213,336,274.47","3,075,631,015.31","1,122,707,335.62","1,911,753,013.66","2,482,681,800.83","4,496,164,426.53","547,675,128.97","1,177,673,931.59","2,646,827,539.53","3,498,570,630.75","424,514,403.92","1,271,337,478.23","2,843,344,897.89","4,680,695,314.25","1,399,348,255.94","2,884,420,360.62","4,389,687,916.68","6,363,662,660.53","1,134,508,561.15","2,537,737,406.26","3,755,776,319.34","5,949,722,910.28","1,255,553,881.64","2,932,511,756.26","4,251,041,116.66","6,124,270,469.04","1,196,880,782.65","3,380,871,337.59","5,219,861,740.69","8,602,636,201.16","3,437,638,525.95","6,238,511,230.53","8,677,507,790.09","11,482,133,415.77","2,117,340,720.41","5,219,514,488.09"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,"182,946,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"2,495,216.54","3,732,194.89","11,415,272.05","21,448,939.97","3,603,158.88","11,639,508.20","14,248,902.30","12,882,798.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,960,000.00","6,960,000.00","21,637,720.29","6,560,000.00","35,925,457.98","45,359,607.49","53,772,689.06","6,000,000.00","9,595,418.95"
支付其他与投资活动有关的现金,,,,,,,,"5,809,676.89","1,011,898.03","2,432,796.61","2,432,796.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"1,486,891.88","5,922,175.86","29,664,011.60","5,275,388.62","728,908.47","854,378.06","50,029,177.46","201,784,688.86","219,133,972.34","536,065,724.33","301,784,632.77","79,884,656.16","566,518,757.41","10,690,983.81","21,376,665.45","25,602,396.74","821,555,765.93","220,812,613.03","365,273,059.43","373,370,277.23","276,592,547.20","42,187,519.16","96,542,367.90","35,430,969.53","28,029,018.34","268,082,474.26","294,697,115.63","295,697,115.63","46,376,611.30","61,247,699.60","277,504,842.20","269,076,263.82","8,327,100.18","31,801,159.08","35,151,841.08","69,212,491.73","110,430,982.85","333,376,268.61","349,808,743.44","351,955,503.81","5,591,666.34","35,201,230.58","54,328,376.96","393,797,452.83","116,042,073.79","135,787,629.75"
投资活动现金流出小计,"872,318.02","2,502,374.64","5,292,788.59","46,962,923.66","4,173,785.94","13,697,226.23","32,452,853.69","60,671,860.91","1,438,351.03","3,895,440.61","4,952,964.61","186,340,588.00","857,222.00","1,874,928.20","4,595,209.20","7,251,785.20","3,574,673.77","6,015,449.77","10,350,949.84","20,678,471.07","499,403.33","3,791,962.14","4,333,143.30","192,573,799.28","323,469.00","2,347,810.25","8,889,527.45","14,157,156.92","24,267,024.07","24,759,700.16","26,104,782.95","28,338,443.18","2,099,053.70","4,798,444.70","13,709,416.42","20,170,389.82","3,395,985.09","10,166,782.90","25,706,551.96","51,133,671.73","9,621,903.97","15,983,407.67","20,666,171.04","22,983,716.93","6,740,792.93","71,153,517.29"
经营活动现金流入小计,"322,448,808.33","716,939,599.94","1,225,087,059.38","1,550,042,354.04","211,392,607.00","567,478,360.06","916,200,239.35","1,959,793,716.98","313,530,149.06","813,505,941.77","1,515,120,907.24","3,155,515,671.47","1,689,226,093.03","1,922,443,997.47","2,504,058,466.28","4,521,766,823.27","1,369,230,894.90","1,398,486,544.62","3,012,100,598.96","3,871,940,907.98","701,106,951.12","1,313,524,997.39","2,939,887,265.79","4,716,126,283.78","1,427,377,274.28","3,152,502,834.88","4,684,385,032.31","6,659,359,776.16","1,180,885,172.45","2,598,985,105.86","4,033,281,161.54","6,218,799,174.10","1,263,880,981.82","2,964,312,915.34","4,286,192,957.74","6,193,482,960.77","1,307,311,765.50","3,721,207,606.20","5,576,630,484.13","8,976,229,425.26","3,449,790,192.29","6,309,637,919.09","8,777,195,774.54","11,929,703,557.66","2,239,382,794.20","5,364,897,536.79"
投资活动产生的现金流量净额,"2,537,628.58","1,017,088.77","-1,099,134.31","-43,502,593.90","-4,173,785.94","-13,697,226.23","-32,452,853.69","-60,671,860.91","-1,438,351.03","-3,895,440.61","-4,703,605.65","-185,968,609.20","-857,222.00","-1,826,298.36","-4,546,579.36","-5,598,294.83","-3,574,673.77","-5,693,449.77","-10,350,949.84","-19,178,110.75","-499,403.33","-3,788,797.89","-4,329,979.05","-192,517,468.48","-323,469.00","-2,347,810.25","-8,889,427.45","-14,157,056.92","-24,267,024.07","-24,759,500.16","-25,894,088.45","-28,127,748.68","-2,099,053.70","-4,798,444.70","-13,706,258.42","-19,973,249.73","-3,314,857.99","-10,085,655.80","-20,378,052.16","-45,805,171.93","-9,616,453.97","-15,977,957.67","-20,660,721.04","-22,164,693.61","-4,020,245.05","-68,432,769.41"
购买商品、接受劳务支付的现金,"268,894,822.12","609,454,846.37","1,060,905,590.67","1,306,669,775.33","206,075,227.43","492,064,537.88","772,572,342.15","2,181,127,579.69","418,979,393.12","1,244,378,899.44","1,696,307,797.22","2,534,288,119.67","1,427,467,236.76","2,051,485,260.52","2,821,132,516.88","5,139,274,737.05","1,420,898,048.22","2,879,439,620.66","4,805,516,512.60","6,618,501,367.94","687,259,924.05","1,264,650,479.94","2,545,113,670.64","3,518,033,109.91","1,960,134,939.08","3,103,642,510.91","4,738,075,335.41","6,159,272,624.28","2,944,578,344.27","3,846,694,230.99","5,227,265,489.65","6,829,590,840.07","1,787,126,332.00","3,021,748,381.52","4,446,477,769.58","6,470,711,309.35","1,677,726,356.61","2,978,539,320.63","8,577,030,227.51","9,914,956,236.60","2,383,944,702.51","4,190,003,780.67","5,667,743,338.50","8,384,369,772.36","2,626,093,142.73","3,606,238,527.15"
吸收投资收到的现金,,,,,,,,"390,000,000.00",,"12,500,000.00","12,500,000.00","12,500,000.00",,,,"15,000,000.00","12,500,000.00","12,500,000.00","22,300,000.00","22,300,000.00",,"2,000,000.00","2,000,000.00","2,000,000.00",,"2,000,000.00","2,000,000.00","2,000,000.00","7,500,000.00","7,500,000.00","7,500,000.00","7,500,000.00",,,"5,000,000.00","42,500,000.00",,"31,000,000.00","31,000,000.00","31,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","13,000,000.00","1,500,000.00","6,000,000.00"
支付给职工以及为职工支付的现金,"16,033,625.40","34,723,753.20","56,165,483.10","86,142,838.09","17,305,030.51","41,635,237.44","61,047,795.57","102,413,262.33","10,431,310.68","18,377,043.33","28,880,506.76","44,247,375.02","12,461,420.05","23,990,360.95","39,125,048.56","61,005,504.63","18,362,251.03","39,423,492.65","64,102,870.39","89,847,023.03","24,075,402.11","50,275,069.00","79,924,665.32","111,739,605.54","36,861,974.20","69,931,329.98","110,645,927.99","154,134,824.00","40,552,206.22","79,604,580.78","134,346,831.10","189,224,455.51","44,478,971.80","91,716,769.33","146,399,359.77","210,431,064.40","53,335,134.31","107,793,418.12","149,614,249.98","221,827,080.94","54,072,982.51","125,843,700.84","171,864,669.88","230,245,942.46","66,551,854.63","124,273,194.94"
取得借款收到的现金,"25,000,000.00","444,147,900.00","444,147,900.00","416,732,200.00",,,,"906,000,000.00",,"310,000,000.00","650,000,000.00","1,144,000,000.00","150,000,000.00","410,000,000.00","1,106,120,000.00","1,206,120,000.00","349,820,000.00","953,320,000.00","2,060,920,000.00","2,306,620,000.00","323,700,000.00","1,263,700,000.00","1,426,320,000.00","1,075,320,000.00","30,000,000.00","450,000,000.00","2,375,000,000.00","3,075,000,000.00","230,000,000.00","1,060,000,000.00","2,130,000,000.00","2,755,000,000.00","625,000,000.00","1,824,425,000.00","2,584,425,000.00","3,948,691,000.00","2,863,000,000.00","2,228,295,600.00","4,888,482,600.00","6,320,022,580.90","273,000,000.00","1,639,880,019.10","2,154,880,019.10","2,854,880,019.10","574,400,000.00","2,853,000,000.00"
支付的各项税费,"8,141,523.03","17,003,597.77","25,429,396.70","31,221,423.88","155,838.01","4,305,431.23","15,319,145.51","126,547,371.04","23,358,235.42","91,123,591.88","130,103,498.90","198,479,472.03","129,721,465.26","321,989,523.04","379,803,558.46","485,847,732.22","192,707,421.59","403,335,351.82","552,789,090.24","618,285,748.56","112,720,972.21","235,161,730.42","363,845,532.24","416,350,019.02","235,221,801.98","575,136,206.48","812,757,869.18","1,013,308,053.06","276,936,042.13","663,106,420.35","1,080,983,515.82","1,029,325,792.78","186,240,949.59","472,607,361.93","687,641,437.55","888,299,857.41","226,334,118.82","479,021,101.27","776,280,279.18","934,188,018.00","353,733,533.11","920,582,371.04","1,151,705,662.67","1,461,427,364.52","243,959,105.15","578,959,552.42"
收到其他与筹资活动有关的现金,,,,,,,,,"2,009,900.74",,,"300,000,000.00",,"986,953,383.15","1,307,185,883.15","2,793,593,383.15",,"1,924,950,000.00","3,416,950,000.00","4,306,950,000.00","1,658,500,000.00","2,512,414,814.00","3,220,357,814.00","4,097,474,814.00","1,153,482,000.00","2,904,819,800.00","3,275,580,500.00","4,254,366,305.00","791,500,000.00","1,179,492,800.00","1,301,492,800.00","1,524,492,800.00","150,000,000.00","150,000,000.00","760,600,000.00","2,140,000,000.00","2,000,000,000.00","2,000,000,000.00","3,880,000,000.00","3,895,000,000.00","121,772,200.00","888,442,200.00","1,752,442,200.00","2,821,442,200.00","2,452,415,000.00","3,279,000,000.00"
支付其他与经营活动有关的现金,"13,592,563.68","23,141,911.11","32,996,812.65","54,028,995.61","1,125,434.14","12,241,505.33","41,912,668.00","59,021,521.74","146,109,979.38","23,397,172.14","42,158,512.08","330,113,066.04","131,905,692.77","210,124,210.63","148,341,457.29","300,468,368.81","78,833,822.60","71,303,671.43","239,543,445.88","179,221,239.84","47,196,690.49","78,890,878.41","129,447,731.72","566,417,642.70","76,227,849.34","165,775,554.10","293,479,236.23","420,495,358.08","68,207,738.10","194,744,189.89","230,078,633.07","533,755,713.88","74,718,262.75","202,282,766.20","273,466,663.38","421,548,558.79","104,393,645.60","238,518,319.24","312,372,375.26","373,376,806.94","71,664,814.64","183,231,642.29","341,829,129.11","298,526,909.10","27,570,340.01","253,035,630.71"
筹资活动现金流入小计,"25,000,000.00","444,147,900.00","444,147,900.00","416,732,200.00",,,,"1,296,000,000.00","2,009,900.74","322,500,000.00","662,500,000.00","1,456,500,000.00","150,000,000.00","1,396,953,383.15","2,413,305,883.15","4,014,713,383.15","362,320,000.00","2,890,770,000.00","5,500,170,000.00","6,635,870,000.00","1,982,200,000.00","3,778,114,814.00","4,648,677,814.00","5,174,794,814.00","1,183,482,000.00","3,356,819,800.00","5,652,580,500.00","7,331,366,305.00","1,029,000,000.00","2,246,992,800.00","3,438,992,800.00","4,286,992,800.00","775,000,000.00","1,974,425,000.00","3,350,025,000.00","6,131,191,000.00","4,863,000,000.00","6,244,295,600.00","10,784,482,600.00","12,231,022,580.90","404,772,200.00","2,538,322,219.10","3,917,322,219.10","5,689,322,219.10","3,028,315,000.00","6,138,000,000.00"
经营活动现金流出小计,"306,662,534.23","684,324,108.45","1,175,497,283.12","1,478,063,032.91","224,661,530.09","550,246,711.88","890,851,951.23","2,469,109,734.80","598,878,918.60","1,377,276,706.79","1,897,450,314.96","3,107,128,032.76","1,701,555,814.84","2,607,589,355.14","3,388,402,581.19","5,986,596,342.71","1,710,801,543.44","3,393,502,136.56","5,661,951,919.11","7,505,855,379.37","871,252,988.86","1,628,978,157.77","3,118,331,599.92","4,612,540,377.17","2,308,446,564.60","3,914,485,601.47","5,954,958,368.81","7,747,210,859.42","3,330,274,330.72","4,784,149,422.01","6,672,674,469.64","8,581,896,802.24","2,092,564,516.14","3,788,355,278.98","5,553,985,230.28","7,990,990,789.95","2,061,789,255.34","3,803,872,159.26","9,815,297,131.93","11,444,348,142.48","2,863,416,032.77","5,419,661,494.84","7,333,142,800.16","10,374,569,988.44","2,964,174,442.52","4,562,506,905.22"
偿还债务支付的现金,"27,957,823.67","449,651,286.22","449,653,849.55","441,612,485.52",,,,"227,000,000.00","110,000,000.00","100,000,000.00","218,000,000.00","1,222,800,000.00","216,000,000.00","746,590,000.00","1,046,340,000.00","1,213,189,980.00","233,010,020.00","527,010,020.00","997,064,020.00","1,118,010,020.00","476,500,000.00","740,500,000.00","1,412,019,000.00","1,777,339,000.00","282,173,000.00","492,173,000.00","1,586,160,000.00","1,765,101,000.00","335,000,000.00","745,720,000.00","1,434,720,000.00","1,577,720,000.00","22,100,000.00","401,200,000.00","1,323,000,000.00","1,944,850,000.00","676,800,000.00","1,717,085,000.00","3,133,185,000.00","3,766,895,000.00","467,070,000.00","2,837,530,411.74","3,620,130,411.74","4,539,735,177.76","1,310,770,000.00","2,743,471,391.41"
经营活动产生的现金流量净额,"15,786,274.10","32,615,491.49","49,589,776.26","71,979,321.13","-13,268,923.09","17,231,648.18","25,348,288.12","-509,316,017.82","-285,348,769.54","-563,770,765.02","-382,329,407.72","48,387,638.71","-12,329,721.81","-685,145,357.67","-884,344,114.91","-1,464,829,519.44","-341,570,648.54","-1,995,015,591.94","-2,649,851,320.15","-3,633,914,471.39","-170,146,037.74","-315,453,160.38","-178,444,334.13","103,585,906.61","-881,069,290.32","-761,982,766.59","-1,270,573,336.50","-1,087,851,083.26","-2,149,389,158.27","-2,185,164,316.15","-2,639,393,308.10","-2,363,097,628.14","-828,683,534.32","-824,042,363.64","-1,267,792,272.54","-1,797,507,829.18","-754,477,489.84","-82,664,553.06","-4,238,666,647.80","-2,468,118,717.22","586,374,159.52","889,976,424.25","1,444,052,974.38","1,555,133,569.22","-724,791,648.32","802,390,631.57"
分配股利、利润或偿还利息支付的现金,"10,921,974.99","11,413,829.84","15,214,712.96","7,843,876.13",471.50,,"288,405.00","144,344,781.13","28,634,665.87","66,958,098.08","85,207,935.30","189,347,123.97","28,523,941.76","57,813,285.93","85,286,051.79","188,887,932.86","45,090,763.87","92,060,597.19","146,612,528.71","426,028,036.48","60,285,111.58","201,903,040.50","391,765,419.29","540,488,048.75","54,213,271.91","230,264,871.98","427,805,914.63","737,591,229.20","76,746,147.48","178,592,908.72","272,862,305.17","363,675,268.14","92,065,484.85","202,248,234.39","307,231,612.76","437,120,205.15","78,579,174.88","374,447,748.85","465,579,724.54","630,596,717.61","237,185,133.81","396,029,511.30","574,215,787.77","635,498,317.78","213,790,031.27","333,985,185.13"
收回投资收到的现金,,,,,,,,,,,"49,358.96","116,063.04",,,,,,,,,,,,,,,,,,,,,,,,,,,"5,247,372.70","5,166,220.00",,,,,"2,640,260.00","2,640,260.00"
支付其他与筹资活动有关的现金,,,,,,,,,"4,376,539.81",,,"6,380,718.00","600,000.00","109,467,200.00","109,467,200.00","580,000,000.00",,"910,000,000.00","1,683,862,000.00","1,643,000,000.00","1,139,000,000.00","2,051,937,000.00","2,588,628,666.00","2,596,305,277.78","23,780,000.00","1,000,082,000.00","1,265,082,000.00","1,807,823,480.00","464,000,000.00","893,375,408.29","1,040,585,408.29","1,411,246,840.10","361,020,000.00","542,020,000.00","862,620,000.00","2,052,020,000.00","18,000,000.00","1,810,000,000.00","2,162,000,000.00","3,470,000,000.00","710,000,000.00","2,159,000,000.00","2,861,000,000.00","4,026,000,000.00","1,320,000,000.00","2,257,000,000.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,152.70",,,,,"80,087.88","80,087.88"
筹资活动现金流出小计,"38,879,798.66","461,065,116.06","464,868,562.51","449,456,361.65",471.50,,"288,405.00","371,344,781.13","143,011,205.68","166,958,098.08","303,207,935.30","1,418,527,841.97","245,123,941.76","913,870,485.93","1,241,093,251.79","1,982,077,912.86","278,100,783.87","1,529,070,617.19","2,827,538,548.71","3,187,038,056.48","1,675,785,111.58","2,994,340,040.50","4,392,413,085.29","4,914,132,326.53","360,166,271.91","1,722,519,871.98","3,279,047,914.63","4,310,515,709.20","875,746,147.48","1,817,688,317.01","2,748,167,713.46","3,352,642,108.24","475,185,484.85","1,145,468,234.39","2,492,851,612.76","4,433,990,205.15","773,379,174.88","3,901,532,748.85","5,760,764,724.54","7,867,491,717.61","1,414,255,133.81","5,392,559,923.04","7,055,346,199.51","9,201,233,495.54","2,844,560,031.27","5,334,456,576.54"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,409,946.60","3,519,463.41","4,193,654.28","3,460,329.76",,,,,,,"200,000.00","255,915.76",,"48,629.84","48,629.84","1,653,490.37",,"322,000.00",,"1,500,360.32",,"3,164.25","3,164.25","56,330.80",,,100.00,100.00,,200.00,"210,694.50","210,694.50",,,"3,158.00","197,140.09","81,127.10","81,127.10","81,127.10","81,127.10","5,450.00","5,450.00","5,450.00","819,023.32",200.00,400.00
筹资活动产生的现金流量净额,"-13,879,798.66","-16,917,216.06","-20,720,662.51","-32,724,161.65",-471.50,,"-288,405.00","924,655,218.87","-141,001,304.94","155,541,901.92","359,292,064.70","37,972,158.03","-95,123,941.76","483,082,897.22","1,172,212,631.36","2,032,635,470.29","84,219,216.13","1,361,699,382.81","2,672,631,451.29","3,448,831,943.52","306,414,888.42","783,774,773.50","256,264,728.71","260,662,487.47","823,315,728.09","1,634,299,928.02","2,373,532,585.37","3,020,850,595.80","153,253,852.52","429,304,482.99","690,825,086.54","934,350,691.76","299,814,515.15","828,956,765.61","857,173,387.24","1,697,200,794.85","4,089,620,825.12","2,342,762,851.15","5,023,717,875.46","4,363,530,863.29","-1,009,482,933.81","-2,854,237,703.94","-3,138,023,980.41","-3,511,911,276.44","183,754,968.73","803,543,423.46"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,"9,173,923.60",,"-3,606,078.72","-3,824,062.53",41.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,409,946.60","3,519,463.41","4,193,654.28","3,460,329.76",,,,,,,"249,358.96","371,978.80",,"48,629.84","48,629.84","1,653,490.37",,"322,000.00",,"1,500,360.32",,"3,164.25","3,164.25","56,330.80",,,100.00,100.00,,200.00,"210,694.50","210,694.50",,,"3,158.00","197,140.09","81,127.10","81,127.10","5,328,499.80","5,328,499.80","5,450.00","5,450.00","5,450.00","819,023.32","2,720,547.88","2,720,747.88"
五、现金及现金等价物净增加额,"4,444,104.02","16,715,364.20","27,769,979.44","4,926,489.18","-17,443,180.53","-71,656.77","-11,217,033.10","354,667,382.04","-427,788,425.51","-412,124,303.71","-27,740,948.67","-99,608,812.46","-108,310,885.57","-203,888,758.81","283,321,937.09","562,207,656.02","-260,926,106.18","-639,009,658.90","12,429,181.30","-204,260,638.62","135,769,447.35","464,532,815.23","73,490,415.53","171,730,925.60","-58,077,031.23","869,969,351.18","1,094,069,821.42","1,918,842,455.62","-2,020,402,329.82","-1,780,619,333.32","-1,974,462,310.01","-1,456,874,685.06","-530,968,072.87","115,957.27","-424,325,143.72","-120,280,284.06","3,331,828,477.29","2,250,012,642.29","764,673,175.50","1,849,606,974.14","-432,725,228.26","-1,980,239,237.36","-1,714,631,727.07","-1,978,942,400.83","-545,056,924.64","1,537,501,285.62"
购建固定资产、无形资产和其他长期资产支付的现金,"872,318.02","2,502,374.64","5,292,788.59","46,962,923.66","4,173,785.94","13,697,226.23","32,452,853.69","54,862,184.02","426,453.00","1,462,644.00","2,520,168.00","3,394,188.00","857,222.00","1,874,928.20","4,595,209.20","7,251,785.20","3,574,673.77","6,015,449.77","10,350,949.84","20,678,471.07","499,403.33","3,791,962.14","4,333,143.30","192,573,799.28","323,469.00","2,347,810.25","8,889,527.45","14,157,156.92","1,033,024.07","1,525,700.16","2,870,782.95","5,104,443.18","2,099,053.70","4,798,444.70","8,415,166.42","14,876,139.82","755,725.09","7,526,522.90","14,575,365.96","25,362,115.73","9,621,903.97","15,983,407.67","20,666,171.04","22,983,716.93","2,240,792.93","4,153,517.29"
