科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"61,119,757.00","101,130,502.69","152,186,829.92","112,766,280.55","212,941,572.92","271,279,616.49","37,222,279.92","139,591,718.16","218,460,462.26","335,269,083.63","56,983,158.76","197,602,166.58","345,843,962.85","498,240,980.26","146,348,881.27","348,170,391.81","568,823,062.17","803,241,269.89","174,501,412.21","688,406,083.13","1,132,516,660.81","1,705,587,917.49","326,891,609.41","826,756,388.54","1,340,346,854.18","1,981,829,202.91","909,521,202.14","1,727,852,745.79","2,818,794,067.25","3,637,846,197.68","801,483,073.29","2,109,718,452.21","3,407,410,438.54"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"43,577,875.60",,"22,500,000.00","22,500,000.00",,,"10,388,353.22","10,388,353.22","32,888,166.72",,"438,626,587.69","-116,324,200.76","437,375,191.93",,,,,"-8,055,814.16","26,944,185.84","26,944,185.84","40,034,930.75",,"2,084,656.56","2,084,656.56"
收到的税费返还,,,,,,,,,"732,705.00",,,,,"265,579.74","2,486,744.00","1,049.51","3,927,730.00","404,915.55","7,943,310.72",,,"355,408.45","417,301.00",,"40,041,901.93","644,157.67","338,152.53","13,752,723.97","17,269,228.32","1,487,361.05","1,199,474.09","1,652,525.68","44,533.09"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"548,000,000.00",,,"1,500,000.00",,,,"3,000,000.00",,,,"3,000,000.00",,,
收到其他与经营活动有关的现金,"81,813,609.97","83,385,804.59","38,997,920.64","8,307,008.26","10,298,122.69","14,659,176.18","1,331,369.36","16,824,501.46","26,294,455.14","38,839,981.12","7,978,707.46","35,145,580.94","35,005,152.60","47,965,400.49","13,710,887.65","36,049,286.13","45,743,771.73","78,141,023.80","458,541,987.35","147,517,464.47","118,210,453.20","140,376,575.69","27,081,578.10","52,381,212.68","199,069,064.19","159,373,262.40","66,964,814.84","74,345,638.62","139,054,061.59","129,582,119.45","87,636,709.13","101,231,836.74","159,858,029.20"
投资活动现金流出小计,"248,120.04","916,336.00","2,427,916.95","1,458,438.38","23,979,693.45","25,496,050.55","1,596,979.00","2,377,991.00","76,920,228.00","94,512,064.03","2,151,476.00","34,396,743.56","72,312,241.80","98,869,155.98","24,779,596.18","27,951,220.43","75,304,173.42","154,320,611.99","554,994,013.05","567,345,367.34","628,491,172.09","964,339,490.53","31,570,500.18","38,724,725.14","79,128,242.63","97,108,225.55","528,263,583.85","698,073,893.91","952,527,667.02","1,335,051,467.96","80,675,480.15","212,458,762.53","220,839,715.34"
经营活动现金流入小计,"142,933,366.97","184,516,307.28","191,184,750.56","121,073,288.81","223,239,695.61","285,938,792.67","38,553,649.28","156,416,219.62","245,487,622.40","374,109,064.75","64,961,866.22","232,747,747.52","380,849,115.45","546,471,960.49","162,546,512.92","384,220,727.45","618,494,563.90","881,787,209.24","640,986,710.28","835,923,547.60","1,250,727,114.01","1,846,319,901.63","354,390,488.51","879,137,601.22","1,579,457,820.30","2,141,846,622.98","976,824,169.51","1,815,951,108.38","2,975,117,357.16","3,768,915,678.18","890,319,256.51","2,212,602,814.63","3,567,313,000.83"
投资活动产生的现金流量净额,"-211,682.20","-853,510.24","-1,969,117.49","723,109.54","-21,875,848.83","-22,468,830.93","-535,804.96","1,606,441.22","-71,252,923.92","-77,163,189.34","-931,152.36","-29,051,778.96","-62,845,857.70","-79,024,353.15","-22,938,019.91","-20,774,599.52","-66,486,181.83","-142,642,510.66","-554,244,104.71","-559,358,303.72","-617,182,065.43","-953,747,079.85","8,560,876.88","-28,454,590.97","-68,583,474.76","-80,779,867.16","-522,202,403.66","-689,351,080.11","-943,737,056.86","-1,285,648,685.25","-69,655,474.05","-62,498,517.35","4,974,250.03"
购买商品、接受劳务支付的现金,"51,034,017.70","107,165,634.83","111,360,125.16","96,115,142.29","127,698,504.77","179,638,260.24","40,502,219.93","146,975,169.06","236,796,983.96","309,530,713.03","110,609,020.57","215,715,562.72","316,440,900.60","426,565,742.84","107,248,142.94","288,926,746.52","475,859,151.67","625,084,439.59","180,448,765.66","532,924,076.51","860,153,975.97","1,109,948,388.69","316,043,654.13","895,450,666.59","1,518,450,668.27","2,183,598,233.54","1,015,086,184.09","2,009,513,544.72","2,811,080,257.18","3,534,049,371.49","1,071,287,861.18","2,419,949,913.00","3,430,602,848.77"
吸收投资收到的现金,"16,000,000.00",,"51,048,159.00",,,"918,152,000.00",,,"400,000.00","1,200,000.00",,"400,000.00","800,000.00","2,000,000.00","24,002,040.40","37,805,337.10","40,205,337.10","38,605,337.10",,"297,695,267.11","331,223,893.22","300,145,267.11","79,916,551.44","83,916,599.47","98,327,713.44","2,058,609,469.40","10,921,440.00","10,921,440.00","10,921,440.00","82,621,440.00",,"490,000.00","116,114,287.00"
支付给职工以及为职工支付的现金,"517,916.37","1,511,410.18","3,031,481.96","2,717,316.23","3,767,751.32","6,118,313.36","2,592,396.01","4,873,115.03","7,344,249.41","11,331,637.10","8,469,798.88","14,121,859.02","22,349,866.71","28,258,805.74","9,687,847.09","18,423,272.33","25,963,128.14","37,011,239.31","26,870,446.24","50,845,285.37","99,927,802.79","115,800,325.50","62,133,568.48","90,468,636.95","123,226,906.45","169,014,898.26","65,439,300.27","105,984,388.17","153,529,806.46","222,861,558.15","84,187,376.97","139,314,619.20","198,116,869.95"
