科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"5,873,934.21","8,247,343.05","4,346,818.28","10,364,164.23","6,900,696.07","8,152,871.80","10,876,386.10","10,637,506.83","3,312,130.88","6,421,260.26","16,930,840.92","14,942,508.18","8,211,725.96","9,297,262.17","4,529,623.51","14,931,207.43","21,573,922.06","13,745,326.60","19,627,290.83","17,669,144.81","18,070,239.95","16,612,920.29","21,162,068.28","45,508,183.84","7,273,164.85","4,143,088.20","4,317,381.90","1,065,374.94","31,690,623.46","37,621,500.46","4,188,794.15","1,034,272.43","3,856,899.64","1,405,794.45","8,798,866.70","956,493.13","3,233,322.66","382,274.94"
应付职工薪酬,"6,074,118.87","7,305,345.26","8,913,578.61","9,116,946.64","9,648,264.49","10,365,026.91","9,842,249.16","9,817,214.49","10,364,746.44","9,453,274.99","10,869,216.36","10,910,582.38","13,456,395.38","12,643,930.63","12,731,773.76","16,348,202.22","14,777,862.46","13,165,457.39","17,378,200.46","15,073,690.46","20,317,152.37","16,827,295.81","22,077,416.16","19,685,962.70","30,557,346.79","20,528,736.00","21,904,219.06","20,923,076.51","27,099,850.57","16,266,458.59","20,417,443.03","37,025,425.79","44,830,190.81","29,637,990.00","32,637,355.79","31,215,215.08","35,218,316.41","15,986,187.08"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"9,758,075.15","9,649,994.74","9,276,938.24","13,239,984.30","-4,057,685.92","-22,433,992.39","-820,355.33","227,131.95","1,767,994.90","-18,487,457.05","-36,941,896.09","-26,023,284.01","-31,767,915.95","-54,207,056.73","-72,342,316.16","-88,380,778.26","-73,440,445.47","-65,507,834.39","-48,333,566.15","-40,299,440.01","-41,377,108.00","-17,862,012.69","-8,394,618.63","562,899.86","12,708,598.03","23,935,291.10","-16,377,586.43","15,568,827.45","9,141,543.25","-14,968,273.80","4,220,664.27","14,981,813.31","43,665,497.44","-6,264,861.06","26,699,912.36","28,956,994.95","37,502,311.43","6,911,927.62"
应收利息,,,,,,,,,"21,302,507.88","3,352,254.18","8,385,356.08","10,682,898.60","13,973,331.39","2,232,651.21","5,357,725.11","7,386,183.90","11,886,222.11","5,887,225.85","2,773,220.75","4,025,085.59","11,380,119.58","9,851,707.94","2,661,437.41","2,640,129.36","3,049,782.65","5,074,708.60","4,214,613.56","3,312,925.84","59,550.68","3,963,461.90","2,174,033.10","2,153,402.18",,"2,668,398.78","3,080,726.02","3,572,634.30","25,972.61","4,845,396.69"
应付利息,"27,034.07",,,,,,,,,,,,,,,,,,,,"776,181.12","355,889.45","38,531.03",,"350,346.81","295,257.52","276,627.72","397,689.28","77,956.53",,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"67,455,009.21",,,,,,,,,,,,,,,,,,,,,,"11,250,000.00",,,,,,,"58,887,122.00","58,887,122.00","12,337,122.00","83,579,139.25","83,579,139.25","63,905,639.25","63,905,639.25","39,405,639.25","39,405,639.25"
存货,"103,456,253.48","109,239,677.49","81,558,991.84","104,959,697.58","91,626,922.06","110,665,539.21","108,867,829.00","117,806,071.12","80,233,619.09","117,160,323.11","111,667,441.61","102,891,856.67","106,517,778.79","110,124,178.92","101,279,662.85","115,484,745.82","130,492,715.64","240,199,697.37","242,819,625.81","264,283,805.32","318,887,878.63","310,847,986.01","419,809,295.93","331,890,861.98","441,765,949.29","449,567,568.62","489,259,312.68","392,532,742.14","460,573,289.50","636,148,821.22","430,734,321.37","436,390,305.88","527,876,519.75","826,706,785.13","558,701,335.64","487,194,287.86","447,472,867.18","455,103,236.15"
其他应付款,"20,058,733.47","11,384,764.38","9,384,134.38","16,864,470.67","19,524,158.06","10,187,819.35","8,326,025.02","6,562,343.51","6,432,870.25","4,542,756.70","6,045,246.00","7,677,298.15","3,307,853.73","989,110.05","19,884,480.30","7,799,170.27","9,389,822.89","8,815,769.28","16,004,735.98","19,261,063.65","20,721,713.08","29,922,300.90","42,520,647.66","42,724,871.90","21,723,168.94","10,495,202.49","16,225,241.42","20,142,009.57","11,733,059.92","29,681,760.33","27,725,633.48","26,825,677.85","23,696,491.74","28,684,636.22","37,023,357.62","20,812,024.78","11,811,016.00","12,072,934.34"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,"83,561,661.05","83,561,661.05","39,654,316.30","13,554,316.30","83,119,684.02","51,655,684.04","4,428,000.00","1,964,000.02","94,932,010.81","6,731,999.95","4,487,999.98","2,244,000.01","8,975,999.92","6,731,999.95","4,487,999.98","2,244,000.01","8,975,999.92","6,731,999.95"
其他流动资产,"92,504.43",,,,,"48,108.26","9,665.57",,,"75,560.19","17,397.83","7,668.79",,"1,606,778.25","111,756.88","751,638.66",,"22,370.03","555,193,274.47","487,237,043.91","485,000,000.00","471,415,000.00","619,090,000.00","698,290,000.00","767,691,485.46","706,223,600.92","629,039,506.50","769,947,849.29","856,692,709.87","571,877,379.07","544,946,095.90","482,831,866.72","543,584,098.80","475,755,678.98","357,131,603.24","542,712,753.47","575,690,601.40","617,712,078.88"
其他流动负债,,,,,,"7,031,652.43","7,001,566.96",,"6,752,396.96","6,642,049.43","6,192,812.14","5,746,162.45","15,914,215.56","13,132,714.50","8,315,487.63","3,917,996.25","13,275,556.05","12,616,056.06","11,956,556.07","15,887,056.08","66,379,222.76","64,415,222.78","62,886,056.13","70,487,222.82",,,,,,,,,,,,,,
流动资产合计,"559,615,028.91","613,562,283.85","594,517,819.20","727,585,565.74","2,139,623,811.34","2,166,452,544.98","1,999,827,831.26","2,002,483,821.55","1,954,948,902.05","1,884,333,308.08","1,906,930,227.07","1,872,735,519.00","1,541,803,083.24","1,378,066,580.62","1,426,515,378.41","1,533,202,683.23","1,438,921,407.88","1,664,463,189.91","1,791,236,491.90","1,638,377,615.64","1,664,415,896.98","1,844,932,621.34","2,132,679,181.21","2,227,338,677.03","2,223,281,086.33","2,438,556,587.08","2,228,191,416.83","2,138,609,102.57","2,269,362,444.31","2,110,615,556.46","1,983,608,467.02","2,062,236,163.33","2,082,536,684.10","2,382,108,484.12","1,966,205,047.47","2,085,763,655.84","1,924,360,269.03","1,883,495,068.68"
流动负债合计,"322,567,982.09","245,590,270.40","193,010,211.40","262,251,375.85","223,267,932.56","210,831,658.10","228,040,577.06","252,215,871.89","200,367,247.57","264,582,322.47","238,447,227.66","282,605,005.72","243,752,586.72","204,059,040.64","198,051,328.34","214,956,706.36","349,881,560.80","445,234,426.36","549,837,731.73","558,678,842.07","749,835,245.45","874,805,625.77","1,086,004,492.71","1,037,827,071.06","1,039,409,111.16","1,202,733,418.51","1,070,609,084.23","953,202,627.95","1,096,207,402.17","1,196,881,995.39","1,048,754,276.27","1,099,341,838.43","1,263,167,822.08","1,505,298,256.32","1,176,814,810.13","1,241,253,584.14","1,106,859,399.87","970,652,001.47"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"74,748,679.06","74,748,679.06","89,748,679.06","89,748,679.06","15,000,000.00","265,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","405,000,000.00","405,000,000.00","405,000,000.00","405,000,000.00"
长期借款,,,,,,,,,,,,,,,"22,000,000.00","57,400,000.00","48,200,000.00","262,576,282.65","354,603,825.71","368,299,659.11","326,228,855.91","330,871,629.67","367,849,694.95","181,219,694.95","105,956,010.89","105,956,010.89","105,956,010.89","105,956,010.89",,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,"6,809,253.19","80,367,700.00","80,367,700.00","80,367,699.99","74,774,602.75",,,,,,,"450,000.00","450,000.00","766,660.19","766,660.19","1,597,814.43","4,702,868.50","1,229,326.89","1,841,256.30"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,"443,536,974.26","438,341,343.16","433,296,835.58","105,384,186.80","103,678,013.24","102,040,719.68","100,403,426.12","98,766,132.56","106,100,978.63","104,344,435.24","102,463,724.35","100,554,430.42","99,573,306.15","97,666,045.20","95,697,210.62","93,759,162.86","98,982,036.57","96,794,892.63"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"180,488,562.08","183,185,355.20","188,680,199.36","185,982,093.20","199,921,547.09","196,505,384.73","199,375,535.20","209,254,275.83","277,222,956.22","287,297,777.06","296,661,082.83","297,702,436.05","490,134,012.14","503,894,045.74","650,679,914.05","634,342,673.98","979,639,854.72","956,977,855.85","932,276,643.89","1,224,387,248.88","1,288,159,844.60","1,285,619,686.26","1,255,168,005.65","1,192,429,363.37","1,232,363,134.27","1,211,424,168.48","1,265,494,962.42","1,283,460,725.60","1,329,462,119.82","1,298,103,677.74","1,264,026,859.54","1,225,935,015.30","1,223,314,447.83","1,195,904,266.80","1,166,300,059.62","1,116,954,792.90","1,114,581,925.16","1,091,706,754.66"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"2,003,000.00",,"16,035,071.29","17,548,221.29","282,051.29","2,052,965.00","13,149,559.87","71,545,350.00","59,416,712.00","206,439,384.35","173,632,348.72","268,504,295.79","569,099,361.08","681,510,552.51","568,368,326.58","602,976,441.85","360,564,227.34","483,746,495.15","583,126,797.39","409,861,487.74","76,395,145.86","70,450,613.07","82,892,088.20","77,305,356.78","83,177,898.11","95,943,867.98","92,244,768.48","63,370,032.54","8,797,553.90","18,461,115.06","35,144,124.04","84,745,108.66","20,600,021.53","56,734,964.94","64,602,698.08","238,845,090.03","276,349,380.99","263,536,465.36"
其他非流动负债,,,,,,,,"6,937,996.57",,,,,"52,180,000.00","52,180,000.00","52,180,000.00","52,180,000.00","52,180,000.00","52,180,000.00","52,180,000.00","52,180,000.00",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,"6,937,996.57",,,,,"52,180,000.00","52,180,000.00","74,180,000.00","109,580,000.00","100,380,000.00","314,756,282.65","406,783,825.71","420,479,659.11","326,228,855.91","330,871,629.67","367,849,694.95","181,219,694.95","179,023,233.77","179,023,233.77","178,463,233.79","178,183,233.80","62,971,223.00","62,971,223.00","62,971,223.00","62,971,223.00","53,995,223.08","53,995,223.08","53,995,223.08","53,995,223.08","45,019,223.16","45,019,223.16"
固定资产清理,,,,,,,,,,,,,,,,,,,,"109,165.13",,,,,,"160,909.97","160,909.97","160,909.97",,"18,158.74","181,578.97","163,736.47",,"-42,634.86",,"766,258.81",,
负债合计,"322,567,982.09","245,590,270.40","193,010,211.40","262,251,375.85","223,267,932.56","210,831,658.10","228,040,577.06","259,153,868.46","200,367,247.57","264,582,322.47","238,447,227.66","282,605,005.72","295,932,586.72","256,239,040.64","272,231,328.34","324,536,706.36","450,261,560.80","759,990,709.01","956,621,557.44","979,158,501.18","1,076,064,101.36","1,205,677,255.44","1,453,854,187.66","1,219,046,766.01","1,218,432,344.93","1,381,756,652.28","1,249,072,318.02","1,131,385,861.75","1,159,178,625.17","1,259,853,218.39","1,111,725,499.27","1,162,313,061.43","1,317,163,045.16","1,559,293,479.40","1,230,810,033.21","1,295,248,807.22","1,151,878,623.03","1,015,671,224.63"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","448,100,000.00","448,100,000.00","448,100,000.00","448,100,000.00","448,100,000.00","448,100,000.00","448,100,000.00","448,100,000.00","448,100,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"60,539,237.54","60,539,237.54","60,539,237.54","60,539,237.54","1,369,139,237.54","1,369,139,237.54","1,367,753,637.49","1,367,753,637.49","1,367,753,637.49","1,367,753,637.49","1,367,753,637.49","1,367,753,637.49","1,367,753,637.49","1,367,753,637.49","1,217,753,637.49","1,217,753,637.49","1,217,753,637.49","1,217,753,637.49","1,217,753,637.49","1,136,594,944.32","1,217,753,637.49","1,217,753,637.49","1,217,753,637.49","1,217,753,637.49","1,217,753,637.49","1,217,753,637.49","1,217,753,637.49","1,217,753,637.49","1,217,753,637.49","1,204,527,800.31","1,203,835,512.14","1,203,835,512.14","1,203,835,512.14","1,203,835,512.14","1,203,835,512.14","1,203,835,512.14","1,203,835,512.14","1,203,835,512.14"
无形资产,"43,767,270.26","64,653,800.12","63,893,283.92","64,486,018.41","64,665,949.81","65,326,807.01","64,822,265.93","66,333,621.52","101,797,286.69","99,252,822.48","101,602,620.01","101,074,691.22","99,398,440.48","98,930,530.51","98,364,100.58","97,859,766.57","206,539,348.41","205,499,523.04","203,462,622.35","201,185,950.91","125,082,188.06","123,726,063.63","123,550,823.06","127,792,374.72","125,511,100.05","125,808,191.00","124,779,661.08","123,867,014.08","123,138,538.36","121,861,427.55","120,759,660.85","120,227,746.39","118,817,945.51","132,134,252.29","131,003,995.37","129,673,437.91","129,348,180.81","140,130,756.45"
盈余公积,"99,159.49","99,159.49","99,159.49","99,159.49","5,804,631.40","5,804,631.40","5,804,631.40","5,804,631.40","44,436,800.69","44,436,800.69","44,436,800.69","44,436,800.69","44,436,800.69","44,436,800.69","44,436,800.69","44,436,800.69","44,436,800.69","44,436,800.69","44,436,800.69","44,436,800.69","53,479,718.68","53,479,718.68","53,479,718.68","53,479,718.68","56,608,058.73","56,608,058.73","56,608,058.73","56,608,058.73","60,654,315.04","60,654,315.04","60,654,315.04","60,654,315.04","79,168,684.30","79,168,684.30","79,168,684.30","79,168,684.30","83,749,085.49","83,749,085.49"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,125,837.18","15,125,837.18",,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,"5,379,740.58","7,368,864.46","10,015,191.22","10,015,191.22","10,015,191.22","2,828,656.87","2,828,656.87","2,828,656.87","2,828,656.87","2,828,656.87","2,828,656.87","2,828,656.87","2,828,656.87","2,828,656.87","2,828,656.87","2,828,656.87","2,828,656.87",,
未分配利润,"97,387,921.17","211,281,350.79","268,992,574.96","315,275,249.05","356,902,783.41","383,285,476.51","377,268,812.60","418,738,577.52","394,820,567.68","416,059,153.58","379,253,986.29","398,774,781.65","398,632,470.38","399,811,199.69","374,007,166.25","392,287,375.17","386,480,941.34","389,654,833.13","384,317,664.44","403,763,115.72","410,556,589.40","430,926,125.98","443,985,334.67","457,497,880.01","482,005,420.24","506,272,765.33","509,186,235.93","527,124,846.84","541,775,925.81","558,829,649.49","574,605,689.35","593,396,586.20","598,504,682.34","616,806,499.94","627,715,317.54","649,076,291.15","665,820,710.31","684,480,595.54"
长期待摊费用,,,,,,,"744,486.91",,,"11,710.00","458,000.00","1,713,803.72",,,,,"6,627,887.71","7,190,398.96","7,635,743.22","7,364,020.00","7,184,039.33","7,244,867.48","9,874,679.77","10,666,646.09","12,282,268.33","11,671,099.32","11,152,973.68","10,515,443.17","14,600,240.68","14,255,762.56","14,061,661.51","13,079,160.47","12,828,382.18","12,198,065.96","11,465,982.53","9,734,020.12","11,205,845.39","8,541,182.04"
少数股东权益,"80,661,148.33","119,768,151.59","116,288,523.79","133,240,210.12","149,940,258.28","161,838,181.83",,,"87,993,125.16","86,767,646.35","152,428,131.09","151,967,977.98","297,719,919.14","298,297,077.68","389,281,010.33","442,999,334.96","448,085,954.83","460,820,680.54","469,777,568.28","484,756,032.04","493,812,099.56","512,035,347.46","517,117,970.45","437,273,220.07","453,169,130.75","472,357,842.46","454,666,817.56","465,281,316.89","476,987,654.51","426,027,254.11","423,950,967.30","443,742,142.40","392,441,648.65","403,907,952.32","404,721,688.65","431,118,994.93","444,679,322.55","471,941,837.29"
递延所得税资产,"381,587.37","876,730.64","803,333.41","803,333.41","561,483.66","561,483.66","570,704.86","615,674.01","434,490.89","434,490.89","434,490.89","434,490.89","473,921.50","473,921.50","489,955.83","425,160.98","1,203,361.33","1,261,413.34","1,258,014.13","1,195,581.59","4,941,014.77","5,094,285.36","4,282,252.31","5,301,130.86","15,956,329.81","16,811,975.26","17,485,271.62","17,192,088.55","18,986,390.05","19,260,092.59","16,828,016.10","19,447,381.42","15,380,473.48","15,838,445.75","14,333,592.12","13,858,907.05","11,497,429.22","11,316,736.57"
外币报表折算价差,,,,,,,"-377,274.52","-1,217,971.96","-1,551,030.74","-1,830,067.72","-2,601,013.70","-3,372,966.86","-3,566,595.98","-3,662,125.31","-3,292,267.65","-3,207,128.06","-3,522,807.76","-3,517,784.61","-3,910,915.46","-4,039,330.29","-4,214,478.17","-4,079,713.53","-4,064,091.96",,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180,979,690.01","133,285,600.00","133,285,600.00","2,243,371.36","23,330,468.20","2,035,551.53"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"226,640,419.71","248,715,885.96","269,411,887.98","268,819,666.31","265,431,031.85","264,446,640.40","278,662,552.77","347,748,921.36","438,871,445.80","593,436,184.78","572,788,542.45","669,429,717.67","1,159,105,735.20","1,284,809,050.26","1,317,902,297.04","1,335,604,043.38","1,554,574,679.51","1,654,675,686.34","1,727,759,820.98","1,856,292,448.02","2,033,035,771.34","2,020,859,750.18","1,999,447,575.78","1,603,668,852.59","1,650,546,079.74","1,641,438,267.62","1,704,299,309.30","1,689,909,682.40","1,618,914,478.31","1,844,133,326.35","1,836,744,282.23","1,847,431,236.00","1,955,089,583.75","1,927,314,323.14","2,026,115,609.64","2,018,366,566.41","2,071,524,593.23","2,020,903,595.54"
所有者权益(或股东权益)合计,"463,687,466.53","616,687,899.41","670,919,495.78","734,153,856.20","2,181,786,910.63","2,220,067,527.28","2,050,449,806.97","2,091,078,874.45","2,193,453,100.28","2,213,187,170.39","2,241,271,541.86","2,259,560,230.95","2,404,976,231.72","2,406,636,590.24","2,472,186,347.11","2,544,270,020.25","2,543,234,526.59","2,559,148,167.24","2,562,374,755.44","2,515,511,562.48","2,621,387,566.96","2,660,115,116.08","2,678,272,569.33","2,611,960,763.61","2,655,394,821.14","2,698,238,202.42","2,683,418,408.11","2,697,132,923.22","2,729,098,297.45","2,694,895,664.42","2,708,627,249.98","2,747,354,337.90","2,720,463,222.69","2,750,129,327.86","2,761,510,623.90","2,808,881,415.03","2,844,006,239.23","2,888,727,439.59"
资产总计,"786,255,448.62","862,278,169.81","863,929,707.18","996,405,232.05","2,405,054,843.19","2,430,899,185.38","2,278,490,384.03","2,350,232,742.91","2,393,820,347.85","2,477,769,492.86","2,479,718,769.52","2,542,165,236.67","2,700,908,818.44","2,662,875,630.88","2,744,417,675.45","2,868,806,726.61","2,993,496,087.39","3,319,138,876.25","3,518,996,312.88","3,494,670,063.66","3,697,451,668.32","3,865,792,371.52","4,132,126,756.99","3,831,007,529.62","3,873,827,166.07","4,079,994,854.70","3,932,490,726.13","3,828,518,784.97","3,888,276,922.62","3,954,748,882.81","3,820,352,749.25","3,909,667,399.33","4,037,626,267.85","4,309,422,807.26","3,992,320,657.11","4,104,130,222.25","3,995,884,862.26","3,904,398,664.22"
负债和所有者(或股东权益)合计,"786,255,448.62","862,278,169.81","863,929,707.18","996,405,232.05","2,405,054,843.19","2,430,899,185.38","2,278,490,384.03","2,350,232,742.91","2,393,820,347.85","2,477,769,492.86","2,479,718,769.52","2,542,165,236.67","2,700,908,818.44","2,662,875,630.88","2,744,417,675.45","2,868,806,726.61","2,993,496,087.39","3,319,138,876.25","3,518,996,312.88","3,494,670,063.66","3,697,451,668.32","3,865,792,371.52","4,132,126,756.99","3,831,007,529.62","3,873,827,166.07","4,079,994,854.70","3,932,490,726.13","3,828,518,784.97","3,888,276,922.62","3,954,748,882.81","3,820,352,749.25","3,909,667,399.33","4,037,626,267.85","4,309,422,807.26","3,992,320,657.11","4,104,130,222.25","3,995,884,862.26","3,904,398,664.22"
