科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"3,844,947.11","4,231,316.82","6,981,922.00","6,763,129.18","9,652,661.25","13,246,687.99","673,391.13","-8,145,468.71","-5,399,514.00","-15,217,525.76","390,394.75","-2,973,017.65","-8,014,026.29","-9,742,684.91","-8,598,512.27","-8,992,777.56","-15,897,800.39","-18,725,302.73","6,822,084.09","9,712,972.69","26,680,995.40","33,118,446.51","13,453,075.92","15,035,094.92","22,456,601.18","30,854,882.32","9,812,147.97","8,994,181.59","28,896,929.41","32,509,384.29","24,928,496.24","58,390,540.87","93,408,993.80","136,654,083.16","41,189,728.59","74,037,257.95","128,444,658.48","178,328,711.65","39,750,762.32"
三、利润总额,"47,440,810.15","76,358,917.60","105,761,874.45","43,572,826.60","71,759,290.22","97,637,055.30","18,684,369.58","59,350,317.08","87,010,844.41","119,014,818.71","45,408,599.02","110,264,332.88","174,394,761.06","201,161,776.21","47,285,657.11","116,371,299.75","179,369,113.12","203,305,340.44","44,277,427.11","119,604,915.11","165,812,716.06","202,014,823.28","48,526,522.30","145,012,838.18","283,990,226.84","358,337,718.88","85,028,449.06","250,598,639.23","397,604,809.37","481,484,190.41","90,739,987.21","285,883,811.65","415,668,481.27","535,300,338.64","89,733,989.50","271,604,878.24","384,694,454.09","528,389,064.45","99,057,574.38"
资产减值损失,"618,680.78","3,945,862.97","-1,505,833.92","2,764,678.88","2,522,091.39","1,281,487.08","5,147,290.14","6,445,599.07","11,503,596.74","7,824,669.81","2,324,840.81","11,354,004.37","9,791,304.23","3,151,258.59","-425,444.58","11,306,273.03","7,815,544.05","11,830,179.43","1,817,756.91","7,216,026.47","7,170,845.89","9,320,948.02","-1,487,175.85","21,312,644.12","22,935,540.79","62,264,925.77","-597,771.09","21,328,043.96","19,613,290.11","20,079,394.82","-4,153,688.46","3,760,524.49","25,934,303.32","25,652,781.99","-2,424,190.90","4,168,680.73","10,840,679.91","53,426,666.31","-6,195,804.61"
减:所得税,,"-605,435.86","9,965,347.18","5,064,023.93","8,666,333.38","10,921,859.18","2,105,903.49","7,689,417.01","11,451,256.15","15,223,425.39","7,700,929.74","18,486,885.89","30,384,303.79","30,130,575.71","5,752,278.05","15,736,400.49","26,563,227.04","30,818,257.32","6,900,350.23","17,000,170.36","26,017,663.38","27,175,314.01","9,864,678.50","24,806,687.66","47,403,707.35","54,944,353.98","15,379,861.21","38,236,847.60","53,153,570.78","69,467,725.11","8,715,874.82","37,515,891.14","50,620,110.20","58,105,093.89","5,608,606.02","21,828,879.89","16,364,085.77","47,431,582.05","10,076,054.99"
加:公允价值变动净收益,,"3,829,255.00","-4,125,282.73","-73,733.85","296,027.73","296,027.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"189,283.11","257,750.00","8,697,651.15","-7,037.73","-7,037.73","-431,963.14",,,,,,,,,,,"2,613,873.19","11,196,923.09","12,461,770.44","34,358,496.99","42,200,544.87","49,284,349.38","7,394,850.32","15,466,223.44","24,256,680.93","26,212,492.19","5,938,888.45","12,188,722.79","18,697,072.54","24,451,933.69","14,280,454.07","33,677,986.72","42,891,277.27","73,286,675.48","3,549,859.30","9,451,756.47","15,210,740.73","48,720,827.28","6,342,372.94"
四、净利润,"47,440,810.15","76,964,353.46","95,796,527.27","38,508,802.67","63,092,956.84","86,715,196.12","16,578,466.09","51,660,900.07","75,559,588.26","103,791,393.32","37,707,669.28","91,777,446.99","144,010,457.28","171,031,200.50","41,533,379.06","100,634,899.26","152,805,886.08","172,487,083.12","37,377,076.88","102,604,744.75","139,795,052.68","174,839,509.27","38,661,843.80","120,206,150.52","236,586,519.49","303,393,364.90","69,648,587.85","212,361,791.63","344,451,238.59","412,016,465.30","82,024,112.39","248,367,920.51","365,048,371.07","477,195,244.75","84,125,383.48","249,775,998.35","368,330,368.32","480,957,482.40","88,981,519.39"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"47,440,810.15","76,964,353.46","97,369,012.09","39,105,954.59","63,124,324.09","87,237,231.20","16,721,552.52","52,299,001.96","76,614,581.27","105,130,353.69","37,707,669.28","91,777,446.99","144,010,457.28","171,031,200.50","41,533,379.06","100,634,899.26","152,805,886.08","172,487,083.12","37,377,076.88","102,608,723.35","139,807,613.61","174,886,336.80","38,661,843.80","119,515,165.09","235,550,815.89","303,216,598.49","69,651,502.21","213,142,240.16","343,122,466.82","406,477,236.88","80,091,272.14","240,854,165.71","357,176,767.46","469,511,815.28","81,926,969.03","241,317,962.98","357,543,939.74","469,638,100.57","87,057,332.96"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,"-1,572,484.82","-597,151.92","-31,367.25","-522,035.08","-143,086.43","-638,101.89","-1,054,993.01","-1,338,960.37",,,,,,,,,,"-3,978.60","-12,560.93","-46,827.53",,"690,985.43","1,035,703.60","176,766.41","-2,914.36","-780,448.53","1,328,771.77","5,539,228.42","1,932,840.25","7,513,754.80","7,871,603.61","7,683,429.47","2,198,414.45","8,458,035.37","10,786,428.58","11,319,381.83","1,924,186.43"
