科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"93,420,329.62","211,468,678.05","332,755,580.18","334,540,694.66","88,793,856.24","200,255,702.88","351,390,491.47","345,964,227.83","46,999,521.68","105,367,058.33","169,321,660.32","212,635,989.05","51,025,492.15","121,829,040.04","182,766,724.16","236,971,593.38","52,295,054.53","111,296,229.99","162,894,426.62","211,399,623.73","59,741,748.58","111,599,088.80","161,672,617.61","238,365,817.68","66,260,710.03","567,035,670.09","953,807,712.89","1,005,983,964.65","298,029,475.63","636,975,898.88","808,959,391.58","1,764,972,393.72","425,536,367.29","1,110,704,927.75","1,305,974,153.28","2,543,918,324.91","862,540,268.52","1,374,422,226.03","1,814,859,197.72","4,440,532,594.76","1,052,184,523.74","1,451,566,183.28","2,208,958,255.49","3,638,819,862.37","1,013,069,923.48","1,977,530,868.56"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,777,352.51","33,777,352.51","45,000,000.00","62,330,175.00",,,"180,757,507.50",,,,"236,854,665.00","261,807,899.44","355,281,997.50"
收到的税费返还,,,,"76,309.02",,,,,,,,,,,,,,,,,,,,,,,"5,017,440.00",,,,,,,,,,,"381,779.10","381,779.10","731,127.46",,"552,004.75","552,004.75","926,568.72",,"328,765.15"
支付其他与投资活动有关的现金,,,,,,,,,,,,,"243,023.98",,"243,023.98",,,,,,,,,,,"18,312,957.70","23,410,759.90","35,150,048.00","4,787,512.00","6,852,000.00","6,852,000.00","11,032,000.00",,,,"217,746,139.79",,"390,001.00","390,001.00","9,151,400.00",,"22,960,473.38","40,361,322.21","690,000.00",,"380,000.00"
收到其他与经营活动有关的现金,"168,056.69","912,948.44","1,162,294.99","2,060,161.68","285,460.29","993,557.10","1,140,971.80","3,544,091.55","243,544.15","225,643.67","996,276.41","22,645,877.05","5,803,468.95","6,674,405.00","7,660,873.64","5,639,024.56","2,508,209.95","1,253,283.07","4,966,477.93","11,884,883.70","2,044,118.69","10,791,234.20","11,847,441.39","13,861,516.11","2,876,379.02","281,623,057.44","286,217,823.17","36,680,159.62","10,712,297.85","8,447,629.34","8,447,629.34","39,778,548.34","18,034,551.17","40,028,407.93","45,677,987.32","70,848,141.57","494,722,672.69","551,489,208.63","1,052,028,775.80","1,167,132,421.95","365,015,997.92","429,090,580.80","892,519,196.11","1,108,476,507.82","431,635,544.13","757,473,277.28"
投资活动现金流出小计,"8,881,647.59","26,122,630.74","41,118,875.71","49,590,232.11","11,601,233.98","36,879,792.30","26,124,580.45","38,382,304.27","799,605.83","1,627,314.09","1,830,192.38","216,200.05","562,505.53","1,760,654.41","4,576,717.35","4,495,274.71","580,327.60","1,727,761.90","2,676,968.43","4,465,476.20","1,670,921.53","6,346,385.52","10,684,307.01","12,963,331.66","6,741,642.44","848,030,939.46","1,344,592,102.25","1,689,274,873.65","162,580,667.16","468,371,012.78","672,864,078.52","489,385,611.84","193,414,629.89","188,581,595.25","228,046,424.67","378,687,841.84","96,387,890.01","297,848,843.30","388,951,140.95","296,351,495.29","56,465,713.79","293,392,522.31","313,057,964.68","487,480,212.45","263,307,899.44","410,255,521.89"
经营活动现金流入小计,"93,588,386.31","212,381,626.49","333,917,875.17","336,677,165.36","89,079,316.53","201,249,259.98","352,531,463.27","349,508,319.38","47,243,065.83","105,592,702.00","170,317,936.73","235,281,866.10","56,828,961.10","128,503,445.04","190,427,597.80","242,610,617.94","54,803,264.48","112,549,513.06","167,860,904.55","223,284,507.43","61,785,867.27","122,390,323.00","173,520,059.00","252,227,333.79","69,137,089.05","848,658,727.53","1,245,042,976.06","1,042,664,124.27","308,741,773.48","645,423,528.22","817,407,020.92","1,804,750,942.06","443,570,918.46","1,150,733,335.68","1,351,652,140.60","2,614,766,466.48","1,357,262,941.21","1,926,293,213.76","2,867,269,752.62","5,608,396,144.17","1,417,200,521.66","1,881,208,768.83","3,102,029,456.35","4,748,222,938.91","1,444,705,467.61","2,735,332,910.99"
投资活动产生的现金流量净额,"-8,881,647.59","-12,822,630.74","-40,008,511.98","-47,486,368.06","-11,601,233.98","-36,733,593.98","-26,115,469.37","-34,380,864.37","-799,605.83","-1,627,314.09","-852,906.81","707,416.45","3,527,494.47","2,680,687.42","-134,425.37","851,762.35","-536,312.30","-1,661,416.60","-2,376,543.13","-4,236,822.67","-1,670,921.53","-6,346,385.52","-10,578,223.96","-12,963,331.66","-6,741,642.44","-787,762,610.88","-1,255,177,447.81","-1,660,636,978.79","-84,797,842.63","-446,511,466.78","-651,002,432.52","-481,357,780.92","-193,414,629.89","-188,145,696.32","-227,610,525.74","-162,972,054.66","-66,988,150.25","134,043,815.71","43,719,742.15","-264,895,694.26","-56,465,713.79","-262,784,639.48","-255,116,752.93","-408,637,788.06","-263,307,899.44","-404,678,762.21"
购买商品、接受劳务支付的现金,"93,530,705.89","185,769,297.06","289,064,895.30","296,896,410.65","85,245,003.01","152,616,860.04","283,778,355.40","264,468,322.15","52,632,503.10","93,870,972.34","142,058,779.62","175,405,273.38","48,613,559.95","105,594,153.21","158,744,314.84","202,085,574.30","44,414,250.64","93,630,746.78","138,737,280.28","175,137,515.21","48,323,446.88","84,179,896.26","111,632,387.26","216,720,388.57","58,253,092.25","686,445,366.92","869,191,230.55","733,922,716.28","298,627,146.22","471,808,332.98","579,333,452.07","1,439,927,034.70","349,569,852.59","636,395,228.22","805,417,710.00","1,739,343,195.04","428,263,401.44","882,648,744.74","1,367,472,233.64","2,645,395,824.31","474,197,850.02","773,988,392.44","1,153,599,575.34","1,545,661,489.83","595,173,395.32","806,547,356.51"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"828,999,997.33",,"3,000,000.00","50,700,060.00","53,699,640.00",,,"973,649,533.95","964,649,533.95",,,,"12,101,529.58",,,"1,187,341,494.77","1,187,341,494.77",,
支付给职工以及为职工支付的现金,"4,480,618.65","11,932,546.59","19,947,288.40","24,559,102.33","7,584,462.37","13,226,273.15","21,524,672.77","26,800,636.20","4,549,496.56","10,015,886.70","16,048,441.82","20,750,195.08","5,793,984.31","10,801,111.35","17,741,710.15","21,798,714.13","5,475,387.66","11,152,051.39","14,960,700.83","17,566,171.11","6,454,710.92","11,778,189.52","17,735,950.25","20,634,531.94","5,842,212.48","63,990,083.78","94,334,770.94","141,157,173.41","33,848,614.19","87,812,875.21","107,376,705.68","216,922,670.21","57,226,324.68","94,261,416.97","137,502,110.78","257,209,442.43","96,134,020.38","141,783,751.96","268,498,475.11","407,566,979.56","99,007,937.34","182,094,511.41","271,464,348.07","415,597,935.91","93,807,192.26","203,313,595.72"
取得借款收到的现金,"108,500,000.00","164,320,000.00","235,500,000.00","285,430,000.00","80,360,000.00","141,527,895.50","164,527,895.50","177,027,895.50",,"20,000,000.00","20,000,000.00","47,000,000.00",,,,,,,,,"133,000,000.00","145,000,000.00","175,000,000.00","270,700,000.00","78,972,483.94","1,437,191,891.79","1,930,068,811.79","2,485,173,661.79","504,712,800.00","1,037,980,000.00","2,174,560,000.00","2,476,560,000.00","522,000,000.00","678,600,000.00","1,535,686,666.67","2,182,600,000.00","418,000,000.00","875,000,000.00","2,520,437,724.96","2,947,157,724.96","651,100,000.00","1,228,000,000.00","1,802,792,000.00","3,272,649,040.00","521,000,000.00","1,156,600,000.00"
支付的各项税费,"1,035,251.64","4,252,062.70","7,353,828.28","9,678,854.73","588,247.64","4,672,929.76","7,485,677.44","12,124,611.39","3,243,453.84","6,505,434.42","8,530,771.65","10,444,476.86","1,840,465.91","3,612,527.50","4,776,335.76","6,792,423.78","2,083,837.80","3,306,813.12","4,075,006.35","5,857,247.45","758,797.85","2,738,287.32","4,092,918.75","6,432,872.54","329,781.61","77,800,508.62","143,228,645.34","132,841,176.44","27,687,584.53","87,654,455.64","123,419,667.39","149,370,981.82","30,999,286.93","57,931,608.92","85,129,844.44","195,513,459.34","200,655,553.39","337,048,809.70","467,012,114.30","549,181,749.57","215,443,550.85","388,931,156.34","543,781,304.83","811,317,770.83","218,597,863.04","353,043,932.50"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,"29,000,000.00","120,000,000.00","135,500,000.00","135,500,000.00","151,500,000.00",,"493,282,714.27","1,183,282,714.27","1,046,692,409.49","154,366,843.42","1,054,044,197.41","1,106,746,407.28","2,240,233,432.84","171,540,000.00","1,986,312,263.33","1,012,662,729.38","2,317,703,317.35","160,265,727.84","1,329,599,851.14","1,695,166,625.03","1,799,391,553.15",,"1,646,667,284.42","2,008,832,125.53","1,448,471,538.28",,"1,179,793,425.48"
