科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"112,256,106.96","37,224,799.05","26,253,292.17","10,191,445.84","13,957,449.48","35,721,050.44","9,701,375.66","22,558,219.30","13,828,073.71","18,459,117.76","45,388,569.21","61,394,474.17","74,189,860.82","84,728,178.27","64,099,583.73","95,663,982.50","36,688,970.04","111,225,582.49","82,898,009.06","77,985,108.11","78,618,194.05","76,110,551.20","64,880,446.05","118,520,486.78","114,709,532.14","126,914,900.47","113,235,819.72","437,407,090.83","586,392,820.54","454,559,073.96","401,656,897.50","362,053,739.66","353,689,756.98","1,561,131,554.02","1,465,112,880.56","1,254,081,736.99","1,047,723,531.71","1,049,348,454.54","964,535,738.90","1,127,260,235.11","1,097,285,099.89","1,110,253,889.05","1,924,174,637.56","826,314,928.80","977,493,015.18"
短期借款,"301,000,000.00","278,900,000.00","248,900,000.00","242,890,000.00","242,870,405.92","242,870,405.92","222,870,405.92","253,900,000.00","233,900,000.00","253,900,000.00","149,900,000.00","79,900,000.00","79,900,000.00","79,900,000.00","79,900,000.00","79,900,000.00","39,900,000.00","100,000,000.00","184,000,000.00","284,000,000.00","284,000,000.00","251,000,000.00","219,435,000.00","216,000,000.00","239,000,000.00","122,529,942.48","105,406,635.76","226,463,279.94","584,000,000.00","619,990,000.00","578,035,004.16","916,000,000.00","1,122,000,000.00","1,330,000,000.00","1,390,000,000.00","810,000,000.00","714,000,000.00","580,000,000.00","555,000,000.00","775,000,000.00","865,000,000.00","885,000,000.00","1,463,000,000.00","650,000,000.00","900,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,649,560.00","4,200,000.00","7,625,000.00","4,240,000.00","2,320,000.00","6,683,026.04","5,521,826.04","1,720,000.00","6,670,000.00","8,756,863.00","14,090,000.00","5,450,000.00","7,935,000.00","12,347,567.00","12,720,152.39","26,941,245.39","23,181,693.00","11,980,000.00","19,131,922.75","16,463,854.75","67,310,000.00","55,784,000.00","62,542,163.40","102,248,039.70","150,782,644.80","116,830,476.00","13,100,000.00","326,926,265.37","247,101,012.93","375,866,790.52","297,103,186.73","192,652,058.86","209,675,642.10","121,103,112.72","85,370,959.19","139,547,221.93","260,779,207.07","275,435,820.73","333,838,490.63","296,521,255.67","325,505,814.31","414,757,046.24","438,458,175.21","382,594,139.00","234,398,500.53"
应付票据,"40,000,000.00","30,000,000.00","15,000,000.00",,,,,,,,,,,,,,,,,"30,000,000.00","157,290,000.00","167,282,092.22","132,247,875.50","37,047,875.50","79,947,160.00","141,132,513.00","91,261,753.00","94,011,937.73","68,887,801.73","188,479,945.07","190,721,446.30","175,462,411.00","103,609,571.50",,,,,,,,,,,,
应收账款,"20,009,605.66","20,982,742.86","21,255,648.02","20,569,858.24","24,570,039.10","29,537,380.66","35,726,145.61","29,321,309.81","36,939,178.07","41,318,676.38","26,641,726.13","25,643,216.59","27,445,770.64","34,989,616.88","37,979,202.27","13,434,055.34","24,491,465.55","19,952,767.68","26,026,788.73","15,450,682.19","94,938,518.02","37,225,653.36","94,838,084.51","38,643,841.66","199,074,046.39","34,621,413.01","77,138,970.60","168,270,449.45","217,410,760.77","233,103,041.94","384,189,753.29","306,091,284.15","389,480,260.82","539,577,687.59","612,919,636.72","524,096,641.25","416,116,120.48","431,121,258.22","480,635,353.57","373,452,734.75","426,159,172.50","332,230,524.62","407,524,912.64","403,115,864.94","520,139,096.10"
应付账款,"6,837,874.51","17,921,754.96","8,498,535.81","9,268,227.47","8,320,158.36","10,155,019.41","10,064,760.39","13,209,656.12","9,734,004.00","7,765,602.08","7,213,173.19","8,465,491.44","8,093,723.83","9,739,441.13","16,164,537.32","25,045,931.37","30,152,901.53","23,395,902.16","34,363,669.70","18,874,969.10","18,926,052.67","24,169,041.02","103,029,918.77","211,575,460.70","312,133,780.56","141,022,615.03","137,085,322.14","441,237,419.63","335,417,671.07","505,384,140.14","323,211,000.47","546,672,357.95","585,914,061.05","570,786,460.07","471,739,553.82","528,337,465.67","621,058,736.02","524,946,046.96","527,260,922.84","488,224,760.11","412,488,049.99","453,383,351.25","556,819,409.69","525,356,038.23","530,157,922.26"
预付款项,"12,670,493.14","70,622,926.30","62,947,547.27","2,615,034.28","2,396,311.26","2,977,591.16","2,116,356.22","3,734,286.17","3,601,315.66","4,788,090.98","8,467,949.65","5,349,617.31","25,962,300.56","17,106,615.70","40,610,287.06","59,922,951.01","65,435,138.69","71,771,477.46","87,294,454.28","108,211,331.36","119,180,566.52","94,435,037.37","170,918,834.04","269,635,491.81","220,191,106.38","138,765,714.98","64,950,213.04","168,604,554.54","298,985,141.53","68,255,150.68","41,907,393.58","225,029,542.81","280,943,019.31","289,395,954.98","274,364,746.68","226,922,440.63","244,894,348.64","221,139,232.17","223,651,728.02","86,452,498.90","88,534,365.42","75,211,142.05","100,665,344.64","56,740,208.16","64,124,917.82"
预收款项,"4,379,112.16","4,293,284.36","5,595,589.38","6,504,442.32","6,187,724.09","7,373,044.83","5,234,921.18","1,160,252.09","935,914.83","1,649,085.91","3,198,034.51","6,708,223.09","16,123,400.10","6,109,543.66","25,989,424.37","27,175,884.82","14,335,069.02","10,482,047.89","39,286,612.28","51,240,732.09","22,937,545.66","24,495,495.19","92,256,508.56","182,767,082.26","140,803,597.44","125,034,063.90","67,195,636.73","357,636,504.93","405,952,656.00","396,101,883.25","491,292,223.89","432,522,523.44","503,847,317.15","434,856,558.33","452,668,279.53","410,646,293.80","388,523,177.79","375,485,834.70","414,365,317.09","293,853,502.25","346,767,488.24","332,374,197.33","408,346,740.54","446,063,579.83","442,498,056.90"
