科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"104,145,694.77","106,502,381.52","102,891,861.62","262,117,051.54","92,898,457.54","87,134,325.74","287,993,878.47","248,956,714.83","236,982,216.64","253,943,328.88","439,661,227.56","450,501,223.00","466,053,589.61","581,095,348.41","539,543,984.07"
短期借款,,,,,,,"16,000,000.00","8,000,000.00","8,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,"200,000,000.00","200,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"1,610,546.00","4,963,903.50","3,252,600.00","2,852,600.00","2,216,794.44","1,258,300.00","11,296,779.54","9,725,170.88","9,691,737.45","8,572,821.93","11,635,332.25","12,384,813.00","12,561,429.36","189,951,680.44","264,300,699.00"
应付票据,,,,,,,"99,000.00",,,,,,,"51,779,133.82","46,887,021.79"
应收账款,"133,300,136.55","172,843,002.27","226,657,311.14","195,360,518.61","249,374,430.36","225,853,889.30","268,835,560.78","227,715,609.58","295,220,641.02","241,854,901.00","263,613,715.56","209,893,620.62","210,327,755.91","645,641,914.27","665,695,754.28"
应付账款,"25,235,827.02","39,327,289.20","51,164,365.04","36,418,330.95","46,155,873.96","50,456,332.72","51,088,156.10","34,422,124.75","38,451,268.03","45,038,099.45","61,723,000.70","48,948,091.18","53,583,994.24","256,055,441.11","274,775,492.32"
预付款项,"6,655,782.14","8,383,723.97","12,334,308.19","12,921,455.96","18,877,077.86","25,074,550.93","23,258,600.47","41,477,744.98","21,168,468.45","24,473,024.75","10,953,724.02","18,188,942.58","12,622,453.55","53,465,676.88","14,985,001.99"
预收款项,"16,766,857.70","3,895,499.42","5,848,979.16","7,965,270.62","4,894,091.37","6,221,672.51","11,923,775.53","15,602,607.53","12,605,510.94","17,178,299.04","15,090,977.52","18,144,657.12","13,224,131.02","41,664,519.38","44,084,868.00"
其他应收款,"4,430,598.13","7,879,769.14","12,015,028.14","10,593,671.84","10,909,461.33","9,634,210.51","7,969,726.60","11,951,290.78","13,956,487.95","14,703,991.00","10,527,825.68","13,493,771.29","19,716,441.80","27,183,290.57","19,936,229.67"
应付职工薪酬,"7,076,421.88","6,737,533.08","6,605,036.67","1,214,724.41","2,254,939.12","2,241,559.38","14,817,942.23","8,527,660.98","8,020,601.04","8,811,082.79","16,423,675.14","6,760,472.11","8,365,181.01","13,221,145.54","25,541,035.89"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"12,099,074.32","20,401,111.53","27,103,075.80","-559,066.26","7,079,870.71","704,220.30","23,780,030.89","4,649,290.45","21,282,071.98","3,470,811.12","29,948,620.93","888,693.51","10,570,722.07","13,442,883.85","56,991,447.47"
应收利息,,,,,,,"746,391.67","1,432,426.52",,,,,,,"668,002.90"
应付利息,"18,326.33","13,731.12","10,364.78",,,,"32,917.41","12,448.31","11,316.64","26,330.19","30,281.21","29,519.97",,"2,595,500.01","936,376.14"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"8,336,841.79","4,701,978.77","4,701,978.77","4,701,978.77","14,288,635.86","15,358,853.37","15,358,853.37"
