科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"7,035,487.28","33,026,552.25","78,457,983.02","122,981,042.82","879,356,040.68","838,577,207.56","776,090,754.34","749,692,883.07","719,032,235.57","682,781,122.59","689,045,676.26","694,574,775.94","664,236,415.34","698,381,276.53","702,385,828.53","717,605,411.66","740,144,345.93","709,784,425.10","707,634,894.35","404,582,277.64","507,130,914.88","348,591,677.17","362,682,919.90","357,648,757.03","240,335,798.03","319,157,105.51","394,711,652.48","231,322,856.37","296,789,992.79","250,006,948.37","213,875,516.01","258,868,998.33","261,316,036.18","175,783,833.23","84,698,992.53","81,431,997.04","111,834,771.50","103,107,686.63","154,509,934.78"
短期借款,,"20,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"5,000,000.00","3,300,000.00","44,966,000.00","9,610,000.00","7,640,000.00","32,904,984.16","27,959,100.00","35,109,301.39","41,640,000.00","40,456,766.67","23,066,161.92","8,200,000.00","37,430,000.00","41,515,567.01","29,119,900.03","18,647,424.84","23,660,000.00","31,155,000.00","35,580,000.00","28,619,000.00","65,950,426.01","38,688,118.00","30,249,540.17","27,109,576.42","32,271,800.00","24,852,803.58","10,287,222.75","20,708,802.13","24,185,628.00","28,392,623.76","22,043,343.05","23,040,701.25","31,954,874.00","23,416,000.00","18,700,000.00","26,168,886.13","17,463,702.81","27,849,409.93"
应付票据,,,"5,335,000.00",,,,,,"932,600.00","2,996,859.05","7,967,633.00","10,700,100.00","4,378,577.00","10,000,000.00","16,761,920.32","26,167,556.50","26,984,697.00","40,846,217.18","39,265,973.76","27,057,230.93","35,542,351.80","23,707,047.75","7,551,525.95",,,,,,,,,,,"2,000,000.00","2,689,953.00","1,114,067.00",,"124,398.68",
应收账款,"6,673,366.94","75,606,645.67","125,954,861.68","124,815,643.88","170,301,310.27","160,296,753.63","165,593,766.55","146,923,762.23","138,083,437.47","122,012,049.71","149,235,415.53","142,717,572.14","173,453,497.88","170,619,361.29","161,518,537.32","170,764,386.93","146,214,988.04","163,218,717.10","152,402,267.27","134,141,469.33","113,859,625.82","97,945,065.92","102,333,297.12","95,271,919.58","94,631,086.98","117,876,084.61","115,770,612.20","123,124,340.38","110,830,057.39","88,964,294.42","96,691,908.14","103,800,531.22","116,445,809.24","104,310,317.83","152,145,994.54","168,199,538.91","176,083,444.12","168,125,487.38","175,447,603.56"
应付账款,"8,865,882.15","65,287,923.22","110,181,053.33","65,734,952.75","108,670,769.93","82,326,530.88","83,466,839.18","116,685,208.08","120,484,770.09","138,559,474.71","123,832,255.84","110,671,161.26","125,359,629.86","175,146,484.80","157,772,696.79","159,871,607.65","145,530,849.25","154,798,833.81","116,892,094.45","122,011,009.05","121,917,410.38","260,736,976.21","262,721,826.96","262,175,143.62","239,961,604.10","207,590,798.23","190,841,331.83","192,541,972.70","191,529,036.62","124,936,392.32","95,480,127.06","87,893,044.44","79,168,158.22","69,454,760.78","56,017,999.99","50,327,592.70",,"44,744,078.91",
预付款项,"15,536,966.48","54,365,654.30","62,783,629.35","68,979,047.63","150,208,973.91","148,653,412.72","175,872,160.33","108,977,762.57","145,141,249.83","90,154,682.33","95,568,512.12","95,504,367.13","81,346,755.80","42,145,523.36","51,070,566.55","34,100,361.94","33,583,461.15","17,834,162.34","28,048,669.36","268,884,814.52","49,568,927.28","31,552,634.62","26,926,089.54","16,436,249.47","15,769,966.28","5,589,602.76","4,801,016.08","4,555,694.32","4,914,821.99","2,095,653.92","1,803,451.56","1,808,480.43","5,015,742.35","5,015,717.08","5,375,393.32","5,575,119.45","4,621,123.16","1,152,695.83","2,623,428.16"
预收款项,"20,663,863.48","148,388,078.05","153,991,840.39","234,863,527.71","233,085,393.85","209,300,809.85","152,163,444.55","251,719,426.38","343,823,158.55","151,474,835.16","90,635,364.06","177,185,558.89","156,877,657.52","172,972,843.90","184,880,803.22","138,273,259.16","178,570,819.05","152,410,449.45","184,770,218.09","184,696,480.19","236,472,257.28","280,647,362.52","320,530,810.14","324,677,528.01","278,512,263.34","140,743,969.56","143,116,034.90","143,089,357.90","143,043,514.90","70,118,171.34","70,225,813.56","70,099,027.05","67,479,180.90","70,190,994.01","52,910,795.00","30,106,862.98","30,156,862.98","20,884,741.53","12,297,280.29"
