科目,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"1,076,860,960.00","1,732,749,190.00","1,025,395,190.00","869,691,210.00","1,214,722,960.00","818,157,880.00","1,180,767,530.00","866,643,280.00","1,227,915,830.00","2,040,093,070.00","1,101,339,000.00","905,834,000.00","971,743,000.00","804,792,000.00","21,386,578,000.00","11,992,512,000.00","2,170,084,000.00","2,099,815,000.00","2,657,568,000.00","2,987,106,000.00","2,027,623,000.00"
应付职工薪酬,"1,062,041,470.00","1,373,175,640.00","1,968,837,730.00","1,100,091,190.00","1,394,567,210.00","1,601,517,130.00","2,199,776,950.00","1,208,350,590.00","1,486,339,670.00","1,667,890,340.00","2,229,332,000.00","1,327,734,000.00","1,903,728,000.00","2,141,151,000.00","3,154,387,000.00","3,351,787,000.00","3,789,589,000.00","4,181,519,000.00","5,247,500,000.00","3,884,557,000.00","3,901,384,000.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,790,673,250.00","1,959,545,110.00","1,028,015,100.00","2,620,285,650.00","2,792,337,060.00","2,387,089,940.00","3,280,150,710.00","4,908,100,780.00","4,124,942,460.00","2,548,977,470.00","1,607,181,000.00","3,409,062,000.00","2,710,469,000.00","2,798,083,000.00","2,364,446,000.00","3,571,091,000.00","3,614,764,000.00","2,813,129,000.00","3,544,154,000.00","3,850,449,000.00","4,355,575,000.00"
应收利息,"25,603,570.00",,,,,,,,,,,,,,,,,,,,
应付利息,"133,558,930.00","156,173,180.00","69,823,870.00","43,539,400.00","88,789,610.00","51,788,070.00","22,912,170.00","25,274,920.00","39,693,380.00","6,737,130.00","9,343,000.00","12,359,000.00","54,969,000.00","48,749,000.00","21,343,000.00","97,110,000.00","35,564,000.00","66,170,000.00","94,801,000.00","49,248,000.00","90,677,000.00"
应收股利,,"25,753,300.00","25,863,840.00","54,218,390.00","54,072,870.00","51,018,440.00","45,943,220.00","61,603,820.00","53,512,810.00","12,384,260.00",,"17,759,000.00","4,993,000.00",,,,"4,351,000.00",,,,
应付股利,"301,206,550.00","177,474,450.00","94,046,210.00","10,758,420.00","292,712,840.00","256,657,700.00","93,799,030.00","11,703,660.00","292,795,580.00","194,704,590.00","118,851,000.00","12,308,000.00","316,140,000.00","196,694,000.00","105,641,000.00","14,443,000.00","277,840,000.00","176,000,000.00","95,317,000.00","14,659,000.00","42,859,000.00"
存货,"8,787,524,900.00","9,761,261,130.00","15,197,723,840.00","12,054,390,770.00","10,056,015,770.00","10,970,974,880.00","15,020,030,260.00","11,029,452,310.00","10,209,853,180.00","8,565,322,090.00","10,448,937,000.00","9,931,003,000.00","9,559,232,000.00","10,434,353,000.00","15,626,897,000.00","21,977,297,000.00","20,885,038,000.00","23,752,878,000.00","29,444,166,000.00","26,507,604,000.00","23,723,338,000.00"
其他应付款,"1,677,422,200.00","1,639,409,620.00","1,487,781,020.00","1,854,463,490.00","1,361,488,790.00","1,527,675,600.00","1,223,548,760.00","1,396,760,540.00","1,120,799,950.00","1,009,065,880.00","1,139,306,000.00","1,489,249,000.00","1,638,785,000.00","2,229,265,000.00","1,571,422,000.00","1,965,146,000.00","2,262,085,000.00","2,668,054,000.00","3,170,405,000.00","2,960,873,000.00","3,444,684,000.00"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"3,288,432,420.00","3,351,615,270.00","1,617,370,170.00","576,482,040.00","275,927,840.00","698,552,220.00","611,900,000.00","17,061,660.00",,,,,"103,594,000.00","57,899,000.00","158,545,000.00","162,893,000.00","77,711,000.00","111,062,000.00","136,605,000.00","106,314,000.00","6,726,551,000.00"
其他流动资产,"5,931,460,920.00","7,116,313,790.00","8,233,109,880.00","6,125,181,060.00","24,593,742,030.00","31,946,565,320.00","36,103,244,230.00","37,691,058,200.00","39,839,116,550.00","40,898,047,090.00","45,547,137,000.00","46,487,718,000.00","50,239,671,000.00","46,134,822,000.00","43,529,597,000.00","47,683,258,000.00","62,191,597,000.00","49,545,111,000.00","46,847,271,000.00","41,468,331,000.00","46,376,007,000.00"
其他流动负债,"10,088,126,880.00","11,368,567,590.00","12,698,149,060.00","16,358,833,240.00","20,697,266,010.00","21,834,757,040.00","22,861,390,560.00","25,811,056,080.00","26,286,682,630.00","23,794,458,770.00","22,098,177,000.00","23,816,443,000.00","25,328,073,000.00","23,000,383,000.00","24,562,970,000.00","27,379,037,000.00","26,604,521,000.00","26,723,821,000.00","26,257,990,000.00","29,806,504,000.00","32,191,163,000.00"
流动资产合计,"62,173,223,400.00","65,431,546,140.00","65,326,732,000.00","81,397,589,910.00","85,399,985,690.00","83,170,055,300.00","86,427,074,620.00","101,992,521,530.00","107,609,847,150.00","99,379,576,100.00","93,367,706,000.00","110,223,839,000.00","116,834,247,000.00","113,686,998,000.00","120,621,320,000.00","146,037,999,000.00","152,132,165,000.00","163,349,932,000.00","169,810,676,000.00","174,440,430,000.00","172,206,557,000.00"
流动负债合计,"56,654,784,790.00","58,430,972,870.00","56,647,381,690.00","69,986,213,170.00","74,147,817,130.00","70,360,901,380.00","73,142,849,120.00","85,038,505,140.00","88,624,875,720.00","79,735,795,690.00","72,003,849,000.00","86,157,143,000.00","92,966,571,000.00","85,196,943,000.00","89,184,000,000.00","133,413,998,000.00","137,711,491,000.00","114,918,493,000.00","119,091,857,000.00","118,960,005,000.00","124,176,227,000.00"
可供出售金融资产,"731,640.00","790,440.00","1,068,600.00","1,026,260.00","1,007,450.00","844,627,290.00","1,655,494,720.00","1,709,070,340.00","2,257,721,980.00","3,998,949,880.00","3,289,954,000.00","5,046,663,000.00","5,761,718,000.00","5,097,575,000.00","5,187,732,000.00","1,773,706,000.00","1,872,393,000.00","1,846,009,000.00","1,831,051,000.00","1,911,318,000.00","2,044,442,000.00"
长期借款,"1,400,199,410.00","753,571,540.00","711,464,640.00","814,955,890.00","682,486,420.00","22,913,440.00","19,205,030.00","14,607,850.00","10,575,180.00","7,416,800.00","90,061,000.00","86,862,000.00","2,084,043,000.00","2,110,281,000.00","2,254,348,000.00","4,040,286,000.00","4,036,714,000.00","33,075,133,000.00","32,986,325,000.00","32,717,337,000.00","30,276,189,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
应付债券,"157,903,750.00","160,641,250.00","152,716,590.00","155,454,090.00","158,191,590.00","160,929,090.00","153,026,300.00","155,763,800.00","158,501,300.00",,,,"4,599,303,000.00","4,617,408,000.00","4,818,769,000.00","4,796,167,000.00","4,713,144,000.00","4,621,102,000.00","4,553,054,000.00","4,385,628,000.00",
长期应收款,,,,,,,,,,,,,"38,307,000.00","39,780,000.00","33,868,000.00","459,520,000.00","404,115,000.00","377,473,000.00","362,248,000.00","378,298,000.00","44,116,000.00"
长期应付款,,,,,,,,,,,,,"531,882,000.00","416,961,000.00","366,881,000.00","468,993,000.00","554,781,000.00","456,162,000.00","248,036,000.00","262,585,000.00","309,180,000.00"
长期股权投资,"1,685,878,820.00","1,701,285,340.00","1,755,798,090.00","1,761,923,760.00","1,774,069,890.00","930,071,740.00","951,874,390.00","892,488,650.00","906,155,830.00","956,150,330.00","2,888,274,000.00","2,910,362,000.00","3,108,646,000.00","2,908,769,000.00","2,211,732,000.00","2,266,419,000.00","2,586,329,000.00","2,821,345,000.00","2,633,698,000.00","2,609,177,000.00","2,753,940,000.00"
专项应付款,"2,549,030.00","2,073,960.00","52,073,960.00","882,784,700.00","720,418,520.00","856,341,100.00","851,825,490.00","847,394,360.00","116,311,160.00","116,311,160.00","500,000.00","500,000.00","500,000.00","500,000.00","2,405,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00"
投资性房地产,"80,865,790.00","63,630,500.00","205,834,700.00","200,982,320.00","140,143,610.00","196,844,560.00","171,634,900.00","152,145,970.00","146,845,840.00","138,838,100.00","150,803,000.00","138,894,000.00","146,657,000.00","140,413,000.00","494,122,000.00","487,468,000.00","480,814,000.00","474,159,000.00","420,802,000.00","426,418,000.00","411,198,000.00"
预计负债,"27,583,980.00","26,876,840.00","33,466,190.00","23,962,200.00","26,027,050.00","26,990,290.00","25,573,830.00","24,428,610.00","25,980,020.00","23,938,230.00","38,893,000.00","38,347,000.00","219,222,000.00","302,642,000.00","325,217,000.00","341,296,000.00","654,385,000.00","645,287,000.00","330,736,000.00","327,022,000.00","275,222,000.00"
固定资产,"19,585,093,800.00","19,212,168,120.00","19,572,161,320.00","19,814,004,740.00","19,829,755,950.00","19,590,976,080.00","19,521,814,060.00","19,225,545,690.00","18,857,466,980.00","18,631,440,220.00","18,729,881,000.00","18,578,653,000.00","21,000,004,000.00","20,836,612,000.00","21,056,791,000.00","22,904,995,000.00","22,603,151,000.00","22,348,578,000.00","22,600,724,000.00","22,238,599,000.00","22,256,928,000.00"
递延所得税负债,"108,088,350.00","144,423,240.00","123,797,620.00","62,525,250.00","53,002,540.00","66,306,920.00","25,917,240.00","27,748,860.00","25,525,790.00","22,858,490.00","40,464,000.00","23,937,000.00","1,687,545,000.00","1,675,765,000.00","1,831,973,000.00","4,608,469,000.00","4,519,872,000.00","4,381,425,000.00","3,972,823,000.00","3,988,290,000.00","4,014,510,000.00"
在建工程,"1,548,620,590.00","1,417,923,280.00","612,601,280.00","563,223,220.00","418,344,900.00","528,028,240.00","661,882,290.00","565,298,630.00","673,746,740.00","806,670,780.00","954,761,000.00","918,436,000.00","1,041,482,000.00","1,050,564,000.00","580,729,000.00","809,709,000.00","880,939,000.00","1,020,704,000.00","879,576,000.00","1,130,466,000.00","1,562,256,000.00"
其他非流动负债,"116,342,320.00","80,730,620.00","144,561,800.00","142,644,070.00","143,510,640.00","153,664,580.00",,,,,"157,194,000.00","157,194,250.00","823,206,000.00","867,398,910.00","888,152,000.00","885,167,930.00","3,239,207,000.00","855,926,150.00","994,059,000.00","1,003,466,000.00","1,015,129,000.00"
工程物资,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,812,666,840.00","1,168,317,450.00","1,218,080,800.00","2,082,326,200.00","1,783,636,760.00","1,287,145,420.00","1,417,783,800.00","1,413,687,460.00","708,385,990.00","539,839,970.00","806,464,000.00","783,021,000.00","11,877,048,000.00","11,847,313,000.00","12,440,015,000.00","18,070,129,000.00","18,310,109,000.00","47,011,054,000.00","46,089,830,000.00","45,699,389,000.00","38,882,972,000.00"
固定资产清理,,,,,,,,,,,,,,,,,,,,,
负债合计,"58,467,451,630.00","59,599,290,320.00","57,865,462,490.00","72,068,539,370.00","75,931,453,890.00","71,648,046,800.00","74,560,632,920.00","86,452,192,600.00","89,333,261,710.00","80,275,635,660.00","72,810,313,000.00","86,940,164,000.00","104,843,619,000.00","97,044,256,000.00","101,624,015,000.00","151,484,127,000.00","156,021,600,000.00","161,929,547,000.00","165,181,687,000.00","164,659,394,000.00","163,059,199,000.00"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"1,000,000,000.00","1,686,323,390.00","1,686,323,390.00","1,686,323,390.00","4,215,808,470.00","4,215,808,470.00","4,215,808,470.00","4,215,808,470.00","4,290,122,600.00","4,265,714,500.00","4,266,839,000.00","4,267,391,000.00","6,424,934,000.00","6,450,552,000.00","6,458,767,000.00","6,465,677,000.00","6,519,637,000.00","6,548,163,000.00","6,561,053,000.00","6,584,023,000.00","6,626,912,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"3,018,380,440.00","15,994,139,050.00","15,620,790,780.00","15,326,818,620.00","12,760,847,630.00","13,005,367,800.00","13,024,883,190.00","13,058,394,160.00","15,311,738,380.00","14,560,928,100.00","14,511,190,000.00","14,629,075,000.00","12,832,003,000.00","13,358,424,000.00","13,596,569,000.00","13,834,616,000.00","14,734,308,000.00","15,425,561,000.00","15,911,504,000.00","16,060,707,000.00","17,323,156,000.00"
无形资产,"3,509,926,960.00","3,532,239,870.00","3,325,738,400.00","3,487,333,860.00","3,478,664,880.00","3,469,529,850.00","3,431,958,120.00","3,380,380,940.00","3,265,368,090.00","3,337,858,860.00","3,392,402,000.00","3,371,694,000.00","6,071,589,000.00","5,986,226,000.00","6,868,538,000.00","16,655,839,000.00","16,312,242,000.00","16,010,089,000.00","15,167,036,000.00","14,948,700,000.00","15,034,199,000.00"
盈余公积,"66,439,070.00","66,439,070.00","569,544,320.00","569,544,320.00","569,544,320.00","569,544,320.00","1,189,791,320.00","1,189,791,320.00","1,189,791,320.00","1,189,791,320.00","1,846,523,000.00","1,846,523,000.00","1,846,523,000.00","1,846,523,000.00","2,804,469,000.00","2,804,469,000.00","2,804,469,000.00","2,804,469,000.00","3,882,232,000.00","3,882,232,000.00","3,882,232,000.00"
开发支出,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,"366,842,000.00","366,842,000.00","366,842,000.00","520,087,000.00","918,171,000.00"
商誉,"3,473,028,550.00","3,401,310,290.00","2,931,003,600.00","2,931,003,590.00","2,931,003,590.00","2,931,003,590.00","2,931,791,410.00","2,931,791,410.00","2,957,619,510.00","2,948,594,500.00","2,393,066,000.00","2,393,066,000.00","4,862,150,000.00","4,862,150,000.00","5,730,995,000.00","27,314,731,000.00","28,418,164,000.00","28,620,233,000.00","28,903,785,000.00","28,721,347,000.00","28,494,163,000.00"
未分配利润,"13,137,471,000.00","14,508,670,790.00","15,304,989,210.00","17,843,838,320.00","18,542,475,190.00","20,885,298,710.00","21,814,315,690.00","25,156,450,520.00","25,882,112,910.00","28,570,042,990.00","29,529,827,000.00","33,437,079,000.00","33,905,451,000.00","37,216,952,000.00","38,105,391,000.00","42,457,978,000.00","42,451,036,000.00","46,637,886,000.00","47,627,235,000.00","52,883,466,000.00","52,665,296,000.00"
长期待摊费用,"547,096,490.00","540,747,240.00","647,882,330.00","657,929,510.00","661,961,020.00","628,123,270.00","758,576,100.00","843,137,290.00","803,688,220.00","763,601,940.00","781,359,000.00","722,748,000.00","673,381,000.00","633,656,000.00","625,971,000.00","640,024,000.00","712,450,000.00","702,846,000.00","859,106,000.00","854,373,000.00","908,621,000.00"
少数股东权益,"19,194,872,110.00","6,041,780,370.00","6,233,131,240.00","6,583,315,670.00","6,430,593,130.00","6,086,811,750.00","6,260,955,400.00","6,439,515,630.00","6,294,683,940.00","6,389,311,450.00","6,829,770,000.00","7,124,846,000.00","7,326,030,000.00","7,562,176,000.00","7,849,773,000.00","8,896,489,000.00","8,680,875,000.00","9,036,141,000.00","9,187,734,000.00","8,681,150,000.00","8,636,809,000.00"
递延所得税资产,"1,967,582,660.00","2,291,180,330.00","2,567,204,450.00","2,958,404,270.00","3,454,620,810.00","3,533,606,950.00","3,779,987,550.00","4,138,547,210.00","4,181,374,550.00","3,005,429,680.00","2,223,999,000.00","2,780,472,000.00","2,723,079,000.00","2,895,145,000.00","3,030,383,000.00","3,639,034,000.00","3,602,239,000.00","3,813,586,000.00","4,023,334,000.00","4,211,447,000.00","4,618,066,000.00"
外币报表折算价差,"-312,565,550.00","-303,821,440.00","-334,216,660.00","-304,958,250.00","-361,164,840.00","-436,565,280.00",,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"122,852,230.00","379,156,760.00","669,730,000.00","837,762,000.00","5,241,487,000.00","4,853,722,000.00","4,158,530,000.00","2,924,943,000.00","1,011,491,000.00","798,322,000.00","614,822,000.00","695,953,000.00","663,315,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"32,398,825,300.00","32,161,275,410.00","31,619,292,770.00","32,375,831,530.00","32,689,572,100.00","32,652,811,570.00","33,865,013,540.00","33,838,406,130.00","34,172,839,970.00","34,966,691,050.00","35,474,229,000.00","37,698,750,000.00","50,668,500,000.00","49,304,612,000.00","49,979,391,000.00","79,876,388,000.00","78,884,327,000.00","78,833,344,000.00","78,296,182,000.00","78,126,096,000.00","78,791,244,000.00"
所有者权益(或股东权益)合计,"36,104,597,070.00","37,993,531,230.00","39,080,562,280.00","41,704,882,070.00","42,158,103,900.00","44,174,820,070.00","45,731,455,240.00","49,378,735,060.00","52,449,425,410.00","54,070,631,490.00","56,031,622,000.00","60,982,425,000.00","62,659,128,000.00","65,947,354,000.00","68,976,696,000.00","74,430,260,000.00","74,994,892,000.00","80,253,729,000.00","82,925,171,000.00","87,907,132,000.00","87,938,602,000.00"
资产总计,"94,572,048,700.00","97,592,821,550.00","96,946,024,770.00","113,773,421,440.00","118,089,557,790.00","115,822,866,870.00","120,292,088,160.00","135,830,927,660.00","141,782,687,120.00","134,346,267,150.00","128,841,935,000.00","147,922,589,000.00","167,502,747,000.00","162,991,610,000.00","170,600,711,000.00","225,914,387,000.00","231,016,492,000.00","242,183,276,000.00","248,106,858,000.00","252,566,526,000.00","250,997,801,000.00"
负债和所有者(或股东权益)合计,"94,572,048,700.00","97,592,821,550.00","96,946,024,770.00","113,773,421,440.00","118,089,557,790.00","115,822,866,870.00","120,292,088,160.00","135,830,927,660.00","141,782,687,120.00","134,346,267,150.00","128,841,935,000.00","147,922,589,000.00","167,502,747,000.00","162,991,610,000.00","170,600,711,000.00","225,914,387,000.00","231,016,492,000.00","242,183,276,000.00","248,106,858,000.00","252,566,526,000.00","250,997,801,000.00"
