科目,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"17,921,270,720.00","17,875,958,330.00","15,573,683,040.00","26,793,019,400.00","16,724,752,400.00","8,470,307,050.00","6,203,282,810.00","9,210,123,970.00","14,619,199,450.00","9,317,623,100.00","11,861,977,000.00","14,147,558,000.00","15,053,792,000.00","18,583,682,000.00","17,196,070,000.00","35,292,098,000.00","34,219,018,000.00","41,657,437,000.00","48,274,200,000.00","55,377,981,000.00","45,087,756,000.00"
短期借款,"11,444,927,780.00","11,127,706,480.00","8,872,173,980.00","15,634,640,030.00","18,313,554,600.00","10,914,688,740.00","6,070,879,030.00","8,238,588,500.00","10,346,605,380.00","5,255,758,140.00","3,920,933,000.00","9,180,001,000.00","14,445,419,000.00","4,731,148,000.00","3,024,426,000.00","32,139,135,000.00","32,391,950,000.00","4,472,839,000.00","2,584,102,000.00","1,456,746,000.00","1,261,033,000.00"
交易性金融资产,"540,478,860.00","609,177,740.00","759,565,220.00","93,344,420.00","87,046,630.00","226,091,630.00",,,,,,,,,,,,,,,
交易性金融负债,"7,227,720.00","11,699,060.00","11,260,180.00","125,728,320.00","126,144,430.00","73,347,190.00",,,,,,,,,,,,,,,
应收票据,"13,386,306,070.00","15,268,856,720.00","14,150,532,200.00","17,949,292,160.00","18,041,673,420.00","18,343,120,200.00","17,097,233,370.00","27,551,795,430.00","26,229,378,710.00","25,817,870,760.00","12,889,151,000.00","16,899,707,000.00","14,987,218,000.00","10,948,120,000.00","7,427,488,000.00","8,747,847,000.00","10,884,391,000.00","15,518,453,000.00","10,854,226,000.00","14,003,019,000.00","16,777,243,000.00"
应付票据,"8,205,818,520.00","6,441,222,630.00","6,308,478,450.00","6,576,107,270.00","5,759,289,320.00","6,868,061,430.00","12,648,496,990.00","18,522,639,980.00","22,787,992,230.00","23,734,326,460.00","17,078,520,000.00","21,632,455,000.00","19,451,346,000.00","21,547,591,000.00","18,484,939,000.00","20,284,017,000.00","22,034,312,000.00","23,029,466,000.00","25,207,785,000.00","26,068,591,000.00","24,345,348,000.00"
应收账款,"12,540,844,150.00","10,665,719,910.00","7,928,438,250.00","15,500,655,940.00","12,733,090,010.00","10,471,852,190.00","9,362,102,750.00","13,487,865,880.00","13,617,075,570.00","10,771,235,940.00","10,371,718,000.00","12,033,730,000.00","13,293,123,000.00","12,726,023,000.00","13,454,511,000.00","18,026,613,000.00","19,380,874,000.00","17,360,462,000.00","17,528,717,000.00","19,752,160,000.00","20,537,867,000.00"
应付账款,"15,930,976,310.00","16,493,166,630.00","17,508,099,660.00","21,254,592,050.00","18,869,813,910.00","18,330,442,210.00","20,137,454,460.00","20,720,158,950.00","19,270,838,330.00","17,120,037,760.00","17,448,684,000.00","19,484,179,000.00","21,679,892,000.00","21,321,068,000.00","25,356,960,000.00","32,390,349,000.00","32,298,812,000.00","32,588,743,000.00","35,144,777,000.00","36,018,842,000.00","35,995,885,000.00"
预付款项,"1,962,873,250.00","2,375,756,030.00","2,432,420,540.00","1,957,796,560.00","1,894,869,600.00","1,871,967,710.00","1,414,470,450.00","2,093,978,640.00","1,813,795,050.00","1,723,858,160.00","988,625,000.00","1,463,917,000.00","1,610,332,000.00","2,106,914,000.00","1,587,366,000.00","2,037,448,000.00","2,065,803,000.00","2,105,052,000.00","1,672,248,000.00","1,913,028,000.00","1,885,815,000.00"
预收款项,"2,724,372,760.00","4,331,217,210.00","4,983,346,260.00","3,830,692,070.00","4,175,925,510.00","5,816,324,110.00","3,992,540,460.00","4,178,809,480.00","2,868,186,110.00","3,649,653,280.00","5,616,361,000.00","4,501,243,000.00","4,089,800,000.00","6,612,400,000.00","10,252,375,000.00","11,831,751,000.00","14,170,593,000.00","17,782,778,000.00","17,409,063,000.00","14,534,967,000.00","11,009,217,000.00"
