科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"126,029,675.92","286,348,051.47","220,893,378.83","2,622,740,033.75","2,580,032,024.70","2,559,676,208.39","2,696,435,469.31","2,476,153,690.87","2,558,457,519.63","2,602,760,943.69","2,213,386,779.61","2,315,231,537.71","1,914,731,724.68","1,606,229,425.32","1,738,310,544.98","1,537,498,542.28","780,201,692.79","761,210,713.40","885,029,478.33","1,115,768,077.43","954,724,196.27","858,190,460.53","843,868,088.91","593,654,180.54","729,643,838.74","426,286,780.73","436,081,370.13","381,149,916.63","374,608,536.98","376,855,256.64","457,934,755.81"
短期借款,"103,300,000.00",,"36,800,000.00","45,200,000.00","12,000,000.00",,,,,,,,,,,,,,,"566,156,662.34","428,966,137.16","364,121,477.14","364,026,453.70","24,659,035.56",,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,"312,191,966.42","374,359,410.13","122,128,386.38","113,847,918.00","107,672,259.68","423,880.93","974,933.26","375,269.90","347,601.96",,"573,003.00","2,969,422.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,"3,026,924.85",,"3,702,484.20",,,,,,,,
应收票据,,"7,500,000.00","76,572,153.00","111,008,747.10","142,984,093.60","168,933,534.00","176,592,276.00","180,477,638.00","170,387,514.00","228,775,922.40","213,689,210.00","198,424,430.24","213,855,269.33","246,318,603.07","221,306,456.33","154,112,878.00","211,948,916.38","204,288,260.81","126,499,739.17","104,051,514.68","171,932,123.16","180,690,613.61","154,438,373.94","119,989,824.00","179,654,443.56","151,912,968.00","136,599,292.64","108,896,811.00","163,180,360.00","167,030,360.00","133,640,000.00"
应付票据,"91,120,000.00","119,516,593.76","203,536,141.80","146,530,000.00","212,960,000.00","260,745,000.00","173,175,000.00","146,600,000.00","212,600,000.00","212,170,000.00","155,993,861.95","126,163,861.95","165,910,000.00","182,170,000.00","159,280,000.00","125,500,000.00","151,040,000.00","161,570,000.00","132,060,000.00","117,370,000.00","164,550,000.00","189,528,399.60","169,328,399.60","126,650,000.00","150,520,000.00","207,194,741.09","183,924,741.09","146,830,000.00","197,460,000.00","224,810,000.00","166,380,000.00"
应收账款,"60,948,456.45","90,877,005.10","77,883,008.96","58,493,142.48","52,762,036.14","118,776,033.99","141,099,686.93","179,182,929.27","236,319,505.17","244,266,987.51","279,761,266.70","260,853,418.98","227,356,929.16","182,267,243.89","183,653,638.10","208,675,896.16","204,707,840.17","176,096,682.86","152,407,000.31","143,578,924.54","136,739,394.58","162,108,831.33","148,830,930.80","144,514,547.80","135,882,725.62","151,845,009.90","125,487,673.42","141,036,353.20","136,427,097.48","149,756,390.54","156,325,658.78"
应付账款,"99,973,961.56","134,974,877.32","201,538,707.12","188,512,204.69","305,539,438.59","269,109,109.05","200,575,960.27","210,632,782.03","267,892,121.91","214,870,221.88","241,441,964.59","202,983,445.60","262,006,176.22","261,806,503.08","219,235,578.01","228,995,192.39","287,695,572.05","269,239,417.37","224,444,134.41","203,878,195.82","259,629,197.41","264,604,354.43","229,756,225.21","250,008,052.68","364,521,141.91","335,083,545.73","263,277,532.16","240,706,461.48","310,934,790.74","311,579,609.38","241,565,594.66"
预付款项,"20,404,134.43","27,819,527.00","137,886,394.17","336,692,152.96","311,510,373.45","265,434,379.21","244,289,305.22","245,981,994.23","145,799,017.61","28,477,432.99","49,564,231.31","64,347,986.72","35,226,249.52","41,172,766.08","21,869,124.07","54,214,327.31","23,952,644.84","20,903,273.84","13,426,347.41","63,616,876.24","22,788,832.30","25,269,906.00","19,362,346.79","58,522,836.91","30,045,912.66","22,546,353.49","25,130,861.58","70,754,416.60","33,172,954.28","27,488,698.12","21,408,579.95"
预收款项,"114,598,743.97","99,559,309.49","75,030,395.78","95,065,596.57","182,021,424.25","116,391,645.78","131,516,986.41","155,740,579.45","177,027,164.91","111,574,009.34","84,648,406.08","112,954,443.29","98,796,708.83","74,991,278.62","89,369,677.22","84,637,069.18","84,002,137.50","113,176,356.48","126,216,482.86","127,373,878.35","113,628,017.37","90,069,566.23","105,470,766.93","138,292,679.42","134,848,478.26","128,747,307.60","126,402,767.97","150,143,640.25","141,758,001.92","108,321,053.13","122,955,886.64"
