科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"42,470,365.22","60,254,274.85","81,399,077.15","23,123,536.50","29,586,037.70","56,104,629.58","75,347,758.77","24,044,061.47","34,606,359.80","60,113,943.03","77,193,749.51","21,799,248.14","30,931,747.02","62,666,344.55","75,089,058.91","25,899,384.30","35,888,696.45","68,214,347.77","82,827,812.22","32,939,917.48","40,517,980.34","81,726,376.64","99,441,831.01","34,743,435.23","43,261,358.44","79,361,440.08","96,919,585.70","31,292,850.97","36,853,777.18","80,036,782.44","100,510,607.42"
二、营业利润,"11,825,928.42","22,512,459.89","34,194,118.12","10,890,065.57","8,450,794.70","17,372,321.43","20,769,417.83","9,609,648.61","8,545,940.64","20,164,087.61","20,259,378.78","10,391,729.50","7,735,598.37","19,283,736.29","17,521,308.52","9,892,760.74","8,153,855.10","23,721,949.73","18,530,428.52","13,980,916.51","10,265,889.68","24,254,598.19","21,606,564.72","10,240,851.44","4,366,309.11","16,889,481.32","14,123,866.26","8,427,946.33","-2,578,613.57","11,135,297.44","8,747,758.36"
减:营业成本,"17,758,568.20","24,902,076.78","25,763,496.38","7,467,111.98","9,051,165.43","18,396,332.41","28,441,797.58","9,885,163.43","13,225,279.69","21,273,463.40","28,325,881.42","5,580,573.64","8,526,574.91","17,770,732.31","21,047,545.62","7,490,351.47","9,245,017.00","16,545,806.75","21,566,659.94","10,128,884.78","11,595,571.05","28,816,474.06","34,863,885.73","13,865,431.05","14,783,394.40","25,996,299.86","29,067,050.46","11,274,601.15","11,857,650.10","24,672,876.63","34,531,178.49"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"161,951.56","198,052.28","388,013.00","209,241.77","251,328.85","575,144.66","629,193.19","134,973.83","319,797.96","557,573.82","727,804.18","301,334.68","305,360.47","717,049.93","743,066.33","366,310.17","397,496.79","788,436.74","907,888.48","341,881.54","367,475.19","766,738.10","829,441.69","361,500.52","348,726.40","790,175.23","931,722.11","287,495.06","420,357.26","845,506.51","858,407.79"
营业外收入,"2,260,514.97","3,530,691.44","4,887,693.19","1,622,557.16","2,334,579.14","4,164,142.19","7,328,853.59",,"531,624.11","531,673.40","4,326,270.63","400,000.00","3,872,097.16","6,729,630.97","9,795,438.46","1,279,264.07","3,205,177.42","3,463,193.05","7,386,670.98","194,980.62","1,669,871.29","1,910,805.63","3,663,996.88","278,704.48","1,405,995.50","3,537,118.90","6,753,055.36","246,110.21","450,725.82","1,040,393.60","1,411,194.50"
销售费用,"5,970,092.65","8,175,190.64","10,855,021.44","2,411,547.45","5,928,961.57","10,936,229.16","14,614,854.80","2,878,633.68","8,361,543.15","11,158,648.15","15,990,743.88","3,294,707.01","7,309,795.28","11,267,863.72","15,715,741.04","4,196,229.70","8,755,256.26","13,551,832.22","19,842,376.58","4,583,198.52","9,957,442.05","15,021,153.49","22,040,510.53","4,114,311.31","9,305,232.42","13,714,791.97","20,377,693.79","4,395,060.04","10,578,104.74","16,456,114.84","24,312,837.81"
减:营业外支出,"72,572.14","5,792.82",565.94,"6,499.69","6,499.69","6,499.69","10,411.04",,,"2,123.80","4,124.99","1,718.34","4,151.65","4,151.65","224,151.65",,,"7,770.68","7,770.68","2,614.48","2,614.48","11,610.85","11,633.08",,"1,190.65","6,073.10","6,073.10","12,857.18","62,857.82","62,857.82","69,233.54"
管理费用,"6,085,468.68","6,716,388.76","10,339,447.06","2,105,788.08","6,167,563.22","9,408,258.32","13,222,299.04","4,057,690.23","8,733,736.22","13,169,662.20","18,089,662.95","3,710,591.46","10,239,638.62","18,580,537.87","25,840,517.20","6,152,619.54","13,449,077.97","19,436,890.60","27,454,266.93","5,422,027.85","12,090,518.73","18,036,276.55","26,954,387.26","7,393,746.48","16,840,689.39","25,048,045.89","36,034,869.62","6,647,659.58","16,016,184.78","26,839,113.39","40,698,973.37"
其中:非流动资产处置净损失,,,,,,,"10,211.04",,,,"4,124.99","1,288.20","3,571.51","3,571.51","3,571.51",,,"7,770.68","7,770.68","2,564.48","2,564.48","11,560.85","11,560.85",,"1,190.65","6,047.33","6,047.33",,,"12,857.18",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"161,438.56","-74,528.87","-269,200.02","-166,265.44","-295,842.38","-719,156.35","-2,278,417.35","-2,627,920.42","-4,516,789.62","-5,642,841.95","-5,890,816.99","-1,330,686.13","-2,162,825.59","-3,156,885.34","-3,538,263.33","-1,070,806.05","-1,775,206.45","-2,653,063.21","-3,013,132.64","-515,586.46","-668,711.32","-765,011.82","-820,714.62","-60,335.24","-119,924.11","-178,398.16","-257,640.68","-143,942.24","-1,032,915.58","-1,591,221.39","-3,489,909.26"
三、利润总额,"14,013,871.25","26,037,358.51","39,081,245.37","12,506,123.04","10,778,874.15","21,529,963.93","28,087,860.38","9,609,648.61","9,077,564.75","20,693,637.21","24,581,524.42","10,790,011.16","11,603,543.88","26,009,215.61","27,092,595.33","11,172,024.81","11,359,032.52","27,177,372.10","25,909,328.82","14,173,282.65","11,933,146.49","26,153,792.97","25,258,928.52","10,519,555.92","5,771,113.96","20,420,527.12","20,870,848.52","8,661,199.36","-2,190,745.57","12,112,833.22","10,089,719.32"
资产减值损失,"119,181.14","256,565.24","128,181.17","206,047.09","32,066.31","135,499.95","-51,386.32","105,872.11","88,518.43","176,694.56","1,052,876.10","116,970.56","33,080.97","249,837.15","536,047.62","136,274.89","-16,334.47","869,114.12","1,963,430.54","127,945.37","82,927.78","777,607.95","1,102,935.18","260,192.69","114,911.66","348,664.17","621,731.36","79,367.75","-121,726.48","268,582.34","1,727,902.79"
减:所得税,"159,242.10","2,092,506.92","3,677,588.27","1,390,400.06","1,553,415.94","2,203,105.58","3,140,209.37","862,961.23","934,339.34","1,587,665.96","3,511,817.21","1,415,869.63","1,127,335.05","2,443,758.24","3,780,605.01","1,404,887.53","1,108,868.14","3,120,643.07","3,385,423.47","1,969,095.07","1,187,539.73","2,755,842.26","3,030,855.94","1,557,768.79","906,599.64","2,267,629.65","2,583,640.88","1,342,640.88","15,012.40","599,733.37","1,589,522.05"
加:公允价值变动净收益,"-1,028,569.00","1,096,960.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"640,832.99","1,334,969.87",,,,,,,"151,666.67","743,344.76","1,361,780.81","265,972.58","1,055,476.01","2,046,527.38","2,776,904.09","1,264,356.16","2,320,465.75","4,046,619.18","4,424,106.13","1,129,350.63","3,173,132.82","5,181,459.88","7,135,179.48","1,432,263.02","2,377,980.83","3,247,620.20","3,979,707.22","-324,663.30","-1,714,735.93","-2,533,266.80","3,745,855.84"
四、净利润,"13,854,629.15","23,944,851.59","35,403,657.10","11,115,722.98","9,225,458.21","19,326,858.35","24,947,651.01","8,746,687.38","8,143,225.41","19,105,971.25","21,069,707.21","9,374,141.53","10,476,208.83","23,565,457.37","23,311,990.32","9,767,137.28","10,250,164.38","24,056,729.03","22,523,905.35","12,204,187.58","10,745,606.76","23,397,950.71","22,228,072.58","8,961,787.13","4,864,514.32","18,152,897.47","18,287,207.64","7,318,558.48","-2,205,757.97","11,513,099.85","8,500,197.27"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,468.84","15,127.60","-1,343,077.02","-3,121,208.35","-4,188,013.20","269,646.54"
归属于母公司所有者的净利润,"13,854,629.15","23,944,851.59","35,403,657.10","11,115,722.98","9,225,458.21","19,326,858.35","24,947,651.01","8,746,687.38","8,143,225.41","19,105,971.25","21,069,707.21","9,374,141.53","10,476,208.83","23,565,457.37","23,311,990.32","9,767,137.28","10,250,164.38","24,056,729.03","22,523,905.35","12,204,187.58","10,745,606.76","23,397,950.71","22,228,072.58","8,961,787.13","4,864,514.32","18,174,993.73","18,412,633.16","7,406,599.66","-2,041,586.60","11,751,294.19","8,822,524.60"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,,,,,,"-22,096.26","-125,425.52","-88,041.18","-164,171.37","-238,194.34","-322,327.33"
