科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"9,432,300.40","10,242,173.00","16,289,122.08","8,838,239.14","13,679,635.34","21,749,781.81","5,201,012.22","10,658,363.64","16,281,569.45","22,382,242.96","6,634,900.55","13,512,776.84","20,956,309.45","30,207,356.63","8,895,970.74","18,355,677.38","28,384,866.07","38,545,879.62","11,724,231.70","22,517,556.27","35,201,921.70","47,703,825.01","31,966,717.67","52,888,388.91","86,445,316.90","126,054,068.43","39,068,464.20","75,189,059.31","142,178,318.02","213,140,376.60","56,368,255.88"
取得借款收到的现金,"42,000,000.00",,"40,000,000.00",,"20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,"20,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,
支付的各项税费,"25,527,589.34","26,882,592.49","67,235,168.83","29,450,096.53","46,530,242.18","63,039,217.28","17,257,125.85","29,849,482.80","45,600,424.86","63,307,590.97","8,889,935.62","25,428,840.90","45,517,168.00","71,856,869.20","12,329,692.65","33,764,360.90","60,298,197.72","91,562,954.85","11,777,328.53","31,677,675.25","46,717,292.43","71,693,224.18","32,296,903.14","49,735,637.66","86,085,340.48","121,968,193.12","30,616,724.00","64,504,646.89","109,986,192.51","172,260,483.10","35,705,107.32"
收到其他与筹资活动有关的现金,,,"41,260,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000.00",
支付其他与经营活动有关的现金,"114,456,536.25","100,409,216.20","32,704,233.93","13,667,534.26","3,496,473.60","33,400,958.80","4,161,857.84","30,421,419.49","40,411,186.52","30,432,803.93","14,582,478.93","36,500,112.28","72,495,746.62","98,726,028.17","16,008,718.14","22,499,820.97","77,898,559.95","48,371,190.92","13,762,189.35","30,520,324.19","60,481,167.31","78,509,009.05","33,063,200.23","57,800,121.34","94,603,634.26","115,508,693.74","40,912,704.27","95,064,571.49","147,678,089.74","210,922,378.07","60,525,213.87"
筹资活动现金流入小计,"42,000,000.00",,"81,260,000.00",,"20,000,000.00","861,800,000.00",,,,,,,,"11,592,250.00",,,,"1,256,200.00",,,,,"20,000,000.00","32,246,620.00","32,246,620.00","32,896,140.00","19,450,000.00","31,450,000.00","34,450,000.00","38,700,000.00","4,300,000.00"
经营活动现金流出小计,"362,815,301.15","301,400,387.05","619,598,623.39","226,421,530.61","324,683,240.65","431,686,717.07","60,856,206.90","163,181,657.10","270,112,580.96","388,964,965.22","82,241,611.88","211,334,183.49","378,386,931.47","544,866,173.46","137,614,778.63","337,899,937.80","545,876,277.15","710,614,625.71","105,608,596.16","309,837,884.79","504,801,002.49","726,435,614.37","242,470,742.96","535,044,252.44","855,751,617.20","1,291,926,763.93","312,464,754.62","689,574,715.74","1,167,638,611.26","1,753,787,801.37","418,196,410.33"
偿还债务支付的现金,"114,000,000.00",,,,,"60,000,000.00",,,,,,,,,,,,,,,,,"20,000,000.00","30,000,000.00","40,000,000.00","40,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",
经营活动产生的现金流量净额,"22,149,394.56","144,234,563.65","141,721,825.51","46,464,649.59","67,046,107.94","108,418,165.11","-29,936,291.11","23,391,153.70","42,620,557.60","75,949,051.09","7,303,754.80","59,978,800.82","108,776,608.04","123,000,083.09","5,177,452.97","7,838,397.15","53,904,992.75","33,823,976.16","38,408,898.28","72,388,715.88","91,524,313.16","168,721,704.71","-1,057,405.54","41,982,087.29","96,298,423.14","204,542,534.07","-43,709,663.20","110,368,400.43","157,058,508.70","238,481,465.40","-53,827,227.62"
分配股利、利润或偿还利息支付的现金,"5,098,307.36","80,000,000.00","64,866.67","1,108,911.13","1,874,066.69","2,531,288.88",,"48,000,000.00","48,000,000.00","48,000,000.00",,,"15,845,900.86","15,805,449.64",,"16,009,343.85","16,009,238.05","16,072,651.72",,"15,858,635.12","15,864,251.70","15,863,203.39","1,033,259.72","8,305,007.53","17,225,783.53","16,290,459.83",,"19,781,400.00","19,781,400.00","19,781,400.00",
收回投资收到的现金,,,,,,,,,,,,,"583,000,000.00",,"210,000,000.00","990,000,000.00","1,482,000,000.00","570,000,000.00","732,180,000.00","1,687,180,000.00","2,274,180,000.00","3,130,980,000.00","529,590,000.00","917,680,000.00","1,129,460,000.00","1,508,375,000.00","431,190,000.00","586,890,000.00","790,913,941.44","1,279,248,577.00","593,067,357.27"
支付其他与筹资活动有关的现金,,,"41,260,000.00",,,"7,109,687.34",,,,,,,,"12,060.00",,"177,879.87","177,879.87","177,879.87",,"336,823.44","336,823.44","336,823.44",,,,"900,481.22",,"20,318.85","20,318.85","1,020,312.76",
取得投资收益收到的现金,"1,420,160.17","811,544.33","75,656.62",,,,,,,,,,,"9,988,441.15","4,259,807.63","11,702,651.37","25,679,270.13","37,256,753.38","8,036,545.42","16,186,599.03","22,042,815.12","26,410,509.10","3,042,162.63","5,569,793.06","6,310,387.51","26,135,866.45","1,797,393.53","3,253,734.51","5,079,002.89","9,712,990.79","6,676,452.63"
筹资活动现金流出小计,"119,098,307.36","80,000,000.00","41,324,866.67","1,108,911.13","1,874,066.69","69,640,976.22",,"48,000,000.00","48,000,000.00","48,000,000.00",,,"15,845,900.86","15,817,509.64",,"16,187,223.72","16,187,117.92","16,250,531.59",,"16,195,458.56","16,201,075.14","16,200,026.83","21,033,259.72","38,305,007.53","57,225,783.53","57,190,941.05","20,000,000.00","39,801,718.85","39,801,718.85","40,801,712.76",
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,,,,,,,"41,251.37",,220.00,220.00,"160,675.44",,,"149,888.00","154,888.00",650.00
筹资活动产生的现金流量净额,"-77,098,307.36","-80,000,000.00","39,935,133.33","-1,108,911.13","18,125,933.31","792,159,023.78",,"-48,000,000.00","-48,000,000.00","-48,000,000.00",,,"-15,845,900.86","-4,225,259.64",,"-16,187,223.72","-16,187,117.92","-14,994,331.59",,"-16,195,458.56","-16,201,075.14","-16,200,026.83","-1,033,259.72","-6,058,387.53","-24,979,163.53","-24,294,801.05","-550,000.00","-8,351,718.85","-5,351,718.85","-2,101,712.76","4,300,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,420,160.17","811,544.33","75,656.62",,,,,,,,,,"583,000,000.00","9,988,441.15","214,259,807.63","1,001,702,651.37","1,507,679,270.13","607,256,753.38","740,216,545.42","1,703,366,599.03","2,296,222,815.12","3,157,431,760.47","532,632,162.63","923,250,013.06","1,135,770,607.51","1,534,671,541.89","432,987,393.53","590,143,734.51","796,142,832.33","1,289,116,455.79","599,744,459.90"
五、现金及现金等价物净增加额,"-70,323,764.63","60,728,065.38","144,730,172.78","-86,429,324.34","-90,706,442.43","710,094,087.52","-62,129,992.11","-107,723,637.30","-117,494,738.40","-114,830,361.91","-9,126,053.20","-521,206,050.18","-577,789,720.11","-558,406,773.88","-38,183,348.60","-15,582,110.92","-44,613,696.59","180,638,443.63","-129,907,187.58","188,882,240.54","-150,151,210.67","184,136,081.12","-179,159,543.23","-273,689,543.17","-512,250,623.24","-294,639,800.91","-62,706,852.58","43,938,902.48","49,588,212.31","-100,928,254.37","37,125,209.83"
购建固定资产、无形资产和其他长期资产支付的现金,"16,795,012.00","4,318,042.60","37,002,442.68","131,785,062.80","175,878,483.68","190,483,101.37","32,193,701.00","83,114,791.00","112,115,296.00","142,779,413.00","16,429,808.00","49,184,851.00","97,720,427.29","117,170,038.48","7,620,609.20","26,935,935.72","38,010,841.55","42,267,954.32","5,177,631.28","7,325,115.81","12,772,263.81","16,893,357.23","8,041,040.60","12,553,487.80","18,432,990.36","16,152,780.65","31,544,581.91","61,142,936.61","80,052,832.87","96,035,885.80","10,818,622.45"
期初现金及现金等价物余额,"77,973,291.35","7,649,526.72","68,377,592.10","213,107,764.88","213,107,764.88","213,107,764.88","923,201,852.40","923,201,852.40","923,201,852.40","923,201,852.40","808,371,490.49","808,371,490.49","808,371,490.49","808,371,490.49","249,964,716.61","249,964,716.61","249,964,716.61","249,964,716.61","430,603,160.24","430,603,160.24","430,603,160.24","430,603,160.24","638,612,816.20","638,612,816.20","638,612,816.20","638,612,816.20","343,973,015.29","343,973,015.29","343,973,015.29","343,973,015.29","243,044,760.92"
投资支付的现金,,,,,,,,,,,,"532,000,000.00","1,156,000,000.00","570,000,000.00","250,000,000.00","982,000,000.00","1,552,000,000.00","403,180,000.00","903,355,000.00","1,563,352,500.00","2,508,925,000.00","3,108,924,000.00","701,660,000.00","1,220,309,768.19","1,700,907,500.00","1,516,370,000.00","419,890,001.00","587,078,577.00","818,208,577.00","1,510,388,577.00","502,273,400.00"
期末现金及现金等价物余额,"7,649,526.72","68,377,592.10","213,107,764.88","126,678,440.54","122,401,322.45","923,201,852.40","861,071,860.29","815,478,215.10","805,707,114.00","808,371,490.49","799,245,437.29","287,165,440.31","230,581,770.38","249,964,716.61","211,781,368.01","234,382,605.69","205,351,020.02","430,603,160.24","300,695,972.66","619,485,400.78","280,451,949.57","614,739,241.36","459,453,272.97","364,923,273.03","126,362,192.96","343,973,015.29","281,266,162.71","387,911,917.77","393,561,227.60","243,044,760.92","280,169,970.75"
