科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"653,497,774.21","911,765,456.20","849,168,964.85","274,551,950.67","371,744,400.56","645,565,117.07","916,624,302.78","251,772,551.23","575,479,127.59","931,290,217.19","941,532,964.51","252,346,320.48","439,104,905.20","728,533,772.45","1,149,755,311.09","358,678,317.39","586,958,638.58","972,845,063.42","1,332,184,687.22","539,292,342.10","667,704,231.89","889,182,050.56","1,200,122,353.68","422,328,395.82","613,322,216.61","993,243,590.85","1,276,421,473.00","532,477,441.98","845,211,299.96","1,259,788,410.34","2,037,683,454.01","971,677,992.00","1,311,229,971.92"
取得子公司及其他营业单位支付的现金净额,,"31,605,215.04",,,,,,,,,,,,,,,,,,,,,,,,,"9,885,579.79",,,,"4,000,000.00",,"129,290,768.76"
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,059.28",,,,"639,768.45",,
支付其他与投资活动有关的现金,"107,300,000.00","114,800,000.00","52,415,352.90","6,472,860.64","102,744,445.72","115,778,936.26","130,542,998.12","23,109,541.26","121,261,178.14","188,543,052.43","307,665,867.25","86,878,424.79","137,154,999.31","254,331,772.99","340,462,801.06","75,554,728.54","178,456,156.58","231,467,626.99","410,043,404.71","200,303,622.49","630,641,156.56","684,563,327.43","1,243,171,749.09","440,073,462.95","658,782,750.55","848,746,564.51","1,316,735,240.57","439,553,323.13","2,559,507,858.48","2,985,888,350.02","4,012,022,311.24","725,932,518.46","1,784,744,944.63"
收到其他与经营活动有关的现金,"30,064,946.28","52,977,436.69","57,767,417.64","1,865,504.28","15,655,406.15","18,934,143.70","65,502,272.82","12,801,564.15","12,392,159.77","16,973,271.22","97,174,879.89","28,154,981.29","38,441,717.81","43,655,755.51","164,529,666.71","6,785,648.70","10,607,843.84","24,621,087.97","75,965,399.61","12,062,062.70","22,305,656.46","67,643,820.69","166,919,544.08","4,368,237.67","6,147,716.50","10,129,301.75","88,331,098.86","14,704,173.75","17,902,604.20","215,653,130.30","202,121,072.66","1,645,153.68","2,460,986.34"
投资活动现金流出小计,"127,878,529.09","164,562,566.25","68,334,914.17","10,300,182.16","117,472,930.09","149,139,282.21","220,637,531.28","53,976,035.16","161,265,045.44","231,796,288.36","405,164,053.64","104,082,408.08","160,554,616.36","287,940,106.73","379,960,464.28","82,372,029.52","182,026,927.45","242,858,672.39","427,836,477.22","216,530,965.50","641,168,412.31","839,853,526.72","1,280,804,856.48","442,352,909.84","661,350,416.75","883,456,913.76","1,387,429,749.68","481,342,987.71","2,606,558,382.03","3,219,126,060.49","4,284,566,609.98","802,857,594.56","2,027,733,914.27"
经营活动现金流入小计,"683,562,720.49","964,742,892.89","906,936,382.49","276,417,454.95","387,399,806.71","664,499,260.77","982,126,575.60","264,574,115.38","587,871,287.36","948,263,488.41","1,038,707,844.40","280,501,301.77","477,546,623.01","772,189,527.96","1,314,284,977.80","365,463,966.09","597,566,482.42","997,466,151.39","1,408,150,086.83","551,354,404.80","690,009,888.35","956,825,871.25","1,367,041,897.76","426,696,633.49","619,469,933.11","1,003,372,892.60","1,364,755,631.14","547,181,615.73","863,113,904.16","1,475,441,540.64","2,240,444,295.12","973,323,145.68","1,313,690,958.26"
投资活动产生的现金流量净额,"15,352,880.29","2,775,515.48","-37,407,336.16","-10,300,182.16","-117,231,130.09","-67,467,482.21","-216,177,963.18","-3,748,035.16","-105,552,882.06","-175,174,955.46","-233,257,962.15","-83,542,288.81","-109,264,033.45","-156,148,356.92","-182,579,017.57","-81,630,842.65","-180,905,463.32","-240,304,597.74","-314,411,732.81","-214,712,178.10","-586,281,460.42","-748,868,495.98","-766,737,649.82","-158,087,086.29","-323,642,363.81","-418,132,191.04","-307,444,550.12","-444,646,760.71","-2,391,101,004.07","-2,667,305,176.06","-2,926,082,484.27","193,254,525.36","73,651,552.16"
购买商品、接受劳务支付的现金,"568,705,449.07","808,791,753.12","678,062,953.12","278,554,859.67","478,686,467.67","663,299,278.23","811,936,422.72","284,088,927.93","592,268,290.85","917,152,343.75","818,149,349.04","369,945,810.27","531,009,497.68","712,826,300.07","958,608,913.94","485,529,159.40","651,613,775.25","960,160,861.06","1,125,714,379.82","586,132,302.41","650,449,742.30","827,103,596.27","965,939,598.07","363,360,567.06","536,781,555.66","720,751,298.56","968,033,269.26","566,793,959.93","758,396,326.24","1,109,776,837.87","1,783,242,954.72","852,187,616.51","1,167,842,361.26"
吸收投资收到的现金,"980,000.00",,"3,920,000.00",,"513,000,000.00","513,000,000.00","492,870,200.00",,"884,000.00","8,283,000.00","12,283,000.00",,,,,"585,999,995.00","585,999,995.00","585,999,995.00","580,050,881.70",,,"750,000.00","750,000.00",,,,"10,206,421.40","2,458,999,995.81","2,463,999,995.81","2,473,999,995.81","2,473,999,995.81",,"11,400,000.00"
