科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"404,213,105.33","451,312,200.07","407,446,189.24","245,367,281.07","363,696,747.61","465,634,445.38","127,574,171.12","330,209,952.96","532,500,279.02","549,135,457.77","225,556,313.66","327,204,662.63","767,537,670.55","727,484,601.09","189,574,640.38"
取得子公司及其他营业单位支付的现金净额,,,,,"1,609,881.17","1,609,881.17",,,,,,,,,
收到的税费返还,,,,"20,860.36","191,632.20","191,632.20","268,899.90","337,944.36","410,423.61","2,890,493.15","335,656.08","3,866,089.65","1,035,679.46","8,855,618.15",
支付其他与投资活动有关的现金,,,,,,,,,,,,"55,000,000.00","102,000,000.00","102,000,000.00",
收到其他与经营活动有关的现金,"6,175,754.20","4,527,217.41","10,891,458.63","1,444,270.96","188,237,771.71","7,633,174.58","45,287,128.68","9,136,739.28","55,245,679.26","12,736,979.46","51,884,479.08","2,312,974.28","34,583,710.78","9,179,303.73","10,353,426.17"
投资活动现金流出小计,"150,198,941.30","91,793,624.80","77,357,009.65","20,743,768.57","10,448,725.88","70,927,592.36","13,719,630.71","24,118,901.85","81,634,851.12","163,959,790.05","43,268,486.65","139,493,840.69","198,841,638.57","250,752,773.06","29,412,793.68"
经营活动现金流入小计,"410,388,859.53","455,839,417.48","418,337,647.87","246,832,412.39","552,126,151.52","473,459,252.16","173,130,199.70","339,684,636.60","588,156,381.89","564,762,930.38","277,776,448.82","333,383,726.56","803,157,060.79","745,519,522.97","199,928,066.55"
投资活动产生的现金流量净额,"-149,408,608.00","-90,933,184.84","-76,738,512.34","-20,462,712.90","-10,167,670.21","-70,638,536.69","-13,561,922.84","-23,961,193.98","-81,157,364.37","-163,482,303.30","-43,268,486.65","-94,060,549.73","-116,266,838.70","-157,221,376.94","-29,215,293.68"
购买商品、接受劳务支付的现金,"256,012,403.11","255,418,515.88","222,169,353.00","140,848,114.54","427,633,239.52","280,748,266.19","173,654,741.14","259,258,638.74","431,758,070.58","347,512,416.73","249,967,828.07","265,086,845.19","683,309,463.74","480,377,377.12","120,718,452.89"
吸收投资收到的现金,,"6,000,000.00",,,"218,341,800.00","207,822,346.81",,,,,,"41,577,600.00","49,077,600.00","49,077,600.00",
支付给职工以及为职工支付的现金,"41,963,671.10","55,473,268.02","61,029,152.68","31,146,722.80","48,530,731.81","66,014,483.03","20,576,589.69","37,173,403.07","59,473,898.69","76,586,498.94","21,924,490.46","43,516,005.56","67,199,639.64","90,580,742.94","30,206,816.19"
取得借款收到的现金,"216,500,000.00","267,208,541.00","345,168,348.00","142,065,205.00","177,300,000.00","221,065,205.00","86,380,222.14","232,380,222.14","272,380,222.14","312,000,000.00","113,000,000.00","216,000,000.00","216,000,000.00","216,000,000.00","115,000,000.00"
支付的各项税费,"29,134,200.93","39,978,047.49","40,352,029.44","26,031,778.82","37,733,600.84","48,793,523.87","7,842,388.90","24,448,279.08","37,937,564.08","41,129,458.61","3,047,632.81","5,926,775.58","10,461,466.52","20,481,910.80","10,906,933.52"
收到其他与筹资活动有关的现金,"5,800,000.00","2,000,000.00","1,220,000.00","1,600,000.00",,"1,600,000.00","5,000,000.00","5,000,000.00","30,664,571.39","28,240,000.00","10,285,639.00","17,489,137.77","16,019,456.37","12,624,816.07","6,256,184.56"
支付其他与经营活动有关的现金,"24,868,556.86","24,428,695.61","28,964,100.48","15,725,770.42","24,157,447.81","32,907,828.97","6,184,775.30","11,272,481.48","19,613,463.47","33,445,447.73","35,846,805.43","24,509,779.08","22,270,757.67","56,564,961.81","33,215,840.53"
筹资活动现金流入小计,"222,300,000.00","275,208,541.00","346,388,348.00","143,665,205.00","395,641,800.00","430,487,551.81","91,380,222.14","237,380,222.14","303,044,793.53","340,240,000.00","123,285,639.00","275,066,737.77","281,097,056.37","277,702,416.07","121,256,184.56"
经营活动现金流出小计,"351,978,832.00","375,298,527.00","352,514,635.60","213,752,386.58","538,055,019.98","428,464,102.06","208,258,495.03","332,152,802.37","548,782,996.82","498,673,822.01","310,786,756.77","339,039,405.41","783,241,327.57","648,004,992.67","195,048,043.13"
偿还债务支付的现金,"125,600,000.00","220,327,009.90","317,558,841.00","157,698,690.00","189,555,754.59","357,323,690.00","2,100,000.00","64,100,000.00","125,800,000.00","166,800,000.00","73,629,456.00","124,500,000.00","184,119,840.50","212,300,000.00","85,000,000.00"
经营活动产生的现金流量净额,"58,410,027.53","80,540,890.48","65,823,012.27","33,080,025.81","14,071,131.54","44,995,150.10","-35,128,295.33","7,531,834.23","39,373,385.07","66,089,108.37","-33,010,307.95","-5,655,678.85","19,915,733.22","97,514,530.30","4,880,023.42"
分配股利、利润或偿还利息支付的现金,"22,612,857.64","28,628,054.58","24,774,646.67","6,419,101.10","9,366,186.07","25,531,464.69","1,506,273.05","3,490,722.84","10,251,449.06","14,803,517.05","1,771,382.84","7,858,712.03","5,850,244.62","15,656,179.17","3,463,910.44"
收回投资收到的现金,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"200,000.00",,,,"6,040,000.00","28,240,000.00",,"8,410,439.44","20,441,290.39","12,891,282.84","3,300,826.70","14,464,787.58","16,779,018.60","9,246,072.58","4,523,322.44"
取得投资收益收到的现金,"760,333.30","760,439.96","404,497.31","281,055.67","281,055.67","281,055.67",,,"319,778.88","319,778.88",,"433,290.96","374,249.87","1,215,926.12","187,500.00"
筹资活动现金流出小计,"148,412,857.64","248,955,064.48","342,333,487.67","164,117,791.10","204,961,940.66","411,095,154.69","3,606,273.05","76,001,162.28","156,492,739.45","194,494,799.89","78,701,665.54","146,823,499.61","206,749,103.72","237,202,251.75","92,987,232.88"
处置固定资产、无形资产和其他长期资产收回的现金净额,"30,000.00","100,000.00","214,000.00",,,"8,000.00","157,707.87","157,707.87","157,707.87","157,707.87",,,"200,550.00","315,470.00","10,000.00"
筹资活动产生的现金流量净额,"73,887,142.36","26,253,476.52","4,054,860.33","-20,452,586.10","190,679,859.34","19,392,397.12","87,773,949.09","161,379,059.86","146,552,054.08","145,745,200.11","44,583,973.46","128,243,238.16","74,347,952.65","40,500,164.32","28,268,951.68"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,847,914.46","-1,070,793.68","1,869,656.81","80,928.71",,"-287,998.59","-113,636.12","-112,043.51","-529,375.99","-1,416,365.02","-2,034,082.77","371,433.06","1,874,732.19","1,346,652.93","-1,651,128.41"
收到其他与投资活动有关的现金,,,,,,,,,,,,"45,000,000.00","82,000,000.00","92,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"790,333.30","860,439.96","618,497.31","281,055.67","281,055.67","289,055.67","157,707.87","157,707.87","477,486.75","477,486.75",,"45,433,290.96","82,574,799.87","93,531,396.12","197,500.00"
五、现金及现金等价物净增加额,"-18,959,352.57","14,790,388.48","-4,990,982.93","-7,754,344.48","194,583,320.67","-6,538,988.06","38,970,094.80","144,837,656.60","104,238,698.79","46,935,640.16","-33,728,903.91","28,898,442.64","-20,128,420.64","-17,860,029.39","2,282,553.01"
购建固定资产、无形资产和其他长期资产支付的现金,"150,198,941.30","91,793,624.80","76,007,009.65","20,743,768.57","8,838,844.71","69,039,863.19","13,719,630.71","24,118,901.85","81,634,851.12","163,959,790.05","40,922,546.65","81,893,220.69","94,241,018.57","145,316,113.06","29,412,793.68"
期初现金及现金等价物余额,"56,250,905.46","37,291,552.89","52,081,941.37","47,090,958.44","47,090,958.44","47,090,958.44","40,551,970.38","40,532,248.56","40,532,248.56","40,551,970.38","87,486,374.98","87,487,610.54","87,487,610.54","87,487,610.54","69,627,581.15"
投资支付的现金,,,"1,350,000.00",,,"277,848.00",,,,,"2,345,940.00","2,600,620.00","2,600,620.00","3,436,660.00",
期末现金及现金等价物余额,"37,291,552.89","52,081,941.37","47,090,958.44","39,336,613.96","241,674,279.11","40,551,970.38","79,522,065.18","185,369,905.16","144,770,947.35","87,487,610.54","53,757,471.07","116,386,053.18","67,359,189.90","69,627,581.15","71,910,134.16"
