科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,"5,507,100.00","5,527,980.00","6,843,117.60","7,576,605.51","8,306,997.76","8,130,637.79","12,003,759.60","16,269,845.37","19,124,332.31","53,210,414.99","54,987,270.82","51,140,848.11","50,814,287.58","48,915,244.52","46,857,439.31"
长期应付款,,,,,,,,,"69,000,000.00","69,000,000.00","6,567,325.11","6,567,325.11","6,679,323.03","6,817,414.39","6,840,738.68","6,883,188.20","6,931,985.17"
长期股权投资,,"4,465,458.33","8,632,633.63","11,804,024.81","12,167,196.09","12,157,228.04","82,252,948.37","81,722,949.03","92,845,888.46","96,818,612.49","104,624,388.86","106,651,974.57","171,674,781.86","165,170,268.60","47,975,653.30","56,960,162.29","52,014,323.66"
专项应付款,,,,,,,,,,,"500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00"
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,"1,034,644.66","1,034,644.66",,,,"800,000.00",,,,,,,"806,867.14"
固定资产,"6,460,473.80","31,899,032.40","36,465,081.95","36,205,977.64","37,826,689.14","37,712,442.77","41,908,988.48","40,372,758.00","39,777,960.43","39,085,639.51","73,364,749.74","72,444,296.37","72,179,192.67","70,423,812.41","75,179,755.20","72,989,642.55","72,159,426.30"
递延所得税负债,,,,,,,,,"3,334,379.68","1,667,948.50","1,588,522.38","37,969,896.53","42,372,322.54","40,579,068.72","41,491,674.39","37,310,265.56","55,161,824.10"
在建工程,,,,,,,,,,,,,,"417,819.83",,,
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,,,,"12,812,300.75","13,847,206.86","13,572,880.57","27,259,243.89","27,097,819.81","87,334,379.68","88,100,622.33","25,612,076.95","210,704,475.22","225,638,500.45","223,819,877.37","237,413,069.29","231,907,921.00","249,580,237.54"
固定资产清理,,,,,,,,,,,,,,,,,174.83
负债合计,"41,329,280.44","43,387,175.26","80,772,730.18","97,902,828.90","112,478,259.39","159,612,674.63","222,001,768.20","268,431,164.34","608,032,591.09","592,390,183.33","795,189,027.69","1,340,400,872.61","1,318,728,225.62","1,285,164,209.57","1,350,917,995.93","1,005,565,848.21","877,808,618.66"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","403,137,817.00","403,059,644.00","403,059,644.00","402,938,473.00","402,339,228.00","402,339,228.00","403,878,622.00","403,878,622.00","403,621,238.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"71,459,248.24","71,459,248.24","71,459,248.24","71,459,248.24","71,459,248.24","71,459,248.24","596,020,547.05","596,020,547.05","583,632,444.60","598,499,652.40","618,814,990.37","621,075,668.20","612,063,961.86","613,276,335.71","630,783,455.92","618,890,519.12","645,956,156.92"
无形资产,"1,270,524.90","1,504,581.01","1,607,084.47","3,143,907.51","3,226,182.40","3,005,680.16","3,194,252.44","3,011,109.44","23,238,315.97","22,103,506.93","28,227,300.22","210,686,088.40","230,050,122.25","219,960,187.60","236,581,271.33","318,888,840.58","287,226,781.30"
盈余公积,"3,287,509.33","13,947,703.89","22,572,694.33","22,572,694.33","22,572,694.33","22,572,694.33","33,862,369.77","33,862,369.77","33,862,369.77","33,862,369.77","48,530,257.74","48,530,257.74","48,530,257.74","48,530,257.74","54,432,581.15","54,432,581.15","54,432,581.15"
开发支出,,,,,,,,,"3,183,700.51","8,582,298.65","2,239,183.37","4,227,086.88","16,326,016.20","21,689,764.66",,"4,481.89","8,356,610.25"
减:库存股,,,,,,,,,"266,712,261.53","265,002,661.53","265,017,689.99","262,367,809.99","167,960,646.36","167,960,646.36","182,388,017.67","182,388,017.67","116,105,337.06"
商誉,,,,,,,,,"62,368,393.69","60,753,327.69","29,784,127.69","302,401,599.97","307,078,939.98","311,602,180.43","239,422,345.36","321,448,018.96","359,511,584.45"
未分配利润,"26,146,016.66","97,166,709.72","174,603,498.28","174,202,640.83","204,827,444.31","238,334,020.74","242,423,206.15","274,344,023.07","265,539,044.64","291,143,463.07","298,062,242.14","324,384,659.29","327,492,526.18","342,873,765.91","342,328,045.64","380,295,612.54","371,122,177.34"
长期待摊费用,"3,967,860.32","2,832,063.60","2,171,418.00","3,891,689.13","4,417,604.34","5,085,074.84","5,529,528.66","5,886,808.68","7,111,996.00","7,356,078.08","7,245,101.41","9,037,303.75","8,974,179.33","9,723,910.46","8,489,086.53","8,939,761.72","8,631,088.17"
少数股东权益,,,,,,"988,686.27","4,445,015.67","3,403,910.93","6,625,629.67","6,788,950.17","8,345,400.27","52,871,468.52","51,877,379.02","48,368,310.46","54,034,706.38","52,477,573.70","52,399,844.06"
递延所得税资产,"3,164,336.50","1,208,757.40","1,555,102.09","1,048,512.26","2,141,815.46","453,936.43","3,456,236.28","3,456,236.28","3,256,334.59","2,444,751.17","7,780,527.67","7,780,527.67","7,307,049.73","7,625,672.62","8,992,223.20","10,007,652.08","10,152,430.04"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,"19,200,000.00","592,739.40","14,206,846.00","28,406,846.00","29,124,226.00","29,084,164.16","29,339,647.95","29,339,647.95","29,834,337.59","30,977,189.94","31,049,401.95","16,435,801.95","16,435,801.95","12,835,801.95","21,565,256.37","19,450,214.71","16,676,467.84"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"34,063,195.52","47,502,632.14","75,145,266.14","95,028,937.35","100,746,831.03","117,172,200.73","199,332,468.76","197,264,015.99","312,402,564.62","339,721,955.34","396,567,032.28","889,003,013.61","991,588,756.41","977,537,719.50","840,911,386.98","1,037,108,992.58","1,070,250,037.25"
所有者权益(或股东权益)合计,"175,089,950.12","254,560,956.88","340,072,795.64","339,122,946.51","370,406,876.08","404,861,588.09","974,267,954.41","1,005,706,430.90","1,024,550,332.07","1,067,172,489.52","1,111,307,349.88","1,187,401,251.19","1,282,532,477.86","1,295,593,995.62","1,306,712,560.83","1,332,321,379.04","1,410,284,198.36"
资产总计,"216,419,230.56","297,948,132.14","420,845,525.82","437,025,775.41","482,885,135.47","564,474,262.72","1,196,269,722.61","1,274,137,595.24","1,632,582,923.16","1,659,562,672.85","1,906,496,377.57","2,527,802,123.80","2,601,260,703.48","2,580,758,205.19","2,657,630,556.76","2,337,887,227.25","2,288,092,817.02"
负债和所有者(或股东权益)合计,"216,419,230.56","297,948,132.14","420,845,525.82","437,025,775.41","482,885,135.47","564,474,262.72","1,196,269,722.61","1,274,137,595.24","1,632,582,923.16","1,659,562,672.85","1,906,496,377.57","2,527,802,123.80","2,601,260,703.48","2,580,758,205.19","2,657,630,556.76","2,337,887,227.25","2,288,092,817.02"
