科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"97,985,830.02","166,507,159.82","200,696,196.61","157,529,062.62","202,485,803.03","260,072,473.76","738,944,799.36","773,786,571.47","699,495,705.98","943,609,954.50","1,126,710,415.50","1,199,819,541.35","1,158,128,852.78","1,142,935,604.60","1,274,602,996.80","847,108,289.74","760,853,097.74"
短期借款,,,"26,923,600.00","36,361,824.00","36,192,512.00","102,646,046.00","110,650,512.00","150,910,048.00","123,345,848.00","124,505,512.00","349,045,488.00","613,174,326.00","679,563,616.00","650,253,648.00","666,543,140.00","389,617,082.50","333,437,123.64"
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,"45,292,000.00","99,454,966.14","102,228,466.19","96,880,241.57","41,445,871.46","29,931,648.45","22,919,341.82"
应收票据,,,,,,"239,316.00",,,"3,420,749.54","4,679,438.83","3,543,536.03","3,279,675.68","2,933,168.84","3,152,287.62","2,466,088.51","3,203,666.58","2,228,918.92"
应付票据,,,,,,,,,,,,,,,,,
应收账款,"77,809,736.41","64,009,730.57","118,132,528.88","158,303,956.08","152,194,601.16","135,264,774.14","237,984,200.04","276,045,311.01","312,100,570.50","300,753,068.16","335,226,251.87","361,902,258.21","359,864,035.71","368,606,448.83","405,667,009.02","378,701,872.77","400,043,020.80"
应付账款,"1,469,926.20","1,210,482.24","1,690,573.52","3,331,894.66","2,491,177.44","7,240,831.10","11,883,063.59","16,576,550.34","8,739,194.55","13,609,894.19","16,342,492.26","24,255,141.98","23,977,854.26","32,509,520.14","92,929,165.27","40,342,310.24","22,782,724.20"
预付款项,"2,071,157.82","3,559,863.28","5,388,580.63","5,178,352.30","12,899,442.94","18,555,573.59","6,596,403.79","6,965,530.07","12,149,249.88","24,776,475.29","8,647,668.05","25,602,393.06","16,765,110.50","16,866,214.02","42,129,448.70","29,791,030.86","21,980,045.37"
预收款项,"1,234,928.72","6,695,365.48","4,607,476.62","2,224,389.30","13,805,174.80","17,862,087.11","3,367,020.23","11,183,993.49","31,376,604.93","33,781,705.33","13,262,967.23","20,394,039.26","35,420,976.65","33,103,430.12","18,750,149.47","24,894,686.81","25,798,615.55"
其他应收款,"3,644,146.55","3,109,927.26","3,551,102.17","6,663,936.52","4,841,607.93","8,909,613.86","4,624,048.36","10,070,734.14","8,094,960.03","13,315,083.17","8,555,376.72","12,786,714.82","11,020,474.87","11,357,346.36","11,275,330.75","27,222,167.56","9,305,691.34"
应付职工薪酬,"22,375,094.87","30,909,708.60","39,990,434.06","19,969,689.79","29,211,605.90","7,292,119.85","38,676,762.93","27,778,786.97","46,195,402.23","27,169,673.40","47,574,234.55","58,230,741.52","50,011,078.32","23,050,080.82","46,691,287.48","57,241,075.65","59,048,391.95"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"4,911,978.24","1,602,927.04","5,531,691.62","5,603,734.10","13,049,270.77","7,288,752.47","19,860,046.59","25,678,859.44","18,233,975.63","15,013,202.10","18,235,981.46","28,063,758.85","3,788,707.98","1,971,864.55","21,393,277.83","12,535,543.88","15,145,720.91"
应收利息,,,,,,,,,,,,,,,"5,715,386.44","1,661,863.50","1,693,590.75"
应付利息,,,,,,,,,,,,"64,882.44","89,798.41","316,467.66","391,748.90","279,249.56","607,905.33"
应收股利,,,,,,,,,,,,,,,,,
应付股利,"9,385,593.00",,,"13,921,086.60",,,,,"1,360,348.05","1,360,348.05","1,346,822.49","1,346,822.49","1,533,203.88","1,533,203.88","1,237,338.30","1,237,338.30","1,709,582.35"
存货,"757,379.49","1,525,847.75","4,768,009.52","4,829,960.89","8,229,718.02","21,972,165.19","5,947,759.84","6,881,988.12","12,528,510.43","28,243,175.89","16,708,781.83","21,876,149.88","29,897,257.40","27,056,470.97","8,463,149.40","7,542,730.59","8,024,056.73"
其他应付款,"1,951,759.41","2,968,691.90","2,028,954.36","2,373,317.29","2,829,122.84","2,639,873.10","9,216,834.52","8,222,004.27","285,446,838.02","282,849,225.93","275,638,056.41","278,148,510.27","185,225,114.77","209,563,301.17","209,779,923.24","201,541,981.03","135,130,302.57"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,"356,400.00","475,200.00","712,799.88","734,333.21","1,095,999.72","1,882,979.64","5,446,979.60","8,920,749.89","9,251,652.45","10,171,318.91","6,634,979.76","4,521,999.76","5,248,979.73"
一年内到期的非流动负债,,,,"1,304,592.41","1,052,188.78","1,070,084.43","1,088,284.45","983,102.02","6,000,000.00","6,000,000.00",,"2,783,836.33","2,927,901.87","2,946,166.22","3,360,378.28","3,293,692.84","3,218,742.43"
其他流动资产,"87,784.75","11,732,971.32","13,163,841.87","9,491,569.65","1,130,731.36","1,812,945.45","2,127,242.58","2,389,111.23","271,294,612.46","2,580,542.03","5,090,335.69","4,611,627.30","21,811,394.52","23,074,794.38","7,311,856.47","1,024,613.31","8,465,378.39"
其他流动负债,,,,,,,,,,,"2,838,908.34","3,779,372.11","8,323,006.84","9,216,408.07","10,982,646.41","12,743,317.95","8,429,930.37"
流动资产合计,"182,356,035.04","250,445,500.00","345,700,259.68","341,996,838.06","382,138,304.44","447,302,061.99","996,937,253.85","1,076,873,579.25","1,320,180,358.54","1,319,840,717.51","1,509,929,345.29","1,638,799,110.19","1,609,671,947.07","1,603,220,485.69","1,816,719,169.78","1,300,778,234.67","1,217,842,779.77"
流动负债合计,"41,329,280.44","43,387,175.26","80,772,730.18","85,090,528.15","98,631,052.53","146,039,794.06","194,742,524.31","241,333,344.53","520,698,211.41","504,289,561.00","769,576,950.74","1,129,696,397.39","1,093,089,725.17","1,061,344,332.20","1,113,504,926.64","773,657,927.21","628,228,381.12"
可供出售金融资产,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","22,097,068.82","25,343,868.82","25,343,868.82","38,781,877.78","55,330,705.51","93,127,919.06","106,127,919.06","106,575,401.62","106,947,452.83","151,891,508.11","179,504,973.28","208,663,711.10"
长期借款,,,,"12,812,300.75","12,812,562.20","12,538,235.91","12,259,243.89","12,097,819.81",,,,"158,840,219.00","166,521,854.88","166,892,894.24","166,006,416.18","163,398,028.20","161,301,271.50"
