科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"40,372,711.50","43,243,812.22","52,111,401.79","46,231,788.40","21,323,580.11","16,120,426.05","15,984,347.06","22,114,642.68","31,376,528.10","49,143,139.06","52,549,320.39","129,855,365.43","136,253,970.33","46,635,053.20","42,847,912.06","68,515,901.64","57,107,435.68","81,495,893.30","74,123,002.69","2,212,716,535.29","2,481,709,774.97","2,213,567,810.21","1,619,334,556.46","1,833,995,654.11","1,931,460,231.09","1,105,501,132.77","850,253,500.49","1,238,075,697.33","1,214,089,981.51","1,236,061,281.56","3,417,690,858.62","1,853,977,675.29","1,649,377,108.11","1,836,249,271.54","1,479,422,210.02","1,181,263,111.96","1,608,750,518.43","1,549,307,125.58","1,699,020,259.83","2,728,183,187.32","1,474,800,608.48","1,237,627,882.07","690,193,202.68"
短期借款,"579,737,871.61","574,227,494.02","679,527,494.02","679,527,494.02","679,212,732.31",,,,,,,"4,824,688.23","262,344,688.23",,,,,,,"1,808,025,706.99","1,730,899,275.59","2,034,091,311.26","1,527,685,327.61","2,234,202,075.87","1,838,622,361.98","1,651,873,199.61","1,752,196,741.40","1,552,180,081.48","1,912,262,440.38","1,575,127,333.78","1,658,458,472.17","1,302,754,784.00","1,428,950,622.90","1,140,595,632.15","800,304,269.56","787,643,010.76","1,338,969,949.53","1,006,372,349.13","1,095,362,261.85","3,257,461,608.45","2,531,892,235.50","2,378,211,509.16","2,000,245,351.18"
交易性金融资产,"80,300,000.00",,,"2,377,610.00",,,,"1,120,832.50","1,120,832.50","1,638,034.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,924,339.35","3,852,215.00","1,300,000.00","848,289.11","5,301,883.00","2,490,000.00","1,324,873.24","912,000.00","975,331.80","1,776,285.91","1,023,420.80","192,000.11",,"531,377.00","1,195,000.00","23,500.00","21,088.80","150,000.00","219,323.78","490,767,126.49","498,270,606.19","135,968,069.76","136,155,954.95","100,245,895.00","89,055,070.86","69,080,244.58","65,260,000.00","108,875,436.18","65,302,536.18","138,492,483.59","59,298,137.78","152,225,730.35","114,858,484.89","721,590,330.09","750,912,292.09","248,482,016.76","88,857,893.31","41,550,261.91","15,558,132.51","556,606,927.82","511,846,858.55","95,383,479.25","102,649,160.00"
应付票据,"35,000,000.00","35,000,000.00",,,,,,,,,,,,,,,,,,"2,173,364,658.53","2,416,221,425.86","1,934,757,983.08","2,104,177,868.65","1,685,234,729.24","1,886,343,487.94","1,522,409,299.35","1,415,311,765.03","1,624,883,996.35","1,626,360,009.01","1,746,604,877.06","1,760,690,000.00","1,602,802,904.26","1,754,083,352.96","1,890,787,932.96","1,889,279,500.00","918,133,756.41","1,252,018,155.41","1,338,933,778.71","1,405,322,840.71","1,116,001,555.44","1,186,761,104.93","1,083,792,585.27","1,005,711,141.43"
应收账款,"75,882,846.48","68,560,916.15","74,539,532.29","65,429,241.85","66,724,778.16","71,289,105.12","66,174,884.21","55,507,684.63","54,878,172.65","56,782,572.14","61,793,534.24","59,635,272.67","51,723,807.11","64,044,110.11","63,371,480.31","54,642,770.84","75,327,431.83","68,717,344.86","70,894,234.35","1,369,058,046.58","1,585,083,112.36","1,817,565,069.91","2,107,438,107.45","2,140,909,453.12","1,694,601,008.40","1,448,919,611.96","1,473,733,741.27","2,034,731,347.68","2,448,589,967.10","3,021,269,228.68","3,554,387,244.64","2,582,793,011.10","2,885,249,637.22","2,354,991,420.69","2,921,767,942.38","3,255,449,586.65","3,238,949,862.37","3,815,248,711.10","3,999,169,414.21","3,425,775,013.73","3,845,755,149.71","3,969,483,450.98","3,441,056,794.22"
应付账款,"130,779,578.73","143,383,894.10","129,374,344.39","93,296,241.58","106,276,267.37","79,232,893.21","79,682,435.38","49,437,137.94","39,623,515.71","49,515,935.12","46,167,252.56","45,888,635.39","43,330,898.17","41,414,075.47","44,185,601.07","58,541,224.48","61,467,877.51","44,486,038.61","48,432,263.81","1,392,479,697.82","1,755,152,194.75","1,560,424,576.53","1,958,867,722.93","1,849,862,325.10","1,966,621,154.39","2,010,535,999.23","1,323,025,465.07","2,304,916,184.66","1,898,963,534.44","2,671,373,176.22","2,694,464,010.85","3,103,348,926.65","2,599,579,168.01","2,523,582,991.53","2,658,908,989.30","3,091,562,226.49","2,522,583,354.61","2,785,969,163.59","2,446,903,150.39","3,011,430,567.88","3,091,360,035.99","2,979,680,126.74","2,367,962,981.38"
预付款项,"8,986,227.57","11,376,794.69","151,534,421.01","18,286,513.50","20,859,257.83","11,736,528.46","9,604,431.70","19,580,013.75","16,674,228.43","15,869,041.91","16,872,998.77","12,422,373.43","13,971,325.71","15,233,774.50","16,750,875.06","16,408,927.88","17,652,064.14","15,955,649.52","20,164,564.81","1,045,356,066.56","684,971,228.46","327,824,280.99","310,646,543.86","240,489,364.26","247,028,944.99","90,341,657.84","296,746,586.71","253,695,465.78","102,073,063.22","51,830,689.20","278,708,645.47","182,675,539.69","128,210,196.15","58,456,613.63","83,997,028.72","153,579,129.86","175,281,522.86","292,037,883.15","277,739,531.37","829,517,007.03","905,689,075.34","239,675,839.82","220,474,272.16"
预收款项,"2,586,102.41","2,808,849.07","3,368,013.88","3,114,010.56","4,150,300.35","7,514,593.13","7,065,407.49","3,820,455.64","4,004,861.82","4,010,518.35","5,399,015.18","3,593,234.47","5,493,185.27","2,733,821.01","3,881,258.04","3,983,744.82","4,569,815.18","4,637,707.78","4,772,694.87","468,232,422.63","190,288,386.14","47,547,926.00","63,433,338.42","44,809,925.72","69,899,524.71","163,816,432.52","463,593,933.30","252,062,216.43","316,842,346.68","78,500,602.01","236,076,016.40","164,811,948.39","149,478,961.68","507,711,995.67","500,069,626.44","584,125,297.09","737,573,571.65","626,260,592.27","614,030,686.80","455,622,705.77","401,024,700.95","583,002,321.03","791,590,325.04"
其他应收款,"59,508,452.14","69,202,701.97","76,050,979.51","98,221,889.68","177,928,754.16","169,616,089.42","179,643,821.29","72,374,213.92","76,613,496.73","88,509,112.80","84,842,291.17","111,973,930.43","171,484,412.62","52,942,878.67","63,844,520.68","53,786,336.83","63,750,614.47","49,141,352.89","52,519,153.82","45,423,142.76","92,957,495.59","71,694,789.10","79,323,588.58","122,497,506.39","114,223,864.79","144,498,371.77","177,607,133.74","181,295,782.51","189,383,672.48","271,364,094.09","247,613,091.91","376,571,277.65","359,791,178.73","391,721,053.14","439,643,539.63","719,890,090.54","646,017,916.46","1,047,581,790.54","926,153,114.00","765,279,510.00","631,391,217.21","571,545,156.50","603,660,585.15"
应付职工薪酬,"3,606,941.03","3,321,499.66","2,827,414.50","3,061,925.66","3,092,630.36","2,428,237.58","2,252,309.67","3,994,079.73","3,318,827.23","3,632,546.46","3,767,995.86","4,201,824.27","2,810,779.40","2,933,654.65","2,843,792.48","3,558,563.30","3,113,586.71","3,360,660.75","5,104,850.80","40,068,536.32","37,430,867.06","50,729,187.07","40,409,387.17","43,742,451.02","43,229,709.27","40,920,159.17","40,553,226.81","30,142,685.71","28,005,439.93","31,576,855.27","35,413,964.54","40,904,030.61","28,177,684.56","34,640,627.71","38,479,880.84","37,732,958.77","47,202,923.52","32,734,205.71","25,086,549.46","43,464,619.17","41,981,397.30","57,537,232.42","36,828,815.55"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-2,195,274.88","792,815.99","929,812.05","-1,189,010.65","843,765.23","-1,322,616.81","-1,400,235.70","4,617,767.21","3,886,283.75","2,466,946.48","4,242,308.00","10,723,230.57","10,885,740.44","4,913,544.15","3,635,045.99","5,931,311.37","8,505,798.16","5,651,354.94","4,726,649.42","-452,440,116.70","-507,295,151.93","-500,055,719.82","-364,760,810.43","47,681,798.89","21,884,920.93","35,827,920.74","20,232,682.18","162,956,811.42","165,773,494.61","243,254,965.50","272,986,093.23","50,738,180.71","35,594,283.25","28,879,786.24","130,815,039.02","347,955,857.54","275,194,996.17","147,183,478.09","126,401,523.63","128,340,488.87","98,254,787.83","84,381,571.10","101,343,078.71"
