科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"1,800,042,292.01","2,197,606,748.68","2,274,217,924.21",,"1,125,818,379.32",,"2,702,858,183.70","458,000,214.54","1,315,683,248.61","1,923,274,291.26","3,171,710,141.50","777,681,406.12","1,418,679,997.72","3,149,907,363.71","4,975,451,465.70","1,765,941,565.32","3,495,387,398.81"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,
收到的税费返还,"119,176,384.50","100,218,862.51","104,487,022.41",,"59,309,554.99",,"128,209,979.45","18,713,007.95","46,737,174.43","82,993,511.57","127,852,112.03","18,020,102.03","51,172,487.44","100,090,404.07","199,093,422.88","44,384,108.83","114,820,049.59"
支付其他与投资活动有关的现金,,,,,,,"5,241,300.00",,,,,,,,,,
收到其他与经营活动有关的现金,"12,113,473.50","158,878,666.34","127,386,085.50",,"78,773,695.87",,"192,529,257.07","106,641,838.20","193,830,247.88","194,806,307.03","345,729,258.61","49,586,723.64","138,276,624.14","269,549,618.26","661,345,542.56","231,865,819.58","696,371,030.09"
投资活动现金流出小计,"91,093,106.12","37,632,960.36","116,830,721.26",,"82,638,024.44",,"130,298,709.16","10,351,322.83","16,856,734.15","24,968,818.41","56,589,624.25","181,207,965.80","254,248,196.61","302,064,182.80","344,127,394.45","43,740,834.12","61,518,477.02"
经营活动现金流入小计,"1,931,332,150.01","2,456,704,277.53","2,506,091,032.12",,"1,263,901,630.18",,"3,023,597,420.22","583,355,060.69","1,556,250,670.92","2,201,074,109.86","3,645,291,512.14","845,288,231.79","1,608,129,109.30","3,519,547,386.04","5,835,890,431.14","2,042,191,493.73","4,306,578,478.49"
投资活动产生的现金流量净额,"-90,733,879.04","-36,464,594.95","-116,266,636.52","-64,986,600.00","-12,402,982.69",,"-60,298,709.16","-10,351,322.83","-16,856,734.15","19,559,281.59","-12,061,524.25","-181,207,965.80","-183,728,525.37","-180,657,011.56","-222,387,556.54","-43,740,834.12","-61,518,477.02"
购买商品、接受劳务支付的现金,"1,666,380,531.20","1,955,560,781.76","2,192,772,427.70",,"1,382,602,777.99",,"2,726,890,542.28","616,284,969.52","1,669,929,928.89","2,273,060,345.84","3,218,025,076.08","873,446,809.12","1,865,062,686.07","3,810,070,158.05","5,389,068,244.45","1,910,956,608.90","3,748,020,033.65"
吸收投资收到的现金,,,,,,,"501,052,000.00","122,830.19",,,,,,,,,
