科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"44,927,927.93","68,457,234.11","110,540,177.17",,"65,020,931.33",,"137,359,858.21","31,257,453.05","60,158,612.00","107,189,802.42","144,823,833.50","45,547,860.71","99,452,268.64","162,917,812.18","237,004,768.91","103,171,727.71","126,204,955.70"
取得借款收到的现金,"1,027,221,691.60","872,498,220.83","1,319,231,289.84",,"1,054,233,801.49",,"2,639,814,466.78","573,310,837.21","1,256,541,612.93","2,110,513,361.67","2,650,349,634.68","771,642,985.08","1,908,209,330.11","3,355,863,165.37","4,863,581,110.98","1,736,472,499.23","3,563,961,091.88"
支付的各项税费,"29,668,385.26","43,003,411.62","42,493,283.75",,"20,406,220.66",,"38,669,270.31","9,760,359.54","21,554,982.13","18,857,629.32","29,507,106.21","21,585,848.44","33,922,050.85","44,099,315.76","48,114,714.18","26,887,770.88","32,932,301.12"
收到其他与筹资活动有关的现金,,,,,,,,"2,200,000.00",,"2,200,000.00","2,200,000.00",,,,"37,500,000.00",,
支付其他与经营活动有关的现金,"80,688,106.72","155,737,666.44","190,142,400.32",,"110,000,611.73",,"289,551,779.76","91,510,903.36","169,247,917.40","285,688,891.95","410,528,829.00","93,163,635.59","252,142,141.77","363,785,447.10","870,296,770.57","276,634,830.20","941,720,247.27"
筹资活动现金流入小计,"1,027,221,691.60","872,498,220.83","1,319,231,289.84",,"1,054,233,801.49",,"3,140,866,466.78","575,633,667.40","1,256,541,612.93","2,112,713,361.67","2,652,549,634.68","771,642,985.08","1,908,209,330.11","3,355,863,165.37","4,901,081,110.98","1,736,472,499.23","3,563,961,091.88"
经营活动现金流出小计,"1,821,664,951.11","2,222,759,093.93","2,535,948,288.94",,"1,578,030,541.71",,"3,192,471,450.56","748,813,685.47","1,920,891,440.42","2,684,796,669.53","3,802,884,844.79","1,033,744,153.86","2,250,579,147.33","4,380,872,733.09","6,544,484,498.11","2,317,650,937.69","4,848,877,537.74"
偿还债务支付的现金,"1,055,926,461.45","900,056,560.10","1,190,360,486.71",,"831,797,362.01",,"2,293,906,671.43","690,777,128.85","1,205,090,983.99","1,981,826,884.47","2,696,239,397.20","659,246,403.10","1,336,519,593.69","2,503,430,175.12","4,035,451,174.38","1,507,901,088.98","3,065,148,282.16"
经营活动产生的现金流量净额,"109,667,198.90","233,945,183.60","-29,857,256.82","-122,623,200.00","-314,128,911.53","-453,045,800.00","-168,874,030.34","-165,458,624.78","-364,640,769.50","-483,722,559.67","-157,593,332.65","-188,455,922.07","-642,450,038.03","-861,325,347.05","-708,594,066.97","-275,459,443.96","-542,299,059.25"
分配股利、利润或偿还利息支付的现金,"19,418,956.77","16,661,419.25","17,959,023.31",,"9,885,364.56",,"23,682,160.57","5,851,445.51","92,161,433.29","97,784,584.44","105,527,688.50","6,587,436.40","58,295,049.46","69,617,747.61","86,043,059.79","15,521,298.49","44,028,353.82"
收回投资收到的现金,,,,,,,,,,,,,"70,000,000.00","120,000,000.00","120,000,000.00",,
支付其他与筹资活动有关的现金,,,,,,,"9,740,000.00","8,669,200.00",,"8,669,200.00","8,669,200.00",,,,"37,500,000.00",,
取得投资收益收到的现金,,,,,,,,,,,,,"507,671.24","1,395,171.24","1,395,171.24",,
筹资活动现金流出小计,"1,075,345,418.22","916,717,979.35","1,208,319,510.02",,"841,682,726.57",,"2,327,328,832.00","705,297,774.36","1,297,252,417.28","2,088,280,668.91","2,810,436,285.70","665,833,839.50","1,394,814,643.15","2,573,047,922.73","4,158,994,234.17","1,523,422,387.47","3,109,176,635.98"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,"70,000,000.00",,"70,000,000.00",,,"39,286,800.00","39,286,800.00",,"12,000.00","12,000.00","344,666.67",,
筹资活动产生的现金流量净额,"-48,123,726.62","-44,219,758.52","110,911,779.82","87,638,000.00","212,551,074.92",,"813,537,634.78","-129,664,106.96","-40,710,804.35","24,432,692.76","-157,886,651.02","105,809,145.58","513,394,686.96","782,815,242.64","742,086,876.81","213,050,111.76","454,784,455.90"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-3,366,368.54","-19,038,812.26","-272,821.39",,"-20,244.86",,"16,271,565.71","115,242.79","7,666,965.96","2,942,862.96","-1,536,115.09","-314,556.04","-1,840,645.83","-5,829,366.75","14,666,387.71","-11,953,492.17","-9,469,358.19"
收到其他与投资活动有关的现金,"359,227.08","1,168,365.41","564,084.74",,"235,041.75",,,,,"5,241,300.00","5,241,300.00",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"359,227.08","1,168,365.41","564,084.74",,"70,235,041.75",,"70,000,000.00",,,"44,528,100.00","44,528,100.00",,"70,519,671.24","121,407,171.24","121,739,837.91",,
五、现金及现金等价物净增加额,"-32,556,775.30","134,222,017.87","-35,484,934.91","-99,400,200.00","-114,001,064.16",,"600,636,460.99","-305,358,811.78","-414,541,342.04","-436,787,722.36","-329,077,623.01","-264,169,298.33","-314,624,522.27","-264,996,482.72","-174,228,358.99","-118,103,658.49","-158,502,438.56"
购建固定资产、无形资产和其他长期资产支付的现金,"91,093,106.12","37,632,960.36","116,830,721.26",,"82,638,024.44",,"125,057,409.16","10,351,322.83","16,856,734.15","24,968,818.41","56,589,624.25","61,207,965.80","134,248,196.61","182,064,182.80","224,127,394.45","43,740,834.12","61,518,477.02"
期初现金及现金等价物余额,"76,029,416.17","43,472,640.87","177,694,658.74",,"142,209,723.83",,"142,209,723.83","742,846,184.82","742,846,184.82","742,846,184.82","742,846,184.82","413,712,465.61","413,768,561.81","413,768,561.81","413,768,561.81","239,102,495.13","239,540,202.82"
投资支付的现金,,,,,,,,,,,,"120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00",,
期末现金及现金等价物余额,"43,472,640.87","177,694,658.74","142,209,723.83",,"28,208,659.67",,"742,846,184.82","437,487,373.04","328,304,842.78","306,058,462.46","413,768,561.81","149,543,167.28","99,144,039.54","148,772,079.09","239,540,202.82","120,998,836.64","81,037,764.26"
