科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"227,648,764.14","374,593,430.79","513,568,057.52","104,172,312.41","204,900,402.50","297,465,746.60","311,759,320.29","87,141,643.35","172,725,872.86","238,969,667.67","263,997,394.83","64,161,486.08","170,805,741.36","275,680,371.64","307,391,332.42","53,324,495.62","111,429,538.66","195,831,476.05","277,051,330.79","87,501,797.24","257,849,791.47","442,763,724.49","645,392,567.52","201,665,868.08","475,508,472.04","849,463,090.47","1,161,275,646.23","422,446,143.50","853,772,820.22","1,388,979,918.69","1,957,841,081.50","698,050,200.79","1,371,061,397.35"
取得子公司及其他营业单位支付的现金净额,,"25,939,592.01",,,,"31,450,000.00","82,240,036.82",,,,,,,,,,,,,,"147,371,968.90","147,371,968.90","114,437,013.03",,"514,953,026.50","514,953,026.50","525,342,637.69",,,,,,
收到的税费返还,,,,,,,"39,886.03",,,,,,,,,"252,780.44","472,040.61","644,893.32","841,149.74","336,030.55","716,101.67","860,601.84","1,194,254.86","222,127.13","313,896.36","1,670,122.46","1,572,855.30","895,516.59","1,551,195.83","2,594,747.51","3,273,405.40","668,582.58","2,461,298.33"
支付其他与投资活动有关的现金,"9,150,000.00",,,,,,,,,,,,,,"100,229,793.00",,,,,,"37,635.00","283,635.00","9,267,599.09",,"486,790.04","1,065,636.38","1,973,559.70",,,,,,
收到其他与经营活动有关的现金,"1,716,894.21","9,352,489.37","7,793,490.77","6,628,375.70","7,725,040.63","9,870,797.01","17,372,359.07","6,747,989.76","17,632,154.40","22,659,575.59","26,121,183.36","4,053,406.22","58,445,720.45","67,308,740.82","73,547,277.50","8,391,336.31","11,323,415.51","21,740,373.13","27,414,185.58","6,333,088.90","25,857,238.71","70,287,033.91","48,663,339.23","2,793,938.24","20,169,354.93","23,763,895.21","49,700,465.31","6,537,252.18","18,757,676.23","32,473,056.12","51,653,534.17","25,306,383.94","59,611,361.82"
投资活动现金流出小计,"43,628,189.07","56,977,913.95","72,965,258.60","11,419,567.84","64,842,461.32","118,827,532.32","206,676,521.14","48,259,283.79","71,005,570.97","113,493,439.38","155,240,958.39","48,855,531.95","97,826,933.86","252,919,193.13","392,198,240.97","45,011,054.75","50,196,021.67","60,319,388.21","82,201,117.56","314,815,893.33","776,748,799.84","1,459,881,306.33","1,854,623,587.79","352,885,283.07","1,298,210,544.82","2,046,274,351.94","2,294,903,719.40","334,636,248.30","778,723,147.60","1,373,639,087.82","1,739,012,310.93","666,318,760.46","1,147,896,051.81"
经营活动现金流入小计,"229,365,658.35","383,945,920.16","521,361,548.29","110,800,688.11","212,625,443.13","307,336,543.61","329,171,565.39","93,889,633.11","190,358,027.26","261,629,243.26","290,118,578.19","68,214,892.30","229,251,461.81","342,989,112.46","380,938,609.92","61,968,612.37","123,224,994.78","218,216,742.50","305,306,666.11","94,170,916.69","284,423,131.85","513,911,360.24","695,250,161.61","204,681,933.45","495,991,723.33","874,897,108.14","1,212,548,966.84","429,878,912.27","874,081,692.28","1,424,047,722.32","2,012,768,021.07","724,025,167.31","1,433,134,057.50"
投资活动产生的现金流量净额,"-42,317,138.42","-34,047,133.95","-72,905,258.60","-11,419,567.84","-64,842,461.32","-118,815,301.55","-206,368,699.99","-47,099,194.79","-69,429,879.26","-111,917,747.67","-149,494,515.28","-48,825,531.95","-97,796,733.86","-252,834,151.26","-262,286,198.43","-45,010,370.99","-49,497,063.94","44,911,616.27","23,702,068.52","-314,815,893.33","-487,116,053.03","-550,291,155.44","-581,323,962.56","189,777,318.79","-328,921,837.25","-736,550,932.19","-890,865,862.83","-115,975,864.95","-191,349,570.08","-334,115,534.60","-236,420,605.22","-241,177,197.11","-47,006,930.42"
购买商品、接受劳务支付的现金,"128,811,558.65","211,287,059.78","277,572,878.39","48,762,698.52","125,405,978.77","180,438,641.43","128,969,299.70","50,667,394.85","76,276,731.65","98,796,684.40","75,494,951.63","18,413,964.18","96,579,239.54","174,306,237.36","148,481,366.52","43,703,854.20","73,072,308.62","109,268,161.11","142,119,305.49","38,577,693.39","110,440,543.04","190,557,712.95","169,539,615.49","47,359,928.57","122,403,438.76","261,718,298.58","353,765,830.58","137,415,751.73","302,140,932.96","377,061,979.14","477,178,904.15","126,815,493.13","323,074,898.63"
吸收投资收到的现金,"24,040,000.00",,"2,130,000.00","1,301,184,887.56","1,301,184,887.56","1,301,184,887.56","1,313,660,946.89",,,,,,,"300,000.00","300,000.00",,,,,,,,,,,"674,409,744.96","674,409,744.96",,,,"300,000.00",,
支付给职工以及为职工支付的现金,"12,025,628.73","20,534,205.76","31,809,179.51","11,439,577.23","21,301,802.20","33,447,403.35","44,076,909.43","16,625,995.65","32,005,484.48","48,949,303.71","64,073,919.98","19,747,712.86","37,065,146.42","55,731,168.49","73,851,062.99","22,733,327.97","47,352,175.17","68,626,644.05","82,072,672.62","24,842,166.47","54,300,309.38","89,230,411.94","125,185,410.44","40,449,445.58","80,356,783.94","132,707,006.97","185,012,052.93","71,358,844.67","133,855,857.17","183,941,181.34","243,367,824.23","70,709,762.43","131,562,973.30"
取得借款收到的现金,"9,400,000.00","40,000,000.00","12,400,000.00",,,,,"6,074,533.74","3,800,000.00","3,800,000.00",,,"30,000,000.00","150,000,000.00","150,000,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00",,"10,000,000.00","51,000,000.00","125,000,000.00","10,000,000.00","312,000,000.00","577,000,000.00","587,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",,
