科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付的各项税费,"21,738,568.87","48,514,833.10","60,229,676.82","12,422,779.91","28,540,609.10","36,306,593.69","44,691,081.93","6,485,401.30","18,443,106.22","31,520,863.23","43,851,877.59","6,043,841.14","14,303,044.87","15,873,611.25","19,104,875.73","5,840,790.61","26,403,095.43","31,610,564.61","37,757,765.32","11,489,380.16","36,665,392.20","61,031,571.22","84,281,145.79","31,873,615.39","68,411,814.26","110,120,905.23","139,528,704.65","53,160,182.90","122,758,200.73","198,573,143.67","280,219,975.97","101,266,283.74","191,100,092.25"
收到其他与筹资活动有关的现金,"2,000,000.00",,"120,600.00",,,,,,"2,274,533.74","2,274,533.74",,,,,,,,,,,"24,368.56",,,,,,,,,,,,
支付其他与经营活动有关的现金,"17,563,028.77","40,862,088.33","46,006,432.62","7,861,029.31","16,007,555.28","25,255,601.35","46,583,198.10","10,478,081.90","18,798,954.00","31,119,134.03","43,931,087.38","9,687,410.19","19,658,660.06","30,707,411.35","49,891,138.15","29,542,036.40","41,460,513.16","53,222,903.04","74,624,995.92","7,621,048.09","35,967,452.32","86,177,892.74","155,217,291.86","35,170,174.54","85,226,342.52","128,021,338.02","160,079,762.52","45,299,540.95","89,864,537.28","270,619,782.10","558,631,076.29","314,384,740.67","625,747,242.21"
筹资活动现金流入小计,"35,440,000.00","40,000,000.00","14,650,600.00","1,301,184,887.56","1,301,184,887.56","1,301,184,887.56","1,313,660,946.89","6,074,533.74","6,074,533.74","6,074,533.74",,,"30,000,000.00","150,300,000.00","150,300,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00",,"10,024,368.56","51,000,000.00","125,000,000.00","10,000,000.00","312,000,000.00","1,251,409,744.96","1,261,409,744.96",,"20,000,000.00","20,000,000.00","20,300,000.00",,
经营活动现金流出小计,"180,138,785.02","321,198,186.97","415,618,167.34","80,486,084.97","191,255,945.35","275,448,239.82","264,320,489.16","84,256,873.70","145,524,276.35","210,385,985.37","227,351,836.58","53,892,928.37","167,606,090.89","276,618,428.45","291,328,443.39","101,820,009.18","188,288,092.38","262,728,272.81","336,574,739.35","82,530,288.11","237,373,696.94","426,997,588.85","534,223,463.58","154,853,164.08","356,398,379.48","632,567,548.80","838,386,350.68","307,234,320.25","648,619,528.14","1,030,196,086.25","1,559,397,780.64","613,176,279.97","1,271,485,206.39"
偿还债务支付的现金,"9,400,000.00","10,200,000.00","33,400,000.00","1,000,000.00","18,200,000.00","18,200,000.00","23,200,000.00","6,682,428.83","3,800,000.00","3,800,000.00","3,800,000.00",,"10,000,000.00","30,000,000.00","150,000,000.00",,,"30,000,000.00","30,000,000.00",,"30,000,000.00","98,800,000.00","192,300,000.00","30,400,000.00","56,400,000.00","405,400,000.00","668,400,000.00","24,000,000.00","35,000,000.00","74,000,000.00","74,000,000.00",,
经营活动产生的现金流量净额,"49,226,873.33","62,747,733.19","105,743,380.95","30,314,603.14","21,369,497.78","31,888,303.79","64,851,076.23","9,632,759.41","44,833,750.91","51,243,257.89","62,766,741.61","14,321,963.93","61,645,370.92","66,370,684.01","89,610,166.53","-39,851,396.81","-65,063,097.60","-44,511,530.31","-31,268,073.24","11,640,628.58","47,049,434.91","86,913,771.39","161,026,698.03","49,828,769.37","139,593,343.85","242,329,559.34","374,162,616.16","122,644,592.02","225,462,164.14","393,851,636.07","453,370,240.43","110,848,887.34","161,648,851.11"
分配股利、利润或偿还利息支付的现金,"837,237.90","22,677,392.16","6,668,307.67","273,264.76","408,985.88","408,985.88","499,885.10","71,007.64","40,164,268.25","40,237,528.86","40,298,048.50",,"40,240,000.00","40,415,000.00","40,943,333.33",,"34,908,000.00","35,099,333.33","35,099,333.33",,"28,190,646.89","30,793,294.94","32,928,581.56","1,587,015.95","32,724,876.68","38,996,324.35","40,945,787.76","490,371.80","80,329,672.35","80,619,013.23","80,602,941.84",,"118,971,238.20"
收回投资收到的现金,,,,,,,,,,,,,,,"120,000,000.00",,,,,,"261,480,000.00","878,183,000.00","1,262,335,000.00","539,304,000.00","962,044,000.00","1,300,822,000.00","1,391,802,000.00","217,000,000.00","583,000,000.00","1,023,000,000.00","1,478,000,000.00","406,000,000.00","1,090,000,000.00"
支付其他与筹资活动有关的现金,"21,400,000.00","20,330,900.00",,,,,"12,476,059.33","26,953,449.85","31,168,699.68","35,215,520.68","26,953,449.85",,,"46,821.00","259,060.57","4,184,440.00","4,371,724.00","4,371,724.00","187,284.00",,,"106,508.00",,,,,"5,453,900.00",,,,"538,946.14",,
取得投资收益收到的现金,,,,,,,,,,,,,,"75,000.00","75,000.00",,,"3,789,589.08","3,789,589.08",,"2,034,399.84","5,287,903.92","8,549,175.23","3,242,601.86","5,667,232.57","7,077,868.75","7,461,947.57","1,562,491.90","4,034,442.52","7,031,401.61","10,572,690.71","3,031,594.95","10,240,823.99"
筹资活动现金流出小计,"31,637,237.90","53,208,292.16","40,068,307.67","1,273,264.76","18,608,985.88","18,608,985.88","36,175,944.43","33,706,886.32","75,132,967.93","79,253,049.54","71,051,498.35",,"50,240,000.00","70,461,821.00","191,202,393.90","4,184,440.00","39,279,724.00","69,471,057.33","65,286,617.33",,"58,190,646.89","129,699,802.94","225,228,581.56","31,987,015.95","89,124,876.68","444,396,324.35","714,799,687.76","24,490,371.80","115,329,672.35","154,619,013.23","155,141,887.98",,"118,971,238.20"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"60,000.00",,,"12,230.77","307,821.15","237,289.00","1,575,691.71","1,575,691.71","485,943.11","30,000.00","30,200.00","10,041.87","360,484.21",683.76,"198,957.73","441,415.40","63,597.00",,"1,498,160.00","1,499,060.00","1,784,350.00","116,000.00","1,577,475.00","1,623,551.00","1,618,909.00","97,891.45","339,135.00","9,344,151.61","10,419,015.00","109,968.40","648,297.40"
筹资活动产生的现金流量净额,"3,802,762.10","-13,208,292.16","-25,417,707.67","1,299,911,622.80","1,282,575,901.68","1,282,575,901.68","1,277,485,002.46","-27,632,352.58","-69,058,434.19","-73,178,515.80","-71,051,498.35",,"-20,240,000.00","79,838,179.00","-40,902,393.90","-4,184,440.00","-9,279,724.00","-39,471,057.33","-35,286,617.33",,"-48,166,278.33","-78,699,802.94","-100,228,581.56","-21,987,015.95","222,875,123.32","807,013,420.61","546,610,057.20","-24,490,371.80","-95,329,672.35","-134,619,013.23","-134,841,887.98",,"-118,971,238.20"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,"4,712.83","6,876.95",-996.61,"-7,508.61","1,048.94",-544.65,"95,047.19","104,230.01","1,063.02","-8,847.08","48,962.66","364,913.92","-160,911.40","-226,882.63","-449,222.68","-781,145.64","-415,551.45","-302,673.46"
收到其他与投资活动有关的现金,"1,311,050.65","22,930,780.00",,,,,,"922,800.00",,,"5,260,500.00",,,,"9,476,558.33",,"500,000.00","101,000,000.00","102,050,000.00",,"24,620,186.97","24,620,186.97","631,100.00",,,"200,000.00","3,155,000.00",,,"148,000.00","3,600,000.00","16,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,311,050.65","22,930,780.00","60,000.00",,,"12,230.77","307,821.15","1,160,089.00","1,575,691.71","1,575,691.71","5,746,443.11","30,000.00","30,200.00","85,041.87","129,912,042.54",683.76,"698,957.73","105,231,004.48","105,903,186.08",,"289,632,746.81","909,590,150.89","1,273,299,625.23","542,662,601.86","969,288,707.57","1,309,723,419.75","1,404,037,856.57","218,660,383.35","587,373,577.52","1,039,523,553.22","1,502,591,705.71","425,141,563.35","1,100,889,121.39"
五、现金及现金等价物净增加额,"10,712,497.01","15,492,307.08","7,420,414.68","1,318,806,658.10","1,239,102,938.14","1,195,648,903.92","1,135,967,378.70","-65,098,787.96","-93,654,562.54","-133,853,005.58","-157,779,272.02","-34,503,568.02","-56,391,362.94","-106,625,288.25","-213,578,425.80","-89,041,494.97","-123,833,008.59","-39,071,967.98","-42,860,130.66","-303,174,215.81","-488,233,441.10","-541,982,139.80","-520,421,616.08","217,620,135.23","33,537,782.84","312,841,010.42","30,271,724.45","-17,982,556.13","-61,443,960.92","-75,332,134.44","81,326,601.59","-130,743,861.22","-4,631,990.97"
购建固定资产、无形资产和其他长期资产支付的现金,"34,478,189.07","31,038,321.94","68,735,258.60","11,419,567.84","45,042,461.32","63,865,032.32","100,923,984.32","25,459,283.79","48,205,570.97","90,693,439.38","132,440,958.39","48,855,531.95","97,826,933.86","132,919,193.13","171,968,447.97","18,111,054.75","23,296,021.67","33,419,388.21","55,301,117.56","14,815,893.33","29,714,195.94","67,636,702.43","92,159,975.67","14,685,283.07","59,011,117.09","87,193,292.61","153,914,736.75","12,636,248.30","34,333,536.41","54,249,476.63","84,622,699.74","42,318,760.46","62,006,440.63"
期初现金及现金等价物余额,"6,070,883.54","16,783,380.55","32,275,687.63","39,696,102.31","39,696,102.31","40,028,669.86","39,696,102.31","1,175,663,481.01","1,175,663,481.01","1,175,663,481.01","1,175,663,481.01","1,017,884,208.99","1,017,884,208.99","1,017,884,208.99","1,017,884,208.99","804,305,783.19","804,305,783.19","804,305,783.19","804,305,783.19","761,445,652.53","761,445,652.53","761,445,652.53","761,445,652.53","241,024,036.45","241,024,036.45","241,024,036.45","241,024,036.45","271,280,094.32","271,295,760.90","271,295,760.90","271,295,760.90","352,622,362.49","352,622,362.49"
投资支付的现金,,,"4,230,000.00",,"19,800,000.00","23,512,500.00","23,512,500.00","22,800,000.00","22,800,000.00","22,800,000.00","22,800,000.00",,,"120,000,000.00","120,000,000.00","26,900,000.00","26,900,000.00","26,900,000.00","26,900,000.00","300,000,000.00","599,625,000.00","1,244,589,000.00","1,638,759,000.00","338,200,000.00","723,759,611.19","1,443,062,396.45","1,613,672,785.26","322,000,000.00","744,389,611.19","1,319,389,611.19","1,654,389,611.19","624,000,000.00","1,085,889,611.18"
期末现金及现金等价物余额,"16,783,380.55","32,275,687.63","39,696,102.31","1,358,502,760.41","1,278,799,040.45","1,235,677,573.78","1,175,663,481.01","1,110,564,693.05","1,082,008,918.47","1,041,810,475.43","1,017,884,208.99","983,380,640.97","961,492,846.05","911,258,920.74","804,305,783.19","715,264,288.22","680,472,774.60","765,233,815.21","761,445,652.53","458,271,436.72","273,212,211.43","219,463,512.73","241,024,036.45","458,644,171.68","274,561,819.29","553,865,046.87","271,295,760.90","253,297,538.19","209,851,799.98","195,963,626.46","352,622,362.49","221,878,501.27","347,990,371.52"
