科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"112,088,046.22","98,446,421.81","229,019,350.25","843,865,190.21","755,056,514.53","713,612,120.74","749,941,239.56","647,215,279.31","405,501,376.42","408,469,709.77","420,318,510.87","439,739,701.00","491,458,170.23","352,643,896.18","285,910,533.25","1,202,037,532.10","572,541,803.49","707,547,871.72","449,808,284.50","1,235,177,943.27","466,516,011.05","419,398,983.77","550,536,123.63","520,839,537.26","433,400,033.20","382,377,587.49","602,465,847.09","468,777,462.99","396,133,193.51"
短期借款,"88,784,600.00","110,309,210.60","169,919,015.27","173,155,451.39","83,141,620.00","74,244,510.00","28,082,603.85","18,856,500.00","46,340,250.00","42,672,200.00","41,581,400.00","71,526,200.00","101,916,800.00","114,734,135.26","175,391,284.24","171,869,389.23","254,002,724.94","231,086,329.50","265,511,087.59","256,869,684.69","259,778,354.59","243,279,728.68","311,955,624.11","395,186,356.56","239,866,637.99","235,415,066.86","244,806,922.38","281,500,000.00","229,557,685.89"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"36,229,993.00","41,304,530.00","50,025,654.01","43,892,629.81","35,345,000.57","54,889,727.10","71,135,862.30","55,474,961.69","42,241,024.99","41,891,247.19","64,231,720.06","43,676,105.44","67,399,910.56","34,807,004.42","40,816,169.12","91,111,268.43","56,244,038.48","97,718,229.87","97,954,361.00","66,980,122.22","117,866,724.49","117,298,530.14","180,867,281.37","133,260,814.88","214,793,891.10","202,716,977.65","159,288,018.55","179,273,648.65","152,920,634.34"
应付票据,,,"14,280,000.00","14,280,000.00",,,,,"33,387,100.00","23,000,000.00","39,932,500.00","37,388,800.00","55,168,000.00","74,512,740.00","43,287,240.00","45,886,280.00","24,477,500.00","176,810,988.87","73,515,284.50","91,743,590.25","74,549,835.50","106,982,918.50","86,162,322.40","100,994,924.00","30,283,925.00","105,661,979.56","34,868,284.00","51,857,231.20","38,594,941.80"
应收账款,"108,251,486.91","152,497,137.33","150,771,649.80","165,801,847.53","152,729,211.24","160,468,749.51","148,576,710.32","180,001,951.99","235,863,803.12","204,923,698.82","312,803,062.04","187,737,786.14","212,645,025.38","210,621,050.32","296,381,606.50","198,784,229.27","213,141,256.38","226,935,053.31","396,812,384.18","230,470,039.41","252,539,867.86","263,303,903.15","404,963,207.34","355,687,068.69","331,510,013.56","330,111,500.52","713,954,055.15","506,070,619.62","679,044,279.06"
应付账款,"38,530,035.12","48,708,609.87","73,390,098.33","54,342,447.36","87,776,018.56","77,367,755.11","96,682,197.62","62,055,925.53","115,944,878.42","105,277,916.79","134,386,312.43","132,451,551.01","112,398,323.69","114,622,079.44","139,626,783.04","105,873,375.44","92,084,183.95","159,476,986.21","163,257,368.59","235,784,534.59","190,928,306.42","202,768,434.65","171,599,764.37","292,699,343.00","236,591,451.00","192,190,837.23","298,359,538.50","258,373,177.98","321,274,587.34"
预付款项,"14,395,491.96","74,139,144.81","53,156,114.09","48,400,544.76","32,895,750.02","38,089,326.76","37,142,739.10","38,549,019.73","98,255,842.42","82,184,504.12","53,384,040.83","64,372,694.61","102,023,800.09","193,847,036.39","87,504,552.55","116,498,516.54","142,432,170.47","154,219,872.93","147,455,141.23","240,760,467.18","260,088,174.50","275,616,891.50","143,564,795.79","282,645,308.81","227,511,192.28","221,704,726.63","208,501,708.73","241,279,948.35","266,290,934.54"
预收款项,"1,093,026.40","1,160,602.80","2,297,207.30","2,002,551.00","2,102,022.51","2,755,389.44","4,157,937.45","12,612,590.38","6,373,251.76","8,998,743.27","6,588,437.76","5,391,026.75","7,912,370.92","6,183,726.27","6,356,268.56","6,813,788.13","6,903,899.14","10,901,801.97","18,734,938.46","18,117,843.27","21,311,725.08","34,780,943.13","9,746,872.86","46,538,104.63","37,622,380.01","15,911,888.00","12,936,756.95","31,220,173.22","35,270,500.65"
