科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"108,099,294.99","156,224,654.98","199,591,240.74","170,042,699.22","212,147,732.51","285,032,470.43","132,050,570.35","203,857,106.37","260,687,077.71","335,939,914.69","151,803,897.70","231,781,217.24","309,388,972.63","359,182,776.42","164,524,698.43","286,280,826.40","395,362,413.15","527,034,290.03","216,181,121.05","376,259,443.48","507,827,340.33","667,825,774.57","289,456,362.08","458,712,216.95","612,409,979.24","1,097,936,893.17","665,284,205.99","1,112,727,546.97","1,593,664,246.04","2,091,693,330.86","747,387,411.53","1,266,144,954.83"
取得借款收到的现金,"20,000,000.00","223,000,000.00","306,250,000.00","224,900,000.00","314,329,764.68","420,650,000.00","83,095,800.00","360,970,339.50","308,970,339.50","675,845,800.00","13,000,000.00","174,470,339.50","176,970,339.50","377,595,800.00","103,000,000.00","178,774,539.50","226,374,539.50","240,000,000.00","3,000,000.00","217,000,000.00","463,000,000.00","589,000,000.00","360,000,000.00","1,057,991,819.50","1,687,547,379.50","2,530,967,200.00","329,145,040.86","1,421,079,639.13","2,095,210,800.53","2,578,801,699.76","312,504,272.00","898,613,148.60"
支付的各项税费,"19,941,392.46","50,226,134.12","73,789,639.77","38,892,002.73","66,867,747.39","86,224,370.17","25,358,841.11","54,535,229.25","75,152,705.13","80,090,542.73","21,441,252.64","35,136,503.36","51,229,487.53","65,190,511.26","35,007,306.35","56,734,484.11","95,114,430.14","133,703,762.90","83,002,811.62","112,826,061.53","188,003,999.20","229,995,769.37","74,490,684.90","111,868,647.12","139,069,901.60","217,398,069.05","71,851,826.77","137,730,768.58","175,756,810.57","274,842,606.46","108,264,518.01","193,003,005.09"
收到其他与筹资活动有关的现金,,,,,,"4,488,000.00",,,,"3,200,000.00","3,200,000.00",,,,,,,,,,,"8,000,000.00",,,,,"65,508,109.77","56,491,969.44","112,248,867.32",,"78,291,161.57",
支付其他与经营活动有关的现金,"85,183,578.60","143,268,723.62","235,649,008.84","122,673,634.56","252,988,701.44","266,236,560.54","120,293,854.05","173,624,781.78","208,855,286.27","278,866,552.81","86,238,535.52","189,672,432.58","286,844,887.56","323,876,293.93","107,507,783.86","203,882,076.64","365,255,206.19","391,906,500.13","151,200,094.83","271,641,374.16","428,471,777.45","504,955,148.29","220,572,743.56","502,394,085.44","692,790,047.97","638,924,714.14","408,316,428.13","579,674,551.67","886,291,810.31","911,392,164.02","409,914,007.84","700,162,869.05"
筹资活动现金流入小计,"20,000,000.00","223,500,000.00","306,250,000.00","224,900,000.00","314,329,764.68","1,175,338,000.00","83,095,800.00","360,970,339.50","313,870,339.50","700,395,800.00","16,200,000.00","180,029,139.50","182,529,139.50","425,302,200.00","103,000,000.00","182,824,539.50","241,310,741.75","370,622,140.00","5,794,044.12","612,931,292.99","862,173,372.35","1,083,524,737.60","362,706,920.00","1,060,698,739.50","1,699,507,475.50","2,554,585,722.68","398,458,761.03","1,834,570,278.58","2,579,758,337.86","2,943,415,369.77","390,795,433.57","898,613,148.60"
经营活动现金流出小计,"331,630,447.74","664,311,287.31","851,687,108.23","527,670,941.81","771,705,013.70","952,901,964.18","343,798,303.97","543,289,070.46","693,533,067.46","910,314,971.05","378,247,812.43","685,301,899.22","956,401,721.80","1,380,397,117.09","456,046,061.86","826,585,874.94","1,206,052,463.47","1,596,195,509.85","678,723,455.69","1,127,127,286.45","1,598,218,767.13","1,982,105,104.35","916,892,364.88","1,556,220,158.85","2,103,001,372.97","3,373,394,859.14","1,738,342,561.72","2,836,206,410.14","4,169,512,968.38","5,415,129,272.12","1,900,382,896.67","3,541,555,838.59"
偿还债务支付的现金,"13,000,000.00","89,000,000.00","199,500,000.00","74,500,000.00","107,750,000.00","150,250,000.00","126,900,000.00","341,888,054.22","362,024,539.50","626,650,000.00","34,000,000.00","300,535,672.85","300,584,672.87","587,596,309.80","58,201,347.78","327,075,887.28","330,075,887.28","370,701,347.78","103,000,000.00","177,000,000.00","317,000,000.00","505,000,000.00","44,900,000.00","57,388,878.88","324,543,323.83","1,303,454,419.88","269,835,447.41","897,550,921.37","1,774,969,030.78","2,144,264,218.28","310,000,211.19","474,340,897.03"
经营活动产生的现金流量净额,"63,933,976.18","34,430,163.24","34,807,338.20","-120,895,667.80","-226,384,461.83","-5,117,986.43","-159,333,626.88","-237,685,695.01","-212,122,497.52","90,095,888.64","-30,916,286.83","-58,493,067.08","2,842,752.83","284,871,982.84","32,648,537.26","-119,383,076.49","-71,114,174.43","253,293,982.02","-141,628,891.66","-381,072,334.39","-449,096,319.43","11,800,935.71","-240,648,004.68","-595,211,949.82","-590,471,520.52","76,961,532.70","-288,194,176.96","-469,359,565.31","-412,160,997.79","321,383,716.64","-534,659,763.47","-653,736,837.96"
分配股利、利润或偿还利息支付的现金,"61,991,517.78","150,395,085.28","75,148,795.02","12,937,911.14","13,282,761.92","29,303,193.42","4,048,378.69","65,398,559.26","79,794,607.70","83,349,566.01","8,783,187.18","64,548,191.80","74,650,085.25","80,674,839.98","6,130,390.09","59,694,121.35","64,940,399.72","70,343,393.91","3,404,420.83","117,031,999.11","120,609,286.52","135,153,002.77","13,261,180.06","93,380,640.93","128,912,425.14","169,084,453.21","23,464,204.77","137,104,599.47","167,190,218.51","196,278,903.00","31,735,808.51","150,424,099.36"
收回投资收到的现金,"37,267,687.59","709,584.00","16,557.00",,,"4,270,000.00",,,,"4,564,816.00","650,000.00","3,400,700.00","4,602,000.00","145,560,000.00",,,"2,743,000.00","1,042,944.70","120,000,000.00","120,000,000.00","121,000,000.00","122,045,400.00",,"2,118,074.46","2,118,074.46","21,928,074.46","77,881,925.54","83,915,993.92","123,936,014.21","150,037,128.64","688,609.06","4,598,337.05"
支付其他与筹资活动有关的现金,,,"14,352,185.56","4,750,000.00","5,424,923.71","9,664,050.00","4,575,350.00","8,923,250.00","8,923,250.00","10,041,583.33",,,,,,,,"5,700,000.00",,"811,392.38","1,621,338.52","3,589,835.31","1,513,401.00","2,956,123.47","4,873,988.76","16,612,252.02","797,228.25","1,843,158.05","2,745,759.51","54,234,395.80","2,079,106.25","52,456,082.25"
取得投资收益收到的现金,,,,,,,,,,,,,,,,"5,330,173.02","5,330,173.02","4,285,180.42","1,300,000.00","1,300,000.00","2,345,400.00","1,300,000.00",,"2,230,000.00","14,830,000.00",,"-11,164.64","320,000.00","7,670,000.00","8,826,194.34","911,846.68","1,170,613.88"
筹资活动现金流出小计,"74,991,517.78","239,395,085.28","289,000,980.58","92,187,911.14","126,457,685.63","189,217,243.42","135,523,728.69","416,209,863.48","450,742,397.20","720,041,149.34","42,783,187.18","365,083,864.65","375,234,758.12","668,271,149.78","64,331,737.87","386,770,008.63","395,016,287.00","446,744,741.69","106,404,420.83","294,843,391.49","439,230,625.04","643,742,838.08","59,674,581.06","153,725,643.28","458,329,737.73","1,489,151,125.11","294,096,880.43","1,036,498,678.89","1,944,905,008.80","2,394,777,517.08","343,815,125.95","677,221,078.64"
处置固定资产、无形资产和其他长期资产收回的现金净额,"144,312.71","613,602.35","3,465,815.89",,,"3,211,889.29","169,007.85","144,407.83","170,329.29","3,792,335.75","90,380.00","156,380.00","200,039.23","318,709.24",250.00,"50,051.54","93,031.54","632,948.33","977,728.25","909,015.53","1,318,653.53","1,266,860.64","173,500.00","296,800.42","49,612,144.61","18,417,238.55","58,567.56","3,480,828.26","5,088,068.21","15,613,677.03","886,508.37","1,363,948.60"
筹资活动产生的现金流量净额,"-54,991,517.78","-15,895,085.28","17,249,019.42","132,712,088.86","187,872,079.05","986,120,756.58","-52,427,928.69","-55,239,523.98","-136,872,057.70","-19,645,349.34","-26,583,187.18","-185,054,725.15","-192,705,618.62","-242,968,949.78","38,668,262.13","-203,945,469.13","-153,705,545.25","-76,122,601.69","-100,610,376.71","318,087,901.50","422,942,747.31","439,781,899.52","303,032,338.94","906,973,096.22","1,241,177,737.77","1,065,434,597.57","104,361,880.60","798,071,599.69","634,853,329.06","548,637,852.69","46,980,307.62","221,392,069.96"
处置子公司及其他营业单位收到的现金净额,"4,733,287.92","1,240,382.25",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,843,821.77",,,"1,110,738.11"
四、汇率变动对现金的影响,,-969.24,"-13,711.59","-22,422.29","69,251.80","71,413.14","23,524.07","43,425.84","-39,029.86","600,437.18",-117.92,"134,138.16","154,196.34","224,410.34","-7,047.05","-21,659.23","-1,768,546.80","716,168.77","1,379.86","-1,395.18","-18,338.10","1,607,483.69","-87,397.31","5,074,853.04","-145,384.79","1,356,291.42","-210,294.03","-102,897.34","-3,598,343.72","-2,497,809.66","-2,256,310.20","-1,181,230.98"
收到其他与投资活动有关的现金,"43,254.63",,"302,601.03","3,004,121.67","3,004,121.67",,,"4,127,604.07","17,853,055.24",,,,,,,,"20,969,178.72",,"15,025,015.80","15,025,015.80","15,025,015.80","5,500,000.00",,,"6,500,000.00",,,"4,000,000.00","6,000,000.00","6,165,440.93","24,250.26",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"42,188,542.85","2,563,568.60","3,784,973.92","3,004,121.67","3,004,121.67","7,481,889.29","169,007.85","4,272,011.90","18,023,384.53","8,357,151.75","740,380.00","3,557,080.00","4,802,039.23","145,878,709.24",250.00,"5,380,224.56","29,135,383.28","5,961,073.45","137,302,744.05","137,234,031.33","139,689,069.33","130,112,260.64","173,500.00","4,644,874.88","73,060,219.07","40,345,313.01","77,929,328.46","91,716,822.18","144,537,904.19","180,642,440.94","2,511,214.37","8,243,637.64"
五、现金及现金等价物净增加额,"11,808,605.73","-22,809,055.70","9,349,520.70","2,597,780.53","-69,787,002.39","952,223,224.62","-219,475,848.21","-335,877,278.65","-429,495,015.67","-114,299,699.69","-107,322,463.15","-339,734,953.80","-311,865,072.79","-93,250,121.47","-55,506,349.89","-476,614,527.91","-403,832,488.86","-74,145,223.26","-228,920,567.96","-77,961,651.13","-117,133,623.61","277,125,398.33","-15,146,683.20","202,971,976.60","-581,541,151.77","-70,347,593.57","-268,787,278.33","-221,746,307.07","-376,460,637.29","252,764,534.63","-567,568,758.80","-592,625,721.13"
购建固定资产、无形资产和其他长期资产支付的现金,"37,151,790.52","24,347,880.04","32,068,099.25","12,200,339.91","30,697,993.08","32,682,847.96","7,906,824.56","22,267,497.40","41,378,101.08","79,432,571.41","18,364,182.13","45,189,577.02","60,541,518.69","88,852,125.36","20,927,905.38","50,417,412.21","88,581,181.89","125,725,925.50","43,929,042.53","61,811,662.47","90,322,371.46","127,074,497.48","49,029,732.05","67,436,932.21","92,331,824.10","165,061,228.07","75,059,234.51","121,549,061.11","157,632,055.08","227,801,466.15","60,763,917.18","99,198,092.63"
期初现金及现金等价物余额,"175,198,505.62","187,007,111.35","164,198,055.65","173,547,576.35","173,547,576.35","173,547,576.35","1,142,205,490.17","1,125,770,800.97","1,126,336,067.36","1,125,770,800.97","1,012,756,453.18","1,011,471,101.28","1,011,471,101.28","1,011,471,101.28","918,220,979.81","918,220,979.81","918,220,979.81","918,220,979.81","844,075,756.55","844,075,756.55","844,075,756.55","844,075,756.55","1,121,201,154.88","1,121,201,154.88","1,121,201,154.88","1,121,201,154.88","1,050,853,561.31","1,050,853,561.31","1,050,853,561.31","1,050,853,561.31","1,303,618,095.94","1,303,618,095.94"
投资支付的现金,"2,170,605.00","636,810.44","14,300,000.00",,"3,650,000.00","3,650,000.00",,,,"88,331,583.90","16,186,169.09","36,900,008.13","48,628,129.30","172,490,596.18","99,963,114.85",,"6,417,508.34","47,902,566.60","55,177,045.80","55,509,062.94","80,475,735.34","145,385,000.00","27,895,964.17","39,043,324.69","83,879,572.25","82,118,914.17","72,933,209.90","468,294,073.45","495,216,635.35","524,682,156.71","6,899,883.71","18,935,478.52"
期末现金及现金等价物余额,"187,007,111.35","164,198,055.65","173,547,576.35","176,145,356.88","103,760,573.96","1,125,770,800.97","922,729,641.96","789,893,522.32","696,841,051.69","1,011,471,101.28","905,433,990.03","671,736,147.48","699,606,028.49","918,220,979.81","862,714,629.92","441,606,451.90","514,388,490.95","844,075,756.55","615,155,188.59","766,114,105.42","726,942,132.94","1,121,201,154.88","1,106,054,471.68","1,324,173,131.48","539,660,003.11","1,050,853,561.31","782,066,282.98","829,107,254.24","674,392,924.02","1,303,618,095.94","736,049,337.14","710,992,374.81"
