科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"71,044,205.37","47,155,506.28","167,640,670.05","110,777,437.71","115,425,786.29","169,949,099.07","142,402,756.43","142,851,607.94","219,070,249.50","149,287,345.32","135,731,719.72","165,604,173.20","184,631,772.20","167,328,734.74","118,705,339.19","101,980,950.84","140,824,292.99","106,080,127.91","123,895,319.40","157,329,994.09","248,114,658.26","442,972,190.26","381,510,291.65","449,579,217.64","475,331,666.63","525,887,872.46","513,898,128.97","523,555,711.51","628,932,109.21","628,155,290.61","662,115,185.67","722,670,677.04","860,366,894.91","775,620,463.25","622,080,362.70","612,646,007.54","721,880,737.95","794,192,913.10","748,610,844.02","714,330,277.67","615,021,958.33","549,289,594.89","813,931,369.03"
短期借款,"81,000,000.00","63,300,000.00","53,000,000.00","31,000,000.00","19,300,000.00","75,000,000.00","44,000,000.00","44,000,000.00","59,000,000.00","44,000,000.00","65,000,000.00","78,000,000.00","59,000,000.00","55,000,000.00","30,000,000.00","55,000,000.00","74,670,810.00","98,000,000.00","98,000,000.00","98,000,000.00","83,000,000.00","82,000,000.00","45,000,000.00","45,000,000.00",,,"33,000,000.00","25,000,000.00","20,000,000.00","17,000,000.00","17,000,000.00","17,000,000.00","17,000,000.00","14,900,000.00","14,900,000.00","14,900,000.00","14,900,000.00","14,500,000.00","14,500,000.00","14,500,000.00","14,500,000.00","14,500,000.00","14,500,000.00"
交易性金融资产,,,"1,739,440.00",,,,"34,000,000.00","34,000,000.00","11,320,060.96","10,013,232.88",,,,,,"10,000,000.00","3,891,200.00",,"4,765,950.00",,,,,,,,,,"2,403,100.00","3,790,500.00","3,231,650.00","3,390,000.00","4,049,100.00","4,241,250.00","5,123,250.00","6,802,950.00",,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,821,750.00",,"6,174,300.00","7,537,500.00","430,000.00","107,500.00","4,601,500.00"
应收票据,"7,253,892.04","79,263.60","917,000.00","3,234,125.00","300,000.00","1,000,000.00","200,000.00","550,000.00","2,110,000.00","1,788,986.00","1,083,505.80","4,834,672.02","12,744,989.70","10,909,500.48","4,580,000.00","19,579,224.52","30,583,062.54","20,900,633.86","15,105,363.00","8,680,019.21","21,807,468.55","13,016,200.00","18,585,230.00","29,661,195.52","44,407,539.01","34,046,226.15","32,928,274.96","30,325,678.79","29,873,680.83","20,400,613.39","17,043,399.14","12,990,473.60","25,773,939.41","16,580,374.64","12,255,271.74","11,310,143.62","23,845,540.42","14,919,757.08","24,613,874.93","21,815,427.34","42,361,431.77","19,302,625.53","15,573,879.73"
应付票据,"44,500,000.00","44,000,000.00","41,500,000.00","35,000,000.00","55,000,000.00","37,000,000.00","37,000,000.00","42,000,000.00","51,500,000.00","33,000,000.00","11,900,000.00","15,217,702.24","10,000,000.00","5,000,000.00",,"6,000,000.00","6,000,000.00",,"6,500,000.00","6,500,000.00","5,650,000.00","15,590,000.00","9,940,000.00",,,,,,,,,,,,,,,,,,,,
应收账款,"28,286,553.88","44,030,678.83","78,977,177.41","79,141,965.86","29,280,433.85","43,169,850.77","44,722,456.12","49,675,749.68","30,342,222.84","47,344,103.96","66,559,862.06","68,695,890.36","34,769,644.42","66,297,053.90","82,498,625.24","70,849,155.66","36,341,182.00","81,368,660.75","79,523,864.02","69,347,890.61","39,704,510.90","74,719,143.82","96,906,483.58","79,868,215.98","47,500,895.20","49,078,404.94","96,926,354.30","95,652,501.13","62,799,718.13","72,635,707.41","92,927,351.68","106,301,897.30","46,941,888.60","102,310,277.75","123,179,474.78","115,904,617.54","50,795,317.74","70,103,445.25","113,143,850.16","101,755,398.47","56,311,280.40","101,909,924.17","107,448,036.87"
应付账款,"39,490,408.97","38,014,064.86","49,839,557.82","55,138,170.24","27,086,527.24","26,644,044.58","39,473,458.02","40,321,061.17","38,581,065.65","56,766,523.70","33,206,016.48","46,428,820.33","54,060,827.99","33,972,526.21","43,025,331.30","22,019,619.30","44,528,961.35","69,320,505.47","54,192,993.21","71,507,205.11","58,537,947.40","50,874,850.82","47,270,633.16","63,412,571.81","46,263,055.51","48,067,387.05","63,652,944.35","55,817,331.98","46,474,802.36","39,574,584.15","46,767,102.90","42,093,902.96","55,641,616.00","60,261,406.09","61,598,006.74","44,562,505.82","76,802,217.96","66,493,128.19","62,822,108.29","75,902,330.62","103,653,151.11","53,151,766.80","65,808,206.86"
预付款项,"8,331,766.29","7,454,435.72","7,920,834.72","14,123,039.37","12,435,955.12","12,488,190.90","23,592,440.30","27,734,573.68","15,279,785.01","26,812,785.67","16,904,485.56","9,660,467.50","10,118,092.13","9,154,044.25","9,757,207.92","9,903,738.09","30,737,416.62","77,402,758.78","74,849,927.91","118,066,724.97","38,248,600.18","130,645,422.88","115,487,872.92","111,727,238.06","119,248,296.46","103,970,555.07","76,122,837.19","97,878,828.80","70,945,118.95","58,827,201.31","60,839,235.36","51,834,151.73","19,527,890.37","42,525,359.84","29,873,371.30","30,513,863.96","21,836,691.56","71,208,803.27","22,156,044.15","25,657,966.18","10,762,247.81","23,667,477.96","37,550,997.30"
预收款项,"1,429,276.03",,,,"1,528,303.28",,,,"2,742,513.41",,,,"2,400,706.04",,,,"4,527,174.84","7,159,555.23","15,675,871.72","15,705,603.18","7,231,755.05","12,904,812.55","7,405,490.09","12,311,741.68","7,810,138.10","16,596,535.47","14,571,734.78","12,285,015.40","6,623,119.11","9,825,968.76","7,927,680.62","8,089,935.33","2,590,630.38","8,654,264.20","4,098,613.63","5,496,513.98","5,975,850.98","10,007,099.42","7,884,691.63","10,538,186.15","7,381,854.68","33,644,606.34","14,459,086.35"
