科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"49,585,781.78","51,232,326.92","63,987,505.58","56,860,279.05","588,428,917.02","587,829,666.06","530,303,023.56","541,929,053.02","541,999,548.00","550,803,172.00","510,685,941.99","519,076,227.51","541,132,870.24","510,746,556.10","474,784,882.91","451,513,266.11","493,770,332.20","483,244,946.61","481,135,640.80","502,307,708.28","537,541,051.35","500,467,791.14","433,302,652.56","403,906,810.17","458,807,542.11","360,058,706.79","328,247,838.20","351,414,012.43","457,607,673.91","290,990,453.76","285,345,863.97","1,200,216,648.03","1,070,054,231.16","705,598,547.19","851,757,493.25","823,216,146.04","652,980,517.27","541,369,312.14","472,853,420.90"
短期借款,,"31,250,000.00","23,750,000.00","10,000,000.00","7,000,000.00","4,000,000.00",,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,,,"11,000,000.00","16,000,000.00","58,000,000.00","105,000,000.00","125,100,000.00","125,000,000.00","188,400,000.00","253,400,000.00","246,400,000.00","251,400,000.00","404,690,000.00","444,690,000.00","434,690,000.00","540,185,045.35","624,710,916.06"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,"95,500.00","83,800.00","122,262.81","115,828.83","65,046.84",,,,,"200,000.00","645,000.00","25,000.00","1,010,000.00","3,053,607.00","4,386,470.00","1,300,225.04","656,733.22","2,316,875.04","1,267,774.13","3,752,863.93","3,078,451.54","13,070,527.97","11,534,651.85","6,558,023.53","4,493,889.55","5,817,192.12","8,009,556.05","5,727,252.03"
应付票据,,,,,,,,,,,,,,"19,422.09","39,524.38","21,050.83",,,,,,,,,,,,"73,755.15","3,585,314.61","6,463,287.43","9,582,655.33","11,223,960.73","13,418,763.44","17,326,423.04","11,653,074.00","1,919,675.42","102,296.01","98,768.88","83,492.87"
应收账款,"5,754,394.63","8,762,387.19","9,111,491.66","10,399,142.09","12,264,129.69","13,098,893.11","14,353,679.08","17,695,515.67","18,801,976.20","21,837,470.75","30,085,437.93","28,770,145.01","25,502,756.64","27,637,719.66","38,904,869.76","44,597,662.74","45,649,247.90","50,262,942.36","53,340,195.46","65,009,609.46","67,622,126.46","67,681,548.92","88,631,657.86","100,229,142.63","191,525,144.63","206,838,155.08","244,984,486.36","253,964,934.15","269,486,855.24","266,552,290.67","319,490,516.06","364,893,001.01","321,645,848.01","337,758,068.32","390,574,592.39","448,467,200.99","428,180,059.72","471,776,355.31","563,463,417.51"
应付账款,"174,657.78","6,254,157.03","393,469.06","553,594.60","1,680,402.23","971,904.14","1,183,267.63","1,220,626.36","1,871,614.15","1,984,617.36","2,280,516.30","2,864,091.62","6,610,078.23","1,892,713.03","2,371,407.69","2,862,728.96","23,008,771.19","8,743,004.01","8,130,028.07","11,468,525.62","12,957,473.02","10,604,422.25","10,315,169.05","12,186,380.48","41,909,394.32","11,719,105.04","14,233,674.29","19,052,115.70","56,736,606.13","56,051,827.85","56,809,454.43","64,150,672.86","79,747,182.43","61,553,774.05","94,367,649.71","79,956,515.17","174,431,921.99","202,351,906.94","259,124,442.55"
预付款项,"10,163,584.83","13,219,617.75","7,635,811.84","17,573,450.47","6,413,022.43","10,702,811.18","29,168,024.39","12,487,045.97","12,534,513.48","16,712,000.25","25,936,034.74","27,774,665.53","7,974,152.27","28,503,756.65","45,894,807.61","56,482,269.53","8,401,705.74","10,252,877.65","9,980,395.96","13,662,665.75","11,450,109.18","13,313,335.16","16,839,696.69","21,012,959.42","14,100,571.23","17,089,854.70","16,323,556.76","20,843,519.46","18,254,981.14","32,276,012.42","24,790,251.42","42,363,032.34","26,148,150.81","30,714,720.09","36,589,367.05","49,863,437.68","36,343,038.53","57,158,453.02","60,639,410.73"
预收款项,"1,661,560.99","4,029,199.09","2,721,138.72","3,245,409.53","2,946,770.47","3,938,172.17","3,205,704.67","4,325,510.73","4,132,813.40","5,426,568.83","7,848,627.36","7,829,174.28","5,470,607.82","5,309,484.86","7,194,113.71","8,853,577.03","10,619,174.00","12,372,709.80","12,505,099.97","15,913,502.91","18,783,881.10","14,453,710.07","22,449,308.70","23,249,607.44","23,017,868.99","26,409,138.27","30,896,195.46","31,253,134.48","35,221,863.09","35,405,685.50","50,988,255.27","63,186,965.07","63,995,764.39","64,762,614.21","94,989,772.87","92,463,569.41","65,402,717.16","99,673,579.33","109,206,250.00"
