科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"177,968,124.06","312,672,100.03","415,929,539.54","303,213,359.30","424,273,115.65","615,433,827.39","108,437,682.85","225,989,676.73","305,416,276.07","433,808,337.84","90,338,906.97","153,640,687.93","269,844,546.48","385,920,067.44","128,359,223.38","211,123,512.80","274,482,694.59","352,841,076.33","51,868,751.03","112,976,920.58","196,734,108.86","307,508,778.26","106,682,949.97","310,150,922.63","565,293,658.71","796,455,487.04","161,589,997.57","382,578,342.30","668,273,790.27","960,349,936.38","130,269,218.74","352,524,065.91","709,743,541.76","1,021,062,331.13","157,980,795.85","444,289,512.00"
二、营业利润,"15,845,620.04","65,920,265.85","106,917,446.53","63,596,198.35","72,031,360.28","104,558,876.83","13,892,095.72","29,654,848.54","35,360,904.19","49,157,488.17","4,377,935.97","11,014,795.14","21,011,693.62","34,757,692.85","7,208,861.35","11,821,816.96","22,176,337.10","31,013,875.57","7,534,643.42","15,449,094.20","24,620,055.92","33,390,430.12","10,344,312.25","30,371,228.19","66,884,720.71","91,308,799.99","26,624,966.24","61,552,917.22","78,939,696.83","85,972,636.05","1,741,944.81","4,128,322.36","12,245,846.48","38,475,082.39","8,953,493.92","25,325,386.34"
减:营业成本,"152,837,196.33","227,647,852.02","274,015,059.34","217,489,643.06","318,110,488.02","461,513,345.96","86,712,596.66","184,470,722.02","254,080,327.35","366,776,836.03","80,734,203.60","136,304,708.59","237,708,337.90","329,202,944.83","113,699,539.79","186,571,266.49","241,335,828.71","308,017,760.36","45,649,892.71","94,220,304.12","161,842,223.89","254,430,633.94","81,535,579.28","238,160,707.02","420,659,959.98","587,054,745.06","105,869,521.55","266,563,388.90","504,743,612.44","749,133,442.43","107,842,828.23","289,576,884.34","593,893,059.11","863,174,688.43","131,535,993.15","361,420,346.02"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"6,408.00","14,100.00",,,,"948,042.34","551,951.93","1,078,752.88","1,078,752.88","1,458,601.71","690,874.01","690,874.01","690,874.01","1,901,242.39","1,454,280.16","1,792,023.84","1,792,079.72","2,171,668.59","381,532.57","381,532.57","381,532.57","381,532.57",,"714,039.33","2,472,878.06","2,747,264.47","917,311.32","1,542,383.25","3,295,723.23","10,737,837.94","2,053,782.87","5,409,089.70","8,035,957.79","11,230,933.95","2,268,676.29","4,632,613.26"
营业外收入,"2,750,000.00","3,194,113.66","4,382,600.00","2,507,398.79","4,343,943.56","10,843,943.56","448,300.00","7,119,303.02","10,778,476.42","13,445,176.42",,"612,700.00","1,352,700.00","1,352,700.00","2,067,600.00","6,036,719.70","11,030,873.18","12,180,873.18","4,560,000.00","12,810,000.00","16,938,286.20","22,602,582.30","4,365,486.81","8,925,082.56","13,479,469.37","22,311,375.48","334,252.53","605,589.99","911,216.02","2,329,191.59","1,323,146.85","6,338,824.07","6,727,024.26","2,776,831.29","1,491,381.08","349,004.27"
销售费用,"1,790,955.55","5,662,279.43","10,081,640.55","5,231,632.17","9,144,212.34","12,886,331.00","2,822,363.68","6,615,225.53","12,097,251.00","19,176,919.87","1,940,494.76","3,746,985.08","7,594,114.56","18,316,609.57","4,041,128.79","6,603,580.57","9,514,174.41","15,877,536.74","1,437,762.60","4,095,637.68","12,318,175.81","18,491,022.41","11,494,313.87","24,491,929.28","52,860,173.08","74,813,893.90","20,148,893.81","34,675,199.46","48,740,412.36","73,886,534.29","7,267,049.04","27,807,255.41","56,787,459.37","87,838,707.43","7,419,060.85","36,972,390.93"
减:营业外支出,"62,718.06","57,076.12","493,507.77","53,530.87","176,927.73","173,876.49",,,"40,000.00","40,000.00",,,"5,000.00","5,000.00",,,"5,000.00","219,805.90",,"20,740.86","27,273.55","114,065.81","117,405.67","241,167.46","241,812.03","450,098.16",,"30,000.00","30,110.00","31,054.46",,"152,565.75","267,350.02","255,460.44",0.08,112.08
管理费用,"4,783,997.63","6,960,733.35","15,380,249.98","8,212,777.44","10,874,570.80","14,960,576.20","4,876,329.15","9,173,948.39","14,157,169.53","19,498,645.52","5,110,175.01","10,681,360.14","16,142,354.89","22,281,378.92","5,529,780.27","11,820,569.18","17,211,420.72","25,076,646.51","6,459,549.33","13,617,903.33","21,286,635.18","29,784,680.11","7,976,024.81","18,874,898.58","27,361,572.26","46,732,464.20","13,333,973.36","25,198,045.07","37,664,067.20","47,695,217.49","10,578,010.97","21,299,522.57","33,660,825.07","42,812,125.72","13,003,587.04","30,708,266.85"
其中:非流动资产处置净损失,,,"453,002.40",130.87,,"90,276.49",,,,,,,,,,,,,,,,"86,637.42",,"2,184.00","2,184.00","2,184.00",,,,,,"48,565.75",,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"3,209,992.52","5,331,133.45","5,592,590.78","5,024,046.96","7,479,774.79","9,263,277.90","-543,125.35","-9,110,656.22","-14,044,973.51","-25,011,659.18","-7,557,464.81","-14,386,696.54","-22,682,183.85","-29,474,470.92","-5,642,591.31","-10,144,283.51","-20,038,364.64","-26,849,839.47","-2,439,100.72","-4,224,370.67","-5,868,672.02","-7,849,313.97","-762,471.39","-1,411,609.30","-1,807,153.57","-1,566,226.23","349,215.60","997,817.00","2,392,330.13","2,781,912.95","132,651.23","2,039,701.43","2,612,904.83","3,653,411.71","1,336,697.98","-2,142,402.42"
三、利润总额,"18,532,901.98","69,057,303.39","110,806,538.76","66,050,066.27","76,198,376.11","115,228,943.90","14,340,395.72","36,774,151.56","46,099,380.61","62,562,664.59","4,377,935.97","11,627,495.14","22,359,393.62","36,105,392.85","9,276,461.35","17,858,536.66","33,202,210.28","42,974,942.85","12,094,643.42","28,238,353.34","41,531,068.57","55,878,946.61","14,592,393.39","39,055,143.29","80,122,378.05","113,170,077.31","26,959,218.77","62,128,507.21","79,820,802.85","88,270,773.18","3,065,091.66","10,314,580.68","18,705,520.72","40,996,453.24","10,444,874.92","25,674,278.53"
资产减值损失,"-506,046.01","1,135,735.93","3,942,552.36","3,659,061.32","6,632,709.42","11,303,377.16","125,471.06","4,106,835.59","2,686,844.63","2,751,505.72","5,042,688.43","5,588,661.51","9,379,355.35","8,934,669.80","2,068,224.33","2,658,539.27","2,491,218.57","-1,624,791.16","-808,557.63","2,225,291.85","1,198,684.27","3,604,794.40","1,991,166.37","9,656,171.25","11,026,399.28","9,064,712.25","-3,291,558.90","734,661.74","5,535,737.48","5,878,525.40","2,439,886.42","7,584,786.11","10,604,824.48","15,534,033.22","-3,362,920.85","-921,980.82"
