科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"339,912,430.28","388,620,328.87","509,317,646.24","111,931,429.06","259,974,268.61","413,742,442.62","566,216,688.17","131,611,828.24","321,062,575.77","510,159,131.90","710,681,709.80","184,070,892.60","429,727,060.93","648,342,760.99","953,087,681.20","222,658,427.01","476,803,298.32","698,600,656.48","947,847,038.17","206,705,795.30","431,609,530.80","618,489,215.98","857,577,325.25","171,798,871.83","404,493,225.70","614,662,840.84","871,904,291.20","174,327,083.04","380,814,900.29","581,653,705.69","795,984,172.87","168,352,639.01","380,013,450.62"
二、营业利润,"39,020,168.47","52,633,285.59","67,738,401.18","12,077,117.14","29,126,312.07","43,378,205.36","55,982,373.75","6,016,771.64","26,826,635.82","55,595,344.12","93,460,152.74","30,995,963.86","73,996,641.40","89,246,542.40","86,167,955.90","19,690,969.18","42,190,110.88","41,744,614.37","3,857,850.98","6,462,792.84","12,866,278.01","3,368,757.80","-68,385,922.27","-13,806,472.08","-24,766,116.53","-44,310,529.84","-55,175,263.42","-16,443,399.92","-16,028,489.30","131,157.46","84,720,902.84","-15,208,892.40","-24,017,436.67"
减:营业成本,"263,416,299.90","283,757,891.10","361,395,679.33","80,477,367.23","189,207,636.84","305,918,049.49","420,522,326.62","108,854,629.84","244,553,223.29","368,431,331.67","501,648,430.02","129,734,896.72","299,122,756.23","455,039,733.23","686,274,725.77","159,352,275.77","343,224,156.98","509,670,000.55","707,407,135.91","156,016,586.68","326,825,208.90","469,600,898.82","674,867,402.73","142,365,681.30","339,382,635.38","516,673,539.29","727,743,407.04","140,581,196.01","302,172,790.44","465,298,262.11","635,010,390.33","139,221,092.35","313,189,494.14"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,987,851.38","1,912,259.22","1,662,169.57","230,029.59","901,701.33","1,000,247.09","1,422,619.76","9,782.41","186,195.18","4,413,749.21","5,147,933.40","1,115,287.92","2,730,569.87","4,156,376.94","6,525,337.76","1,327,813.22","3,057,086.60","4,600,248.37","5,773,254.03","899,234.72","1,974,559.74","2,696,178.88","4,868,738.86","670,487.36","1,857,361.09","2,529,331.19","10,039,140.45","2,653,644.96","6,142,920.55","14,178,464.42","13,508,151.07","3,126,155.54","6,359,575.29"
营业外收入,"529,856.50","369,306.34","116,124.53","1,676,000.00","1,817,500.00","3,364,500.00","6,464,700.00","8,143,529.38","9,016,529.75","16,705,433.10","16,228,666.38","1,249,037.70","6,734,257.80","7,229,757.80","10,567,668.66","443,694.21","1,730,058.87","3,707,515.64","5,028,398.82","621,862.40","1,874,466.72","2,570,773.63","6,488,996.60","629,291.89","1,289,914.71","2,071,392.92","8,353,887.07","544,444.31","62,631,863.04","42,492,884.54","2,537,584.97","429,111.59","942,135.30"
销售费用,"7,727,572.11","14,089,841.29","16,780,988.68","4,303,712.75","9,889,271.06","16,653,314.55","25,790,117.54","5,936,224.65","13,400,878.15","23,828,326.72","33,523,534.34","4,830,442.85","12,305,304.00","26,124,971.87","54,602,920.96","17,771,872.66","33,279,799.86","52,661,354.77","76,088,813.48","12,793,576.58","29,406,491.23","45,854,343.96","66,879,692.29","11,345,910.29","25,207,716.84","40,355,993.92","61,752,178.62","10,430,994.56","22,052,204.87","32,657,449.11","45,591,539.65","7,960,228.82","19,383,640.08"
减:营业外支出,"180,306.14","287,535.09","651,431.50","36,000.00","91,051.24","104,959.24","814,834.08","42,000.00","262,000.00","272,253.91","272,253.91","5,000.18","117,449.28","129,527.58","929,731.22","21,479.05","70,655.98","149,492.24","1,887,045.63","4,335.70","145,249.35","300,461.76","1,147,898.50","151,704.38","342,676.30","575,810.38","917,403.25","561,544.79","663,533.81","812,059.84","961,651.61","247,141.71","281,836.34"
管理费用,"22,818,890.26","30,223,115.50","57,167,258.09","13,787,574.92","30,374,278.80","45,206,644.47","59,289,951.47","11,573,740.76","30,087,858.07","52,811,681.83","71,932,479.66","15,527,127.82","34,484,180.68","63,387,785.41","102,169,153.06","24,792,985.79","51,253,427.61","83,815,896.88","128,469,950.98","22,108,646.20","45,431,440.44","72,632,646.50","114,011,757.22","23,732,920.41","53,355,777.03","83,197,005.01","113,055,664.09","26,604,038.35","53,580,825.85","79,529,066.48","106,183,477.12","19,305,657.41","40,088,888.37"
其中:非流动资产处置净损失,,"219,528.26",,,"50,045.47","50,045.47",,,,"5,753.91","5,753.91",,,,,"16,227.65","16,227.65","16,227.65","36,506.58",,"3,752.54","3,752.54","3,752.54","27,376.09","49,822.67","52,617.02","74,916.78",,"41,860.36","78,072.69",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"4,804,211.78","6,174,683.78","4,284,654.33","707,460.02","109,142.40","783,890.13","2,711,318.25","-1,084,592.67","4,854,247.27","2,314,228.57","600,970.35","3,062,157.58","6,136,990.62","7,353,727.18","7,834,573.92","4,099,710.80","9,947,886.48","14,957,365.25","20,568,977.93","3,734,452.25","5,330,401.81","8,950,531.21","13,520,141.50","3,095,895.41","6,847,214.27","8,865,284.93","10,909,590.01","1,144,630.20","1,919,205.93","-18,717,885.12","-18,305,299.78","-188,084.32","-658,649.14"
三、利润总额,"39,369,718.83","52,715,056.84","67,203,094.21","13,717,117.14","30,852,760.83","46,637,746.12","61,632,239.67","14,118,301.02","35,581,165.57","72,028,523.31","109,416,565.21","32,240,001.38","80,613,449.92","96,346,772.62","95,805,893.34","20,113,184.34","43,849,513.77","45,302,637.77","6,999,204.17","7,080,319.54","14,595,495.38","5,639,069.67","-63,044,824.17","-13,328,884.57","-23,818,878.12","-42,814,947.30","-47,738,779.60","-16,460,500.40","45,939,839.93","41,811,982.16","86,296,836.20","-15,026,922.52","-23,357,137.71"
