科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"27,569,139,000.00","38,980,595,000.00","56,147,221,000.00","13,295,073,000.00","25,380,617,000.00","37,734,602,000.00","51,408,814,000.00","14,091,750,000.00","27,191,852,000.00","38,546,989,000.00","54,132,013,000.00","12,745,447,000.00","27,287,599,000.00","41,046,069,000.00","54,840,618,000.00","13,257,461,000.00","27,256,985,000.00","40,433,378,000.00","55,080,498,000.00","21,132,216,000.00","37,881,353,000.00","52,458,430,000.00","80,908,941,000.00","23,067,988,000.00","43,551,571,000.00","66,846,239,000.00","87,581,417,000.00","22,739,130,000.00","42,639,466,000.00","66,867,542,000.00","94,340,585,000.00","25,867,790,000.00"
取得子公司及其他营业单位支付的现金净额,"121,278,000.00","57,000,000.00","36,039,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,606,000.00"
收到的税费返还,"475,714,000.00","378,297,000.00","526,618,000.00","280,880,000.00","452,447,000.00","655,917,000.00","751,487,000.00","160,495,000.00","297,849,000.00","479,786,000.00","602,800,000.00","212,392,000.00","325,665,000.00","481,443,000.00","784,363,000.00","318,700,000.00","550,023,000.00","743,660,000.00","944,987,000.00","141,851,000.00","608,648,000.00","948,637,000.00","1,380,262,000.00","327,665,000.00","695,237,000.00","882,895,000.00","1,068,938,000.00","119,275,000.00","633,699,000.00","933,781,000.00","1,337,799,000.00","706,060,000.00"
支付其他与投资活动有关的现金,,,,,"39,790,000.00","34,885,000.00",,,,,"252,910,000.00",,,,,,,,"174,460,000.00",,,"48,820,000.00","200,000,000.00",,,"1,000,000.00","750,300,000.00","750,000,000.00","2,067,400,000.00","3,212,127,000.00","3,212,627,000.00","1,118,928,000.00"
收到其他与经营活动有关的现金,"253,547,000.00","124,100,000.00","590,241,000.00","41,979,000.00","124,852,000.00","164,101,000.00","369,721,000.00","92,396,000.00","274,757,000.00","400,807,000.00","611,459,000.00","80,851,000.00","348,309,000.00","434,505,000.00","686,347,000.00","61,921,000.00","238,961,000.00","409,110,000.00","766,000,000.00","244,829,000.00","612,869,000.00","626,017,000.00","674,638,000.00","255,005,000.00","387,578,000.00","707,442,000.00","1,058,953,000.00","186,059,000.00","793,703,000.00","1,319,757,000.00","1,635,013,000.00","468,633,000.00"
投资活动现金流出小计,"6,555,970,000.00","7,364,178,000.00","13,459,688,000.00","3,095,246,000.00","5,521,862,000.00","7,860,328,000.00","9,802,689,000.00","1,183,864,000.00","2,116,980,000.00","3,237,998,000.00","5,053,066,000.00","1,293,904,000.00","2,351,989,000.00","4,150,223,000.00","5,960,955,000.00","1,483,060,000.00","3,834,037,000.00","6,269,214,000.00","9,285,046,000.00","2,571,919,000.00","6,045,235,000.00","9,294,317,000.00","13,560,753,000.00","2,770,623,000.00","6,904,201,000.00","9,931,472,000.00","14,730,655,000.00","4,299,563,000.00","9,129,027,000.00","14,478,487,000.00","19,595,810,000.00","5,372,742,000.00"
经营活动现金流入小计,"28,298,400,000.00","39,482,992,000.00","57,264,080,000.00","13,617,932,000.00","25,957,916,000.00","38,554,620,000.00","52,530,022,000.00","14,344,641,000.00","27,764,458,000.00","39,427,582,000.00","55,346,272,000.00","13,038,690,000.00","27,961,573,000.00","41,962,017,000.00","56,311,328,000.00","13,638,082,000.00","28,045,969,000.00","41,586,148,000.00","56,791,485,000.00","21,518,896,000.00","39,102,870,000.00","54,033,084,000.00","82,963,841,000.00","23,650,658,000.00","44,634,386,000.00","68,436,576,000.00","89,709,308,000.00","23,044,464,000.00","44,066,868,000.00","69,121,080,000.00","97,313,397,000.00","27,042,483,000.00"
投资活动产生的现金流量净额,"-5,850,696,000.00","-7,143,063,000.00","-12,671,820,000.00","-3,067,188,000.00","-5,451,115,000.00","-7,780,734,000.00","-8,922,719,000.00","-1,135,954,000.00","-2,039,806,000.00","-3,033,955,000.00","-4,609,622,000.00","-1,144,665,000.00","-2,187,753,000.00","-3,960,467,000.00","-5,651,392,000.00","-1,464,775,000.00","-3,689,690,000.00","-5,672,570,000.00","-7,961,702,000.00","-1,046,744,000.00","-4,487,876,000.00","-7,393,133,000.00","-10,606,440,000.00","-2,512,597,000.00","-5,876,262,000.00","-8,841,636,000.00","-13,442,642,000.00","-3,500,329,000.00","-6,939,226,000.00","-11,138,356,000.00","-15,964,084,000.00","-5,255,513,000.00"
购买商品、接受劳务支付的现金,"19,856,297,000.00","20,660,744,000.00","43,420,751,000.00","8,075,304,000.00","15,878,957,000.00","26,022,343,000.00","34,811,212,000.00","7,826,448,000.00","16,525,478,000.00","26,728,825,000.00","37,072,600,000.00","8,825,646,000.00","18,572,489,000.00","29,579,156,000.00","40,076,355,000.00","11,186,352,000.00","21,477,527,000.00","32,673,852,000.00","42,340,684,000.00","12,890,056,000.00","27,030,595,000.00","42,178,635,000.00","61,227,193,000.00","19,624,868,000.00","36,158,957,000.00","55,822,292,000.00","70,164,209,000.00","19,345,581,000.00","36,761,281,000.00","52,146,305,000.00","68,094,663,000.00","20,195,483,000.00"
吸收投资收到的现金,"700,756,000.00","1,587,810,000.00",,,"1,422,000,000.00","1,422,000,000.00","1,423,010,000.00",,,,,,,,,,"3,342,088,000.00","3,342,088,000.00","3,442,088,000.00",,,"1,700,000,000.00",,,,"14,364,452,000.00","14,473,000,000.00",,,,,
支付给职工以及为职工支付的现金,"3,721,157,000.00","4,168,947,000.00","6,159,966,000.00","1,509,678,000.00","3,631,564,000.00","5,522,482,000.00","7,422,147,000.00","1,956,298,000.00","3,916,284,000.00","5,610,889,000.00","7,597,391,000.00","2,039,316,000.00","4,444,876,000.00","6,763,114,000.00","8,944,686,000.00","2,237,054,000.00","4,997,255,000.00","7,335,263,000.00","9,811,197,000.00","2,811,644,000.00","5,952,021,000.00","9,106,944,000.00","12,586,188,000.00","3,530,761,000.00","6,534,818,000.00","10,219,816,000.00","14,065,652,000.00","3,878,873,000.00","7,198,709,000.00","11,206,875,000.00","15,482,853,000.00","4,262,304,000.00"
取得借款收到的现金,"15,109,882,000.00","4,421,616,000.00","12,719,565,000.00","4,578,566,000.00","9,752,157,000.00","16,718,866,000.00","18,189,099,000.00","2,800,330,000.00","5,492,163,000.00","9,323,293,000.00","10,984,867,000.00","3,450,497,000.00","6,443,784,000.00","12,213,621,000.00","16,054,585,000.00","4,700,578,000.00","15,200,234,000.00","20,044,898,000.00","26,336,791,000.00","3,784,670,000.00","11,276,295,000.00","20,897,390,000.00","24,534,345,000.00","6,175,695,000.00","17,691,138,000.00","21,019,222,000.00","31,223,339,000.00","12,091,644,000.00","27,369,197,000.00","33,974,958,000.00","46,032,851,000.00","11,707,232,000.00"
支付的各项税费,"679,221,000.00","1,328,307,000.00","2,112,471,000.00","434,788,000.00","837,472,000.00","1,100,892,000.00","2,128,885,000.00","818,766,000.00","1,536,115,000.00","1,867,367,000.00","2,531,077,000.00","750,769,000.00","1,405,288,000.00","1,934,444,000.00","2,668,211,000.00","533,328,000.00","1,181,946,000.00","1,549,806,000.00","2,126,626,000.00","739,618,000.00","1,824,188,000.00","2,383,742,000.00","3,066,794,000.00","1,127,175,000.00","2,162,808,000.00","3,063,688,000.00","4,361,624,000.00","1,100,790,000.00","1,955,645,000.00","2,526,300,000.00","3,595,312,000.00","1,365,033,000.00"
收到其他与筹资活动有关的现金,,,,,,,,"79,835,000.00","40,969,000.00","46,525,000.00","113,655,000.00",,,,,"2,933,005,000.00","240,286,000.00","320,987,000.00","304,188,000.00",,"45,982,000.00","38,764,000.00","3,246,803,000.00","647,749,000.00","635,275,000.00","640,095,000.00","595,800,000.00","58,434,000.00",,"1,826,398,000.00","3,300,000,000.00",
支付其他与经营活动有关的现金,"2,253,180,000.00","1,343,575,000.00","2,431,507,000.00","539,752,000.00","948,630,000.00","1,722,642,000.00","2,183,252,000.00","582,078,000.00","1,355,656,000.00","2,186,690,000.00","2,589,873,000.00","681,956,000.00","1,237,582,000.00","2,009,454,000.00","2,185,907,000.00","797,761,000.00","932,910,000.00","1,625,814,000.00","2,474,909,000.00","1,140,571,000.00","1,274,025,000.00","1,904,773,000.00","2,241,572,000.00","621,194,000.00","1,206,296,000.00","2,159,716,000.00","2,963,394,000.00","1,137,528,000.00","1,621,480,000.00","2,545,592,000.00","3,772,682,000.00","1,437,615,000.00"
筹资活动现金流入小计,"15,810,638,000.00","6,009,426,000.00","12,719,565,000.00","4,578,566,000.00","12,174,157,000.00","19,140,866,000.00","20,612,109,000.00","2,880,165,000.00","8,533,132,000.00","12,369,818,000.00","14,098,522,000.00","3,450,497,000.00","6,443,784,000.00","15,213,621,000.00","19,054,585,000.00","7,633,583,000.00","18,782,608,000.00","23,707,973,000.00","30,083,067,000.00","3,784,670,000.00","11,322,277,000.00","24,130,154,000.00","29,281,148,000.00","6,823,444,000.00","18,326,413,000.00","36,023,769,000.00","46,292,139,000.00","15,150,078,000.00","31,869,197,000.00","40,301,356,000.00","53,832,851,000.00","13,707,232,000.00"
经营活动现金流出小计,"26,509,855,000.00","27,501,573,000.00","54,124,695,000.00","10,559,522,000.00","21,296,623,000.00","34,368,359,000.00","46,545,496,000.00","11,183,590,000.00","23,333,533,000.00","36,393,771,000.00","49,790,941,000.00","12,297,687,000.00","25,660,235,000.00","40,286,168,000.00","53,875,159,000.00","14,754,495,000.00","28,589,638,000.00","43,184,735,000.00","56,753,416,000.00","17,581,889,000.00","36,080,829,000.00","55,574,094,000.00","79,121,747,000.00","24,903,998,000.00","46,062,879,000.00","71,265,512,000.00","91,554,879,000.00","25,462,772,000.00","47,537,115,000.00","68,425,072,000.00","90,945,510,000.00","27,260,435,000.00"
偿还债务支付的现金,"14,113,472,000.00","9,941,114,000.00","2,328,309,000.00","2,501,996,000.00","8,083,333,000.00","13,203,102,000.00","14,455,683,000.00","3,778,313,000.00","9,168,997,000.00","11,359,449,000.00","14,069,863,000.00","2,665,253,000.00","4,620,823,000.00","9,108,415,000.00","12,822,558,000.00","5,015,397,000.00","10,170,335,000.00","14,041,348,000.00","21,022,402,000.00","5,760,684,000.00","9,569,412,000.00","13,384,611,000.00","18,760,798,000.00","5,282,345,000.00","11,120,076,000.00","21,686,397,000.00","26,691,182,000.00","7,304,316,000.00","19,261,478,000.00","24,450,852,000.00","36,249,367,000.00","8,694,483,000.00"
经营活动产生的现金流量净额,"1,788,545,000.00","11,981,419,000.00","3,139,385,000.00","3,058,410,000.00","4,661,293,000.00","4,186,261,000.00","5,984,526,000.00","3,161,051,000.00","4,430,925,000.00","3,033,811,000.00","5,555,331,000.00","741,003,000.00","2,301,338,000.00","1,675,849,000.00","2,436,169,000.00","-1,116,413,000.00","-543,669,000.00","-1,598,587,000.00","38,069,000.00","3,937,007,000.00","3,022,041,000.00","-1,541,010,000.00","3,842,094,000.00","-1,253,340,000.00","-1,428,493,000.00","-2,828,936,000.00","-1,845,571,000.00","-2,418,308,000.00","-3,470,247,000.00","696,008,000.00","6,367,887,000.00","-217,952,000.00"
