科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"237,142,219.41","315,867,527.49","245,189,655.30","238,526,308.35","287,753,006.57","284,007,197.20","258,972,980.83","255,328,401.92","357,748,716.56","557,581,481.40","455,763,093.42","421,821,993.86","374,380,454.48","461,074,903.64","272,325,954.95","338,596,406.88","326,725,514.73","307,763,166.83","335,005,802.20","395,071,774.88","471,043,616.23","500,993,380.35","508,254,434.96","491,823,489.69","244,880,301.82","355,129,575.41","304,487,288.95","300,392,360.31","427,282,161.37","472,817,417.35","576,738,567.51","446,213,722.90","384,725,261.58","430,789,071.85","553,179,464.74","454,006,414.54","547,732,931.41","419,732,334.59","353,170,223.47","285,183,875.09","387,016,859.67","252,809,893.69","356,951,528.20","338,769,683.50","280,541,863.86","482,436,610.63"
短期借款,"1,062,474,508.00","1,121,932,955.00","1,126,991,369.56","1,062,210,000.00","1,133,190,694.65","1,130,180,000.00","1,059,180,000.00","1,098,000,000.00","1,099,000,000.00","1,201,400,000.00","932,000,000.00","974,000,000.00","1,071,800,000.00","1,263,800,000.00","1,137,800,000.00","1,171,800,000.00","1,141,000,000.00","1,108,000,000.00","1,123,000,000.00","1,169,000,000.00","1,211,000,000.00","1,260,000,000.00","1,087,500,000.00","1,295,500,000.00","1,356,500,000.00","1,641,000,000.00","1,590,000,000.00","1,409,500,000.00","1,270,500,000.00","1,162,500,000.00","1,203,500,000.00","896,000,000.00","876,800,000.00","1,010,800,000.00","756,800,000.00","755,280,000.00","771,100,000.00","746,300,000.00","727,286,000.00","721,986,000.00","750,500,000.00","672,500,000.00","662,500,000.00","670,000,000.00","789,900,000.00","954,900,000.00"
交易性金融资产,"560,410.00","120,600.00","120,600.00",,,,,"1,015,900.00","1,027,900.00","1,044,700.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"42,153,147.65","70,884,150.05","50,281,044.33","50,264,589.52","83,739,024.93","64,375,243.56","47,914,144.52","31,914,288.82","48,025,970.16","28,737,164.99","30,653,361.61","56,045,837.39","68,308,187.26","84,750,311.40","59,504,942.93","79,826,939.36","59,570,213.35","30,471,432.07","59,211,817.47","38,281,637.39","25,060,819.81","64,628,073.05","19,002,735.32","21,560,032.75","32,413,803.05","18,692,701.00","36,535,301.09","31,791,258.40","23,084,214.87","35,226,005.24","19,195,654.60","18,914,479.40","13,496,535.23","11,252,435.50","8,681,464.05","32,036,313.71","11,966,129.55","18,904,302.54","20,605,863.72","23,185,745.69","8,303,497.08","16,950,640.95","19,001,768.19","7,211,725.48","7,873,036.21","20,902,942.03"
应付票据,"95,500,000.00","83,000,000.00","121,500,000.00","107,800,000.00","71,800,000.00","116,800,000.00","166,800,000.00","219,485,500.00","345,885,500.00","218,811,661.96","143,710,621.96","191,678,185.00","150,369,725.00","135,870,500.00","142,572,131.25","218,812,131.25","193,510,000.00","261,870,000.00","325,370,000.00","366,430,000.00","364,040,000.00","488,350,000.00","493,300,000.00","326,950,000.00","201,000,000.00","60,150,000.00","175,746,000.00","207,376,000.00","512,690,000.00","681,434,302.85","684,614,302.85","636,762,000.00","551,382,000.00","584,403,962.36","569,571,677.88","599,038,084.48","609,430,000.00","538,925,000.00","447,424,000.00","441,276,910.15","230,002,244.04","317,574,685.17","497,658,446.75","412,791,544.82","201,679,721.85","437,737,366.68"
应收账款,"461,779,200.88","470,057,637.97","478,614,588.34","471,859,248.58","452,133,766.20","464,727,869.63","467,804,118.88","486,496,089.19","488,722,176.20","528,896,497.22","520,288,565.16","394,498,476.17","431,724,279.64","466,346,405.59","442,116,942.03","214,938,751.40","291,482,070.08","314,790,364.76","292,605,438.05","290,803,128.90","333,684,081.43","354,342,406.02","306,343,671.84","258,568,907.64","299,492,933.83","305,785,954.31","337,882,074.18","323,611,349.68","367,287,529.47","418,055,567.53","424,707,495.32","379,025,262.01","428,622,553.83","471,121,461.16","453,464,346.27","406,992,484.43","399,710,880.29","407,993,160.73","430,333,384.45","405,423,247.51","445,749,733.72","385,099,565.10","423,987,001.34","342,216,253.92","386,227,654.26","389,318,520.31"
应付账款,"368,429,266.87","407,146,448.20","239,810,325.60","392,713,080.74","436,001,680.83","374,848,411.61","361,651,733.39","416,268,742.85","401,765,024.95","447,822,423.07","333,495,498.97","432,177,640.22","442,360,834.05","493,394,465.80","443,240,437.91","499,686,683.06","512,557,738.21","548,699,642.84","577,335,968.05","526,286,866.30","544,235,516.72","614,032,152.50","568,105,208.22","535,511,374.71","545,420,761.49","532,956,215.03","515,360,335.78","536,980,117.00","610,315,917.34","613,052,142.83","602,261,855.26","550,117,432.00","580,535,281.67","598,780,318.55","640,248,143.12","626,384,257.11","638,101,857.61","662,806,833.88","666,062,086.54","645,790,626.72","661,111,711.09","689,739,228.67","672,766,813.45","654,541,634.84","647,152,147.25","634,669,130.35"
预付款项,"65,193,928.54","115,534,390.83","99,105,045.37","164,615,429.21","143,323,881.00","189,326,618.96","150,177,344.59","182,545,387.81","175,937,233.34","181,845,073.66","155,376,328.33","139,194,194.51","164,770,957.80","181,737,097.91","178,999,617.83","135,429,036.63","139,913,664.12","148,635,119.60","203,244,897.47","218,248,013.33","246,696,863.25","248,446,012.19","108,761,678.94","75,074,451.20","103,595,212.19","120,865,525.09","124,001,227.30","93,337,091.48","88,881,398.00","91,285,165.72","92,800,356.26","57,487,739.87","62,792,719.88","59,554,713.96","73,364,452.76","32,134,560.37","36,561,209.81","28,173,327.95","33,839,609.59","31,714,109.57","53,016,112.54","64,359,647.41","52,215,615.69","36,379,610.20","39,809,768.81","25,329,284.78"
预收款项,"23,409,695.25","45,190,653.14","21,636,901.62","74,368,050.53","71,985,401.31","96,012,471.81","84,120,714.03","75,356,709.34","36,480,404.44","70,225,967.84","58,856,109.54","76,030,360.57","74,378,609.05","62,813,044.79","73,838,927.79","104,038,772.58","122,877,365.16","110,022,673.86","98,679,627.25","83,771,061.80","85,506,912.79","83,730,984.78","78,755,137.59","78,287,823.96","93,891,769.15","62,491,602.91","61,262,757.81","75,843,187.53","76,636,991.31","64,861,586.74","54,106,880.60","62,433,937.19","49,470,933.42","38,602,632.43","45,772,503.69","63,528,468.40","43,815,572.08","41,300,458.16","53,102,246.12","44,637,321.71","43,581,223.77","52,404,636.14","60,844,871.68","69,240,655.05","66,904,922.22","56,194,425.81"
