科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"178,231,258.74","263,215,741.60","384,812,249.19","196,919,452.50","300,389,038.24","414,892,503.38","59,553,465.12","179,942,628.36","280,997,924.96","405,034,933.51","102,264,146.98","318,730,009.07","471,028,089.27","679,706,936.99","168,992,155.50","336,667,310.62","515,935,577.71","777,067,045.92","147,192,414.04","280,730,753.31","430,686,083.37","695,683,777.47","178,511,544.45","436,572,883.28","736,711,250.33","964,123,774.96","169,031,715.54","462,802,293.33","706,798,110.83","953,971,733.45","159,475,948.25"
二、营业利润,"20,014,546.91","32,065,834.59","45,622,214.58","26,081,676.57","38,643,649.72","42,125,168.25","5,741,258.29","15,894,423.85","26,104,597.56","24,158,477.50","7,896,188.14","22,661,504.27","32,282,322.67","26,491,059.95","7,880,073.81","18,531,398.01","34,618,096.07","93,691,575.34","22,160,190.56","39,062,371.88","75,656,114.87","134,877,621.99","38,477,305.45","84,420,752.09","121,588,628.32","-191,817,557.70","20,370,892.74","71,495,056.45","114,255,212.73","-562,479,317.36","19,411,770.70"
减:营业成本,"135,790,038.78","199,846,116.00","290,645,533.40","145,120,340.55","219,357,287.36","318,278,502.75","41,326,367.90","137,486,271.24","211,155,597.01","309,712,530.21","74,043,418.12","256,995,796.94","377,060,480.72","558,715,984.11","136,985,372.76","272,549,886.14","402,766,163.09","585,159,672.08","104,745,831.40","199,215,824.50","300,831,280.96","457,961,155.36","116,691,011.72","288,354,398.04","507,330,875.34","675,212,587.63","116,624,067.06","315,632,904.28","476,678,372.77","678,345,597.55","109,705,534.81"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,827,970.28","7,283,300.47","12,797,272.51","6,683,419.92","10,204,986.47","10,498,408.39","3,661,906.84","4,737,760.70","5,622,326.52","3,638,656.77","655,215.93","2,198,114.46","2,859,223.87","4,412,746.43","482,610.61","1,525,795.11","2,321,449.47","2,652,036.98","501,794.65","1,219,307.96","1,775,692.38","4,197,808.26","1,062,288.02","2,235,250.81","3,642,637.82","6,224,932.42","1,235,024.17","1,896,597.75","3,230,519.23","5,456,753.14","551,767.70"
营业外收入,"99,557.59","789,394.00","1,261,688.00","1,050,303.00","1,381,657.00","1,487,974.00","3,139,541.05","8,225,847.53","12,218,502.35","13,404,277.72","2,066,181.22","3,850,381.20","4,624,406.44","15,021,221.28","703,143.00","3,160,599.38","3,673,636.62","9,431,188.10","779,175.13","2,225,847.12","2,711,429.38","24,192,264.19","1,262,595.65","4,098,465.40","5,431,770.45","303,974,505.30","578,397.49","4,276,229.71","6,248,274.68","12,947,996.07","713,394.67"
销售费用,"9,202,678.79","11,052,242.52","14,698,355.65","6,522,363.86","11,434,701.21","16,100,932.75","599,571.97","4,734,468.54","8,175,158.87","19,030,597.52","5,493,866.46","9,071,377.04","14,909,497.09","26,369,372.32","7,469,256.75","15,285,994.93","25,183,527.01","29,103,734.12","6,673,989.33","12,873,094.50","19,808,692.71","24,857,330.42","6,815,960.95","13,257,467.94","20,437,063.06","27,943,748.73","8,370,676.03","14,058,458.69","20,021,941.55","26,408,907.12","5,163,407.36"
减:营业外支出,"455,101.60","195,548.08","137,455.72","13,600.00","30,320.56","72,942.51","19,468.46","39,087.66","40,339.18","67,982.73","5,339.13","15,308.43","17,080.12","61,344.27",409.21,"41,861.07","54,883.04","409,637.87","20,949.49","111,720.95","138,395.47","197,870.71","169,079.52","2,670,391.05","2,531,064.02","332,418.59","205,518.21","329,551.13","574,083.80","669,018.34","136,414.93"
管理费用,"7,538,331.04","10,335,713.76","13,182,085.76","6,697,425.97","10,768,838.45","15,169,496.29","4,991,288.82","8,200,954.11","17,702,023.94","28,500,294.44","9,297,668.20","19,276,249.06","31,898,674.59","44,002,107.16","11,974,793.03","23,997,731.73","45,946,862.88","62,645,411.01","14,716,470.56","29,862,507.70","45,859,629.82","65,854,457.12","17,334,195.31","46,270,956.23","76,047,996.92","108,775,658.53","24,474,061.42","54,484,628.07","58,334,596.37","69,310,242.86","14,427,359.68"
其中:非流动资产处置净损失,"190,689.74","169,327.44","83,173.90",,,"26,044.65",,"5,318.56",,"11,736.00",,,,"4,921.15",,"2,854.24","2,854.24","40,248.96",,"4,720.00",,"87,879.60",,"2,606,457.73",,,,,,,
