科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"3,094,614,377.75","3,330,997,693.96","3,147,217,039.69","2,786,907,892.32","7,107,558,278.85","7,198,723,985.59","5,858,962,222.73","5,464,550,340.36","5,869,021,488.78","5,404,560,573.24","6,158,268,884.32","5,364,858,687.78","4,403,093,190.16","4,729,309,801.11","4,137,078,130.41","4,412,739,671.29","4,651,214,979.05","4,682,325,870.58","5,145,775,278.45","4,467,408,748.93","4,461,755,199.86","4,200,687,924.66","3,779,286,670.35","3,396,965,177.62","3,611,979,488.28","4,593,701,597.72","4,919,224,385.52","4,406,910,196.47","5,715,052,110.42","4,993,053,240.59","6,362,649,855.02","8,134,891,745.93","9,142,158,445.26","9,900,198,774.80"
短期借款,"11,000,000.00","38,000,000.00","39,000,000.00",,,,,,,,,"2,200,000.00",,"465,000,000.00","209,000,000.00","209,000,000.00","253,796,500.00","193,023,485.73","176,114,320.00","255,533,785.00","280,996,120.00","189,633,740.00","59,680,800.00","150,250,500.00","187,299,000.00","134,385,695.59","142,262,400.00","191,050,875.00","239,206,754.59","182,940,304.59","116,540,154.59","183,179,754.59","199,032,800.00","104,469,500.00"
交易性金融资产,"806,499.35","1,753,981.86","29,950.00","1,003,169.27","196,771.00","183,771.00",,,,,,,,"5,000,000.00","5,462,016.25","5,614,316.65","5,677,947.29",,,"4,000,000.00",,"4,000,000.00",,,,,,,,,,,,"22,901,101.78"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"339,136.55","250,000.00","150,000.00",,"5,552,654.25","6,722,555.66","6,550,000.00","7,733,401.64","2,949,598.00","3,500,000.00",,"19,370,140.62","29,951,800.00","30,823,187.19","29,631,082.38","24,201,132.70","41,273,288.53","46,349,249.58","47,265,110.54","36,771,199.10","9,902,095.00","17,324,432.53","17,634,438.80","11,885,278.22","11,606,426.75","19,138,385.70","17,158,417.60","3,862,493.33","4,199,393.22","12,831,655.39","9,100,000.00","37,811,198.18","43,790,063.52","10,264,017.84"
应付票据,,,,,,,,,,,,"1,990,394.12","4,880,411.73","8,102,978.54","10,589,530.95","22,681,161.83","21,666,248.51","13,194,723.34","11,212,201.66","13,705,274.08","12,913,660.86","9,174,558.17","15,244,523.17","26,850,659.46","20,717,591.53","9,606,189.56","10,233,528.26","7,256,711.28","520,000.00","22,119,999.93","30,409,999.93",,"5,305,696.21",
应收账款,"200,508,183.15","227,104,910.20","312,011,689.39","443,802,876.65","239,368,526.05","440,905,928.19","430,443,464.65","325,475,478.60","243,644,012.90","491,742,667.68","577,389,979.97","617,500,580.70","315,607,034.02","471,473,327.78","559,190,203.68","856,488,925.80","656,448,774.12","652,183,088.67","904,894,210.74","998,745,969.52","846,519,536.40","769,255,907.90","877,981,958.99","906,409,819.82","806,244,132.09","879,188,984.64","927,400,455.38","1,024,366,491.39","880,652,558.64","856,188,155.45","957,875,614.00","1,264,554,480.42","851,352,118.10","838,807,914.48"
应付账款,"1,201,389,584.90","1,178,178,944.00","1,248,505,705.83","1,417,652,091.56","1,507,674,049.26","1,639,748,457.01","1,519,933,036.48","1,505,507,128.68","1,587,551,174.48","1,547,301,526.50","1,777,951,410.65","2,030,216,078.09","1,932,521,325.82","2,456,806,978.60","2,208,290,069.75","3,004,282,746.40","2,497,783,645.98","2,622,567,657.48","2,702,728,449.17","3,257,531,408.36","2,713,463,090.67","2,940,443,261.48","2,775,318,767.01","3,534,009,002.97","3,229,319,449.48","3,439,788,496.33","3,258,264,337.60","4,062,946,521.56","3,458,786,462.36","3,328,505,374.30","3,603,798,584.77",,"3,718,750,294.30",
预付款项,"146,629,528.02","241,186,331.69","332,509,057.89","424,171,709.79","575,397,802.51","655,778,217.40","641,136,178.06","713,928,179.70","160,127,418.44","154,539,593.63","186,197,415.51","270,812,945.99","107,871,567.77","308,867,057.62","360,351,285.68","486,298,042.22","243,684,008.85","389,147,924.23","359,925,445.89","404,259,329.78","234,719,619.06","281,095,852.65","301,121,819.72","414,575,972.80","404,841,642.67","499,741,923.77","459,469,983.95","498,326,938.86","400,140,485.88","424,272,220.01","365,748,763.83","510,561,185.11","388,624,768.10","407,969,673.25"
预收款项,"333,330,238.49","340,070,013.34","393,581,740.60","331,972,227.83","588,366,331.42","488,551,732.01","507,106,077.55","432,978,019.46","711,943,424.61","613,565,748.08","573,903,898.77","548,726,174.53","847,290,140.32","784,666,909.84","681,413,022.53","686,172,636.33","1,005,592,771.60","880,435,835.98","885,245,524.79","1,010,121,187.47","1,213,410,535.01","1,039,648,596.57","1,060,231,383.67","1,212,519,320.04","1,341,321,238.11","1,157,031,995.65","1,475,937,771.98","1,530,893,939.38","1,581,479,254.53","1,615,064,791.98","1,545,089,670.35","1,803,473,076.33","1,810,767,332.56","1,956,857,997.27"
