科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"6,025,521.58","31,396,616.07","65,077,193.18","40,959,178.09","452,047,637.78","433,846,933.45","455,856,614.63","404,798,727.44","396,180,924.33","371,013,540.85","408,734,072.96","355,205,881.39","319,858,599.94","327,228,094.27","364,072,614.31","322,428,562.43","408,748,390.24","393,052,795.70","431,204,618.93","253,508,638.88","270,226,211.31","290,766,755.73","417,113,962.35","156,014,701.97","130,133,287.48","294,025,632.83","348,732,045.34","226,305,939.74","267,822,986.73","284,664,779.80","410,222,200.24"
短期借款,"2,000,000.00","3,000,000.00","25,000,000.00","25,000,000.00",,,,,,,,,,,"8,560,000.00","5,000,000.00",,,"600,000.00",,,,,,"11,200,000.00","8,000,000.00",,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"67,200.00",,,,,"323,000.00","13,263,458.67","7,200,000.00","4,848,621.99","2,568,621.99","6,910,000.00","7,226,622.50","16,311,627.74","17,461,455.79","18,664,545.97","10,167,601.43","30,039,251.75","41,554,889.57","24,151,843.70","17,441,752.00","80,599,337.46","61,025,316.47","89,010,197.31","58,475,451.50","83,012,812.14","117,942,530.56","154,614,415.73"
应付票据,,,,,,"471,600.00","1,814,476.82","4,300,452.32","3,739,411.16","8,387,433.29","29,930,585.57","6,591,866.73","6,625,241.26","10,864,358.00","24,388,097.31","10,332,196.59","27,223,446.51","36,641,211.02","30,581,558.03","16,689,311.83","11,288,284.95","39,893,551.67","60,186,894.93","50,821,705.62","76,604,245.36","101,919,809.42","92,376,143.13","104,733,295.14","128,966,742.15","188,985,130.30","244,861,281.61"
应收账款,"12,664,996.42","23,595,694.42","31,309,736.99","46,225,870.10","62,374,437.72","69,468,694.65","95,547,889.60","95,586,994.14","112,847,667.85","114,289,184.10","151,053,318.66","119,068,865.96","128,386,243.19","142,375,442.42","154,843,146.33","159,013,595.11","231,658,076.65","235,549,274.34","280,153,141.00","275,474,771.24","337,110,019.13","369,973,248.97","362,251,302.37","362,050,827.46","435,142,680.64","631,758,522.29","669,794,621.05","731,804,792.93","803,435,732.30","1,020,138,145.82","1,134,378,141.59"
应付账款,"12,619,168.99","31,146,404.11","36,729,009.15","32,760,195.50","29,867,116.61","36,517,170.61","37,903,356.32","39,256,052.98","45,100,421.44","45,733,355.53","73,355,473.45","32,182,615.29","37,008,468.60","75,497,172.65","90,175,940.43","72,038,894.62","141,786,967.94","127,921,894.81","171,059,360.66","142,788,017.10","157,384,552.26","179,785,234.20","198,129,004.71","159,326,061.07","264,692,285.93","319,838,143.89","349,853,578.86","334,529,046.41","497,193,124.59","588,817,078.64","702,116,193.44"
预付款项,"1,006,696.86","5,892,174.97","6,098,175.41","4,990,707.79","5,314,817.89","4,126,744.04","2,868,287.63","16,427,557.91","11,786,769.64","28,694,745.66","16,415,542.27","21,396,630.46","22,001,611.26","31,187,787.01","16,756,070.91","27,575,347.74","41,742,397.98","47,653,159.27","19,424,964.41","27,789,240.14","28,554,519.02","35,653,269.10","30,926,972.77","42,725,856.18","58,190,223.24","106,151,337.86","53,614,828.32","130,166,597.20","126,762,927.23","130,394,365.64","85,041,068.98"
预收款项,"4,435,485.21","8,427,584.54","11,736,794.86","8,825,412.83","11,321,016.28","7,526,707.53","2,843,988.54","2,705,393.67","2,619,154.27","6,930,741.97","9,115,833.80","10,505,036.79","6,997,398.40","6,725,667.47","7,329,355.47","8,083,030.55","121,197,051.29","149,723,799.97","170,344,772.78","164,296,739.40","147,589,085.54","193,886,293.68","239,894,633.50","215,190,342.73","238,253,091.78","266,095,206.07","232,565,693.15","227,539,313.65","262,662,413.09","269,555,118.77","264,123,560.02"
其他应收款,"1,954,271.57","1,499,121.17","3,288,718.04","6,467,935.68","8,639,513.68","7,256,199.47","5,825,722.47","11,926,304.95","14,844,385.65","17,049,309.64","9,655,573.76","12,452,957.23","17,808,184.98","21,330,806.89","13,065,721.89","17,728,521.24","23,001,778.45","22,032,104.47","16,476,697.20","21,894,902.68","27,784,729.49","29,491,547.79","28,960,844.07","36,258,610.07","38,045,733.03","40,142,960.37","34,682,733.69","49,291,899.05","59,876,809.89","76,094,886.95","45,753,802.97"
应付职工薪酬,"235,681.26","352,388.87","181,020.35","247,886.93","179,945.02","193,157.60","212,266.97","643,168.28","247,874.92","306,661.45","748,294.46","197,675.46","182,426.90","130,502.96","2,712,503.87","15,657.96","4,593,889.84","4,900,715.89","13,825,249.81","5,710,439.95","5,227,187.91","5,388,344.58","16,701,318.29","6,858,649.76","10,674,265.44","13,879,264.62","30,095,640.53","15,944,807.41","18,739,205.08","23,145,073.74","42,309,002.61"
