科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"13,060,833.00","22,530,801.37","32,884,756.95","7,690,286.43","22,835,096.45","33,074,099.73","45,337,072.71","11,739,540.87","32,300,101.95","45,444,067.26","65,164,990.42","19,367,719.42","43,946,355.67","60,676,362.54","78,776,755.43","17,338,224.59","48,293,481.07","76,047,191.99","110,581,677.41","33,952,963.91","90,606,371.08","136,283,636.25","193,503,094.98","52,733,648.24","122,543,034.52","177,787,590.26","240,397,590.36","58,467,450.57","130,515,752.31"
取得借款收到的现金,"29,000,000.00","14,653,649.00","24,286,351.00","4,590,000.00","7,490,000.00","7,490,000.00","7,490,000.00",,,,,,,,,,,,,"34,945,233.86","34,980,180.76","35,247,274.91","35,603,400.44",,,,"38,654,894.16",,
支付的各项税费,"15,861,540.15","26,616,570.10","26,702,992.97","8,635,544.99","20,476,821.33","29,026,631.25","41,110,192.82","11,496,037.78","26,731,168.24","40,001,641.42","56,293,740.32","17,668,524.19","42,375,301.41","58,623,610.39","77,397,363.66","18,661,114.61","39,053,061.04","53,848,212.49","69,911,536.64","11,253,660.69","31,627,339.36","47,338,996.90","64,641,340.49","21,585,299.87","39,914,096.32","59,850,234.87","77,875,502.81","18,302,375.30","39,425,122.35"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"6,633,838.30","5,017,215.38","9,245,667.18","3,472,617.88","5,673,901.33","11,825,724.82","15,565,799.48","4,860,370.57","15,410,382.05","29,291,747.62","17,850,655.95","3,592,234.17","13,051,059.60","19,883,222.38","31,105,923.52","6,961,407.69","13,288,787.27","25,047,055.46","34,041,062.99","7,837,904.79","19,147,470.24","37,869,053.53","59,053,711.56","23,311,390.49","46,086,571.37","71,604,428.75","93,165,678.56","22,085,362.60","45,842,773.20"
筹资活动现金流入小计,"43,148,000.00","14,653,649.00","24,286,351.00","486,090,000.00","488,990,000.00","488,990,000.00","488,990,000.00",,,"4,900,000.00","4,900,000.00",,,,"1,031,688.00",,"3,350,000.00","5,350,000.00","593,349,998.95","34,945,233.86","34,980,180.76","40,587,274.91","70,430,410.44",,,"5,614,400.00","44,269,294.16",,
经营活动现金流出小计,"142,232,051.41","241,036,053.81","289,669,966.71","86,240,282.86","175,281,828.20","285,710,253.92","405,791,040.70","128,348,058.15","278,824,577.70","433,960,027.69","633,387,294.97","209,999,714.26","450,729,559.86","546,983,089.70","961,937,612.52","212,192,663.18","467,319,121.13","688,017,460.77","922,167,443.34","247,797,027.32","558,067,788.96","878,653,735.73","1,282,075,052.85","292,479,236.64","783,456,545.34","1,208,953,646.58","1,475,824,549.37","344,546,053.78","1,014,620,691.35"
偿还债务支付的现金,"24,000,000.00","16,000,000.00","23,000,000.00","6,000,000.00","11,000,000.00","12,217,277.16","22,157,277.16","6,272,722.84","6,272,722.84","6,272,722.84","6,272,722.84",,,,,,,,,,,,,"6,920,784.00","6,892,782.00","17,021,940.00","56,355,589.45",,
经营活动产生的现金流量净额,"34,236,233.06","54,885,112.15","51,930,488.69","6,004,532.64","12,276,188.99","22,608,060.26","41,633,699.54","23,105,534.59","43,284,989.34","108,021,856.69","157,564,811.53","43,764,219.35","86,226,518.34","133,446,549.24","154,902,140.71","24,204,901.52","57,550,732.16","118,363,582.64","183,494,362.90","37,627,092.59","57,746,873.02","100,096,130.29","139,180,192.50","94,897,467.41","89,098,596.68","153,274,758.28","45,611,941.44","-3,671,585.48","72,150,224.30"
分配股利、利润或偿还利息支付的现金,"3,912,299.00","9,945,707.26","1,455,561.90","360,265.56","716,722.02","16,764,613.32","25,167,851.06","5,121,052.93","20,408,009.11","20,408,009.11","20,425,577.03",,"43,520,000.00","43,520,000.00","43,520,000.00",,"42,432,000.00","42,432,000.00","42,432,000.00","201,578.95","34,691,177.94","35,022,859.30","35,116,531.28","609,849.81","69,539,227.55","69,918,726.02","69,959,847.77","93,075.55","74,659,019.63"
收回投资收到的现金,,,,,,,,,,,,,,,"22,713,635.00","30,410,000.00","30,389,295.00","30,389,295.00","30,389,295.00",,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,"5,750,000.00","5,750,000.00","5,750,000.00",,,,,,,,,,,,"1,614,034.92",,"78,793.19","78,793.19","111,813.75",,,,"4,201,886.50",,
取得投资收益收到的现金,,,,,,,,,,,,,,,"5,718,279.57",,,,"7,527,330.95","4,297,217.72","9,276,562.20","14,736,337.33","24,227,409.34","4,912,434.76","14,174,579.19","18,412,627.98","21,550,789.93","6,339,008.24","9,066,347.14"
筹资活动现金流出小计,"27,912,299.00","25,945,707.26","24,455,561.90","6,360,265.56","17,466,722.02","34,731,890.48","53,075,128.22","11,393,775.77","26,680,731.95","26,680,731.95","26,698,299.87",,"43,520,000.00","43,520,000.00","43,520,000.00",,"42,432,000.00","42,432,000.00","44,046,034.92","201,578.95","34,769,971.13","35,101,652.49","35,228,345.03","7,530,633.81","76,432,009.55","86,940,666.02","130,517,323.72","93,075.55","74,659,019.63"
处置固定资产、无形资产和其他长期资产收回的现金净额,800.00,,,,"220,000.00","220,000.00","220,000.00","44,000.00","85,000.00","85,000.00","85,000.00","24,500.00","24,500.00","24,500.00","24,500.00",,"200,000.00","200,000.00","200,000.00",,,,,"1,570,760.00","1,570,760.00","1,570,760.00","2,037,830.00",,"-12,468.00"
筹资活动产生的现金流量净额,"15,235,701.00","-11,292,058.26","-169,210.90","479,729,734.44","471,523,277.98","454,258,109.52","435,914,871.78","-11,393,775.77","-26,680,731.95","-21,780,731.95","-21,798,299.87",,"-43,520,000.00","-43,520,000.00","-42,488,312.00",,"-39,082,000.00","-37,082,000.00","549,303,964.03","34,743,654.91","210,209.63","5,485,622.42","35,202,065.41","-7,530,633.81","-76,432,009.55","-81,326,266.02","-86,248,029.56","-93,075.55","-74,659,019.63"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,"-190,625.40","598,217.37","1,015,359.58","2,009,338.77","-364,641.34","-1,072,838.51","-1,563,890.54","-2,460,769.45","-1,152,134.73","643,091.44"
收到其他与投资活动有关的现金,,"3,000,000.00",,,,,,,,,,"40,604,000.00","253,570,869.00","605,249,737.34","620,000,000.00",,"50,147,540.00","394,047,486.82","817,000,000.00","725,642,000.00","1,371,542,300.00","1,836,791,300.00","2,412,791,300.00","425,000,000.00","1,138,579,835.16","1,618,579,835.16","1,822,579,835.16","370,000,000.00","569,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,800.00,"3,000,000.00",,,"220,000.00","220,000.00","220,000.00","44,000.00","85,000.00","85,000.00","85,000.00","40,628,500.00","253,595,369.00","605,274,237.34","648,456,414.57","30,410,000.00","80,736,835.00","424,636,781.82","855,116,625.95","729,939,217.72","1,380,818,862.20","1,851,527,637.33","2,437,018,709.34","431,483,194.76","1,154,325,174.35","1,638,563,223.14","1,846,168,455.09","376,339,008.24","578,053,879.14"
五、现金及现金等价物净增加额,"9,686,586.93","11,318,918.36","14,668,971.85","472,438,643.65","456,368,787.61","433,070,664.91","416,573,761.63","-58,233,612.02","-157,529,525.97","-120,154,311.50","-130,631,403.97","-44,617,149.11","-94,704,164.57","42,605,252.54","77,222,810.64","38,277,155.41","-327,667,258.00","-318,941,400.41","-183,448,185.27","-21,340,274.88","-47,532,651.68","-17,312,019.23","-10,830,924.83","98,582,395.39","125,456,531.04","60,555,800.28","-17,241,370.66","-29,914,755.28","-16,623,370.06"
购建固定资产、无形资产和其他长期资产支付的现金,"39,786,147.13","35,274,135.53","37,092,305.94","13,295,623.43","27,650,679.36","44,015,504.87","61,194,809.69","15,589,370.84","40,099,949.61","72,361,602.49","92,364,081.88","26,009,868.46","60,006,051.91","72,595,534.04","103,147,432.64","16,337,746.11","49,872,825.16","120,859,764.87","140,363,138.15","34,464,248.52","83,856,784.92","201,968,959.90","280,519,213.64","58,402,991.63","153,962,391.93","232,552,024.58","228,972,968.18","40,786,967.76","102,261,545.31"
期初现金及现金等价物余额,"19,791,365.50","29,477,952.43","40,796,870.79","55,465,842.64","55,465,842.64","55,465,842.64","55,465,842.64","472,039,604.27","472,039,604.27","472,039,604.27","472,039,604.27","341,408,200.30","341,408,200.30","341,408,200.30","341,408,200.30","425,031,010.94","418,631,010.94","418,631,010.94","418,631,010.94","235,182,825.67","235,182,825.67","235,182,825.67","235,182,825.67","224,351,900.84","224,351,900.84","224,351,900.84","224,351,900.84","207,659,182.63","207,110,530.18"
投资支付的现金,,,,,,,,"54,400,000.00",,"134,118,833.75",,,,,,,,,,,,,,"1,500,000.00","1,500,000.00","4,840,000.00","5,340,000.00","500,000.00","500,000.00"
期末现金及现金等价物余额,"29,477,952.43","40,796,870.79","55,465,842.64","527,904,486.29","511,834,630.25","488,536,507.55","472,039,604.27","413,805,992.25","314,510,078.30","351,885,292.77","341,408,200.30","296,791,051.19","246,704,035.73","384,013,452.84","418,631,010.94","463,308,166.35","90,963,752.94","99,689,610.53","235,182,825.67","213,842,550.79","187,650,173.99","217,870,806.44","224,351,900.84","322,934,296.23","349,808,431.88","284,907,701.12","207,110,530.18","177,744,427.35","190,487,160.12"
