科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"128,969,855.42","158,278,457.90","197,016,359.94","531,877,530.72","417,614,033.57","436,430,616.15","477,087,439.92","591,670,401.62","545,209,008.84","536,553,976.89","577,334,182.57","744,981,567.49","635,664,620.64","616,293,640.18","660,096,437.29","790,778,415.56","682,995,560.17","793,606,156.95","759,836,415.12","842,743,621.75","674,981,993.05","720,697,213.12","845,158,004.51","501,343,420.53","502,271,338.10","448,567,170.51","462,414,187.65","1,000,884,179.45","1,023,124,500.12","971,385,950.80","1,090,559,055.10","1,168,533,314.17","1,145,798,649.75","1,160,486,258.00","951,394,613.04","1,140,658,348.57","1,139,627,979.30","987,506,944.46","1,007,146,647.13","840,357,985.52","711,332,036.42","702,331,163.98","614,465,832.92","623,435,811.15"
短期借款,"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","20,000,000.00","20,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","70,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",
交易性金融资产,"14,681,800.00","28,141,655.78","62,921,523.19","35,051,881.88","45,499,944.09","33,542,972.68","28,321,172.10","25,961,062.82","25,905,175.45","30,191,681.13","17,716,119.31","9,171,643.17","8,762,265.10","7,589,239.49","8,415,868.28","8,313,523.76","8,077,344.11","7,817,546.49","7,156,243.47","6,479,195.13","6,424,086.55","6,644,520.89","6,353,232.65","6,660,266.20","6,967,299.75","6,589,412.31","7,171,988.79","7,234,970.02","7,085,389.57","7,471,149.67","8,077,344.11","9,494,422.02","11,021,717.10",,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,"2,497,701.16","2,226,962.36","220,000.00",,,,"1,062,678.00",,,,,,"5,000,000.00",,,"100,000.00",,,,,"1,008,220.00","508,220.00","1,600,000.00",,"2,260,000.00","930,000.00","1,100,000.00","1,193,200.00","394,543.00","371,343.00","420,000.00",,"10,207,657.00","2,426,722.00","300,000.00","1,507,148.00","5,564,978.00"
应付票据,"44,720,000.00","48,050,000.00","45,250,000.00","52,400,000.00","20,800,000.00","9,700,000.00","8,200,000.00","35,800,000.00","37,800,000.00","46,500,000.00","64,900,000.00","45,300,000.00","56,000,000.00","67,360,000.00","31,460,000.00","33,390,000.00","68,610,000.00","70,690,000.00","62,450,000.00","51,640,000.00","28,820,000.00","32,640,000.00","49,890,000.00","56,590,000.00","49,140,000.00","47,650,000.00","55,070,000.00","39,710,000.00","41,170,000.00","47,110,000.00","45,060,000.00","44,000,000.00","31,010,000.00","23,320,000.00","24,009,865.47","50,017,812.75","52,870,737.24","26,522,789.96","27,310,000.00","31,171,555.96","28,261,555.96","33,706,552.15","24,916,552.15","13,161,613.55"
应收账款,"52,629,635.68","71,454,682.00","75,012,152.81","18,469,397.94","74,885,110.33","64,583,453.19","81,295,787.12","18,166,586.57","117,842,589.18","68,658,804.80","148,985,590.20","45,359,509.91","124,578,405.56","120,379,506.81","165,021,107.14","52,438,490.91","102,817,823.56","96,879,151.80","210,294,205.41","62,630,737.08","119,526,558.25","150,989,553.95","277,157,721.00","117,289,248.58","151,319,548.54","208,154,668.09","217,132,554.87","262,210,942.89","245,945,856.16","281,519,351.00","325,077,222.14","338,332,435.41","333,947,296.58","361,965,347.26","381,506,593.16","261,830,581.88","275,900,739.83","291,048,619.42","277,824,306.34","203,996,667.41","220,722,905.61","182,957,656.25","201,336,960.62","156,546,634.75"
应付账款,"34,850,749.02","30,403,061.15","40,115,598.68","43,173,840.42","41,938,818.66","77,033,684.79","74,970,952.92","27,439,815.80","51,699,326.43","76,433,774.42","87,859,510.17","49,802,079.58","99,698,157.79","73,795,068.99","111,588,441.43","60,690,590.59","95,521,851.62","120,365,013.57","167,950,632.08","137,561,663.70","108,028,719.75","151,791,497.38","204,480,479.19","92,964,447.22","107,066,128.31","117,541,628.87","106,537,566.45","114,911,073.54","113,315,643.00","96,103,159.87","93,418,109.73","80,128,404.24","103,165,807.86","107,849,107.23","113,000,469.25","91,903,646.78","87,842,636.04","102,265,970.31","89,817,134.80","92,237,929.53","92,922,474.70","80,065,667.12","87,364,159.94","57,495,895.17"
预付款项,"24,010,124.43","11,537,516.50","12,248,293.39","25,477,875.53","42,352,667.79","10,252,299.98","15,653,482.33","28,870,356.15","29,876,444.63","17,501,248.36","12,906,847.03","22,605,242.11","30,022,929.32","22,243,531.15","28,608,102.35","32,053,571.09","49,837,716.81","36,222,508.63","46,717,209.85","31,192,449.37","30,181,842.80","37,841,502.41","37,964,780.40","30,148,166.31","29,465,329.47","28,010,421.48","29,672,150.12","50,394,729.84","40,893,055.70","49,205,605.40","55,746,954.55","59,365,404.95","69,302,967.01","61,099,121.65","62,005,449.39","31,798,882.89","30,341,733.56","39,277,822.68","32,640,359.79","94,243,766.32","124,940,737.00","123,378,701.68","134,976,836.59","157,900,080.25"
预收款项,"21,611,925.12","53,308,443.04","63,889,159.56","81,803,288.66","58,963,115.41","76,891,001.73","105,284,566.10","118,590,969.70","92,874,445.91","94,601,302.31","121,802,192.01","157,757,968.52","125,805,197.07","145,639,028.74","156,231,543.57","150,735,764.70","112,439,139.57","108,049,404.32","128,250,900.10","147,172,925.25","114,128,422.41","101,372,261.52","110,392,570.38","124,254,473.35","96,870,391.76","137,812,814.71","127,151,132.45","108,598,887.61","89,937,962.05","152,424,852.56","128,368,737.37","107,860,984.07","86,456,884.96","138,420,627.37","129,829,232.01","114,881,015.39","92,474,647.87","136,201,561.98","123,677,745.78","108,728,959.46","86,827,729.57","162,567,317.59","140,882,942.77","153,896,546.15"
