科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"55,738,469.23","122,658,888.18","146,168,717.49","161,883,814.45","106,325,675.69","892,586,621.87","685,033,565.42","530,987,664.42","445,211,066.89","459,547,869.29","387,935,790.37","397,765,422.66","385,185,642.18","470,456,766.40","473,693,493.36","463,939,545.43","366,332,826.16","386,346,485.75","377,086,528.79","382,706,380.86","345,243,684.29","397,505,399.05","336,304,708.93","368,294,520.86","346,464,796.59","377,020,965.93","694,284,228.43","590,799,248.35","597,733,225.64","709,136,482.89","626,324,098.15","612,068,423.43","776,492,046.59","726,626,415.73","468,251,495.49","973,536,544.68"
短期借款,"206,090,876.30","214,143,828.81","282,100,000.00","351,133,519.84","327,605,000.00","264,000,000.00","135,000,000.00",,,,"5,000,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00","50,268,000.00","51,491,500.00","164,189,000.00","214,607,000.00","285,919,000.00","327,473,500.00","352,234,000.00","332,972,000.00","416,048,500.00","430,412,000.00","453,328,000.00","417,868,000.00","352,525,000.00","447,525,000.00","471,102,000.00","509,361,169.59","555,744,000.00","647,849,500.00","746,409,500.00","745,113,535.64","879,226,090.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"13,080,000.00","7,577,400.00","14,251,880.00","6,800,000.00","29,117,665.43","16,399,100.00","47,899,016.92","21,477,292.00","32,624,808.00","37,392,480.00","16,086,675.00","28,607,415.00","20,892,604.00","41,966,363.20","19,700,435.00","36,750,932.00","60,297,715.48","57,213,998.00","49,002,227.04","38,853,725.66","34,718,636.46","65,537,736.30","61,526,342.00","98,570,352.44","142,328,677.22","100,450,645.27","120,348,218.89","144,741,073.09","173,222,969.51","156,452,520.29","166,495,427.13","155,989,831.68","177,663,202.81","107,400,910.46","145,666,033.77","106,752,889.00"
应付票据,"7,346,978.15","7,901,171.60","61,123,725.90","89,234,482.45","97,095,495.35","100,881,017.55","108,916,682.00","75,190,750.00","66,107,250.00","85,968,000.00","79,078,367.68","87,979,707.26","115,857,939.58","133,611,000.00","104,529,850.00","116,141,000.00","128,616,200.00","155,542,950.10","147,084,201.74","118,463,567.57","138,778,438.74","204,343,248.87","201,045,311.59","196,997,091.77","190,376,486.65","141,778,949.95","139,749,800.41","189,461,337.61","234,239,256.50","241,336,356.06","242,995,671.08","246,988,256.69","302,404,876.40","321,982,172.41","299,234,530.82","320,088,802.13"
应收账款,"57,328,748.13","93,078,203.86","103,019,745.26","131,885,186.68","145,248,944.52","193,508,900.64","142,891,176.86","142,784,524.01","103,411,208.03","223,340,609.82","203,774,613.03","272,148,132.93","270,124,012.07","312,839,661.79","287,586,652.80","289,991,864.99","283,885,139.01","296,055,494.60","278,661,369.19","297,074,395.78","346,059,205.55","402,331,547.01","463,926,166.76","569,820,516.13","525,293,817.36","591,981,667.64","536,432,427.70","626,205,053.51","632,779,162.45","588,230,719.79","636,644,999.14","622,346,509.57","573,587,237.07","581,410,468.65","543,639,017.83","695,195,592.66"
应付账款,"89,184,115.65","141,345,429.88","121,794,353.65","100,892,928.88","124,082,826.51","149,232,496.70","164,348,016.90","142,654,816.47","165,992,499.76","181,994,734.67","220,066,956.09","203,697,559.30","195,219,771.46","206,117,378.02","235,210,675.31","230,456,153.08","238,641,496.33","231,760,388.54","239,105,918.54","267,299,139.06","302,927,181.10","304,937,615.90","322,204,210.53","303,111,168.61","283,011,020.57","362,289,213.53","331,917,484.93","354,929,436.32","371,288,883.03","403,876,254.45","405,875,782.52","428,947,127.09","424,231,702.05","449,974,600.33","487,832,290.47","468,751,024.56"
预付款项,"65,264,291.16","36,715,489.09","21,737,630.25","16,911,796.70","24,237,743.60","39,096,639.59","16,823,717.34","43,457,347.52","46,282,677.95","30,825,461.76","47,189,502.40","28,564,782.69","31,136,981.65","28,855,248.64","35,893,854.70","39,614,160.72","39,406,744.64","29,962,301.06","38,140,333.62","27,535,575.59","45,700,616.13","74,075,810.16","69,681,765.37","74,236,657.72","102,838,235.32","65,596,317.70","67,739,688.95","97,541,171.96","95,980,048.61","81,013,445.99","143,082,844.82","168,063,732.84","138,486,303.64","100,222,991.19","102,716,700.66","103,377,683.77"
预收款项,"250,071,207.19","376,353,734.03","372,926,681.68","325,813,308.80","347,561,829.49","294,555,829.37","304,732,276.73","345,836,120.31","440,509,033.99","346,116,011.01","389,916,443.88","459,927,023.46","549,061,191.67","524,142,759.71","653,460,452.14","771,641,737.32","781,678,774.62","712,263,208.34","740,825,397.63","725,835,951.74","885,014,780.71","810,761,237.65","908,837,054.96","919,277,555.78","983,408,876.87","785,817,140.44","748,528,752.08","660,070,009.78","622,702,295.80","592,099,203.57","663,576,904.81","615,950,728.11","653,336,115.18","646,392,505.31","639,750,261.05","631,713,910.13"
其他应收款,"9,427,972.09","6,677,388.71","5,141,366.15","4,484,518.62","9,084,705.50","4,339,743.08","6,842,087.38","19,249,146.14","6,738,353.90","16,099,636.55","12,627,460.64","12,225,826.36","10,637,225.13","15,280,519.75","17,776,343.09","19,387,377.38","27,405,634.75","29,907,069.58","24,714,815.77","20,726,839.32","27,791,778.34","20,320,015.44","32,343,488.69","18,136,787.10","27,132,999.82","59,119,524.16","81,346,664.85","66,153,677.02","79,102,601.98","64,563,726.15","98,462,184.89","99,231,013.85","73,739,867.37","52,881,024.55","59,195,906.77","61,860,302.40"
应付职工薪酬,"4,979,664.01","2,349,237.87","1,840,278.84","2,198,763.86","2,373,507.10","1,514,856.88","1,789,249.34","907,391.41","-3,161,429.56","1,151,593.78","2,370,627.82","2,219,556.11","-4,246,832.38","2,132,343.83","3,289,994.83","3,571,785.27","-4,004,192.32","3,220,444.53","3,501,244.54","3,962,233.70","4,039,530.55","4,072,971.62","5,131,373.24","4,809,273.30","5,165,971.55","4,337,356.82","12,090,765.51","9,190,649.97","4,979,280.51","5,941,169.82","6,343,094.76","6,810,648.89","7,225,689.17","9,206,961.62","8,822,876.44","9,214,827.19"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,985,328.59","13,006,235.46","25,492,409.61","45,825,321.78","43,537,044.40","49,939,817.14","18,620,860.14","25,111,014.34","11,675,892.64","37,898,622.42","22,087,744.74","34,588,296.88","39,270,508.54","56,733,276.90","52,964,659.48","44,814,994.04","47,457,614.07","61,106,748.65","46,640,698.53","57,116,834.42","38,377,891.42","54,080,605.48","58,851,808.55","74,997,330.80","72,505,666.28","88,667,244.86","61,276,381.21","84,413,978.38","74,625,120.08","108,168,256.86","93,909,846.88","95,969,562.31","53,448,971.34","68,086,423.25","75,902,805.84","80,334,984.47"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"1,725,211.50",,,,,,,,,,,,,,,,,,,,,"471,617.92",,,,"45,974.07","312,922.21","929,870.35","1,546,818.49","1,651,922.90","454,950.99","374,644.09",,"2,207,671.95","595,373.98","1,129,561.51"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,000,000.00",,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,000.00"
存货,"292,913,707.02","432,819,947.06","464,385,426.09","481,724,952.04","534,753,038.71","488,056,684.48","591,684,176.21","576,729,203.79","671,520,569.63","538,511,231.46","673,219,556.66","660,011,987.85","746,346,657.91","743,594,488.92","863,002,737.84","950,558,970.94","1,030,833,716.84","991,133,390.99","1,104,666,136.49","1,168,825,493.49","1,312,236,759.20","1,242,741,708.79","1,365,012,501.43","1,269,951,182.14","1,328,901,800.46","1,111,362,785.02","1,109,753,608.63","1,034,586,619.29","1,077,469,936.23","1,116,845,858.56","1,187,701,808.65","1,178,317,954.07","1,189,894,853.96","1,170,235,395.09","1,318,733,677.18","1,289,502,284.16"
其他应付款,"16,044,411.86","3,444,192.73","2,598,089.68","4,114,620.82","2,703,256.26","3,907,101.48","5,772,473.05","4,122,358.83","2,851,400.95","16,481,292.89","16,871,184.25","17,841,922.04","20,023,742.70","26,936,969.74","27,427,481.06","27,174,752.47","31,143,314.74","7,175,697.19","4,592,562.37","16,176,224.25","10,580,179.84","13,480,581.79","25,198,662.65","21,422,413.39","26,453,870.78","12,052,953.19","21,066,912.47","20,110,394.30","13,473,896.04","5,900,581.89","12,676,410.55","23,126,716.86","58,648,892.62","18,948,758.91","22,007,296.76","337,501,431.77"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,"69,045.44","69,045.44",,,"16,473.33",,,,,,,,,,,,,,
一年内到期的非流动负债,"3,594,122.56","79,687,059.48","5,219,127.57","495,936.85","7,277,472.99",,,,,,"23,738,916.77","23,218,916.77","23,218,916.77","23,218,916.77","15,932,666.67","10,000,000.00","10,000,000.00","15,900,240.50","26,568,533.15","26,113,989.41","12,238,563.46","5,440,544.79","7,504,224.23","7,816,163.32","6,043,883.55","70,741.70",,,,,,,,,,
其他流动资产,"124,266.62","124,266.62",,,,,,,,,,,,"2,000,000.00",,,"1,929,660.89",,,"30,000,000.00",,,,,,"501,683.20",,,,"8,899,014.36","10,446,604.18","11,002,374.75","11,107,514.69","15,121,248.22","20,383,125.46","24,657,839.04"
其他流动负债,"20,594,994.64",,,,,,,,,,,,,"100,641,666.66","124,169,583.45","104,091,666.66","105,816,666.66",,,,,,,,,,,,,,,,,,,
流动资产合计,"493,877,454.25","699,651,583.52","754,704,765.24","803,690,268.49","848,767,773.45","1,633,987,689.66","1,491,173,740.13","1,334,685,177.88","1,305,788,684.40","1,305,717,288.88","1,340,833,598.10","1,399,323,567.49","1,464,323,122.94","1,614,993,048.70","1,697,653,516.79","1,800,242,851.46","1,810,091,437.77","1,790,687,785.42","1,872,340,456.34","1,965,722,410.70","2,111,750,679.97","2,202,528,690.08","2,328,794,973.18","2,399,010,016.39","2,472,960,326.77","2,306,033,588.92","2,609,904,837.45","2,588,026,843.22","2,656,287,944.42","2,725,141,768.03","2,869,157,966.96","2,847,019,840.19","2,940,971,026.13","2,753,898,453.89","2,658,585,957.16","3,254,883,135.71"
