科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"138,882,431.97","244,080,296.41","346,553,482.28","206,282,188.85","426,085,367.83","144,859,306.00","262,950,676.37","393,387,588.08","525,968,373.60","163,376,008.51","305,639,393.55","460,043,148.13","630,662,557.01","187,967,414.79","361,044,475.75","541,993,512.76","740,940,520.28","253,282,105.81","487,188,831.39","746,791,273.47","1,024,069,842.27","347,984,544.69","640,376,607.14","956,994,318.45","1,341,083,333.12","444,204,378.12","848,272,222.38","1,219,977,732.20","1,730,181,988.45","580,386,647.18","1,089,624,865.11","1,634,055,907.51","2,196,784,789.08","679,484,974.11"
取得借款收到的现金,"831,250,000.00","884,127,040.95","2,163,200,000.00","1,132,800,000.00","2,055,705,249.40","743,043,605.35","2,046,927,778.48","2,523,027,778.48","3,194,194,778.48","1,842,520,562.00","3,065,820,620.90","3,615,320,620.90","4,418,820,620.90","1,456,777,438.00","2,802,765,829.37","4,137,054,713.07","5,874,236,275.07","1,935,607,715.20","3,469,482,668.18","4,361,739,668.38","6,140,889,308.48","2,109,853,565.59","5,199,927,545.67","7,780,271,399.84","9,454,555,442.67","1,649,458,391.05","3,914,549,824.34","6,892,262,931.44","8,609,110,696.43","3,620,783,094.84","6,601,350,379.62","9,178,797,511.93","13,428,471,103.42","4,993,032,147.46"
支付的各项税费,"172,406,222.25","186,845,605.56","267,958,593.82","154,923,357.41","281,610,662.01","111,014,352.53","213,792,200.48","292,374,112.17","389,305,640.65","100,552,837.90","215,244,217.94","306,685,876.63","451,028,724.17","108,990,807.87","236,949,455.43","346,708,486.47","485,580,725.81","159,875,836.76","331,011,665.90","478,610,523.75","662,135,835.63","208,885,670.74","410,455,796.60","613,546,111.58","820,344,009.11","255,424,154.90","527,513,672.40","755,975,738.51","1,008,402,361.00","303,152,183.71","621,379,146.95","908,512,390.14","1,262,535,278.31","453,928,691.14"
收到其他与筹资活动有关的现金,"30,533,343.22",,,"489,997,888.85","479,946,468.20","481,039,394.65","159,604,847.69","81,627,778.98",,"120,964,105.69","180,056,337.43","269,729,551.64",,"72,556,983.31","150,502,557.74","279,561,488.49",,,,"53,374,214.52",,,"337,608,887.85","254,982,403.59",,"64,621,081.32","493,307,132.22","305,567,238.08","120,000,000.00","355,959,137.24","912,730,474.61","657,123,270.10","210,643,528.72","17,164.94"
支付其他与经营活动有关的现金,"237,073,094.28","281,440,332.13","321,981,722.41","218,095,461.33","471,377,916.16","205,132,611.12","377,548,160.62","650,000,572.63","843,519,384.43","309,151,619.43","694,527,887.36","1,228,821,565.67","771,727,658.88","429,479,896.74","771,760,013.44","1,317,843,847.77","884,305,610.04","928,270,515.82","996,799,472.00","1,629,187,440.10","1,650,439,662.63","566,912,413.99","1,289,601,821.11","1,703,881,388.49","1,895,684,978.66","854,435,078.30","1,305,552,072.15","1,991,919,030.33","2,639,985,837.40","794,744,437.41","1,559,265,589.74","2,435,559,037.91","3,197,682,481.35","1,027,812,383.09"
筹资活动现金流入小计,"1,326,315,716.03","884,127,040.95","2,266,200,000.00","1,639,637,888.85","4,495,981,717.60","1,264,083,000.00","2,247,532,626.17","2,652,905,557.46","4,060,084,778.48","1,990,848,767.69","3,328,541,058.33","4,688,194,272.54","6,806,944,720.90","1,529,334,421.31","2,968,618,387.11","5,243,866,201.56","6,701,736,275.07","4,041,657,688.35","6,102,882,641.33","7,929,398,186.05","9,655,173,611.63","3,013,159,865.59","7,547,176,197.29","11,123,653,607.81","12,587,138,270.67","5,283,952,667.90","9,504,475,152.09","13,874,629,365.05","16,346,230,285.24","6,167,234,565.08","10,742,723,334.07","15,847,299,302.96","25,559,801,687.55","8,125,264,312.40"
经营活动现金流出小计,"14,918,570,803.23","16,068,798,494.03","21,640,003,891.91","10,111,219,067.56","25,468,779,523.92","5,431,218,648.93","13,287,024,097.50","20,303,257,737.19","29,119,106,241.92","7,953,871,539.27","16,342,615,326.95","25,252,835,860.30","35,517,189,468.81","8,357,056,275.67","17,742,232,760.23","28,240,036,382.66","39,322,218,434.94","10,773,360,356.23","21,996,214,991.02","34,298,263,105.48","47,713,820,669.50","12,936,906,515.09","27,706,842,367.55","42,741,862,479.41","57,830,642,256.01","17,074,285,350.31","35,352,561,427.45","53,846,093,837.07","68,589,678,495.50","19,457,873,223.04","41,698,548,358.07","63,119,306,851.84","86,000,362,752.06","24,556,418,830.03"
偿还债务支付的现金,"605,060,000.00","728,257,040.95","970,800,000.00","825,000,000.00","2,854,800,000.00","316,027,300.00","647,190,325.00","1,116,135,103.48","1,899,879,395.33","1,099,891,665.22","2,438,691,724.12","3,475,091,724.12","5,199,091,724.12","1,192,120,562.00","2,158,120,562.00","3,622,207,953.37","5,182,826,889.76","2,718,479,947.31","4,020,864,947.31","5,483,716,329.18","7,500,675,184.65","1,320,095,454.34","3,923,841,789.18","6,392,011,990.17","8,461,149,240.40","3,588,749,952.02","6,815,946,529.62","11,687,526,291.91","15,371,351,743.12","3,138,175,294.66","5,502,868,311.41","8,845,789,942.79","18,137,124,708.66","3,089,165,527.81"
经营活动产生的现金流量净额,"65,952,704.05","494,748,827.28","-521,700,142.37","-180,954,732.15","-1,031,828,248.62","-1,015,164,385.76","-895,733,594.19","-883,978,156.22","-343,610,697.17","-977,183,476.03","-798,678,393.65","-1,060,596,604.33","-368,932,765.14","-888,466,113.88","-864,755,870.45","-1,796,688,299.68","138,468,582.33","-2,256,722,465.08","-1,705,362,530.15","-2,385,171,979.23","-171,679,532.74","-2,397,495,075.87","-2,820,861,256.05","-3,301,291,286.11","435,955,993.59","-3,615,997,917.19","-3,064,243,164.51","-1,988,867,503.88","431,263,752.86","-2,665,167,131.73","-3,693,640,045.93","-5,006,612,332.96","-1,012,045,577.12","-3,874,592,070.67"
分配股利、利润或偿还利息支付的现金,"49,221,930.76","64,593,577.49","282,325,214.36","74,363,369.01","123,603,562.88","45,815,782.97","231,901,039.62","286,927,040.58","332,286,577.51","63,513,474.00","127,800,343.65","171,348,003.49","271,179,161.76","60,059,180.56","109,605,016.15","196,489,325.03","364,689,848.66","66,387,385.89","272,677,113.78","374,935,717.47","531,362,204.74","71,072,294.38","197,036,053.03","295,992,725.01","467,359,228.51","118,829,713.03","427,247,123.80","562,931,325.74","728,240,791.94","120,345,095.50","248,605,807.67","363,174,232.40","727,894,340.27","207,755,498.79"
收回投资收到的现金,,"75,520,466.52",,,,,"4,465,000.00","12,409,200.00","23,758,000.00",,,,"10,000,000.00","370,000.00","2,970,000.00","6,458,051.11","109,528,051.11","5,402,214.07","24,657,579.39","59,808,499.39","134,065,759.08","5,139,923.44","37,670,433.21","37,670,433.21","164,236,530.75","88,645,800.00","107,560,536.14","145,560,536.14","843,375,191.57","61,344,360.00","207,002,540.78","342,435,904.21","400,044,025.71","27,372,048.00"
支付其他与筹资活动有关的现金,"3,044,173.08","430,659,301.09","136,256,482.20","2,661,937.92","7,285,496.33",,,"12,000,000.00","225,211,517.61","2,600,000.00",,"49,000.00","73,828,668.00",,,,"20,638,336.19","37,452,621.99","25,570,445.42","33,130,693.40","545,767,784.21","15,441,003.67","6,833,000.00","34,806,729.44","881,542,253.16","24,598,560.37","26,418,852.85","47,626,272.81","662,322,061.36","11,838,072.67","10,094,162.77","29,022,342.71","618,072,947.63","534,662,705.23"
取得投资收益收到的现金,"2,329,395.50",,"5,778,047.19",,,"359,996.40","366,799.40","366,799.40","1,168,413.04",,"384,000.00","384,000.00","484,000.00","288,000.00","288,000.00","812,200.00","812,200.00","338,000.00","4,962,905.73","6,918,708.33","3,809,037.00","24,210,176.44","4,212,027.77","4,670,487.77","9,844,072.69","7,969,965.09","12,938,297.01","25,240,328.29","37,156,525.43","14,354,839.38","24,932,635.38","33,856,337.13","40,742,839.00","10,681,970.62"
筹资活动现金流出小计,"657,326,103.84","1,223,509,919.53","1,389,381,696.56","902,025,306.93","2,985,689,059.21","361,843,082.97","879,091,364.62","1,415,062,144.06","2,457,377,490.45","1,166,005,139.22","2,566,492,067.77","3,646,488,727.61","5,544,099,553.88","1,252,179,742.56","2,267,725,578.15","3,818,697,278.40","5,568,155,074.61","2,822,319,955.19","4,319,112,506.51","5,891,782,740.05","8,577,805,173.60","1,406,608,752.39","4,127,710,842.21","6,722,811,444.62","9,810,050,722.07","3,732,178,225.42","7,269,612,506.27","12,298,083,890.46","16,761,914,596.42","3,270,358,462.83","5,761,568,281.85","9,237,986,517.90","19,483,091,996.56","3,831,583,731.83"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,878,566.92","960,695.02","9,454,572.59","1,066,173.79","2,087,469.79","306,860.80","905,080.80","1,208,334.40","1,531,542.74","693,537.00","1,249,407.14","2,138,964.09","2,714,464.09","798,080.67","2,571,175.27","4,375,405.22","6,354,017.69","714,851.71","2,122,972.13","3,057,712.69","3,607,294.77","532,668.46","2,235,068.11","3,586,961.71","4,084,967.42","798,140.81","2,167,485.14","3,027,716.45","4,450,408.16","1,329,842.30","58,467,192.81","60,732,409.80","55,419,221.75","21,241,873.91"
筹资活动产生的现金流量净额,"668,989,612.19","-339,382,878.58","876,818,303.44","737,612,581.92","1,510,292,658.39","902,239,917.03","1,368,441,261.55","1,237,843,413.40","1,602,707,288.03","824,843,628.47","762,048,990.56","1,041,705,544.93","1,262,845,167.02","277,154,678.75","700,892,808.96","1,425,168,923.16","1,133,581,200.46","1,219,337,733.16","1,783,770,134.82","2,037,615,446.00","1,077,368,438.03","1,606,551,113.20","3,419,465,355.08","4,400,842,163.19","2,777,087,548.60","1,551,774,442.48","2,234,862,645.82","1,576,545,474.59","-415,684,311.18","2,896,876,102.25","4,981,155,052.22","6,609,312,785.06","6,076,709,690.99","4,293,680,580.57"
处置子公司及其他营业单位收到的现金净额,,,"100,000.00",,"5,000,000.00",,,,"70,795,553.95",,,"28,758.86","180,112,056.65",,,"13,076,900.00","81,453,400.57","641,771.31",,,,,,"3,949,796.46",,,,,,,,"4,905,770.35","10,656,660.44",
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,536.15","9,110.02","-405,650.34","-424,020.73","-522,274.29","-692,643.07"
收到其他与投资活动有关的现金,"9,975,683.51","17,427,406.69","22,343,664.20","22,220,643.49","15,981,618.23","3,573,988.61","6,962,381.47","44,448,071.24","19,723,542.16","21,692,453.59","13,184,010.63","18,513,220.41","20,953,289.81","6,620,477.40","6,809,836.41","13,550,765.37","2,422,258.43","5,291,090.20","6,882,355.71","7,234,355.71","7,284,355.71","20,000.00","28,000.00","478,000.00","52,063,461.73","1,064,434.34","6,016,638.16","5,193,321.84","32,568,855.71","20,407,080.91","1,326,722,666.42","2,412,318,375.60","2,695,738,713.41","1,008,182,853.17"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"14,183,645.93","93,908,568.23","37,676,283.98","23,286,817.28","23,069,088.02","4,240,845.81","12,699,261.67","58,432,405.04","116,977,051.89","22,385,990.59","14,817,417.77","21,064,943.36","214,263,810.55","8,076,558.07","12,639,011.68","38,273,321.70","200,569,927.80","12,387,927.29","38,625,812.96","77,019,276.12","148,766,446.56","29,902,768.34","44,145,529.09","50,355,679.15","230,229,032.59","98,478,340.24","128,682,956.45","179,021,902.72","917,550,980.87","97,436,122.59","1,617,125,035.39","2,854,248,797.09","3,202,601,460.31","1,067,478,745.70"
五、现金及现金等价物净增加额,"459,809,618.53","-116,080,908.86","68,578,412.34","410,746,288.86","78,126,503.89","-183,661,659.59","237,982,714.02","-41,903,712.85","758,440,299.12","-340,718,439.43","-471,519,191.37","-679,731,933.38","185,826,585.27","-829,505,651.28","-478,935,114.10","-827,050,967.64","777,841,922.21","-1,274,373,155.10","-494,836,808.53","-1,141,274,634.94","-119,406,711.50","-1,080,242,525.11","-372,640,743.15","-170,083,861.68","1,675,181,098.52","-2,246,840,837.07","-1,336,802,519.57","-1,478,116,393.28","-1,481,720,892.66","-108,717,696.14","834,456,373.89","491,799,398.73","3,067,848,201.16","-524,219,943.37"
购建固定资产、无形资产和其他长期资产支付的现金,"293,028,620.16","314,900,066.29","305,863,962.34","164,548,378.19","382,566,794.19","67,280,836.67","211,515,852.40","329,668,122.46","486,305,321.81","98,310,582.46","289,511,736.56","474,063,640.30","623,126,919.61","169,827,409.22","278,549,175.93","417,491,543.31","613,805,533.69","212,716,166.47","425,328,577.89","678,999,821.97","945,562,507.49","249,051,330.78","458,058,128.76","699,491,038.67","1,009,059,648.75","210,645,494.12","462,913,306.48","854,565,430.55","1,150,493,136.39","220,593,785.98","471,281,961.12","855,173,817.25","1,090,339,247.65","864,882,201.74"
期初现金及现金等价物余额,"193,278,046.32","653,087,664.85","537,006,755.99","605,585,168.33","605,585,168.33","683,711,672.22","695,583,484.79","695,583,484.79","695,583,484.79","1,454,023,783.91","1,454,023,783.91","1,454,023,783.91","1,454,023,783.91","1,639,850,369.18","1,639,850,369.18","1,639,850,369.18","1,639,850,369.18","2,417,692,291.39","2,417,692,291.39","2,417,692,291.39","2,417,692,291.39","2,298,285,579.89","2,298,285,579.89","2,298,285,579.89","2,298,285,579.89","3,973,466,678.41","3,973,466,678.41","3,973,466,678.41","3,973,466,678.41","2,491,745,785.75","2,491,745,785.75","2,491,745,785.75","2,491,745,785.75","5,559,593,986.91"
投资支付的现金,"43,236,591.22","47,516,690.00","6,000,000.00","4,650,000.00","39,750,000.00","7,697,200.00","35,908,362.61","86,048,021.82","131,328,021.82","112,454,000.00","135,754,000.00","173,401,000.00","254,722,707.55","56,443,365.00","49,161,888.36","76,313,369.51","76,883,369.51","36,660,184.00","184,589,633.51","118,403,300.00","154,163,300.00","69,910,000.00","539,820,000.00","587,369,616.23","716,048,449.98","62,896,947.00","168,782,507.00","379,667,516.77","1,232,978,366.20","216,471,155.39","447,548,066.92","818,192,627.33","1,042,726,532.17","631,315,901.99"
期末现金及现金等价物余额,"653,087,664.85","537,006,755.99","605,585,168.33","1,012,561,457.19","683,711,672.22","500,050,012.63","933,566,198.81","653,679,771.94","1,454,023,783.91","1,113,305,344.48","982,504,592.54","774,291,850.53","1,639,850,369.18","810,344,717.90","1,160,915,255.08","812,799,401.54","2,417,692,291.39","1,143,319,136.29","1,922,855,482.86","1,276,417,656.45","2,298,285,579.89","1,218,043,054.78","1,925,644,836.74","2,128,201,718.21","3,973,466,678.41","1,726,625,841.34","2,636,664,158.84","2,495,350,285.13","2,491,745,785.75","2,383,028,089.61","3,326,202,159.64","2,983,545,184.48","5,559,593,986.91","5,035,374,043.54"
