科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"42,305,685.26","93,819,012.95","164,596,039.49","30,043,852.65","78,389,403.60","106,943,626.52","151,811,086.08","44,039,932.32","110,402,139.35","142,330,288.90","166,041,070.05","25,870,783.67","75,085,956.27","137,096,544.88","218,959,102.72","45,779,120.93","102,338,379.64","394,073,518.53","735,679,017.73","283,385,793.78","557,236,169.14","844,963,129.13","1,216,809,975.80","410,213,276.56","729,856,968.23","1,102,524,623.00","1,562,235,609.37","374,783,982.25","687,804,814.33","988,491,565.33","1,546,320,726.82","443,662,973.72"
取得子公司及其他营业单位支付的现金净额,"1,500,000.00","700,000.00",,,,,,,"4,865,496.49","4,865,496.49","4,865,496.49",,,,"196,409,623.66",,,"664,565,382.73","684,565,382.73","5,161,060.91","268,975,521.96","268,897,428.17","254,118,784.53","131,355,727.56","168,959,148.06","363,412,960.62","363,412,960.62",,,,,
收到的税费返还,,"1,605,569.30","852,229.30",,"323,861.09","3,187,858.89","15,853,147.74",,"2,240,398.66","10,539,359.77","21,250,310.03","3,904,255.37","13,063,087.30","20,827,904.66","45,866,940.90","3,929,157.47","15,924,998.68","27,613,307.23","38,866,434.41","7,915,606.64","18,134,072.46","28,168,349.81","41,421,889.05","10,141,595.46","19,275,282.88","31,605,101.51","41,673,345.68","6,010,879.46","14,125,226.95","24,801,953.50","35,263,870.76","5,837,257.15"
支付其他与投资活动有关的现金,,"11,005,964.21",,,,,,,,,"23,601,768.00",,,,,,,"10,000,000.00","10,000,000.00","3,746.00","150,000.00","9,150,000.00",,,,,,,,"1,506,233.29","1,506,233.29",
收到其他与经营活动有关的现金,"16,022,116.37","6,997,928.34","3,224,313.13","4,869,764.63","8,294,127.44","15,921,322.74","5,654,125.17","20,146,759.77","26,157,814.59","31,280,571.45","27,478,640.61","8,449,190.61","14,770,031.34","23,135,854.54","10,692,114.16","12,115,886.05","22,450,252.12","38,806,354.37","25,423,293.24","15,310,291.19","41,161,744.00","135,602,472.01","121,620,779.46","50,030,198.73","79,484,190.59","104,909,595.83","161,574,428.94","160,019,155.00","266,045,926.86","341,409,344.81","255,229,776.43","23,373,643.27"
投资活动现金流出小计,"139,024,613.22","329,156,387.33","316,294,160.18","28,491,753.71","52,333,363.65","91,563,649.50","127,609,249.66","49,154,533.06","73,658,857.03","113,404,931.36","179,032,087.96","24,599,216.98","56,068,372.94","111,549,304.90","291,592,475.54","134,376,226.07","169,834,396.37","1,079,834,733.24","1,382,934,012.21","316,834,153.21","919,175,998.99","1,174,690,209.19","1,318,402,118.41","524,047,523.52","777,803,062.72","1,283,857,925.57","1,505,840,170.18","372,730,029.13","657,987,049.29","953,931,480.36","1,359,036,839.12","174,946,324.32"
经营活动现金流入小计,"58,327,801.63","102,422,510.59","168,672,581.92","34,913,617.28","87,007,392.13","126,052,808.15","173,318,358.99","64,186,692.09","138,800,352.60","184,150,220.12","214,770,020.69","38,224,229.65","102,919,074.91","181,060,304.08","275,518,157.78","61,824,164.45","140,713,630.44","460,493,180.13","799,968,745.38","306,611,691.61","616,531,985.60","1,008,733,950.95","1,379,852,644.31","470,385,070.75","828,616,441.70","1,239,039,320.34","1,765,483,383.99","540,814,016.71","967,975,968.14","1,354,702,863.64","1,836,814,374.01","472,873,874.14"
投资活动产生的现金流量净额,"-136,040,185.08","-331,186,194.69","-305,135,643.72","-28,491,753.71","-52,333,363.65","-91,563,649.50","-127,608,349.66","-13,031,518.55","-32,514,431.63","-68,345,683.36","-109,169,810.50","-24,599,216.98","-52,986,436.56","-105,308,236.31","-245,600,162.33","-119,826,226.07","-141,443,870.37","-749,752,520.95","-782,069,598.52","-87,553,870.64","-407,373,278.05","-487,426,524.38","-573,297,166.41","-319,731,171.48","-411,796,150.88","-795,641,084.96","-853,834,991.55","-70,780,420.78","-114,782,054.72","-202,076,520.14","-276,839,052.14","-36,877,725.71"
购买商品、接受劳务支付的现金,"6,756,476.68","11,041,787.67","18,058,562.09","11,265,545.87","18,500,373.58","26,573,006.86","37,965,343.33","5,079,215.01","12,531,719.91","28,957,789.41","47,539,794.42","13,371,368.24","24,177,837.03","40,135,116.21","70,414,698.58","21,705,132.68","36,132,841.54","254,947,734.80","508,880,188.58","209,950,703.70","416,340,165.61","604,783,281.98","889,091,038.57","268,865,267.47","430,413,603.89","687,436,512.75","1,038,873,601.82","246,433,546.92","376,851,835.24","536,717,265.46","805,628,178.94","113,965,448.97"
吸收投资收到的现金,"64,991,000.00","179,532,500.00",,,"618,652,000.00","618,652,000.00","618,652,000.00","12,000,000.00","12,000,000.00","12,000,000.00","13,000,000.00",,,"57,739,000.00","57,739,000.00",,,"239,999,961.80","239,999,961.80",,"10,000,000.00","20,500,000.00","533,158,784.72","12,944,727.25","21,700,000.00","34,200,883.00","21,700,000.00",,,,"290,000.00",
