科目,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"14,180,276.03","28,201,749.33","29,957,815.31","101,394,771.92","77,399,737.22","130,773,908.01","64,958,896.67","108,883,880.76","98,071,525.43","153,837,601.29","300,355,226.39","287,081,101.32","184,427,433.65","182,770,886.03","231,395,177.39","121,958,646.10"
短期借款,"150,580,643.44","173,114,215.10","163,900,000.00","167,658,835.36","170,300,000.00","210,300,000.00","137,945,148.09","236,905,135.29","227,355,644.00","258,432,286.34","360,931,180.00","273,500,268.51","304,800,000.00","294,750,000.00","316,018,337.46","261,614,181.47"
交易性金融资产,,"41,700.00",,,,,,,,,,,,,,
交易性金融负债,,,"357,510.00",,,,,"18,000.00",,,,,,,,
应收票据,"2,328,000.00","911,988.00","1,930,000.00",,"410,000.00","1,178,034.00","1,287,908.41","100,000.00","100,000.00","3,635,337.97","2,782,860.85","515,100.00","456,080.00","841,982.60","600,000.00","3,329,877.55"
应付票据,"4,903,744.00","2,670,012.60","8,354,713.57","12,738,743.66","10,203,985.24","11,266,835.28","9,544,852.10","11,194,900.47","12,880,384.83","9,908,718.36","167,393,183.61","266,974,365.46","137,853,527.05","136,645,715.70","146,522,861.40","44,485,383.30"
应收账款,"107,782,062.05","124,739,484.89","141,081,408.41","125,949,762.72","145,222,640.15","174,367,055.95","140,890,460.06","180,508,284.84","171,562,039.67","180,702,073.15","267,746,422.42","313,670,743.18","343,267,682.33","295,405,622.63","264,941,037.28","217,937,469.75"
应付账款,"32,557,832.92","45,006,203.83","37,350,052.56","18,621,955.42","19,253,580.39","18,173,190.03","36,045,090.81","25,419,370.95","29,964,257.45","38,783,208.73","93,213,268.64","71,544,385.40","122,797,976.39","85,816,542.29","61,730,679.82","74,980,104.88"
预付款项,"12,845,013.71","1,495,591.65","298,454.26","1,399,608.20","3,342,355.84","217,944.06","820,181.59","584,359.80","2,330,568.86","154,908.31","22,442,179.87","10,320,648.69","9,018,768.46","24,026,303.02","8,368,567.94","1,984,223.22"
预收款项,"2,881,522.41","1,795,325.31","1,584,588.28","1,730,707.35","1,969,637.67","3,357,158.88","5,092,763.89","4,767,034.22","4,372,804.30","9,756,881.06","4,694,585.09","4,902,602.03","7,904,909.67","4,207,038.86","3,667,672.17","5,804,984.68"
其他应收款,"6,393,102.34","4,041,857.22","4,600,346.90","6,541,203.63","8,425,825.99","5,272,083.21","2,841,136.51","4,363,739.98","10,054,802.16","6,169,258.33","2,912,180.86","2,489,301.99","2,134,792.23","437,857.12","117,282.90","2,348,425.90"
应付职工薪酬,"1,038,998.28","402,386.83","322,322.77","366,610.24","371,978.87","1,769,125.11","1,675,108.97","1,629,900.27","1,828,598.30","1,282,094.98","706,918.58","872,054.05","4,196,145.44","4,451,738.15","3,003,381.13","2,429,667.40"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"2,697,556.14","5,223,830.87","6,188,929.79","1,895,877.72","5,006,759.96","2,829,640.25","1,853,569.91","102,302.65","159,293.51","1,268,896.30","594,964.14","2,732,370.54","2,593,728.21","8,388,403.93","7,241,011.95","5,101,259.42"
应收利息,,,,,,,,,,,,,,,,
应付利息,"392,483.44","432,527.00","508,278.49","222,611.45","262,037.78","332,440.17","169,237.48","474,773.17","764,112.38","1,187,864.51","1,628,741.45","335,175.49","384,813.89","419,131.32","377,069.26","322,972.46"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"107,848,217.24","122,752,114.11","125,997,231.33","178,866,003.98","199,529,600.97","177,092,625.80","224,814,870.68","197,686,661.96","209,919,827.67","201,463,277.62","259,981,594.37","241,660,479.24","228,476,285.44","206,366,793.68","206,448,013.01","211,069,575.21"
其他应付款,"1,325,916.74","1,571,185.11","830,162.06","6,425,987.27","4,299,686.52","4,529,962.17","1,766,578.36","1,365,532.05","1,735,551.66","2,781,122.33","1,210,994.66","1,308,169.87","1,979,738.93","2,547,728.53","2,545,952.69","2,697,486.57"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"79,000,000.00",,"51,100,000.00",,,,,,,,,,,,,
其他流动资产,,,,"2,931,168.62","871,416.28",,,"1,989,081.16","4,419,953.04","2,172,638.15","8,036,397.25","710,337.19","3,826,422.05","3,863,886.89","3,759,799.91","7,828,669.26"
其他流动负债,,,,,,,,,,,,,"7,841.29",,,
流动资产合计,"251,376,671.37","282,184,485.20","303,865,256.21","417,082,519.07","435,201,576.45","488,901,651.03","435,613,453.92","494,116,008.50","496,458,716.83","548,135,094.82","864,256,862.01","856,447,711.61","771,607,464.16","713,713,331.97","715,629,878.43","566,456,886.99"
流动负债合计,"275,378,697.37","230,215,686.65","270,496,557.52","209,661,328.47","211,667,666.43","252,558,351.89","194,092,349.61","281,876,949.07","279,078,646.43","323,462,608.61","630,391,836.17","622,169,391.35","582,518,680.87","537,852,531.98","541,837,929.88","397,835,198.38"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,"92,500,000.00","52,500,000.00",,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"107,336,948.18","99,584,385.03","235,693,664.35","230,440,076.15","229,943,974.85","226,324,101.90","222,505,839.70","218,558,230.92","224,085,541.58","225,419,249.59","221,225,920.02","218,226,593.77","238,843,825.54","280,445,632.56","275,323,638.00","274,209,707.71"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,"63,385,905.21","123,576,093.31","17,422,805.83","32,647,251.06","34,556,461.47","31,983,811.90","34,501,240.90","35,587,339.90","35,961,726.01","36,678,256.73","41,007,264.73","42,510,105.68","26,057,329.42",,,
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,,"92,500,000.00","52,882,100.00","362,995.00","353,442.50","382,100.00","382,100.00","382,100.00","382,100.00","682,147.50","664,067.50","645,987.50","627,907.50","1,640,459.17","1,622,379.17","1,551,894.17"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"275,378,697.37","322,715,686.65","323,378,657.52","210,024,323.47","212,021,108.93","252,940,451.89","194,474,449.61","282,259,049.07","279,460,746.43","324,144,756.11","631,055,903.67","622,815,378.85","583,146,588.37","539,492,991.15","543,460,309.05","399,387,092.55"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"68,880,000.00","68,880,000.00","68,880,000.00","91,880,000.00","91,880,000.00","91,880,000.00","91,880,000.00","229,700,000.00","229,700,000.00","229,700,000.00","229,700,000.00","229,700,000.00","229,700,000.00","229,700,000.00","229,700,000.00","229,700,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"20,270,307.89","20,270,307.89","20,270,307.89","224,149,427.89","224,149,427.89","224,149,427.89","224,149,427.89","86,329,427.89","86,329,427.89","86,329,427.89","86,329,427.89","86,329,427.89","85,627,237.77","85,627,237.77","85,627,237.77","85,627,237.77"
无形资产,"31,603,338.92","31,040,180.80","30,251,704.05","29,826,693.60","29,787,347.92","29,622,076.52","29,396,101.79","29,322,826.88","29,059,580.67","28,886,768.81","28,668,657.83","28,508,764.74","28,672,575.98","28,400,356.74","30,331,216.96","28,213,184.69"
盈余公积,"8,386,299.06","11,840,306.24","16,782,392.94","16,782,392.94","16,782,392.94","21,015,596.92","21,015,596.92","21,015,596.92","21,015,596.92","25,005,049.70","25,005,049.70","25,005,049.70","25,005,049.70","27,146,322.99","27,146,322.99","27,146,322.99"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,"48,055,979.70","48,055,979.70","48,055,979.70","48,055,979.70"
未分配利润,"82,171,441.11","114,704,075.06","164,767,345.85","171,657,975.78","186,650,227.27","191,070,195.05","196,449,186.45","166,961,909.35","174,226,255.48","178,458,560.30","192,082,891.00","193,187,682.71","194,192,320.15","189,542,224.85","184,436,863.95","177,916,345.18"
长期待摊费用,,,,,,,,,,,,"585,836.99","556,267.01","526,697.03","430,381.76","467,557.07"
少数股东权益,"-20,097.43","-24,288.11","-28,131.87","-30,262.49","152,307.50","-32,123.79","-32,047.46","-173,667.85","-63,018.35","-404,108.02","-536,786.85","-629,064.09","4,533,126.91","5,078,365.20","5,283,949.38","4,435,411.51"
递延所得税资产,"1,317,988.31","1,957,855.72","1,941,024.56","1,920,656.81","1,696,178.66","3,783,109.95","2,676,985.71","2,956,020.09","2,997,718.62","3,554,699.56","3,331,144.65","4,291,774.31","4,794,864.66","5,680,213.79","5,187,847.89","6,390,423.47"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,"4,832,650.38","2,503,297.00","415,833.00","358,179.00","3,193,015.70","5,503,981.30","2,065,570.00","630,942.00","5,228,532.70","5,955,321.60","6,041,977.00","2,136,274.26","2,136,274.26","2,051,987.58"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"203,644,180.62","256,158,514.86","290,141,849.17","297,337,974.62","296,399,795.90","292,071,279.27","292,273,183.80","291,928,399.09","294,170,136.88","295,169,916.69","299,461,519.93","300,078,397.09","353,022,819.31","365,245,154.08","361,465,338.57","359,388,840.22"
所有者权益(或股东权益)合计,"179,642,154.62","215,627,313.41","270,628,447.86","504,396,170.22","519,580,263.42","528,032,478.41","533,412,188.11","503,785,358.52","511,168,107.28","519,160,255.40","532,662,478.27","533,710,729.85","541,483,695.10","539,465,494.90","533,634,907.95","526,458,634.66"
资产总计,"455,020,851.99","538,343,000.06","594,007,105.38","714,420,493.69","731,601,372.35","780,972,930.30","727,886,637.72","786,044,407.59","790,628,853.71","843,305,011.51","1,163,718,381.94","1,156,526,108.70","1,124,630,283.47","1,078,958,486.05","1,077,095,217.00","925,845,727.21"
负债和所有者(或股东权益)合计,"455,020,851.99","538,343,000.06","594,007,105.38","714,420,493.69","731,601,372.35","780,972,930.30","727,886,637.72","786,044,407.59","790,628,853.71","843,305,011.51","1,163,718,381.94","1,156,526,108.70","1,124,630,283.47","1,078,958,486.05","1,077,095,217.00","925,845,727.21"
