科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
分配股利、利润或偿还利息支付的现金,"2,255,252.77","5,214,525.39","4,375,270.36","442,146.00","1,565,588.33","1,788,384.66","1,965,204.88","13,325.35","12,800,000.00","13,043,427.78","13,408,336.66","364,808.90","8,405,851.67","8,679,356.11","9,134,267.59","1,247,463.46","3,258,215.16","4,535,883.63","6,075,235.08","3,783,929.62","13,596,033.85","15,612,304.11","21,670,867.47","3,165,860.76","10,697,594.18","11,946,336.26","22,227,895.57","4,520,270.43","10,326,928.83","14,232,243.36","19,199,375.25","4,767,890.04","10,351,154.40","20,022,027.27","26,315,345.48","11,727,417.42","21,077,056.55","36,469,639.83","45,259,679.08","10,369,877.39"
收回投资收到的现金,"2,158,373.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"1,020,812.15",,,,"4,210,159.43","9,789,708.67","10,128,055.59","410,000.00",,,,,,"387,046.22",,,,,,,,"5,113,600.00","4,472,200.00","776,200.00","1,552,400.00","1,918,026.00","7,607,545.88","6,069,197.47","12,840,712.40","21,830,040.93","28,088,074.06","6,814,374.67","13,628,749.34","21,478,711.71","29,416,722.60","776,200.00","8,183,400.00","17,510,988.89","317,696,767.60","9,055,012.96"
取得投资收益收到的现金,"-80,160.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,984,852.47",,"2,609,492.01","5,093,854.89","5,093,854.89","627,196.30"
筹资活动现金流出小计,"13,305,453.19","19,231,394.76","28,375,270.36","442,146.00","6,775,747.76","51,578,093.33","67,093,260.47","1,923,325.35","14,300,000.00","14,543,427.78","14,908,336.66","1,364,808.90","20,705,851.67","31,366,402.33","35,729,701.18","2,063,517.80","15,509,319.97","20,957,595.70","22,157,939.08","3,783,929.62","14,850,814.37","51,929,075.62","71,529,401.33","19,049,292.93","55,125,816.82","66,912,326.70","148,305,039.12","10,589,467.90","126,793,941.23","174,355,834.29","365,878,838.52","11,707,896.06","181,162,180.64","308,690,383.81","486,221,536.08","254,153,617.42","440,731,082.33","489,097,772.42","974,206,446.68","113,524,890.35"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"313,979.33","982,868.88","14,127.26","14,080.98","81,019.79","63,279.61","81,891.25","81,891.25","81,891.25","117,868.92",,680.00,"28,224.48","434,350.47",,,"147,593.97","320,109.46",,"31,041.47","58,755.46","171,077.67","590,000.00","2,234,856.59","3,139,001.55","829,783.08","382,156.94","405,277.29","406,001.51","418,698.80",,"1,025,710.53","1,023,812.64","1,022,480.10","371,900.00","389,140.00","3,789,140.00","6,294,746.00","12,857,751.15"
筹资活动产生的现金流量净额,"694,546.81","7,526,875.24","6,754,729.64","18,557,854.00","507,544,252.24","462,741,906.67","447,226,739.53","-1,923,325.35","-4,300,000.00","5,456,572.22","5,091,663.34","-1,364,808.90","-10,705,851.67","-21,366,402.33","93,824,423.82","-2,063,517.80","-10,845,489.47","13,706,358.30","35,505,330.92","-1,783,929.62","95,147,585.63","68,066,124.38","244,604,059.17","5,950,707.07","-10,125,816.82","27,291,673.30","34,438,531.88","44,860,532.10","-1,062,741.23","706,743,841.71","616,425,815.48","84,292,103.94","149,924,319.36","143,476,182.85","346,159,063.92","-96,553,617.42","-22,911,082.33","-109,769,372.42","-91,346,230.02","34,275,109.65"
处置子公司及其他营业单位收到的现金净额,,1.86,,,"388,607.88","388,607.88","837,312.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-289,508.05","-529,723.87","-40,240.72",332.78,"-284,380.95","-565,627.17","-903,645.93","-339,808.19","-107,027.34","-46,919.52","-2,088,221.38","-120,681.69","317,268.05","473,755.50","66,334.27","-121,195.41","-967,371.24","-1,678,758.15","-2,031,978.56","938,647.25","1,354,210.37","-869,667.92","-108,216.82","589,260.16","-527,787.55","841,747.27","1,821,894.74","145,291.72","119,217.95","2,431,436.61","4,492,443.48","376,014.22","-1,664,851.62","-1,728,245.21","-4,131,901.76","-1,054,838.91","272,630.73","1,037,801.58","1,142,448.96","-1,281,772.41"
收到其他与投资活动有关的现金,"379,257.40","2,725,086.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"350,000,000.00","150,000,000.00","300,000,000.00","500,000,000.00","500,000,000.00","60,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,457,470.97","3,039,067.59","982,868.88","14,127.26","402,688.86","469,627.67","900,592.01","81,891.25","81,891.25","81,891.25","117,868.92",,680.00,"28,224.48","434,350.47",,,"147,593.97","320,109.46",,"31,041.47","58,755.46","171,077.67","590,000.00","2,234,856.59","3,139,001.55","829,783.08","382,156.94","405,277.29","406,001.51","418,698.80",,"1,025,710.53","1,023,812.64","362,007,332.57","150,371,900.00","302,998,632.01","508,882,994.89","511,388,600.89","73,484,947.45"
五、现金及现金等价物净增加额,"-4,640,433.42","23,632,611.84","4,441,271.77","13,860,259.49","489,956,397.61","426,011,977.59","419,396,653.17","-6,666,002.68","-42,289,789.57","-51,803,294.61","-64,341,301.05","-16,600,581.06","-97,926,621.33","-110,792,194.66","-172,100,558.55","-24,007,905.32","-66,599,198.30","-38,764,819.03","-15,496,243.81","5,128,430.76","80,550,595.62","-12,349,795.43","-7,430,189.23","-1,105,209.49","-22,856,890.63","-28,900,650.75","-46,140,712.46","23,983,133.99","-48,432,551.89","643,492,826.25","-36,913,261.19","70,859,940.51","81,567,261.98","50,466,713.05","269,078,564.11","-291,354,118.19","-252,725,919.28","-206,808,834.39","-181,804,247.71","-997,603.24"
购建固定资产、无形资产和其他长期资产支付的现金,"7,785,390.08","11,724,621.61","18,789,212.04","2,567,934.57","10,453,586.59","20,215,134.59","30,983,070.54","4,052,238.50","16,679,229.27","22,001,723.53","31,296,830.07","4,916,738.71","36,948,841.14","55,686,011.68","244,685,558.81","35,335,822.13","56,509,941.52","86,980,742.03","119,751,415.18","9,612,228.23","36,264,850.55","116,284,807.70","159,000,860.59","29,925,455.32","65,638,735.15","113,069,630.61","153,182,439.42","9,992,033.60","47,321,145.93","63,411,369.02","89,259,068.65","19,338,248.63","48,228,014.74","73,696,405.51","99,065,942.25","9,972,461.37","25,283,381.56","38,448,362.52","63,696,824.44","16,730,816.42"
期初现金及现金等价物余额,"28,907,097.98","24,266,664.56","47,899,276.40","54,048,084.37","54,048,084.37","54,048,084.37","52,340,548.17","472,686,080.02","471,737,201.34","471,737,201.34","471,737,201.34","407,395,900.29","407,395,900.29","407,395,900.29","407,395,900.29","235,295,341.74","235,295,341.74","235,295,341.74","235,295,341.74","219,799,097.93","219,799,097.93","219,799,097.93","219,799,097.93","212,368,908.70","212,368,908.70","212,368,908.70","212,368,908.70","166,228,196.24","166,228,196.24","166,228,196.24","166,228,196.24","129,314,935.04","129,314,935.05","129,314,935.05","129,314,935.05","398,393,499.16","398,393,499.16","398,393,499.16","398,393,499.16","216,589,251.45"
投资支付的现金,"3,101,781.03",,,,,,"330,000.00",,,,,,,,,,,,,"14,000,000.00","17,000,000.00","24,000,000.00","25,200,000.00","900,000.00","13,744,230.00","17,714,420.00","14,204,713.90","1,590,000.00","4,590,000.00","16,590,000.00","220,168,309.90",,"1,823,129.45","1,786,860.12","1,791,191.37","84,029,770.50","138,949,557.12","159,484,935.18","106,222,667.53","15,595,800.00"
期末现金及现金等价物余额,"24,266,664.56","47,899,276.40","52,340,548.17","67,908,343.86","544,004,481.98","480,060,061.96","471,737,201.34","466,020,077.34","429,447,411.77","419,933,906.73","407,395,900.29","390,795,319.23","309,469,278.96","296,603,705.41","235,295,341.74","211,287,436.42","168,696,143.44","196,530,522.71","219,799,097.93","224,927,528.69","300,349,693.55","207,449,302.50","212,368,908.70","211,263,699.21","189,512,018.07","183,468,257.95","166,228,196.24","190,211,330.23","117,795,644.35","809,721,022.49","129,314,935.05","200,174,875.55","210,882,197.03","179,781,648.10","398,393,499.16","107,039,380.97","145,667,579.88","191,584,664.77","216,589,251.45","215,591,648.21"
