科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"511,301,769.87","1,045,818,940.90","1,659,294,723.38","2,213,548,088.82","605,324,701.88","1,266,513,281.40","1,927,774,576.19","2,635,800,971.41","778,211,927.38","1,532,407,889.58","2,369,045,564.72","3,329,188,914.35","1,131,357,826.55","2,130,386,222.96","3,082,041,482.38","4,166,688,074.28","1,044,394,132.93","2,127,784,181.68","3,199,639,212.51","4,478,593,228.80","1,197,557,783.60","2,736,175,514.19","4,333,983,559.54","5,584,625,694.04","1,336,008,212.69","2,738,213,503.31","4,260,561,383.53","5,858,333,441.03","1,725,418,810.59","3,578,350,218.12","5,471,631,136.79","7,463,464,767.86","2,035,147,536.27","3,996,774,208.13","6,199,907,526.63","8,574,347,715.90","2,350,967,725.87","4,693,861,833.65","7,272,527,855.24","9,783,907,544.23","2,696,623,799.14","5,272,672,080.35","8,252,400,405.29","11,290,556,799.89","3,121,650,572.64","6,072,884,184.09"
取得子公司及其他营业单位支付的现金净额,"235,900,983.07","264,872,988.96","264,872,988.96","262,604,641.04",,"50,792,945.00",,"71,292,945.00",,,,"8,198,802.54",,,,,,,,,,"105,388,667.06","105,388,667.06","105,388,667.06",,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"1,732,539.02","7,655,331.04","9,257,295.07","16,015,517.51","425,021.02","2,706,591.48","10,813,893.65","16,835,128.66","4,372,720.47","5,595,908.15","7,405,883.04","14,578,466.16","3,816,757.28","7,893,341.15","14,125,251.57","16,362,742.28","7,508,437.27","12,293,832.64","18,236,582.38","26,974,703.88","5,725,243.44","17,955,125.55","27,575,603.03","31,423,709.78","14,194,299.59","12,397,968.28","18,775,791.98","26,180,114.78","8,315,220.04","15,426,719.13","27,767,528.75","35,908,763.70","7,284,947.74","28,939,863.25","55,635,715.38","66,000,993.72","20,872,643.80","25,905,357.41","43,017,650.90","63,102,769.26","17,176,313.15","26,790,755.30","46,186,796.30","60,347,721.39","20,153,765.17","29,727,785.36"
支付其他与投资活动有关的现金,,,,,,,"76,338.50",,"3,500.00","3,500.00","3,500.00","3,500.00",,,"3,871,574.01","6,183,796.26",,,,"7,715,694.15",,,"5,000,000.00",,,"5,400,000.00","5,400,000.00","8,563,590.71",,"2,400,000.00","6,004,879.95","8,255,955.14","3,168,873.91","8,390,882.76","13,374,206.41","22,188,421.04",,,,,,,,"1,211,700.00","1,150,400.00","909,772.75"
收到其他与经营活动有关的现金,"21,604,124.75","29,518,839.42","38,193,359.17","44,091,436.15","9,744,679.58","24,185,459.43","40,095,389.39","46,826,090.32","17,043,581.24","18,569,206.49","64,017,630.72","55,660,987.32","18,647,420.96","45,663,448.05","68,580,435.78","96,635,188.35","47,140,397.76","63,622,463.37","101,161,319.49","158,849,290.69","42,850,600.06","110,359,093.80","215,845,044.60","205,980,160.20","32,740,961.65","95,411,847.43","164,294,863.58","178,862,970.68","81,596,146.15","62,376,395.76","180,545,651.90","189,603,431.60","109,022,933.84","156,981,618.29","239,118,461.70","235,760,747.29","72,152,202.60","109,394,186.70","186,529,950.25","263,652,557.65","69,870,130.90","181,212,707.13","277,692,851.51","484,129,089.25","164,995,543.79","303,889,850.38"
投资活动现金流出小计,"483,019,823.92","867,359,181.19","1,192,740,880.81","1,420,429,557.42","126,153,276.41","234,801,890.53","298,546,048.82","348,723,212.40","47,002,779.68","100,955,193.71","170,625,338.64","317,823,491.64","101,434,200.10","375,029,518.47","524,153,961.10","633,619,584.55","79,968,846.10","158,155,063.06","363,922,610.25","666,162,737.24","524,093,835.17","607,781,158.26","996,582,157.10","1,180,405,200.55","271,550,648.77","580,522,051.55","781,021,149.10","992,856,461.38","209,909,357.32","555,727,148.41","836,130,027.47","1,093,484,647.69","138,023,001.71","495,068,096.80","669,385,375.10","847,347,457.48","320,413,670.47","637,357,238.68","850,472,942.91","1,997,400,433.69","298,970,074.98","507,939,651.76","636,471,743.72","870,606,473.87","366,230,413.46","648,056,198.99"
经营活动现金流入小计,"534,638,433.64","1,082,993,111.36","1,706,745,377.62","2,273,655,042.48","615,494,402.48","1,293,405,332.31","1,978,683,859.23","2,699,462,190.39","799,628,229.09","1,556,573,004.22","2,440,469,078.48","3,399,428,367.83","1,153,822,004.79","2,183,943,012.16","3,164,747,169.73","4,279,686,004.91","1,099,042,967.96","2,203,700,477.69","3,319,037,114.38","4,664,417,223.37","1,246,133,627.10","2,864,489,733.54","4,577,404,207.17","5,822,029,564.02","1,382,943,473.93","2,846,023,319.02","4,443,632,039.09","6,063,376,526.49","1,815,330,176.78","3,656,153,333.01","5,679,944,317.44","7,688,976,963.16","2,151,455,417.85","4,182,695,689.67","6,494,661,703.71","8,876,109,456.91","2,443,992,572.27","4,829,161,377.76","7,502,075,456.39","10,110,662,871.14","2,783,670,243.19","5,480,675,542.78","8,576,280,053.10","11,835,033,610.53","3,306,799,881.60","6,406,501,819.83"
投资活动产生的现金流量净额,"-281,815,289.38","-385,686,563.01","-256,534,663.87","-362,274,529.36","-2,352,460.87","100,861,636.38","79,643,039.65","29,203,263.67","213,034,372.35","240,460,228.96","189,388,224.36","79,433,047.90","-86,412,670.86","-359,226,321.09","-508,237,980.03","-606,498,779.92","-79,388,322.66","-155,978,409.45","-359,508,183.73","-660,290,506.96","-522,636,096.64","-595,117,058.08","-983,748,853.15","-1,146,907,923.14","-222,483,265.90","-528,778,050.64","-725,031,424.43","-883,588,926.90","-201,822,874.78","-532,089,013.78","-803,850,170.58","-1,057,246,319.06","-137,042,785.04","-468,334,102.40","-633,088,277.09","-804,248,706.74","-256,481,985.04","-540,334,798.11","-707,987,613.04","-1,727,043,085.86","511,435,561.08","526,936,937.03","4,634,163,658.27","4,721,825,666.42","-365,859,349.37","-563,135,499.29"
购买商品、接受劳务支付的现金,"124,969,481.07","298,763,358.62","532,337,057.06","742,283,403.70","219,850,992.58","472,157,244.78","716,402,587.80","925,873,554.63","190,677,426.11","452,087,000.50","767,774,080.17","1,147,616,519.30","326,229,400.33","625,621,301.57","959,489,102.93","1,307,970,098.89","358,581,671.27","740,798,443.52","1,238,119,210.54","1,585,819,709.00","327,970,535.22","975,459,984.91","1,403,423,366.96","2,024,923,688.63","391,285,884.71","787,175,953.04","1,132,739,442.59","1,740,900,141.87","484,473,911.65","1,105,270,517.98","1,680,176,547.61","2,262,286,004.69","598,422,934.01","1,240,315,916.05","1,913,288,480.32","2,545,321,764.60","615,989,107.20","1,297,819,745.51","1,881,637,169.24","2,639,082,844.87","607,264,333.39","1,483,714,796.56","2,283,392,742.61","3,121,914,087.64","776,155,135.81","1,572,117,043.79"
吸收投资收到的现金,,,,,,,,,"20,000,000.00","400,000.00","20,400,000.00","400,000.00",,,,,,"1,470,000.00","1,470,000.00","1,470,000.00",,,"7,503,850.11","7,503,850.11",,,"3,000,000.00","5,500,000.00",,,,,"218,242,080.00","381,767,580.00","387,741,756.00","442,918,333.00",,"6,487,200.00","1,427,667,851.07","1,422,060,566.76","10,059,680.00","15,000,000.00","-41,187,438.80","15,000,000.00",,
