科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"672,748,380.70","1,612,159,159.83","2,462,277,421.58","3,323,971,394.67","870,360,673.25","2,170,235,077.13","2,907,049,428.47","3,475,574,619.14","469,700,574.62","1,363,581,834.25","2,364,738,080.37","3,565,453,061.34","1,137,018,102.99","2,838,223,194.77","4,245,254,621.94","6,182,502,372.86","1,800,073,617.53","3,453,519,418.72","5,205,367,559.51","6,981,418,658.70","1,720,337,872.08","3,668,552,660.66","5,579,031,494.95","7,676,355,283.61","1,827,469,237.25","4,280,757,434.08","6,744,200,427.36","9,472,486,433.56","2,395,172,928.98","5,579,906,762.40","8,219,345,067.37","11,273,375,890.20","2,748,232,035.39","5,109,458,064.77","7,126,096,036.00","9,863,621,610.98","2,687,060,644.42","5,671,693,392.77","8,508,430,193.15","11,992,482,217.42","3,001,376,478.38","6,119,421,830.89","9,177,305,850.03","12,732,777,213.43","2,995,712,568.20","6,509,672,487.57","9,897,492,420.11","13,607,583,197.97","2,957,904,355.13"
二、营业利润,"5,796,165.84","14,744,135.34","41,113,095.27","47,554,377.11","15,729,237.88","68,588,304.64","121,134,666.00","187,800,152.54","23,265,384.76","89,199,466.60","165,518,781.08","343,291,573.39","95,589,210.82","265,808,060.93","407,439,138.60","634,329,027.13","144,481,032.41","265,981,786.70","381,857,184.92","519,420,559.89","107,318,585.11","248,104,105.59","350,408,109.63","462,663,082.39","75,831,671.10","221,515,698.69","356,095,024.50","446,004,186.82","104,917,957.09","278,465,203.03","452,562,651.43","638,532,570.72","95,523,669.43","221,579,513.84","328,553,254.14","483,983,105.58","93,111,251.52","221,582,210.17","429,246,244.93","554,806,160.39","183,281,804.77","374,481,883.95","513,367,738.95","606,808,099.50","163,527,000.35","378,519,794.51","565,628,559.33","689,242,915.94","161,286,849.32"
减:营业成本,"666,959,291.79","1,592,899,873.90","2,435,534,978.63","3,302,399,014.67","862,446,372.30","2,160,721,953.61","2,870,231,876.47","3,418,995,666.44","470,263,201.46","1,338,173,954.30","2,308,699,894.29","3,479,570,758.80","1,093,590,440.06","2,686,028,792.56","4,018,718,524.91","5,816,130,481.04","1,679,047,418.99","3,221,450,771.95","4,862,429,210.98","6,525,105,628.49","1,617,498,340.94","3,461,952,773.99","5,268,305,711.17","7,247,369,939.27","1,730,989,610.08","4,055,611,053.32","6,382,158,158.64","8,965,950,647.66","2,269,619,801.74","5,279,641,321.14","7,758,412,899.58","10,622,970,537.81","2,596,662,673.02","4,811,601,052.94","6,702,776,154.52","9,279,995,155.51","2,529,960,507.09","5,331,160,516.50","7,955,463,717.50","11,208,718,681.20","2,805,951,082.61","5,710,946,371.03","8,575,806,885.83","11,886,238,267.62","2,760,324,343.92","5,986,818,664.44","9,121,130,164.09","12,615,627,333.01","2,709,418,335.38"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,545,732.07","1,928,931.50","2,622,095.88","3,593,369.37","834,381.02","2,029,143.39","3,442,187.82","4,295,745.08","883,907.81","2,581,799.47","4,071,699.38","6,683,117.86","2,209,344.89","4,787,295.81","6,719,314.62","9,515,567.58","3,508,981.33","6,247,722.53","11,385,296.39","17,187,476.03","3,511,433.10","6,824,059.80","10,293,754.63","14,424,676.90","4,111,015.47","9,662,695.23","15,598,816.54","20,751,165.51","4,498,256.44","11,148,289.26","17,248,297.16","23,927,082.67","6,237,652.50","11,194,365.48","15,323,152.81","19,875,870.45","7,061,520.96","13,180,904.86","20,913,205.16","42,672,925.20","7,397,234.40","19,483,686.70","32,900,653.47","44,478,703.51","12,936,044.81","34,381,612.11","46,948,768.64","65,365,031.15","11,605,658.86"
营业外收入,"713,811.70","887,480.20","1,054,433.67","1,485,118.99","157,376.35","3,804,194.08","3,654,287.84","4,703,950.23",,"15,693,481.66","15,705,481.66","15,732,561.16","137,000.00","220,204.95","804,237.77","3,280,976.20","314,436.17","599,010.89","1,210,464.57","3,921,640.15","735,712.68","1,231,055.02","3,228,089.56","5,785,368.34","181,470.24","597,087.55","2,437,687.34","3,535,094.08","380,523.73","1,102,308.89","1,765,455.28","4,233,972.87","1,087,423.59","1,929,155.06","2,440,563.52","4,048,962.38","1,650,933.15","2,720,291.07","3,442,339.32","13,232,946.93","11,046,039.21","11,907,334.90","14,041,603.10","16,917,420.22","106,759.35","251,224.96","84,115.96","868,906.00","844,376.82"
销售费用,"8,488,131.72","17,778,874.29","28,018,527.28","42,965,079.66","10,089,744.53","19,706,273.73","28,521,781.63","37,607,387.87","4,827,020.80","16,564,501.71","21,795,696.24","28,239,011.60","4,639,187.26","10,804,177.27","17,240,434.35","28,229,065.34","11,921,310.88","21,515,151.35","32,003,782.02","46,646,717.55","11,313,737.86","19,894,502.84","31,184,216.21","36,498,705.12","11,468,291.72","20,834,873.98","31,245,346.83","44,398,976.09","9,226,506.92","23,612,368.83","39,341,622.73","54,364,460.91","12,894,202.44","25,157,091.91","36,890,520.99","51,666,295.50","14,016,474.65","29,395,856.87","49,879,070.43","70,202,765.10","15,467,906.32","28,927,453.43","43,617,655.23","68,020,282.95","16,133,007.87","34,828,462.38","53,363,244.50","81,780,799.03","19,854,234.31"
减:营业外支出,"6,786.00","14,384.12","14,384.12","388,147.35","112,104.72","1,008,823.71","2,549,338.06","2,565,226.10","2,679.72","24,279.72","24,279.72","2,168,486.63","4,917.28","20,440.82","61,897.29","692,293.66",850.00,"16,265.86","286,577.97","399,549.10","755,795.86","862,162.69","973,484.89","1,519,745.00","32,645.87","157,437.30","210,960.47","864,990.04","30,724.90","121,801.46","734,160.13","8,307,092.19","102,959.21","784,009.81","2,157,238.94","3,998,317.80","177,893.09","277,109.78","320,973.45","2,023,561.75","27,730.04","91,289.03","512,363.54","904,644.35","82,799.21","304,326.04","346,142.74","4,755,034.66","110,516.41"
管理费用,"18,727,042.51","45,168,118.08","69,122,740.85","119,705,802.22","24,228,395.98","49,186,784.13","76,153,504.08","150,971,006.75","20,511,666.31","52,372,427.96","76,651,472.48","124,146,316.04","25,562,592.43","69,607,551.33","110,099,624.34","189,118,309.04","47,954,698.61","105,315,625.65","166,710,817.63","236,913,227.07","51,609,593.06","121,745,601.85","188,207,550.82","274,429,108.59","63,176,146.00","141,610,010.64","237,604,289.17","368,383,021.64","90,866,492.10","190,986,891.40","293,705,220.52","417,944,960.68","106,192,194.51","208,773,770.15","302,423,988.09","415,661,687.72","101,228,989.81","218,849,359.52","317,156,133.55","458,692,099.72","94,847,678.54","197,303,392.07","297,244,658.66","527,031,978.88","127,549,483.76","266,725,473.39","386,344,395.45","497,687,231.76","90,604,827.01"
其中:非流动资产处置净损失,,,,"331,132.24",,,,"2,549,338.06",,,,"2,120,635.51",,"1,917.28",,"227,194.96",,,"8,274.76","50,832.75",,"19,584.87","42,739.47","660,729.88","12,445.87","136,297.56","186,828.96","529,433.49","2,539.13","57,215.69","662,097.43","2,018,348.88","52,632.75","696,939.65","787,491.30","1,028,522.51","177,564.09","178,133.78","198,628.31","1,320,395.18",461.66,"53,990.87","198,764.92",,,,,,
