科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31
流动资产合计,"1,122,632,442.05","1,185,904,364.69","1,454,072,708.62","1,310,617,024.77","1,315,649,921.59","1,296,060,704.69","1,631,398,028.35","1,211,622,965.31","1,122,416,656.79"
流动负债合计,"1,391,082,950.05","1,420,003,469.60","1,661,033,700.18","1,540,510,376.92","1,533,915,714.67","1,557,226,716.25","1,895,297,158.38","1,737,991,894.17","1,810,330,912.24"
可供出售金融资产,"13,432,541.18","7,283,696.64","10,043,534.82",,,,,,
长期借款,,,,,,,,,
持有至到期投资,,,,,,,,,
应付债券,,,,,,,,,
长期应收款,,,,,,,,,
长期应付款,"3,497,500.00","4,365,193.53","4,733,515.98","4,714,829.28","5,171,136.74","5,445,857.37","5,741,451.42","3,677,500.00","3,885,731.12"
长期股权投资,"35,310,740.97","33,065,734.36","29,530,777.78","21,292,273.02","18,292,273.02","16,161,500.00","16,161,500.00","16,161,500.00","16,161,500.00"
专项应付款,,,,,,,,,
投资性房地产,,"18,097,954.36","17,619,645.58","17,141,337.28","16,925,390.88","16,627,529.37","16,418,072.07","16,211,454.33","15,970,075.24"
预计负债,,,,,,,,,
固定资产,"652,293,591.09","629,633,036.37","616,498,481.00","638,936,541.24","627,515,425.64","620,018,594.80","608,641,361.75","606,974,110.85","596,954,746.27"
递延所得税负债,,"864,554.50","1,278,530.23","1,369,189.44","1,369,189.44","684,594.72","684,594.72",,
在建工程,"36,736,103.59","32,990,837.46","39,053,404.22","10,350,174.48","15,261,310.16","10,282,501.49","16,771,601.36","13,559,177.90","14,883,655.81"
其他非流动负债,,,,,,,,,
工程物资,"1,188,355.14","1,188,355.14","1,188,355.14",,,,,,
非流动负债合计,"3,497,500.00","5,229,748.03","6,012,046.21","6,084,018.72","6,540,326.18","6,130,452.09","6,426,046.14","3,677,500.00","3,885,731.12"
固定资产清理,,,,,,,,,
负债合计,"1,394,580,450.05","1,425,233,217.63","1,667,045,746.39","1,546,594,395.64","1,540,456,040.85","1,563,357,168.34","1,901,723,204.52","1,741,669,394.17","1,814,216,643.36"
生产性生物资产,,,,,,,,,
实收资本(或股本),"754,313,951.00","754,313,951.00","754,313,951.00","754,313,951.00","754,313,951.00","754,313,951.00","754,313,951.00","754,313,951.00","754,313,951.00"
油气资产,,,,,,,,,
资本公积,"309,514,601.79","308,077,881.24","310,423,743.69","304,547,928.55","304,547,928.55","305,232,523.27","305,232,523.27","305,917,117.99","305,917,117.99"
无形资产,"84,931,863.75","84,366,915.15","83,801,966.55","83,237,017.95","82,741,559.46","84,041,799.97","83,537,363.23","83,032,926.49","82,600,317.48"
盈余公积,"67,356,614.63","67,356,614.63","67,356,614.63","67,356,614.63","67,356,614.63","67,356,614.63","67,356,614.63","69,621,450.77","69,621,450.77"
开发支出,,,,,,,,,
减:库存股,,,,,,,,,
商誉,,,,,,,,,
未分配利润,"-517,265,702.79","-502,662,444.85","-489,999,407.93","-525,804,482.15","-524,854,615.35","-583,243,543.25","-591,874,282.99","-923,959,779.05","-1,095,082,211.53"
长期待摊费用,,,,,,,,,
少数股东权益,,,,,,,,,
递延所得税资产,"61,974,276.91","59,788,325.48","57,331,774.07","65,434,038.93","65,434,038.93","63,824,083.67","63,824,083.67",,
外币报表折算价差,,,,,,,,,
其他非流动资产,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,
非流动资产合计,"885,867,472.63","866,414,854.96","855,067,939.16","836,391,382.90","826,169,998.09","810,956,009.30","805,353,982.08","735,939,169.57","726,570,294.80"
所有者权益(或股东权益)合计,"613,919,464.63","627,086,002.02","642,094,901.39","600,414,012.03","601,363,878.83","543,659,545.65","535,028,805.91","205,892,740.71","34,770,308.23"
资产总计,"2,008,499,914.68","2,052,319,219.65","2,309,140,647.78","2,147,008,407.67","2,141,819,919.68","2,107,016,713.99","2,436,752,010.43","1,947,562,134.88","1,848,986,951.59"
负债和所有者(或股东权益)合计,"2,008,499,914.68","2,052,319,219.65","2,309,140,647.78","2,147,008,407.67","2,141,819,919.68","2,107,016,713.99","2,436,752,010.43","1,947,562,134.88","1,848,986,951.59"
